label,n_races,first_hit_rate,exacta_hit_rate,trifecta_top1_rate,trifecta_avg_neg_log_prob,trifecta_top3_rate,trifecta_top5_rate,trifecta_top10_rate,trifecta_top30_rate
1着1号艇以外予想,11327,0.9684823872163856,0.8109826079279597,0.5346517171360466,2.456073582313065,0.7062770371678291,0.8026838527412378,0.8948530060916394,0.9772225655513375
