venue,year,month,start_day,grade,race_name
徳山,2018,8,15,G3,黒神杯争奪Ｇ３徳山オールレディース
徳山,2018,8,30,G3,Ｇ３サッポロビールカップ
徳山,2018,12,18,G3,オラレ田布施開設２周年　Ｇ３徳山マスターズ第９戦
