year,month,grade,start_day,race_name
2021,2,G1,20,第６４回四国地区選手権競走
2021,11,G1,19,京極賞開設６９周年記念競走
2021,7,G2,11,第３回全国ボートレース甲子園
2021,3,G3,31,オールレディースｍｉｍｉｋａ賞
2021,12,G3,13,オールレディースｍｉｍｉｋａ賞
2021,1,一般,4,市長杯争奪ＢＯＡＴＲＡＣＥまるがめ大賞
2021,1,一般,13,丸亀市議会議長杯
2021,1,一般,21,サンケイスポーツカップ
2021,1,一般,31,「ウチまる」　配信記念　丸亀市観光協会杯
2021,2,一般,10,楽天銀行杯
2021,2,一般,28,ＢＴＳ朝倉開設２８周年記念
2021,3,一般,11,ＢＴＳまるがめ開設記念　ナイター王決定戦
2021,3,一般,22,ジャパンネット銀行杯
2021,4,一般,9,春のセンバツ　ボートレース選手権大会
2021,4,一般,18,Ｂカードメンバー大感謝祭　日本トーター杯
2021,4,一般,27,丸亀市観光協会杯
2021,5,一般,5,安岐真人杯争奪　瀬戸の大魔神大賞
2021,5,一般,16,ヴィーナスシリーズ　ブルーナイターエンジェルＣＵＰ
2021,5,一般,23,ＹｏｕＴｕｂｅ番組「ウチまる」１周年記念
2021,6,一般,6,ＰａｙＰａｙ銀行杯
2021,6,一般,13,丸亀巧者集合！報知グリーンカップ
2021,6,一般,25,デイリースポーツカップ
2021,7,一般,2,四国新聞社杯
2021,7,一般,22,日刊スポーツカップ
2021,7,一般,30,サッポロビールカップ２０２１
2021,8,一般,19,ＲＮＣ杯争奪サマーチャンピオンレース
2021,9,一般,1,マンスリーＢＯＡＴＲＡＣＥ杯
2021,9,一般,18,日本モーターボート選手会会長杯
2021,9,一般,27,スポーツニッポンカップ
2021,10,一般,5,スカパー！・ＪＬＣ杯争奪ルーキーシリーズ第１６戦
2021,10,一般,13,ＢＴＳ西予開設６周年記念
2021,10,一般,31,誰が勝っても丸亀初優勝！第１１回琴参バスカップ
2021,11,一般,9,サンケイスポーツカップ
2021,12,一般,2,大阪スポーツカップ
2021,12,一般,27,清酒金陵杯
