venue,year,month,start_day,grade,race_name
徳山,2016,1,31,G1,Ｇ１徳山クラウン争奪戦　開設６２周年記念競走
徳山,2016,10,14,G1,Ｇ１徳山クラウン争奪戦　開設６３周年記念競走
