race_key,実際,的中,予測1,予測2,予測3,予測4,予測5
2025-09-04_R5,5-6-4,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-09-04_R6,2-5-1,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-09-05_R2,4-2-6,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-09-05_R4,3-1-2,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-09-05_R10,2-6-1,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-09-06_R2,2-5-1,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-09-06_R5,6-2-4,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-09-06_R8,2-1-4,1,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-09-06_R10,2-3-5,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-09-06_R11,2-5-6,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-09-06_R12,6-1-2,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-09-07_R1,5-1-2,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-09-07_R3,6-3-1,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-09-07_R9,2-1-3,0,3-1-2,3-4-2,3-5-2,3-6-2,4-1-2
2025-09-07_R10,2-5-4,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-09-12_R1,2-1-3,1,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-09-12_R2,6-5-1,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-09-12_R3,5-3-2,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-09-12_R4,6-3-4,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-09-12_R5,3-4-1,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-09-12_R6,2-4-6,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-09-12_R11,2-3-1,1,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-09-13_R2,3-2-1,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-09-13_R3,2-6-4,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-09-13_R4,3-2-1,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-09-13_R5,6-3-2,0,3-1-2,3-4-2,3-5-2,3-6-2,4-1-2
2025-09-13_R8,3-2-5,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-09-13_R9,3-2-4,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-09-13_R10,6-5-1,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-09-14_R1,2-6-3,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-09-14_R2,4-6-2,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-09-14_R3,3-6-4,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-09-14_R5,6-4-3,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-09-14_R10,2-6-3,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-09-15_R2,6-2-1,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-09-15_R8,2-5-3,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-09-15_R10,4-3-6,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-09-15_R11,3-4-1,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-09-15_R12,2-6-3,0,3-1-2,3-4-2,3-5-2,3-6-2,4-1-2
2025-09-16_R3,2-6-1,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-09-16_R5,3-5-6,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-09-16_R6,4-6-5,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-09-16_R7,2-5-3,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-09-17_R2,5-1-6,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-09-17_R3,2-6-3,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-09-17_R9,3-2-1,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-09-17_R10,3-5-6,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-09-18_R7,2-6-5,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-09-25_R1,6-4-2,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-09-25_R2,3-5-2,1,3-1-2,3-4-2,3-5-2,3-6-2,4-1-2
2025-09-25_R4,3-4-5,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-09-25_R5,3-2-6,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-09-25_R8,2-6-3,0,2-3-4,2-4-3,3-2-4,3-4-2,4-2-3
2025-09-26_R2,4-6-5,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-09-26_R4,2-6-4,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-09-26_R5,2-5-1,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-09-26_R6,4-3-2,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-09-26_R7,2-1-4,1,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-09-27_R1,3-6-1,0,2-1-3,2-3-1,2-3-4,2-3-5,2-3-6
2025-09-27_R2,2-1-5,1,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-09-27_R3,2-1-5,0,2-1-6,2-3-6,2-4-6,2-5-6,2-6-1
2025-09-27_R4,4-1-3,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-09-27_R5,3-1-5,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-09-27_R7,4-1-2,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-09-27_R9,4-1-2,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-09-27_R11,2-5-1,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-09-28_R3,4-3-1,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-09-28_R4,5-2-1,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-09-28_R5,2-1-3,1,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-09-28_R9,6-5-4,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-09-28_R12,2-1-5,1,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-09-29_R1,2-6-1,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-09-29_R2,6-1-2,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-09-29_R6,2-4-3,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-09-29_R7,3-5-6,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
2025-09-30_R1,3-2-1,0,2-4-6,2-6-4,4-2-6,4-6-2,6-2-4
2025-09-30_R4,3-4-2,0,2-1-3,2-1-4,2-1-5,2-1-6,2-3-1
