year,month,grade,start_day,race_name
2015,3,G3,9,Ｇ３オールレディース第２３戦
2015,7,G3,21,Ｇ３第２５回ＪＲ四国ワープ杯競走
2015,10,G3,25,Ｇ３サントリー・ザ・プレミアムモルツカップ
