label,n_races,first_hit_rate,exacta_hit_rate,trifecta_top1_rate,trifecta_avg_neg_log_prob,trifecta_top3_rate,trifecta_top5_rate,trifecta_top10_rate,trifecta_top30_rate
テスト / 1着1号艇予想,1311,1.0,0.36765827612509533,0.15331807780320367,2.8259637738963304,0.3524027459954233,0.4950419527078566,0.7581998474446987,1.0
