登番,名前漢字,級,身長,体重,勝率,複勝率,直近10年勝率,直近10年2連帯率,直近10年3連帯率,直近5年勝率,直近5年2連帯率,直近5年3連帯率,1着率,2着率,3着率,1着回数,2着回数,出走回数,優出回数,優勝回数,平均スタートタイミング,1コース進入回数,1コース複勝率,1コース平均スタートタイミング,1コース平均スタート順位,2コース進入回数,2コース複勝率,2コース平均スタートタイミング,2コース平均スタート順位,3コース進入回数,3コース複勝率,3コース平均スタートタイミング,3コース平均スタート順位,4コース進入回数,4コース複勝率,4コース平均スタートタイミング,4コース平均スタート順位,5コース進入回数,5コース複勝率,5コース平均スタートタイミング,5コース平均スタート順位,6コース進入回数,6コース複勝率,6コース平均スタートタイミング,6コース平均スタート順位,1コース1着回数,1コース2着回数,1コース3着回数,1コース4着回数,1コース5着回数,1コース6着回数,2コース1着回数,2コース2着回数,2コース3着回数,2コース4着回数,2コース5着回数,2コース6着回数,3コース1着回数,3コース2着回数,3コース3着回数,3コース4着回数,3コース5着回数,3コース6着回数,4コース1着回数,4コース2着回数,4コース3着回数,4コース4着回数,4コース5着回数,4コース6着回数,5コース1着回数,5コース2着回数,5コース3着回数,5コース4着回数,5コース5着回数,5コース6着回数,6コース1着回数,6コース2着回数,6コース3着回数,6コース4着回数,6コース5着回数,6コース6着回数,算出期間自,算出期間至
4987,島　倉　　　　都,B1,157,48,3.78,21.1,3.29,12.8,23.3,3.9,17.7,30.2,8.2,12.9,5.9,7,11,85,0,0,0.18,13,61.5,0.21,4.5,15,33.3,0.21,3.9,20,15.0,0.16,3.3,12,8.3,0.15,3.4,14,7.1,0.19,3.6,10,0.0,0.19,4.1,3,5,0,2,2,0,3,2,3,1,3,3,1,2,1,6,5,5,0,1,1,1,4,5,0,1,0,3,6,4,0,0,0,3,5,2,2024-05-01,2024-10-31
4988,牟　田　　奨　太,B1,165,58,4.16,25.8,3.51,18.7,28.6,4.02,24.0,35.2,9.7,16.1,12.9,9,15,93,0,0,0.14,11,81.8,0.16,2.3,17,23.5,0.12,2.5,20,25.0,0.13,2.6,11,36.3,0.14,3.2,17,5.8,0.14,2.7,17,5.8,0.14,3.4,6,3,1,0,1,0,0,4,2,3,2,6,0,5,3,3,3,6,2,2,1,1,1,4,1,0,3,3,2,8,0,1,2,2,3,9,2024-05-01,2024-10-31
4989,石　原　　　　翼,A2,161,52,6.07,38.2,5.1,32.7,48.0,5.59,38.7,54.3,23.5,14.8,21.0,19,12,81,1,0,0.14,15,86.6,0.12,2.4,11,18.1,0.12,3.1,15,53.3,0.14,3.3,15,20.0,0.14,3.0,13,23.0,0.15,2.9,12,16.6,0.15,3.5,11,2,1,0,0,0,1,1,2,3,2,1,2,6,4,2,1,0,2,1,4,5,0,3,2,1,5,4,0,1,1,1,1,1,6,2,2024-05-01,2024-10-31
4990,田　中　　博　子,B2,160,47,0.0,0.0,2.18,4.8,9.4,2.78,8.1,15.0,,,,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-05-01,2024-10-31
4991,宗　行　　治　哉,A2,164,52,6.01,40.5,4.94,27.9,47.9,5.38,33.0,54.6,20.3,20.3,23.1,29,29,143,3,0,0.18,32,81.2,0.16,3.4,27,40.7,0.18,4.0,24,41.6,0.16,3.5,26,19.2,0.19,4.1,20,30.0,0.18,4.4,14,0.0,0.21,5.7,17,9,3,0,0,3,6,5,6,5,1,4,4,6,7,5,2,0,2,3,7,5,5,3,0,6,8,1,3,2,0,0,2,4,6,2,2024-05-01,2024-10-31
4992,廣　瀬　　篤　哉,B1,170,59,4.57,29.0,3.73,17.7,30.3,4.4,23.5,39.3,19.0,10.0,13.0,19,10,100,0,0,0.16,15,73.3,0.13,2.0,21,33.3,0.15,2.7,18,22.2,0.16,3.6,12,16.6,0.13,2.9,17,23.5,0.16,3.5,17,5.8,0.19,3.8,10,1,0,2,1,1,3,4,4,2,4,4,2,2,4,1,3,6,1,1,2,2,3,2,3,1,2,1,3,7,0,1,1,3,5,7,2024-05-01,2024-10-31
4994,山　本　　梨　菜,B1,163,46,5.67,33.3,4.23,18.9,38.3,4.91,25.0,48.3,11.7,21.7,28.3,7,13,60,0,0,0.2,9,66.6,0.15,4.0,11,27.2,0.22,4.7,11,54.5,0.18,4.0,12,33.3,0.16,3.3,5,0.0,0.28,5.2,12,8.3,0.23,4.6,3,3,3,0,0,0,2,1,2,2,3,0,1,5,2,0,0,2,1,3,4,2,0,2,0,0,3,1,1,0,0,1,3,5,1,2,2024-05-01,2024-10-31
4995,田　邉　　亮　蔵,B1,171,56,4.52,21.2,3.53,14.8,27.7,4.01,18.0,34.0,11.7,9.6,14.9,11,9,94,0,0,0.19,15,60.0,0.19,3.7,15,20.0,0.18,3.7,18,11.1,0.19,3.9,14,28.5,0.18,3.5,12,0.0,0.18,4.4,20,10.0,0.23,4.7,9,0,1,1,3,1,1,2,5,5,2,0,0,2,3,9,1,3,1,3,1,3,3,3,0,0,1,5,5,1,0,2,3,3,7,5,2024-05-01,2024-10-31
4997,濱　崎　　寿里矢,B2,159,54,2.18,2.6,1.93,3.2,7.3,2.36,4.3,10.6,2.6,0.0,5.3,1,0,38,0,0,0.19,5,0.0,0.21,5.6,6,0.0,0.25,5.0,7,0.0,0.2,4.1,5,20.0,0.15,2.4,7,0.0,0.15,3.2,8,0.0,0.19,4.4,0,0,0,0,2,3,0,0,2,2,1,1,0,0,0,1,2,4,1,0,0,0,3,1,0,0,0,0,4,2,0,0,0,2,0,6,2024-05-01,2024-10-31
4998,中　村　　かなえ,B2,161,47,4.43,25.0,4.44,25.4,38.6,5.07,31.6,46.8,17.5,7.5,15.0,7,3,40,0,0,0.14,8,75.0,0.09,2.1,6,16.6,0.15,2.3,7,0.0,0.16,3.0,4,75.0,0.17,3.5,7,0.0,0.17,3.0,8,0.0,0.13,2.4,5,1,0,1,1,0,1,0,1,1,1,2,0,0,2,2,2,1,1,2,0,0,0,1,0,0,3,1,1,2,0,0,0,0,3,5,2024-05-01,2024-10-31
5000,岡　本　　翔太郎,B1,161,51,4.35,23.3,3.82,17.3,31.5,4.23,20.3,37.0,9.3,14.0,15.0,10,15,107,0,0,0.14,13,69.2,0.14,2.9,22,31.8,0.12,2.5,18,27.7,0.14,3.1,18,22.2,0.16,2.7,18,0.0,0.13,3.1,18,0.0,0.16,3.7,6,3,0,1,2,0,4,3,2,6,4,3,0,5,4,2,4,3,0,4,5,6,2,1,0,0,4,2,4,8,0,0,1,2,7,8,2024-05-01,2024-10-31
5002,上　田　　健　太,A2,170,54,5.74,38.3,4.86,29.5,45.1,5.36,34.4,51.4,22.7,15.6,17.7,32,22,141,1,0,0.16,26,69.2,0.16,3.0,22,40.9,0.2,4.2,22,40.9,0.17,3.4,32,31.2,0.15,3.0,18,44.4,0.13,2.8,21,0.0,0.16,3.7,14,4,4,1,3,0,5,4,3,5,3,2,6,3,6,4,1,2,5,5,9,7,4,2,2,6,3,2,2,3,0,0,0,4,9,8,2024-05-01,2024-10-31
5003,来　田　　衣　織,B1,157,55,3.86,19.4,3.45,16.1,27.9,3.94,20.5,34.4,9.7,9.7,13.6,10,10,103,0,0,0.19,13,53.8,0.22,4.8,21,14.2,0.18,4.3,18,38.8,0.17,3.4,21,4.7,0.2,4.0,17,0.0,0.19,3.6,13,15.3,0.16,3.0,5,2,2,1,0,3,1,2,4,5,4,5,3,4,2,3,4,2,0,1,4,3,5,7,0,0,2,1,8,6,1,1,0,1,3,7,2024-05-01,2024-10-31
5004,河　野　　主　樹,A2,163,54,5.99,42.3,4.03,21.8,34.5,4.58,26.7,41.7,22.6,19.7,16.8,31,27,137,4,0,0.13,19,68.4,0.13,2.8,26,57.6,0.13,2.4,26,42.3,0.13,2.5,29,41.3,0.12,2.4,18,22.2,0.14,2.5,19,15.7,0.12,2.8,10,3,3,1,1,1,6,9,6,2,0,3,4,7,2,3,8,2,9,3,6,6,5,0,1,3,4,3,5,2,1,2,2,9,3,2,2024-05-01,2024-10-31
5005,石　田　　貴　洋,A2,172,53,5.73,39.5,4.81,28.1,44.9,5.31,33.3,52.2,15.3,24.3,16.7,22,35,144,2,1,0.12,25,68.0,0.15,3.5,22,45.4,0.14,2.7,25,40.0,0.13,2.7,27,44.4,0.1,2.0,27,18.5,0.11,2.2,18,16.6,0.12,3.2,11,6,5,1,1,0,4,6,2,6,3,1,2,8,7,3,2,2,4,8,4,3,5,2,1,4,5,9,4,4,0,3,1,5,4,5,2024-05-01,2024-10-31
5006,久保原　　秀　人,B1,174,56,4.19,22.0,3.54,16.8,26.8,3.95,20.4,31.8,10.5,11.6,10.5,9,10,86,0,0,0.16,11,54.5,0.14,3.1,13,0.0,0.16,3.9,17,29.4,0.15,3.2,17,17.6,0.21,3.9,22,18.1,0.15,3.2,6,16.6,0.18,4.0,4,2,1,3,0,1,0,0,0,4,8,1,1,4,2,1,7,2,3,0,3,4,5,2,1,3,1,4,9,4,0,1,2,0,1,2,2024-05-01,2024-10-31
5007,近　藤　　雄一郎,B1,167,53,4.27,23.0,3.43,14.3,26.5,3.92,18.0,33.1,8.8,14.2,16.8,10,16,113,1,0,0.18,16,50.0,0.18,3.6,20,20.0,0.19,4.4,16,25.0,0.17,3.6,21,19.0,0.17,3.4,20,15.0,0.17,3.5,20,15.0,0.17,3.4,5,3,2,2,1,2,1,3,2,4,2,7,2,2,5,2,2,3,1,3,3,3,5,6,0,3,2,4,4,6,1,2,5,4,4,4,2024-05-01,2024-10-31
5008,羽　野　　　　諒,B1,167,53,4.88,27.1,3.77,15.2,31.6,4.35,19.6,39.0,7.6,19.6,23.9,7,18,92,0,0,0.13,12,50.0,0.11,2.4,20,45.0,0.13,2.7,15,26.6,0.14,1.9,17,17.6,0.12,2.6,18,11.1,0.12,2.2,10,10.0,0.16,2.9,2,4,4,0,0,1,2,7,3,3,3,1,1,3,5,2,3,0,2,1,6,4,4,0,0,2,3,4,5,3,0,1,1,2,2,4,2024-05-01,2024-10-31
5009,大　賀　　龍之介,B1,169,57,4.43,24.7,3.74,18.5,30.5,4.32,23.5,38.2,7.1,17.7,15.9,8,20,113,1,0,0.15,15,66.6,0.13,2.5,23,21.7,0.16,3.6,17,23.5,0.16,3.5,15,33.3,0.18,3.6,22,18.1,0.13,3.2,21,0.0,0.16,3.5,6,4,1,0,2,2,1,4,9,4,3,1,0,4,3,3,5,2,0,5,2,3,4,1,1,3,2,4,8,4,0,0,1,5,6,9,2024-05-01,2024-10-31
5010,宇留田　　翔　平,A2,170,57,5.93,40.7,4.01,19.6,33.9,4.51,23.9,40.4,15.5,25.2,24.3,16,26,103,1,0,0.15,17,70.5,0.14,2.2,16,50.0,0.16,3.4,19,52.6,0.14,2.7,20,35.0,0.16,3.2,18,27.7,0.15,3.1,13,0.0,0.14,3.4,10,2,3,1,1,0,1,7,5,0,2,1,3,7,4,4,1,0,2,5,7,3,1,2,0,5,3,3,5,2,0,0,3,2,7,1,2024-05-01,2024-10-31
5011,高　木　　圭　大,B1,166,54,3.54,16.8,3.21,11.6,21.7,3.64,14.4,26.8,7.4,9.5,11.6,7,9,95,0,0,0.15,7,28.5,0.1,2.1,17,29.4,0.19,3.9,19,15.7,0.17,3.6,22,27.2,0.13,2.5,15,0.0,0.14,2.9,15,0.0,0.17,2.6,2,0,2,0,2,1,3,2,0,2,5,5,1,2,5,3,4,4,1,5,1,2,7,4,0,0,1,2,7,5,0,0,2,2,5,5,2024-05-01,2024-10-31
5012,加　倉　　侑　征,B1,159,52,4.81,29.5,4.18,22.8,36.6,4.73,28.0,43.7,17.3,12.2,13.3,17,12,98,1,0,0.16,16,75.0,0.16,2.9,14,42.8,0.14,2.6,17,17.6,0.14,3.1,18,16.6,0.16,3.4,20,20.0,0.19,3.8,13,7.6,0.18,4.3,11,1,1,1,1,1,3,3,3,1,2,2,1,2,1,4,6,3,1,2,3,4,6,2,1,3,3,3,5,4,0,1,2,3,3,4,2024-05-01,2024-10-31
5013,山　下　　夏　鈴,A2,160,45,5.54,36.5,3.8,21.1,31.0,4.41,27.6,38.6,24.8,11.7,16.8,34,16,137,1,1,0.15,17,64.7,0.17,2.9,26,38.4,0.13,2.8,27,33.3,0.15,2.7,29,41.3,0.15,2.2,23,26.0,0.16,3.0,15,13.3,0.16,2.2,9,2,1,3,1,1,7,3,4,3,6,3,3,6,7,4,2,4,9,3,4,6,5,2,6,0,3,3,4,7,0,2,4,4,2,3,2024-05-01,2024-10-31
5014,梶　山　　涼　斗,B1,167,55,5.04,28.7,3.82,17.4,32.5,4.27,21.0,38.5,11.3,17.4,22.6,13,20,115,0,0,0.13,15,46.6,0.12,2.9,21,52.3,0.12,2.2,23,26.0,0.13,2.7,19,26.3,0.14,2.3,23,17.3,0.11,2.1,14,0.0,0.16,3.6,4,3,1,2,4,1,3,8,4,2,4,0,2,4,6,5,3,3,4,1,5,6,1,2,0,4,8,3,5,3,0,0,2,1,5,5,2024-05-01,2024-10-31
5015,高　橋　　竜　矢,A1,166,52,6.35,48.1,5.59,36.6,54.8,6.18,43.5,62.5,24.5,23.6,12.7,27,26,110,3,2,0.13,20,75.0,0.13,2.6,18,55.5,0.13,2.4,19,68.4,0.12,2.3,19,47.3,0.13,3.0,16,12.5,0.13,3.4,18,22.2,0.15,3.3,13,2,1,3,0,1,3,7,1,4,2,1,5,8,5,1,0,0,5,4,1,2,2,4,1,1,2,4,6,1,0,4,4,4,1,5,2024-05-01,2024-10-31
5016,宮　田　　龍　馬,A2,164,52,6.02,45.4,4.8,29.0,45.5,5.48,34.8,54.5,18.2,27.3,14.0,22,33,121,3,0,0.15,21,90.4,0.12,2.6,22,54.5,0.15,3.4,19,42.1,0.15,2.6,19,36.8,0.17,3.8,22,31.8,0.15,2.8,18,11.1,0.16,3.7,14,5,1,0,1,0,3,9,3,1,3,2,3,5,2,3,2,4,1,6,5,3,3,1,1,6,3,6,5,1,0,2,3,5,5,3,2024-05-01,2024-10-31
5017,澤　田　　尚　也,A1,165,53,7.11,54.4,5.66,36.9,55.1,6.3,44.9,63.7,29.3,25.2,16.3,36,31,123,7,0,0.15,24,79.1,0.15,3.3,24,66.6,0.15,3.3,16,56.2,0.15,2.8,19,36.8,0.14,3.1,18,50.0,0.13,2.8,22,31.8,0.14,3.5,19,0,4,0,0,0,7,9,2,4,2,0,4,5,1,3,3,0,4,3,5,3,3,1,2,7,3,2,3,1,0,7,5,3,5,2,2024-05-01,2024-10-31
5018,竹　下　　大　樹,A2,169,56,5.77,37.5,4.85,28.8,46.2,5.45,34.6,54.8,17.7,19.9,19.1,25,28,141,2,1,0.16,22,77.2,0.16,2.9,21,42.8,0.16,3.6,23,43.4,0.13,3.2,28,32.1,0.16,3.0,26,19.2,0.16,4.0,21,14.2,0.18,3.3,13,4,3,0,1,0,3,6,4,2,4,2,5,5,3,4,2,3,2,7,9,3,2,5,1,4,4,9,7,0,1,2,4,4,5,5,2024-05-01,2024-10-31
5019,柴　田　　百　恵,B1,154,45,4.85,28.4,3.83,16.4,31.8,4.47,21.2,40.7,11.7,16.8,16.8,16,23,137,0,0,0.17,24,75.0,0.17,3.0,26,19.2,0.18,3.8,24,12.5,0.18,4.3,19,21.0,0.19,3.7,25,24.0,0.16,3.3,19,15.7,0.17,3.3,10,8,4,1,0,1,3,2,5,6,6,4,0,3,5,6,7,3,0,4,2,3,5,5,2,4,5,6,5,2,1,2,2,3,2,9,2024-05-01,2024-10-31
5020,宮　村　　勇　哉,B1,171,57,4.61,31.0,3.35,14.9,24.8,3.75,17.8,29.3,10.0,21.0,9.0,10,21,100,0,0,0.16,12,66.6,0.16,2.8,13,23.0,0.17,3.9,26,50.0,0.15,2.9,14,28.5,0.16,3.3,23,8.7,0.16,3.3,12,8.3,0.17,4.4,4,4,2,0,1,1,1,2,1,5,3,1,5,8,3,3,4,3,0,4,1,4,3,1,0,2,1,5,7,8,0,1,1,3,3,3,2024-05-01,2024-10-31
5022,伊　藤　　尚　汰,B1,160,49,3.82,15.7,3.44,15.0,26.6,3.8,17.7,31.2,3.4,12.4,15.7,3,11,89,0,0,0.17,10,40.0,0.16,3.1,17,17.6,0.18,4.1,11,18.1,0.18,3.7,22,13.6,0.15,3.1,11,9.0,0.15,3.4,18,5.5,0.19,4.6,2,2,2,1,2,0,1,2,3,5,3,3,0,2,2,3,3,1,0,3,1,5,3,10,0,1,3,3,2,2,0,1,3,3,5,6,2024-05-01,2024-10-31
5023,久　永　　祥　平,B1,163,49,5.1,32.3,4.02,20.2,35.3,4.45,23.9,40.9,15.8,16.5,17.3,22,23,139,3,1,0.16,25,68.0,0.14,2.9,20,30.0,0.15,3.2,27,33.3,0.15,3.1,21,42.8,0.16,2.8,23,8.7,0.17,3.5,22,9.0,0.21,4.5,12,5,3,2,1,0,3,3,4,3,3,4,2,7,7,4,3,4,3,6,1,5,3,3,1,1,6,3,7,5,1,1,3,4,9,4,2024-05-01,2024-10-31
5025,粟　田　　　　祥,B1,169,63,4.14,24.7,2.73,10.4,17.6,3.06,12.9,21.4,12.4,12.4,10.3,12,12,97,1,0,0.15,10,60.0,0.16,3.5,23,39.1,0.16,2.7,15,33.3,0.11,2.6,15,13.3,0.14,2.7,19,5.2,0.14,3.3,15,6.6,0.16,3.1,4,2,2,0,0,2,4,5,2,1,5,6,3,2,2,3,3,2,1,1,0,3,3,7,0,1,4,5,6,3,0,1,0,1,5,8,2024-05-01,2024-10-31
5026,安河内　　　　健,A1,172,56,6.76,53.9,5.36,36.8,51.8,5.94,42.8,59.4,33.6,20.3,14.1,43,26,128,7,1,0.14,30,83.3,0.14,2.7,26,57.6,0.13,3.0,19,42.1,0.14,3.1,19,31.5,0.14,3.1,19,47.3,0.14,3.2,15,40.0,0.14,3.2,22,3,1,3,1,0,8,7,3,2,3,0,2,6,4,3,2,2,3,3,8,1,3,1,5,4,2,3,1,3,3,3,0,6,2,1,2024-05-01,2024-10-31
5027,重　冨　　勇　哉,B1,164,55,4.71,30.6,3.63,17.1,29.4,4.15,21.0,36.1,14.7,16.0,13.3,11,12,75,0,0,0.17,10,70.0,0.14,3.0,15,60.0,0.16,3.4,14,21.4,0.15,3.3,12,8.3,0.16,3.4,15,13.3,0.21,3.6,9,11.1,0.19,4.8,6,1,2,0,1,0,4,5,1,2,0,3,0,3,4,2,2,3,1,0,2,3,3,3,0,2,1,4,3,4,0,1,0,1,1,6,2024-05-01,2024-10-31
5028,原　田　　才一郎,A1,166,52,6.8,53.5,5.19,33.7,49.2,5.68,38.8,55.8,30.3,23.2,19.2,30,23,99,6,0,0.14,21,85.7,0.12,2.2,14,57.1,0.17,3.1,22,63.6,0.14,2.8,18,44.4,0.13,2.9,12,25.0,0.13,2.8,12,16.6,0.16,3.6,14,4,1,1,1,0,2,6,2,2,1,1,7,7,4,3,0,1,5,3,4,1,4,1,1,2,5,2,1,1,1,1,3,1,4,1,2024-05-01,2024-10-31
5029,中　　　　亮　太,A2,161,55,5.56,37.4,5.05,35.0,48.3,5.64,41.0,56.4,21.4,16.0,18.3,28,21,131,1,0,0.12,26,69.2,0.14,2.2,21,42.8,0.12,2.2,20,35.0,0.1,2.1,21,38.1,0.11,2.4,23,21.7,0.13,2.4,19,10.5,0.14,3.4,16,2,2,1,1,4,6,3,3,2,4,3,1,6,6,0,1,6,4,4,1,3,4,4,1,4,7,6,4,1,0,2,5,3,3,6,2024-05-01,2024-10-31
5030,金　子　　千　穂,B1,153,44,3.97,18.7,2.07,4.5,8.9,2.38,6.5,12.1,4.7,14.1,12.5,3,9,64,0,0,0.19,9,44.4,0.19,4.9,14,14.2,0.18,3.7,12,16.6,0.17,3.6,13,23.0,0.19,3.2,13,7.6,0.21,4.0,3,0.0,0.29,5.3,1,3,2,3,0,0,0,2,2,6,3,1,1,1,2,1,3,4,1,2,1,1,4,4,0,1,1,4,3,4,0,0,0,0,2,1,2024-05-01,2024-10-31
5031,渡　辺　　空　依,B2,168,56,4.28,19.5,2.86,8.2,18.3,3.21,10.2,22.0,6.5,13.0,26.1,3,6,46,0,0,0.19,5,40.0,0.2,3.2,7,14.2,0.23,3.7,12,25.0,0.18,3.2,13,15.3,0.18,3.8,9,11.1,0.17,3.4,0,0.0,0.0,0.0,2,0,2,0,1,0,1,0,2,2,2,0,0,3,3,2,1,2,0,2,1,1,3,5,0,1,4,0,2,2,0,0,0,0,0,0,2024-05-01,2024-10-31
5032,谷　口　　知　優,B1,164,54,4.9,27.5,3.58,16.4,28.5,3.97,19.8,33.6,16.2,11.2,16.2,13,9,80,0,0,0.15,11,72.7,0.15,2.3,11,45.4,0.12,2.5,12,33.3,0.16,3.0,15,20.0,0.17,3.6,15,13.3,0.16,2.4,16,0.0,0.15,3.3,6,2,0,1,1,1,2,3,0,2,3,1,2,2,2,3,1,1,2,1,2,3,4,3,1,1,4,4,1,4,0,0,5,6,1,4,2024-05-01,2024-10-31
5033,藤　原　　孝　斗,B1,167,58,3.82,20.1,3.49,14.0,27.4,3.82,16.3,31.8,6.7,13.5,12.5,7,14,104,0,0,0.18,12,75.0,0.15,3.1,21,19.0,0.21,4.2,15,6.6,0.19,3.3,18,11.1,0.14,3.1,18,16.6,0.2,3.9,20,10.0,0.21,4.5,6,3,1,0,1,1,1,3,4,2,6,4,0,1,3,5,5,1,0,2,3,2,5,6,0,3,2,3,5,5,0,2,0,1,8,8,2024-05-01,2024-10-31
5034,若　林　　義　人,A1,167,59,6.33,42.8,4.86,30.1,45.5,5.39,35.4,52.5,25.7,17.1,20.0,27,18,105,2,0,0.13,19,84.2,0.12,2.1,17,41.1,0.14,3.4,22,45.4,0.13,2.6,19,42.1,0.11,2.1,15,20.0,0.16,2.9,13,7.6,0.14,3.2,13,3,2,1,0,0,5,2,1,5,2,2,5,5,7,2,1,1,2,6,8,2,0,1,1,2,3,5,3,1,1,0,0,4,3,5,2024-05-01,2024-10-31
5035,櫻　井　　　　優,B1,170,55,4.33,20.5,3.76,18.4,30.3,4.05,21.1,33.7,14.1,6.4,11.5,11,5,78,1,0,0.17,12,41.6,0.17,3.8,13,38.4,0.16,3.2,15,6.6,0.14,3.5,11,27.2,0.14,3.3,14,7.1,0.18,3.7,13,7.6,0.2,3.8,4,1,0,3,3,1,3,2,3,2,1,2,1,0,2,4,5,3,3,0,1,3,3,1,0,1,2,6,5,0,0,1,1,1,5,5,2024-05-01,2024-10-31
5036,福　田　　翔　吾,B1,162,53,5.32,37.7,4.12,22.1,35.0,4.46,24.9,39.8,16.7,21.1,11.4,19,24,114,1,0,0.16,14,92.8,0.16,2.7,20,30.0,0.18,4.0,22,40.9,0.14,2.6,21,42.8,0.14,3.1,27,18.5,0.17,3.6,10,10.0,0.15,4.2,7,6,0,0,0,1,1,5,4,4,4,2,3,6,3,5,5,0,4,5,3,3,2,3,3,2,3,7,8,4,1,0,0,3,4,2,2024-05-01,2024-10-31
5037,田　頭　　虎　親,A2,162,54,6.09,42.5,4.67,28.6,43.4,5.15,32.7,49.3,24.2,18.3,18.3,29,22,120,4,0,0.16,24,83.3,0.15,3.0,18,27.7,0.15,3.1,20,50.0,0.16,3.3,22,22.7,0.16,3.1,17,29.4,0.15,2.8,19,31.5,0.2,4.3,19,1,1,2,1,0,2,3,6,2,3,1,4,6,3,4,3,0,2,3,6,3,6,1,2,3,5,6,0,1,0,6,1,2,5,5,2024-05-01,2024-10-31
5038,金　田　　智　博,A2,167,53,5.83,39.6,4.58,29.5,41.5,5.08,34.6,48.1,21.6,18.0,18.0,24,20,111,3,0,0.16,19,89.4,0.16,2.8,18,55.5,0.13,2.8,22,27.2,0.15,3.5,15,33.3,0.14,2.8,22,18.1,0.18,3.7,15,13.3,0.22,4.8,14,3,0,2,0,0,3,7,4,1,0,2,2,4,5,4,5,1,5,0,3,5,1,1,0,4,8,3,4,3,0,2,0,2,8,3,2024-05-01,2024-10-31
5039,倉　田　　茂　将,B1,163,58,5.1,34.4,3.73,20.3,30.2,4.15,23.7,35.3,15.1,19.4,14.0,14,18,93,2,0,0.16,13,61.5,0.17,2.6,25,20.0,0.18,3.8,16,50.0,0.17,3.1,21,33.3,0.12,3.0,13,30.7,0.14,3.2,5,0.0,0.16,3.4,6,2,1,1,2,1,2,3,7,2,11,0,3,5,1,4,1,2,1,6,2,3,6,2,2,2,1,1,1,6,0,0,1,2,1,1,2024-05-01,2024-10-31
5041,荒　牧　　凪　沙,B1,168,52,4.82,26.6,3.49,13.9,25.1,3.88,16.8,29.8,15.6,11.1,17.8,14,10,90,0,0,0.15,12,66.6,0.12,2.3,16,37.5,0.14,3.1,17,17.6,0.16,2.9,19,26.3,0.14,3.5,16,12.5,0.17,3.3,10,0.0,0.17,4.4,6,2,2,1,1,0,2,4,0,3,4,3,2,1,5,3,1,5,3,2,4,3,5,2,1,1,3,5,3,3,0,0,2,2,3,3,2024-05-01,2024-10-31
5042,畑　田　　汰　一,A1,176,54,6.36,41.6,5.78,40.4,57.2,6.18,45.3,62.3,29.5,12.1,22.7,39,16,132,4,0,0.12,32,81.2,0.12,2.3,21,42.8,0.14,2.6,20,30.0,0.1,2.3,27,33.3,0.12,2.3,20,25.0,0.12,2.2,12,0.0,0.14,2.9,25,1,3,1,0,1,6,3,3,2,5,2,1,5,7,2,3,2,6,3,6,4,5,3,1,4,4,6,4,0,0,0,7,1,3,1,2024-05-01,2024-10-31
5043,中　村　　日　向,A1,164,57,6.49,50.4,5.63,39.0,55.4,6.12,43.8,61.8,29.5,21.0,13.3,31,22,105,5,0,0.15,20,70.0,0.15,2.8,21,52.3,0.15,3.1,15,60.0,0.14,3.0,13,53.8,0.14,3.1,19,36.8,0.13,3.4,17,29.4,0.18,3.8,14,0,1,2,1,1,6,5,1,2,5,1,5,4,2,2,2,0,3,4,2,1,1,2,2,5,6,0,2,4,1,4,2,6,0,4,2024-05-01,2024-10-31
5044,渡　邉　　　　健,B1,170,58,3.34,14.0,4.11,22.5,35.9,4.38,25.6,39.3,7.8,6.2,12.5,5,4,64,0,0,0.19,6,50.0,0.14,2.6,7,14.2,0.15,2.4,7,0.0,0.16,4.3,11,18.1,0.16,2.6,15,13.3,0.22,4.4,18,5.5,0.23,5.2,2,1,0,0,2,0,0,1,2,2,0,2,0,0,0,0,3,3,2,0,1,2,3,3,1,1,2,2,5,4,0,1,3,2,2,10,2024-05-01,2024-10-31
5045,平　川　　香　織,B1,151,46,5.14,31.8,4.49,26.0,40.7,5.03,31.4,47.8,20.4,11.5,9.7,23,13,113,0,0,0.19,21,71.4,0.16,3.7,19,52.6,0.15,3.8,18,38.8,0.2,3.8,18,11.1,0.23,4.8,17,5.8,0.21,4.0,20,5.0,0.22,4.7,11,4,1,2,2,0,7,3,2,1,4,2,4,3,2,4,2,3,0,2,2,5,3,6,1,0,1,7,5,3,0,1,3,6,6,4,2024-05-01,2024-10-31
5046,松　山　　裕　基,B1,163,55,3.97,20.2,3.68,17.1,28.7,3.92,18.7,31.6,8.5,11.7,13.8,8,11,94,0,0,0.15,11,45.4,0.13,1.8,17,11.7,0.18,3.8,23,21.7,0.14,2.8,16,25.0,0.14,2.6,17,17.6,0.13,3.3,10,0.0,0.17,4.2,3,2,3,2,0,1,1,1,1,4,7,3,2,3,4,1,3,9,2,2,3,4,2,2,0,3,1,2,7,4,0,0,1,2,3,4,2024-05-01,2024-10-31
