登番,名前漢字,級,身長,体重,勝率,複勝率,直近10年勝率,直近10年2連帯率,直近10年3連帯率,直近5年勝率,直近5年2連帯率,直近5年3連帯率,1着率,2着率,3着率,1着回数,2着回数,出走回数,優出回数,優勝回数,平均スタートタイミング,1コース進入回数,1コース複勝率,1コース平均スタートタイミング,1コース平均スタート順位,2コース進入回数,2コース複勝率,2コース平均スタートタイミング,2コース平均スタート順位,3コース進入回数,3コース複勝率,3コース平均スタートタイミング,3コース平均スタート順位,4コース進入回数,4コース複勝率,4コース平均スタートタイミング,4コース平均スタート順位,5コース進入回数,5コース複勝率,5コース平均スタートタイミング,5コース平均スタート順位,6コース進入回数,6コース複勝率,6コース平均スタートタイミング,6コース平均スタート順位,1コース1着回数,1コース2着回数,1コース3着回数,1コース4着回数,1コース5着回数,1コース6着回数,2コース1着回数,2コース2着回数,2コース3着回数,2コース4着回数,2コース5着回数,2コース6着回数,3コース1着回数,3コース2着回数,3コース3着回数,3コース4着回数,3コース5着回数,3コース6着回数,4コース1着回数,4コース2着回数,4コース3着回数,4コース4着回数,4コース5着回数,4コース6着回数,5コース1着回数,5コース2着回数,5コース3着回数,5コース4着回数,5コース5着回数,5コース6着回数,6コース1着回数,6コース2着回数,6コース3着回数,6コース4着回数,6コース5着回数,6コース6着回数,算出期間自,算出期間至
4146,柳　橋　　宏　紀,A2,169,52,5.47,32.2,5.18,30.9,52.6,5.18,30.9,52.6,15.1,17.2,24.7,14,16,93,0,0,0.17,15,60.0,0.16,2.9,17,52.9,0.14,2.6,12,25.0,0.17,3.3,14,35.7,0.2,3.1,23,13.0,0.19,3.6,13,7.7,0.17,3.5,7,2,3,2,1,0,3,6,5,1,2,0,2,1,3,3,2,1,0,5,3,3,1,1,1,2,7,4,4,5,1,0,2,3,6,0,2016-05-01,2016-10-31
4147,石　田　　一　吉,B1,166,60,4.38,21.2,3.77,15.0,29.5,3.77,15.0,29.5,12.1,9.1,14.1,12,9,99,1,1,0.17,12,25.0,0.21,4.0,19,31.6,0.18,3.5,17,29.4,0.16,3.4,12,25.0,0.16,2.8,17,23.5,0.16,2.9,22,0.0,0.16,2.9,2,1,2,2,3,2,3,3,3,4,2,4,3,2,1,6,4,1,3,0,5,2,0,2,1,3,2,6,2,3,0,0,1,4,10,7,2016-05-01,2016-10-31
4148,枝　尾　　　　賢,A2,164,52,6.12,42.2,6.46,46.9,67.5,6.46,46.9,67.5,22.8,19.5,17.9,28,24,123,4,0,0.15,26,80.8,0.14,2.5,20,50.0,0.16,3.4,21,38.1,0.16,2.9,21,33.3,0.13,2.2,21,19.0,0.16,3.6,16,12.5,0.15,3.0,17,4,2,2,1,0,4,6,1,4,1,2,2,6,5,3,1,4,4,3,7,3,1,2,1,3,2,6,1,7,0,2,5,5,3,1,2016-05-01,2016-10-31
4150,山　田　　雄　太,A2,173,61,6.07,45.9,6.65,51.5,66.9,6.65,51.5,66.9,27.0,18.9,12.2,20,14,74,3,0,0.15,13,92.3,0.14,2.5,11,36.4,0.16,2.2,14,57.1,0.15,2.7,11,45.5,0.13,2.7,12,33.3,0.16,3.0,13,7.7,0.15,3.5,12,0,0,1,0,0,1,3,2,1,2,1,3,5,2,1,0,3,3,2,1,2,2,1,1,3,1,1,4,1,0,1,3,2,2,5,2016-05-01,2016-10-31
4151,下　河　　誉　史,B1,172,56,5.24,35.0,5.14,29.2,49.5,5.14,29.2,49.5,12.0,23.0,15.0,12,23,100,1,0,0.21,15,73.3,0.21,4.6,19,42.1,0.19,4.3,19,26.3,0.22,4.5,21,38.1,0.21,4.6,19,10.5,0.19,3.8,8,12.5,0.26,5.3,8,3,1,2,0,0,1,7,3,2,3,1,1,4,5,4,2,3,2,6,4,5,4,0,0,2,2,6,6,2,0,1,0,2,3,2,2016-05-01,2016-10-31
4152,深　水　　慎一郎,A2,168,55,5.74,43.1,5.44,36.1,53.2,5.44,36.1,53.2,10.8,32.4,13.7,11,33,102,2,0,0.17,13,53.8,0.17,3.2,17,58.8,0.17,3.5,13,53.8,0.18,3.5,20,55.0,0.16,2.9,20,40.0,0.18,3.4,19,5.3,0.18,4.8,2,5,2,2,1,1,1,9,0,4,2,1,1,6,2,3,1,0,3,8,4,2,1,2,4,4,4,4,3,1,0,1,2,8,4,3,2016-05-01,2016-10-31
4153,佐々木　　　　巌,B1,168,56,3.78,11.7,4.02,15.7,36.2,4.02,15.7,36.2,3.5,8.2,22.4,3,7,85,0,0,0.19,10,40.0,0.18,2.6,17,11.8,0.2,3.2,18,11.1,0.19,3.6,12,8.3,0.15,3.2,14,7.1,0.21,3.9,14,0.0,0.18,3.8,2,2,1,3,0,2,0,2,5,5,1,3,0,2,6,4,3,3,0,1,3,2,3,3,1,0,2,1,3,7,0,0,2,2,5,5,2016-05-01,2016-10-31
4154,森　安　　弘　雅,A2,163,52,5.46,38.4,5.42,38.0,53.8,5.42,38.0,53.8,17.4,21.0,18.1,24,29,138,2,0,0.18,25,72.0,0.19,3.2,21,42.9,0.17,3.5,25,44.0,0.18,3.6,27,37.0,0.19,4.3,21,23.8,0.19,3.9,18,0.0,0.16,3.1,13,5,2,1,0,4,4,5,4,3,2,2,4,7,4,1,5,4,3,7,5,7,2,3,0,5,6,1,6,3,0,0,4,3,6,5,2016-05-01,2016-10-31
4155,長　野　　壮志郎,A1,164,59,6.24,45.6,5.99,42.7,59.5,5.99,42.7,59.5,22.8,22.8,18.1,29,29,127,5,1,0.16,24,79.2,0.16,3.2,21,61.9,0.15,3.3,21,66.7,0.17,2.5,24,29.2,0.16,3.3,19,21.1,0.16,3.1,18,5.6,0.16,3.6,16,3,2,2,0,1,4,9,1,4,3,0,8,6,4,2,0,1,1,6,9,5,1,2,0,4,6,5,1,2,0,1,1,4,8,4,2016-05-01,2016-10-31
4156,浜　野　　孝　志,A2,164,57,5.42,38.5,5.51,39.3,55.4,5.51,39.3,55.4,18.9,19.7,17.2,23,24,122,1,0,0.16,20,85.0,0.15,2.7,18,50.0,0.16,3.2,20,20.0,0.15,2.9,22,50.0,0.16,2.9,26,23.1,0.16,3.0,17,0.0,0.16,3.1,11,6,1,0,1,1,2,7,3,1,3,2,2,2,6,5,4,1,4,7,4,2,3,2,4,2,3,3,7,6,0,0,4,1,4,8,2016-05-01,2016-10-31
4157,田　崎　　　　豊,B1,164,56,3.45,13.3,3.59,18.1,29.0,3.59,18.1,29.0,6.7,6.7,16.0,5,5,75,0,0,0.2,11,36.4,0.21,3.5,15,20.0,0.19,3.3,11,9.1,0.18,3.8,11,9.1,0.19,3.7,15,6.7,0.2,4.0,12,0.0,0.24,4.8,4,0,4,0,1,2,1,2,1,3,4,4,0,1,4,1,3,2,0,1,1,3,3,3,0,1,2,0,3,9,0,0,0,2,3,7,2016-05-01,2016-10-31
4158,木　場　　雄二郎,B1,162,56,5.25,30.9,5.03,32.3,47.8,5.03,32.3,47.8,19.0,11.9,19.0,24,15,126,0,0,0.17,20,95.0,0.18,3.2,23,17.4,0.18,4.0,17,41.2,0.18,2.8,21,19.0,0.15,2.7,26,11.5,0.16,3.8,19,10.5,0.17,4.1,17,2,1,0,0,0,2,2,7,4,4,4,2,5,5,1,2,2,3,1,4,10,1,2,0,3,4,9,5,5,0,2,3,2,5,7,2016-05-01,2016-10-31
4159,向　後　　龍　一,A2,169,55,5.56,37.3,5.55,34.7,56.6,5.55,34.7,56.6,18.3,19.0,15.9,23,24,126,2,0,0.18,25,68.0,0.15,3.3,25,56.0,0.16,3.0,18,27.8,0.18,3.2,22,31.8,0.19,4.0,18,16.7,0.21,4.4,19,5.3,0.2,4.5,16,1,2,3,1,1,3,11,3,3,1,3,1,4,4,5,1,2,1,6,5,5,3,1,1,2,3,5,3,3,1,0,3,8,3,4,2016-05-01,2016-10-31
4160,浅　野　　由　将,B1,165,54,3.85,17.8,3.95,20.3,33.3,3.95,20.3,33.3,5.3,12.6,16.8,5,12,95,0,0,0.18,13,61.5,0.14,2.4,14,21.4,0.2,4.0,20,15.0,0.15,4.0,18,11.1,0.18,3.8,19,5.3,0.21,4.0,11,0.0,0.18,4.5,4,4,3,1,0,1,0,3,1,2,2,5,1,2,4,2,7,4,0,2,4,4,2,6,0,1,4,2,6,6,0,0,0,4,1,6,2016-05-01,2016-10-31
4161,黒　柳　　浩　孝,B1,172,55,4.62,27.1,4.44,23.6,41.3,4.44,23.6,41.3,13.0,14.1,15.2,12,13,92,1,0,0.17,12,58.3,0.14,3.0,15,26.7,0.17,4.2,14,35.7,0.18,2.9,23,17.4,0.17,3.3,18,22.2,0.16,3.8,10,10.0,0.19,3.9,6,1,1,2,0,1,1,3,2,4,3,2,0,5,3,1,2,3,3,1,4,6,3,6,1,3,2,1,6,5,1,0,2,1,4,2,2016-05-01,2016-10-31
4162,竹　本　　太　樹,B1,166,54,3.69,20.8,5.17,32.2,50.3,5.17,32.2,50.3,9.7,11.1,11.1,7,8,72,1,0,0.24,5,60.0,0.16,2.4,6,50.0,0.15,2.7,7,42.9,0.21,3.3,6,33.3,0.15,3.6,8,25.0,0.15,2.9,40,5.0,0.31,5.7,2,1,0,0,1,1,0,3,1,1,0,1,1,2,0,1,1,2,2,0,1,0,0,1,2,0,2,1,2,1,0,2,4,4,11,18,2016-05-01,2016-10-31
4163,山　崎　　裕　司,A1,169,52,6.29,43.9,6.35,46.6,65.4,6.35,46.6,65.4,25.0,18.9,15.5,37,28,148,9,1,0.17,30,80.0,0.17,3.6,28,57.1,0.17,4.1,26,38.5,0.17,3.4,24,25.0,0.19,3.7,20,30.0,0.18,3.8,21,14.3,0.16,3.7,23,1,1,1,3,1,7,9,2,5,3,1,5,5,5,4,6,1,1,5,5,7,4,2,0,6,5,1,7,1,1,2,5,3,5,5,2016-05-01,2016-10-31
4164,岩　永　　節　也,B1,162,55,3.61,12.7,4.06,17.4,34.7,4.06,17.4,34.7,2.0,10.8,12.7,2,11,102,0,0,0.19,12,16.7,0.15,3.1,19,31.6,0.18,3.4,17,11.8,0.21,3.8,18,0.0,0.18,3.6,20,5.0,0.21,4.1,16,12.5,0.2,4.0,1,1,4,2,1,3,0,6,2,4,6,1,0,2,3,7,5,0,0,0,3,5,7,3,1,0,1,5,5,8,0,2,0,3,4,7,2016-05-01,2016-10-31
4166,吉　田　　拡　郎,A1,169,55,6.51,41.6,7.26,49.7,66.0,7.26,49.7,66.0,23.2,18.4,11.2,29,23,125,3,0,0.13,24,79.2,0.13,2.4,21,42.9,0.14,2.7,25,48.0,0.12,2.1,20,30.0,0.13,2.6,19,15.8,0.11,2.6,16,18.8,0.15,2.6,16,3,0,1,1,3,2,7,4,3,3,1,8,4,3,3,2,5,0,6,4,3,4,3,2,1,2,6,7,1,1,2,1,4,3,5,2016-05-01,2016-10-31
4167,片　岡　　秀　樹,B1,167,60,4.24,19.0,4.63,24.7,42.8,4.63,24.7,42.8,7.1,11.9,14.3,6,10,84,0,0,0.16,10,50.0,0.21,4.1,13,30.8,0.16,2.9,14,14.3,0.16,3.3,14,7.1,0.16,2.5,16,25.0,0.14,2.6,17,0.0,0.14,3.2,4,1,0,1,2,2,1,3,4,3,2,0,1,1,2,6,2,1,0,1,3,3,5,2,0,4,1,6,2,3,0,0,2,5,4,6,2016-05-01,2016-10-31
4168,石　野　　貴　之,A1,166,52,7.84,64.7,7.72,59.4,72.9,7.72,59.4,72.9,39.3,25.4,11.5,48,31,122,8,5,0.15,38,94.7,0.15,3.5,14,57.1,0.15,3.6,19,73.7,0.13,2.6,21,47.6,0.15,3.1,18,38.9,0.15,3.0,12,33.3,0.13,3.4,31,5,0,1,1,0,4,4,0,2,4,0,8,6,3,1,0,1,1,9,2,1,2,5,4,3,2,3,3,3,0,4,7,0,0,1,2016-05-01,2016-10-31
4169,多　田　　有　佑,B1,172,57,3.65,14.8,4.07,19.4,35.7,4.07,19.4,35.7,5.0,9.9,14.9,5,10,101,0,0,0.19,13,30.8,0.2,4.2,14,7.1,0.22,4.9,20,15.0,0.18,3.3,17,17.6,0.16,3.5,19,21.1,0.18,3.7,18,0.0,0.21,4.0,3,1,1,2,4,2,0,1,4,3,1,4,0,3,1,4,8,4,1,2,3,4,5,2,1,3,2,1,8,4,0,0,4,3,2,9,2016-05-01,2016-10-31
4170,西　坂　　香　松,B1,154,47,4.54,22.1,4.2,17.7,36.1,4.2,17.7,36.1,10.5,11.6,20.0,10,11,95,0,0,0.17,16,56.3,0.14,2.6,17,41.2,0.18,3.6,19,21.1,0.2,3.3,16,0.0,0.13,2.9,16,6.3,0.17,3.6,11,0.0,0.2,4.0,6,3,0,2,0,4,4,3,3,3,4,0,0,4,7,3,3,2,0,0,4,7,4,1,0,1,4,3,5,2,0,0,1,0,6,4,2016-05-01,2016-10-31
4171,榎　　　　幸　司,A1,165,53,6.66,55.9,6.43,47.2,64.3,6.43,47.2,64.3,26.6,29.4,13.3,38,42,143,5,1,0.15,33,90.9,0.13,2.3,24,83.3,0.1,1.9,19,42.1,0.16,3.1,28,42.9,0.16,3.1,22,31.8,0.16,3.4,17,17.6,0.18,3.8,23,7,1,1,1,0,7,13,1,1,2,0,1,7,3,2,5,1,3,9,7,5,2,1,3,4,3,6,3,3,1,2,4,4,2,4,2016-05-01,2016-10-31
4172,森　定　　晃　史,A1,168,50,6.27,40.5,6.39,44.6,64.5,6.39,44.6,64.5,25.2,15.4,21.7,36,22,143,3,0,0.14,28,96.4,0.12,2.2,25,36.0,0.15,2.8,28,32.1,0.15,2.3,26,38.5,0.12,2.3,20,5.0,0.14,3.2,17,11.8,0.17,3.7,22,5,0,1,0,0,5,4,9,2,1,4,3,6,8,3,4,3,4,6,7,7,0,2,1,0,4,5,5,5,1,1,3,3,5,4,2016-05-01,2016-10-31
4173,岡　谷　　健　吾,A1,171,57,6.46,45.9,5.94,39.4,59.8,5.94,39.4,59.8,28.3,17.6,18.9,45,28,159,4,0,0.18,34,85.3,0.17,3.7,31,51.6,0.2,4.0,22,36.4,0.17,4.4,30,43.3,0.16,3.5,25,24.0,0.18,3.3,19,5.3,0.21,4.4,27,2,2,1,1,1,7,9,5,4,6,0,4,4,2,7,3,1,5,8,8,3,4,2,2,4,7,4,6,1,0,1,6,6,4,2,2016-05-01,2016-10-31
4174,赤　坂　　俊　輔,A1,166,50,7.17,53.4,7.22,53.3,69.6,7.22,53.3,69.6,30.5,22.9,16.8,40,30,131,8,2,0.16,31,83.9,0.16,2.9,21,66.7,0.17,3.0,23,43.5,0.17,3.1,26,38.5,0.15,3.1,17,52.9,0.17,2.9,13,7.7,0.15,3.5,22,4,2,2,1,0,2,12,3,2,2,0,6,4,6,2,1,4,5,5,7,3,6,0,4,5,2,1,3,2,1,0,2,2,7,1,2016-05-01,2016-10-31
4175,川　尻　　泰　輔,A2,166,55,5.92,44.8,5.84,42.0,58.0,5.84,42.0,58.0,29.1,15.7,11.8,37,20,127,4,0,0.16,31,74.2,0.16,2.7,20,50.0,0.18,3.5,15,40.0,0.17,3.2,29,31.0,0.16,2.8,17,35.3,0.15,2.6,16,18.8,0.18,4.3,18,5,1,2,2,2,6,4,4,2,2,2,3,3,4,1,2,2,6,3,4,5,5,6,4,2,1,5,3,1,0,3,1,4,2,6,2016-05-01,2016-10-31
4176,樋　口　　喜　彦,B1,159,53,5.06,28.0,4.84,29.6,46.1,4.84,29.6,46.1,13.0,15.0,21.0,13,15,100,1,0,0.13,11,54.5,0.14,3.0,20,25.0,0.14,2.7,21,28.6,0.12,2.3,14,57.1,0.14,2.2,23,8.7,0.12,2.4,11,9.1,0.1,2.1,3,3,2,1,1,1,3,2,4,5,3,3,2,4,3,5,4,3,4,4,4,0,1,1,1,1,7,8,4,2,0,1,1,1,5,3,2016-05-01,2016-10-31
4177,萬　　　　正　嗣,A2,167,53,5.49,31.9,6.01,42.0,60.1,6.01,42.0,60.1,20.7,11.2,23.3,24,13,116,1,0,0.17,21,85.7,0.16,2.5,18,38.9,0.15,3.1,20,35.0,0.16,2.7,17,23.5,0.15,3.6,19,5.3,0.19,4.4,21,0.0,0.22,4.8,15,3,1,1,0,1,3,4,4,3,3,1,3,4,5,5,1,2,3,1,6,5,1,1,0,1,6,3,5,4,0,0,5,3,7,6,2016-05-01,2016-10-31
4179,広　次　　　　修,A2,169,52,5.88,39.4,5.69,37.1,57.2,5.69,37.1,57.2,20.4,19.0,19.7,30,28,147,2,0,0.15,28,71.4,0.14,2.5,20,35.0,0.16,3.3,29,37.9,0.14,2.2,26,53.8,0.13,2.1,25,16.0,0.16,3.1,19,10.5,0.19,4.1,16,4,4,3,1,0,3,4,1,7,2,3,2,9,6,6,3,3,8,6,6,4,1,1,1,3,6,5,4,6,0,2,6,5,3,3,2016-05-01,2016-10-31
4180,上　野　　秀　和,A2,168,58,5.53,33.0,5.34,30.6,52.5,5.34,30.6,52.5,12.7,20.3,19.5,15,24,118,3,0,0.16,17,64.7,0.16,2.2,19,42.1,0.18,3.4,17,29.4,0.16,2.8,23,26.1,0.15,3.1,21,23.8,0.16,3.1,21,19.0,0.15,2.1,8,3,2,2,0,2,2,6,3,2,4,2,1,4,2,6,3,1,1,5,8,3,2,4,2,3,3,10,2,1,1,3,5,9,3,0,2016-05-01,2016-10-31
4181,花　本　　夏　樹,B1,171,53,4.95,25.2,4.94,27.8,45.8,4.94,27.8,45.8,13.7,11.6,20.0,13,11,95,2,0,0.18,15,73.3,0.16,2.5,18,27.8,0.19,3.2,28,14.3,0.17,3.8,21,9.5,0.19,3.3,12,16.7,0.21,3.9,2,0.0,0.2,5.0,9,2,0,2,1,1,1,4,5,2,4,2,3,1,5,9,4,4,0,2,7,7,3,2,0,2,2,2,2,4,0,0,0,1,0,1,2016-05-01,2016-10-31
4182,吉　田　　和　仁,B1,166,57,4.37,21.1,4.71,25.9,41.7,4.71,25.9,41.7,11.0,10.2,15.3,13,12,118,1,0,0.18,14,57.1,0.17,2.9,15,20.0,0.18,3.5,29,10.3,0.2,4.0,24,25.0,0.16,3.3,22,13.6,0.17,3.6,15,13.3,0.21,3.9,5,3,1,2,2,1,2,1,3,1,2,5,1,2,6,8,5,7,3,3,3,9,5,0,1,2,4,6,4,5,1,1,1,1,7,4,2016-05-01,2016-10-31
4183,宇　野　　弥　生,B1,159,46,5.32,33.3,6.23,45.4,61.5,6.23,45.4,61.5,20.9,12.4,16.3,27,16,129,3,0,0.15,25,68.0,0.18,3.1,26,38.5,0.15,3.0,11,27.3,0.14,2.7,25,40.0,0.14,2.4,19,15.8,0.12,2.1,24,0.0,0.16,3.2,12,5,1,3,2,1,6,4,5,2,5,3,2,1,2,4,1,1,6,4,4,2,3,6,1,2,4,1,3,8,0,0,5,7,4,8,2016-05-01,2016-10-31
4184,渡　邊　　雄一郎,A1,159,49,6.45,47.2,6.73,53.1,68.2,6.73,53.1,68.2,27.1,20.2,15.5,35,26,129,2,0,0.17,36,80.6,0.18,3.6,26,34.6,0.17,3.2,19,57.9,0.16,2.9,16,6.3,0.16,2.7,20,45.0,0.18,3.9,13,15.4,0.19,4.1,23,6,2,1,2,1,4,5,8,5,3,1,6,5,3,2,3,0,0,1,3,7,4,1,2,7,3,3,2,3,0,2,1,3,3,3,2016-05-01,2016-10-31
4185,藤　原　　真　也,B1,171,50,4.23,17.0,3.89,13.7,31.4,3.89,13.7,31.4,4.5,12.5,22.7,4,11,88,0,0,0.2,15,46.7,0.18,2.7,16,25.0,0.21,4.0,13,7.7,0.16,3.2,13,7.7,0.22,4.2,17,5.9,0.23,4.1,14,7.1,0.16,4.1,2,5,2,2,1,3,1,3,2,2,4,4,0,1,7,1,2,2,1,0,4,4,3,1,0,1,3,4,5,4,0,1,2,5,3,2,2016-05-01,2016-10-31
4186,小　川　　時　光,B1,168,54,4.0,18.6,3.74,17.2,29.5,3.74,17.2,29.5,7.0,11.6,17.4,6,10,86,0,0,0.16,12,50.0,0.16,2.4,18,16.7,0.16,3.4,17,23.5,0.17,3.3,14,14.3,0.15,2.9,14,7.1,0.15,3.6,11,0.0,0.19,4.7,3,3,2,3,1,0,2,1,3,4,2,5,1,3,5,0,4,4,0,2,2,3,3,4,0,1,1,2,6,4,0,0,2,2,2,5,2016-05-01,2016-10-31
4187,香　川　　友　尚,B1,164,58,4.12,21.9,3.75,15.0,29.8,3.75,15.0,29.8,7.7,14.3,12.1,7,13,91,0,0,0.17,10,60.0,0.17,3.4,16,18.8,0.17,2.9,16,12.5,0.16,3.3,10,20.0,0.14,3.7,26,26.9,0.17,3.3,13,0.0,0.21,4.2,2,4,1,2,1,0,0,3,4,3,2,4,1,1,2,3,2,7,0,2,2,3,2,0,4,3,1,6,6,6,0,0,1,3,3,6,2016-05-01,2016-10-31
4188,久　田　　敏　之,A1,169,56,7.51,56.4,7.2,54.0,72.1,7.2,54.0,72.1,31.8,24.7,18.8,49,38,154,7,1,0.15,37,89.2,0.15,2.4,24,50.0,0.15,2.9,27,48.1,0.15,3.1,21,57.1,0.13,2.4,29,37.9,0.16,3.0,17,35.3,0.13,2.8,27,6,3,0,1,0,7,5,4,2,5,1,3,10,4,5,3,1,7,5,5,0,4,0,4,7,9,4,3,2,1,5,4,4,2,1,2016-05-01,2016-10-31
4189,川　上　　　　剛,A1,167,56,7.18,57.0,6.96,52.2,68.9,6.96,52.2,68.9,31.6,25.4,16.4,56,45,177,10,1,0.17,40,90.0,0.17,2.9,34,47.1,0.17,2.9,40,62.5,0.16,3.1,37,35.1,0.17,3.5,20,50.0,0.18,3.2,6,16.7,0.17,3.0,32,4,3,1,0,0,6,10,6,8,2,2,12,13,6,3,6,0,4,9,10,7,6,1,2,8,2,3,2,3,0,1,2,1,1,1,2016-05-01,2016-10-31
4190,長　嶋　　万　記,A1,165,51,7.46,62.5,6.56,47.5,66.2,6.56,47.5,66.2,38.0,24.5,15.3,62,40,163,10,4,0.18,43,83.7,0.17,3.2,32,75.0,0.17,3.5,32,59.4,0.19,3.3,22,54.5,0.19,3.2,17,41.2,0.18,3.8,18,22.2,0.18,4.0,33,3,4,3,0,0,12,12,4,1,1,2,10,9,7,4,2,0,3,9,4,3,2,1,2,5,5,2,2,0,2,2,1,6,6,1,2016-05-01,2016-10-31
4191,赤　羽　　克　也,B1,169,54,5.28,31.8,5.46,35.2,55.1,5.46,35.2,55.1,14.2,17.7,21.2,16,20,113,0,0,0.16,17,70.6,0.16,2.4,19,36.8,0.16,3.2,18,44.4,0.17,3.2,23,17.4,0.16,3.3,18,22.2,0.14,2.7,18,5.6,0.18,3.8,10,2,4,0,0,1,3,4,4,0,4,3,1,7,3,3,4,0,1,3,4,7,3,5,1,3,3,8,2,1,0,1,6,5,1,3,2016-05-01,2016-10-31
4193,郷　原　　章　平,A2,166,58,6.02,42.0,6.17,45.4,61.3,6.17,45.4,61.3,24.6,17.5,16.7,31,22,126,2,0,0.17,26,73.1,0.14,2.2,21,61.9,0.17,3.0,18,38.9,0.18,3.0,24,41.7,0.18,3.1,18,22.2,0.19,3.7,20,0.0,0.19,4.2,16,3,3,2,2,0,6,7,4,2,1,1,4,3,2,2,4,2,4,6,4,7,3,0,1,3,5,2,3,4,0,0,3,6,5,6,2016-05-01,2016-10-31
4194,齋　藤　　　　篤,B1,170,58,4.2,15.2,4.2,18.4,36.8,4.2,18.4,36.8,6.5,8.7,21.7,6,8,92,0,0,0.23,12,33.3,0.27,4.6,13,23.1,0.24,4.4,16,18.8,0.22,4.0,11,18.2,0.2,3.6,20,10.0,0.21,4.5,20,0.0,0.26,5.0,2,2,0,3,4,1,1,2,3,3,2,2,1,2,8,2,0,3,1,1,2,3,2,2,1,1,4,6,6,1,0,0,3,5,5,7,2016-05-01,2016-10-31
4195,前　川　　守　嗣,B1,165,59,5.21,35.7,5.22,36.5,51.2,5.22,36.5,51.2,16.8,18.9,14.7,16,18,95,1,1,0.14,16,87.5,0.14,2.9,21,33.3,0.15,3.1,12,25.0,0.13,2.4,13,15.4,0.13,3.2,18,33.3,0.12,2.8,16,12.5,0.14,3.1,9,5,0,1,1,0,2,5,3,4,3,4,1,2,3,2,2,1,0,2,1,5,2,3,3,3,3,2,3,4,1,1,4,1,3,6,2016-05-01,2016-10-31
4196,田　中　　太一郎,B1,165,53,4.72,28.8,4.8,29.2,43.6,4.8,29.2,43.6,13.3,15.6,14.4,12,14,90,1,0,0.23,12,66.7,0.22,4.8,16,18.8,0.23,4.8,15,20.0,0.22,4.3,16,12.5,0.25,4.9,18,44.4,0.22,3.8,13,15.4,0.26,4.8,6,2,2,1,0,1,1,2,1,6,4,2,0,3,3,0,5,4,1,1,4,4,3,2,3,5,1,4,1,4,1,1,2,1,2,6,2016-05-01,2016-10-31
4197,渥　美　　卓　郎,B1,171,55,3.75,18.5,4.14,21.5,33.7,4.14,21.5,33.7,10.2,8.3,11.1,11,9,108,0,0,0.18,16,37.5,0.2,3.3,23,17.4,0.2,3.9,14,14.3,0.22,3.9,27,22.2,0.15,3.2,18,11.1,0.16,3.1,10,0.0,0.17,3.6,3,3,1,0,5,4,4,0,6,1,7,5,0,2,1,4,3,4,3,3,2,4,7,8,1,1,2,5,3,6,0,0,0,1,5,4,2016-05-01,2016-10-31
4198,沼　田　　克　彦,B1,163,55,5.22,35.0,4.31,23.6,38.3,4.31,23.6,38.3,14.4,20.6,15.5,14,20,97,3,0,0.18,13,76.9,0.13,2.5,19,26.3,0.2,4.1,16,37.5,0.14,3.0,14,28.6,0.21,4.1,19,26.3,0.17,3.9,16,25.0,0.2,5.3,7,3,3,0,0,0,2,3,3,3,3,5,4,2,3,2,2,3,1,3,2,0,6,2,0,5,4,4,3,3,0,4,0,6,3,3,2016-05-01,2016-10-31
4199,北　川　　潤　二,A2,170,57,5.84,39.6,5.37,33.1,52.5,5.37,33.1,52.5,16.0,23.7,24.4,21,31,131,0,0,0.18,18,66.7,0.15,2.7,23,73.9,0.17,3.1,26,34.6,0.18,2.8,28,32.1,0.18,3.9,22,13.6,0.19,3.5,14,14.3,0.22,3.5,9,3,4,0,1,0,5,12,3,3,0,0,3,6,7,3,5,2,3,6,8,3,5,3,0,3,6,4,4,5,1,1,4,4,3,1,2016-05-01,2016-10-31
4200,早　川　　尚　人,B1,165,55,4.64,26.7,4.71,26.0,42.0,4.71,26.0,42.0,6.2,20.5,15.2,7,23,112,0,0,0.18,18,61.1,0.18,2.9,19,26.3,0.18,3.8,21,42.9,0.16,2.2,19,10.5,0.18,3.7,18,11.1,0.17,3.5,17,5.9,0.2,3.9,5,6,3,4,0,0,1,4,4,7,3,0,1,8,1,2,7,2,0,2,7,4,3,3,0,2,2,1,6,7,0,1,0,6,8,2,2016-05-01,2016-10-31
4201,佐　竹　　友　樹,A2,159,52,5.43,34.6,5.89,40.7,59.6,5.89,40.7,59.6,14.7,20.0,18.7,11,15,75,3,1,0.18,10,70.0,0.21,4.4,12,25.0,0.2,4.3,15,46.7,0.19,3.5,12,50.0,0.14,2.7,16,12.5,0.16,2.4,10,10.0,0.18,3.2,5,2,1,0,0,2,2,1,1,2,4,2,1,6,4,0,1,3,2,4,3,1,1,1,0,2,2,8,3,1,1,0,3,3,2,1,2016-05-01,2016-10-31
4202,浮　田　　圭　浩,A2,166,54,5.48,30.1,5.09,29.9,50.9,5.09,29.9,50.9,15.5,14.7,28.4,18,17,116,1,0,0.2,20,70.0,0.17,2.8,16,37.5,0.2,4.1,20,45.0,0.17,3.6,15,6.7,0.21,3.7,27,11.1,0.2,3.8,18,11.1,0.24,5.2,13,1,2,3,0,1,1,5,5,3,2,0,3,6,3,2,4,2,0,1,7,1,3,3,0,3,9,4,8,3,1,1,7,4,4,1,2016-05-01,2016-10-31
