開催日,レース番号,オッズ時点,123,124,125,126,132,134,135,136,142,143,145,146,152,153,154,156,162,163,164,165,213,214,215,216,231,234,235,236,241,243,245,246,251,253,254,256,261,263,264,265,312,314,315,316,321,324,325,326,341,342,345,346,351,352,354,356,361,362,364,365,412,413,415,416,421,423,425,426,431,432,435,436,451,452,453,456,461,462,463,465,512,513,514,516,521,523,524,526,531,532,534,536,541,542,543,546,561,562,563,564,612,613,614,615,621,623,624,625,631,632,634,635,641,642,643,645,651,652,653,654
2022-01-01,2,5分前,36.9,55.7,60.3,112.8,46.2,28.5,32.0,79.8,57.5,38.1,39.7,115.0,75.2,48.6,59.5,126.2,139.9,180.3,284.7,268.1,57.3,69.9,69.6,147.9,92.5,90.9,87.8,250.2,116.9,93.6,71.3,218.4,114.3,107.8,107.8,266.3,338.4,463.9,581.5,724.3,52.6,31.9,32.6,103.7,75.3,77.0,63.0,193.8,38.7,39.0,17.4,82.0,52.4,63.9,22.6,94.7,253.3,332.9,266.3,248.7,93.2,68.4,58.4,157.5,127.4,95.1,67.8,195.6,64.6,81.7,28.2,117.6,47.3,46.7,30.6,68.8,264.6,290.7,238.6,193.8,105.0,93.4,98.5,156.9,134.0,125.5,123.6,219.6,101.2,112.2,56.2,190.2,89.5,83.7,52.8,109.8,284.7,327.7,278.9,205.4,352.9,375.3,529.3,557.9,497.4,645.1,688.1,764.6,355.9,779.0,497.4,676.8,589.8,676.8,425.6,378.8,625.6,665.9,655.4,355.9
