開催日,日目,レース,天気,風向,風速,波高
2023-01-01,4,2,晴,南西,3,3
2023-01-01,4,3,晴,南西,3,3
2023-01-01,4,4,晴,南西,3,3
2023-01-01,4,5,晴,西,3,3
2023-01-01,4,6,晴,北西,4,4
2023-01-01,4,7,晴,北西,5,5
2023-01-01,4,8,晴,北西,4,4
2023-01-01,4,10,晴,北西,4,4
2023-01-01,4,11,晴,北西,5,5
2023-01-01,4,12,晴,北西,4,4
2023-01-03,1,1,晴,西,4,4
2023-01-03,1,2,晴,南西,3,3
2023-01-03,1,3,晴,南西,3,3
2023-01-03,1,5,晴,北西,4,4
2023-01-03,1,7,晴,北西,4,4
2023-01-03,1,8,晴,北西,5,5
2023-01-03,1,9,晴,北西,4,4
2023-01-03,1,10,晴,北西,5,5
2023-01-03,1,11,晴,北西,5,5
2023-01-03,1,12,晴,北西,4,4
2023-01-04,2,3,晴,西,5,5
2023-01-04,2,4,晴,北西,5,5
2023-01-04,2,5,晴,北西,5,5
2023-01-04,2,6,晴,北西,5,5
2023-01-04,2,7,晴,北西,4,4
2023-01-04,2,8,晴,北西,5,5
2023-01-04,2,9,晴,北西,7,7
2023-01-04,2,10,晴,北西,7,7
2023-01-04,2,11,晴,北西,7,7
2023-01-04,2,12,晴,北西,7,7
2023-01-05,3,1,晴,南西,3,3
2023-01-05,3,2,晴,南西,4,4
2023-01-05,3,3,晴,南西,4,4
2023-01-05,3,4,晴,南西,4,4
2023-01-05,3,5,晴,南西,4,4
2023-01-05,3,6,晴,南西,4,4
2023-01-05,3,7,晴,西,3,3
2023-01-05,3,8,晴,北西,4,4
2023-01-05,3,10,晴,北西,4,4
2023-01-05,3,11,晴,北西,4,4
2023-01-05,3,12,晴,北西,5,5
2023-01-06,4,1,晴,南西,3,3
2023-01-06,4,3,晴,南西,3,3
2023-01-06,4,4,晴,南西,3,3
2023-01-06,4,5,晴,南西,3,3
2023-01-06,4,6,晴,南西,2,2
2023-01-06,4,7,晴,南,2,2
2023-01-06,4,8,晴,南東,1,1
2023-01-06,4,9,晴,南東,1,1
2023-01-06,4,10,晴,南東,2,2
2023-01-06,4,11,晴,南東,2,2
2023-01-06,4,12,晴,南東,2,2
2023-01-07,5,1,晴,西,6,6
2023-01-07,5,3,晴,西,6,6
2023-01-07,5,4,晴,西,6,6
2023-01-07,5,5,曇り,西,6,6
2023-01-07,5,6,曇り,西,7,7
2023-01-07,5,7,曇り,西,6,6
2023-01-07,5,8,曇り,西,5,5
2023-01-07,5,9,曇り,西,6,6
2023-01-07,5,10,曇り,西,7,7
2023-01-07,5,11,曇り,西,7,7
2023-01-07,5,12,曇り,西,7,7
2023-01-08,6,1,晴,南西,3,3
2023-01-08,6,2,晴,南西,2,2
2023-01-08,6,3,晴,南西,2,2
2023-01-08,6,4,晴,南西,2,2
2023-01-08,6,5,晴,南西,2,2
2023-01-08,6,6,晴,南西,2,2
2023-01-08,6,7,晴,南西,1,1
2023-01-08,6,8,晴,南,1,1
2023-01-08,6,9,晴,南東,1,1
2023-01-08,6,10,晴,南東,1,1
2023-01-08,6,11,晴,南東,2,2
2023-01-08,6,12,晴,南東,1,1
2023-01-12,1,1,晴,北,2,2
2023-01-12,1,2,晴,北,2,2
2023-01-12,1,3,晴,北,1,1
2023-01-12,1,4,晴,北,1,1
2023-01-12,1,5,晴,北東,1,1
2023-01-12,1,6,晴,北東,1,1
2023-01-12,1,7,晴,北西,1,1
2023-01-12,1,8,晴,北東,1,1
2023-01-12,1,9,晴,北東,1,1
2023-01-12,1,10,晴,北,1,1
2023-01-12,1,11,晴,東,1,1
2023-01-12,1,12,晴,北,1,1
2023-01-13,2,1,雨,北,2,2
2023-01-13,2,2,雨,北,1,1
2023-01-13,2,3,雨,北,1,1
2023-01-13,2,4,雨,北,2,2
2023-01-13,2,5,雨,北,2,2
2023-01-13,2,6,雨,北,2,2
2023-01-13,2,7,雨,北,3,3
2023-01-13,2,8,雨,北東,2,2
2023-01-13,2,9,雨,北,2,2
2023-01-13,2,10,雨,北,3,3
2023-01-13,2,12,曇り,北,1,1
2023-01-14,3,1,曇り,西,1,1
2023-01-14,3,2,曇り,西,1,1
2023-01-14,3,3,曇り,北西,1,1
2023-01-14,3,4,曇り,北西,1,1
2023-01-14,3,5,曇り,北西,1,1
2023-01-14,3,6,曇り,西,1,1
2023-01-14,3,7,曇り,南西,1,1
2023-01-14,3,8,雨,西,1,1
2023-01-14,3,9,雨,南西,1,1
2023-01-14,3,10,雨,南西,1,1
2023-01-14,3,11,曇り,南,1,1
2023-01-14,3,12,曇り,南西,1,1
2023-01-15,4,1,曇り,北西,3,3
2023-01-15,4,2,曇り,北,2,2
2023-01-15,4,3,曇り,北西,1,1
2023-01-15,4,4,曇り,北西,1,1
2023-01-15,4,5,曇り,北西,1,1
2023-01-15,4,7,曇り,南,2,2
2023-01-15,4,8,曇り,南西,1,1
2023-01-15,4,10,雨,南西,1,1
2023-01-15,4,11,雨,南西,1,1
2023-01-15,4,12,曇り,南西,1,1
2023-01-16,5,1,曇り,北,3,3
2023-01-16,5,3,曇り,北,5,5
2023-01-16,5,4,曇り,北,6,6
2023-01-16,5,6,曇り,北,6,6
2023-01-16,5,7,曇り,北,7,7
2023-01-16,5,8,曇り,北,7,7
2023-01-16,5,9,曇り,北,6,6
2023-01-16,5,10,曇り,北,6,6
2023-01-16,5,11,曇り,北,5,5
2023-01-16,5,12,曇り,北,3,3
2023-01-17,6,1,晴,北,4,4
2023-01-17,6,2,晴,北,4,4
2023-01-17,6,3,晴,北,3,3
2023-01-17,6,4,晴,北東,3,3
2023-01-17,6,5,晴,東,2,2
2023-01-17,6,6,晴,東,1,1
2023-01-17,6,7,晴,東,2,2
2023-01-17,6,9,晴,南東,3,3
2023-01-17,6,10,晴,南東,2,2
2023-01-17,6,12,晴,東,1,1
2023-01-26,1,1,晴,南西,5,5
2023-01-26,1,2,晴,南西,5,5
2023-01-26,1,3,晴,南西,5,5
2023-01-26,1,4,晴,西,4,4
2023-01-26,1,5,晴,西,4,4
2023-01-26,1,6,晴,西,4,4
2023-01-26,1,7,晴,北西,3,3
2023-01-26,1,8,晴,北西,2,2
2023-01-26,1,9,晴,北西,2,2
2023-01-26,1,10,晴,北西,2,2
2023-01-26,1,12,晴,北西,2,2
2023-01-27,2,1,曇り,西,8,8
2023-01-27,2,2,曇り,西,9,9
2023-01-27,2,3,晴,北西,9,9
2023-01-27,2,4,晴,北西,9,9
2023-01-28,3,1,曇り,西,7,7
2023-01-28,3,2,雪,西,7,7
2023-01-28,3,3,曇り,南西,5,5
2023-01-28,3,4,曇り,北西,8,8
2023-01-28,3,5,曇り,北西,8,8
2023-01-28,3,6,曇り,北西,9,9
2023-01-28,3,7,晴,北西,8,8
2023-01-29,4,1,晴,西,4,4
2023-01-29,4,2,曇り,西,3,3
2023-01-29,4,3,曇り,北西,3,3
2023-01-29,4,4,晴,西,4,4
2023-01-29,4,5,晴,西,4,4
2023-01-29,4,6,晴,西,4,4
2023-01-29,4,7,晴,西,4,4
2023-01-29,4,8,晴,北西,5,5
2023-01-29,4,10,晴,北西,5,5
2023-01-29,4,11,晴,西,4,4
2023-01-29,4,12,晴,西,5,5
2023-01-30,5,1,晴,西,7,7
2023-01-30,5,2,晴,西,7,7
2023-01-30,5,3,晴,西,7,7
2023-01-30,5,5,晴,西,7,7
2023-01-30,5,6,晴,西,7,7
2023-01-30,5,7,晴,北西,7,7
2023-01-30,5,9,晴,北西,5,5
2023-01-30,5,10,晴,北西,5,5
2023-01-30,5,11,晴,北西,5,5
2023-01-30,5,12,晴,北西,5,5
2023-01-31,6,1,晴,西,3,3
2023-01-31,6,2,晴,西,3,3
2023-01-31,6,3,晴,西,3,3
2023-01-31,6,4,晴,南西,3,3
2023-01-31,6,5,晴,南西,3,3
2023-01-31,6,6,晴,南西,2,2
2023-01-31,6,8,晴,南,2,2
2023-01-31,6,9,晴,南,2,2
2023-01-31,6,10,晴,南東,2,2
2023-01-31,6,11,晴,南東,2,2
2023-01-31,6,12,晴,南東,2,2
2023-02-01,7,1,曇り,北東,2,2
2023-02-01,7,2,曇り,北東,1,1
2023-02-01,7,3,晴,北東,1,1
2023-02-01,7,4,晴,北東,1,1
2023-02-01,7,5,晴,北東,1,1
2023-02-01,7,6,晴,北東,1,1
2023-02-01,7,7,晴,南西,1,1
2023-02-01,7,8,晴,南西,1,1
2023-02-01,7,9,晴,南,1,1
2023-02-01,7,10,晴,南西,2,2
2023-02-01,7,11,晴,北西,2,2
2023-02-01,7,12,晴,北東,2,2
2023-02-02,8,1,曇り,西,2,2
2023-02-02,8,2,曇り,西,1,1
2023-02-02,8,3,曇り,南西,1,1
2023-02-02,8,4,曇り,西,1,1
2023-02-02,8,5,曇り,北西,2,2
2023-02-02,8,6,晴,北,2,2
2023-02-02,8,7,晴,北東,2,2
2023-02-02,8,8,晴,北東,2,2
2023-02-02,8,9,晴,東,1,1
2023-02-02,8,10,晴,東,1,1
2023-02-02,8,11,晴,東,1,1
2023-02-02,8,12,晴,南東,1,1
2023-02-10,1,1,雨,西,3,3
2023-02-10,1,2,雨,北西,3,3
2023-02-10,1,3,雨,北西,2,2
2023-02-10,1,4,雨,北西,1,1
2023-02-10,1,5,雨,南西,1,1
2023-02-10,1,6,雨,南,1,1
2023-02-10,1,7,雨,南西,1,1
2023-02-10,1,8,雨,南西,2,2
2023-02-10,1,9,雨,西,2,2
2023-02-10,1,10,曇り,南西,2,2
2023-02-10,1,11,曇り,南西,3,3
2023-02-10,1,12,曇り,南西,3,3
2023-02-11,2,1,曇り,北西,3,3
2023-02-11,2,2,曇り,北西,3,3
2023-02-11,2,3,曇り,北東,2,2
2023-02-11,2,4,曇り,東,2,2
2023-02-11,2,5,曇り,東,2,2
2023-02-11,2,6,曇り,東,3,3
2023-02-11,2,7,曇り,東,2,2
2023-02-11,2,8,曇り,東,2,2
2023-02-11,2,9,曇り,東,1,1
2023-02-11,2,10,曇り,北,1,1
2023-02-11,2,11,曇り,北,1,1
2023-02-11,2,12,曇り,北,1,1
2023-02-12,3,1,晴,北西,2,2
2023-02-12,3,2,晴,北,2,2
2023-02-12,3,4,曇り,北,2,2
2023-02-12,3,5,曇り,北,1,1
2023-02-12,3,6,曇り,北東,1,1
2023-02-12,3,7,曇り,北東,1,1
2023-02-12,3,9,曇り,北西,1,1
2023-02-12,3,10,曇り,北東,1,1
2023-02-12,3,11,曇り,北,1,1
2023-02-12,3,12,曇り,北東,1,1
2023-02-13,4,1,雨,西,1,1
2023-02-13,4,2,雨,西,2,2
2023-02-13,4,3,雨,北,3,3
2023-02-13,4,4,雨,北,3,3
2023-02-13,4,5,雨,北,2,2
2023-02-13,4,6,雨,北西,2,2
2023-02-13,4,7,雨,北西,2,2
2023-02-13,4,8,雨,北,2,2
2023-02-13,4,9,曇り,北,1,1
2023-02-13,4,10,曇り,北,4,4
2023-02-13,4,11,曇り,北,5,5
2023-02-13,4,12,曇り,北,4,4
2023-02-14,5,1,晴,西,4,4
2023-02-14,5,2,晴,西,4,4
2023-02-14,5,3,晴,西,4,4
2023-02-14,5,5,晴,北西,3,3
2023-02-14,5,6,晴,北西,4,4
2023-02-14,5,7,晴,北西,4,4
2023-02-14,5,8,晴,北西,4,4
2023-02-14,5,9,晴,北西,4,4
2023-02-14,5,10,晴,北西,3,3
2023-02-14,5,11,晴,北西,4,4
2023-02-14,5,12,晴,北西,3,3
2023-02-15,6,1,曇り,北西,5,5
2023-02-15,6,2,曇り,北西,5,5
2023-02-15,6,3,曇り,北西,5,5
2023-02-15,6,4,曇り,北西,5,5
2023-02-15,6,6,曇り,北,6,6
2023-02-15,6,7,曇り,北,5,5
2023-02-15,6,8,曇り,北,5,5
2023-02-15,6,9,曇り,北,6,6
2023-02-15,6,10,曇り,北,6,6
2023-02-15,6,11,曇り,北,5,5
2023-02-15,6,12,曇り,北,5,5
2023-02-20,1,1,晴,西,6,6
2023-02-20,1,2,晴,西,4,4
2023-02-20,1,3,晴,西,5,5
2023-02-20,1,4,晴,西,4,4
2023-02-20,1,5,晴,北西,5,5
2023-02-20,1,6,晴,北西,5,5
2023-02-20,1,7,晴,北西,6,6
2023-02-20,1,8,晴,北西,7,7
2023-02-20,1,9,晴,北西,8,8
2023-02-20,1,10,晴,北西,7,7
2023-02-20,1,11,晴,北西,7,7
2023-02-20,1,12,晴,北西,6,6
2023-02-21,2,2,曇り,北西,7,7
2023-02-21,2,3,晴,北,7,7
2023-02-21,2,4,晴,北,7,7
2023-02-21,2,5,晴,北,7,7
2023-02-21,2,6,晴,北,7,7
2023-02-21,2,7,晴,北,7,7
2023-02-21,2,8,晴,北,7,7
2023-02-21,2,9,晴,北,7,7
2023-02-21,2,10,晴,北,7,7
2023-02-21,2,11,晴,北,7,7
2023-02-21,2,12,晴,北,7,7
2023-02-22,3,1,晴,北,3,3
2023-02-22,3,2,晴,北,3,3
2023-02-22,3,3,晴,北,2,2
2023-02-22,3,4,晴,北西,2,2
2023-02-22,3,5,晴,北西,1,1
2023-02-22,3,6,晴,北東,1,1
2023-02-22,3,7,晴,南東,1,1
2023-02-22,3,8,晴,南東,1,1
2023-02-22,3,9,晴,南東,1,1
2023-02-22,3,10,晴,東,2,2
2023-02-22,3,11,晴,東,1,1
2023-02-22,3,12,晴,南東,1,1
2023-02-23,4,1,晴,北西,2,2
2023-02-23,4,2,晴,北西,1,1
2023-02-23,4,3,晴,西,1,1
2023-02-23,4,4,晴,西,1,1
2023-02-23,4,5,晴,南西,2,2
2023-02-23,4,6,晴,南,1,1
2023-02-23,4,7,晴,南西,2,2
2023-02-23,4,8,晴,北西,1,1
2023-02-23,4,10,晴,南西,1,1
2023-02-23,4,11,晴,北東,1,1
2023-02-23,4,12,晴,北東,1,1
2023-02-24,5,1,曇り,北西,1,1
2023-02-24,5,2,曇り,北西,1,1
2023-02-24,5,3,晴,南西,1,1
2023-02-24,5,4,晴,西,1,1
2023-02-24,5,5,晴,西,2,2
2023-02-24,5,6,晴,南西,1,1
2023-02-24,5,7,晴,西,1,1
2023-02-24,5,8,晴,南西,1,1
2023-02-24,5,10,曇り,南西,1,1
2023-02-24,5,11,曇り,北,2,2
2023-02-24,5,12,曇り,北,1,1
2023-02-25,6,1,晴,北,2,2
2023-02-25,6,2,晴,北,3,3
2023-02-25,6,3,晴,北,2,2
2023-02-25,6,4,晴,北,4,4
2023-02-25,6,5,晴,北,4,4
2023-02-25,6,6,曇り,北,4,4
2023-02-25,6,7,晴,北,4,4
2023-02-25,6,9,曇り,北,3,3
2023-02-25,6,10,曇り,北,5,5
2023-02-25,6,11,曇り,北,4,4
2023-02-25,6,12,曇り,北,3,3
2023-02-28,1,1,晴,南西,2,2
2023-02-28,1,2,晴,南西,2,2
2023-02-28,1,3,晴,南西,2,2
2023-02-28,1,4,晴,南西,2,2
2023-02-28,1,5,晴,南西,3,3
2023-02-28,1,6,晴,南西,3,3
2023-02-28,1,7,晴,南西,1,1
2023-02-28,1,8,晴,南,1,1
2023-02-28,1,9,晴,南東,2,2
2023-02-28,1,10,晴,南東,2,2
2023-02-28,1,11,晴,南東,2,2
2023-02-28,1,12,晴,南東,2,2
2023-03-01,2,1,晴,西,3,3
2023-03-01,2,2,晴,西,4,4
2023-03-01,2,3,晴,北,2,2
2023-03-01,2,5,晴,東,1,1
2023-03-01,2,6,晴,北東,1,1
2023-03-01,2,7,晴,東,1,1
2023-03-01,2,8,晴,南,2,2
2023-03-01,2,9,晴,南西,1,1
2023-03-01,2,10,晴,北西,2,2
2023-03-01,2,11,雨,南西,4,4
2023-03-01,2,12,雨,南西,4,4
2023-03-02,3,1,晴,北西,5,5
2023-03-02,3,2,晴,北西,4,4
2023-03-02,3,3,晴,北西,5,5
2023-03-02,3,4,晴,北西,5,5
2023-03-02,3,6,晴,北西,4,4
2023-03-02,3,7,晴,北西,5,5
2023-03-02,3,8,晴,北西,5,5
2023-03-02,3,9,晴,北西,4,4
2023-03-02,3,10,晴,北西,4,4
2023-03-02,3,11,晴,北西,4,4
2023-03-02,3,12,晴,北西,4,4
2023-03-03,4,2,晴,西,2,2
2023-03-03,4,3,晴,南西,2,2
2023-03-03,4,4,晴,西,2,2
2023-03-03,4,5,晴,西,2,2
2023-03-03,4,6,晴,西,2,2
2023-03-03,4,7,晴,南西,1,1
2023-03-03,4,8,晴,南西,2,2
2023-03-03,4,9,晴,南,2,2
2023-03-03,4,10,晴,南,1,1
2023-03-03,4,11,晴,南東,1,1
2023-03-03,4,12,晴,南東,1,1
2023-03-04,5,1,曇り,北西,1,1
2023-03-04,5,2,曇り,南東,2,2
2023-03-04,5,3,曇り,東,3,3
2023-03-04,5,4,晴,南東,3,3
2023-03-04,5,5,晴,東,2,2
2023-03-04,5,6,晴,北西,2,2
2023-03-04,5,7,晴,北西,2,2
2023-03-04,5,8,晴,北西,1,1
2023-03-04,5,9,晴,北西,1,1
2023-03-04,5,10,晴,北,2,2
2023-03-04,5,11,晴,北,1,1
2023-03-04,5,12,晴,北東,1,1
2023-03-05,6,1,晴,北西,2,2
2023-03-05,6,2,晴,北西,2,2
2023-03-05,6,3,晴,北西,2,2
2023-03-05,6,4,晴,北西,2,2
2023-03-05,6,5,晴,北西,2,2
2023-03-05,6,6,晴,北西,1,1
2023-03-05,6,7,晴,北西,1,1
2023-03-05,6,8,晴,北西,1,1
2023-03-05,6,9,晴,北,2,2
2023-03-05,6,10,晴,北,2,2
2023-03-05,6,11,晴,北東,1,1
2023-03-05,6,12,晴,東,1,1
2023-03-08,1,1,晴,北西,1,1
2023-03-08,1,2,晴,北西,1,1
2023-03-08,1,3,晴,南西,1,1
2023-03-08,1,4,晴,南東,1,1
2023-03-08,1,5,晴,西,1,1
2023-03-08,1,6,晴,北西,1,1
2023-03-08,1,7,晴,北,1,1
2023-03-08,1,8,晴,北,1,1
2023-03-08,1,9,晴,北東,1,1
2023-03-08,1,10,晴,南東,1,1
2023-03-08,1,11,晴,北東,1,1
2023-03-08,1,12,晴,南西,1,1
2023-03-09,2,1,曇り,北,1,1
2023-03-09,2,2,曇り,北,1,1
2023-03-09,2,3,曇り,北,1,1
2023-03-09,2,5,曇り,南西,1,1
2023-03-09,2,6,曇り,北東,1,1
