開催日,日目,レース,天気,風向,風速,波高
2021-01-01,2,1,晴,西,4,4
2021-01-01,2,2,曇り,西,4,4
2021-01-01,2,3,曇り,南西,3,3
2021-01-01,2,4,曇り,西,4,4
2021-01-01,2,5,晴,南西,2,2
2021-01-01,2,6,曇り,西,4,4
2021-01-01,2,7,曇り,西,3,3
2021-01-01,2,8,曇り,西,3,3
2021-01-01,2,9,曇り,北西,3,3
2021-01-01,2,10,曇り,西,4,4
2021-01-01,2,11,曇り,西,5,5
2021-01-01,2,12,晴,西,6,6
2021-01-02,3,1,曇り,西,5,5
2021-01-02,3,2,曇り,西,5,5
2021-01-02,3,3,曇り,北西,5,5
2021-01-02,3,5,晴,北西,5,5
2021-01-02,3,7,晴,西,5,5
2021-01-02,3,8,晴,北西,3,3
2021-01-02,3,9,晴,北西,4,4
2021-01-02,3,10,晴,北西,3,3
2021-01-02,3,11,晴,北西,4,4
2021-01-02,3,12,晴,北西,4,4
2021-01-03,4,2,晴,西,4,4
2021-01-03,4,3,晴,西,4,4
2021-01-03,4,4,晴,北西,4,4
2021-01-03,4,5,晴,北西,3,3
2021-01-03,4,6,晴,西,4,4
2021-01-03,4,7,晴,西,4,4
2021-01-03,4,8,晴,北西,4,4
2021-01-03,4,9,晴,北西,4,4
2021-01-03,4,10,晴,北西,4,4
2021-01-03,4,11,晴,北西,3,3
2021-01-03,4,12,晴,北西,3,3
2021-01-04,5,1,晴,南西,2,2
2021-01-04,5,2,晴,南西,2,2
2021-01-04,5,3,晴,南,1,1
2021-01-04,5,4,晴,南西,1,1
2021-01-04,5,5,晴,南西,1,1
2021-01-04,5,6,晴,南西,1,1
2021-01-04,5,7,晴,南,1,1
2021-01-04,5,8,晴,南東,3,3
2021-01-04,5,9,晴,南東,2,2
2021-01-04,5,10,晴,南東,2,2
2021-01-04,5,11,晴,南東,2,2
2021-01-04,5,12,晴,南東,3,3
2021-01-09,1,1,雪,西,6,6
2021-01-09,1,2,晴,西,6,6
2021-01-09,1,3,晴,西,6,6
2021-01-09,1,4,曇り,西,7,7
2021-01-09,1,5,曇り,西,7,7
2021-01-09,1,6,晴,西,7,7
2021-01-09,1,7,曇り,西,8,8
2021-01-09,1,8,曇り,西,8,8
2021-01-09,1,9,曇り,西,7,7
2021-01-09,1,10,曇り,西,6,6
2021-01-09,1,11,曇り,西,8,8
2021-01-09,1,12,曇り,西,7,7
2021-01-10,2,1,晴,西,4,4
2021-01-10,2,2,曇り,西,3,3
2021-01-10,2,3,曇り,南西,4,4
2021-01-10,2,4,曇り,南西,4,4
2021-01-10,2,5,雪,西,3,3
2021-01-10,2,6,曇り,西,4,4
2021-01-10,2,7,雪,西,4,4
2021-01-10,2,8,曇り,西,3,3
2021-01-10,2,9,曇り,南西,3,3
2021-01-10,2,10,曇り,西,3,3
2021-01-10,2,11,曇り,西,4,4
2021-01-10,2,12,曇り,西,4,4
2021-01-11,3,1,晴,西,1,1
2021-01-11,3,2,晴,北西,1,1
2021-01-11,3,3,曇り,北西,2,2
2021-01-11,3,4,曇り,北,1,1
2021-01-11,3,5,曇り,東,1,1
2021-01-11,3,6,曇り,東,1,1
2021-01-11,3,7,曇り,北東,1,1
2021-01-11,3,8,曇り,東,1,1
2021-01-11,3,10,曇り,南東,1,1
2021-01-11,3,11,曇り,東,1,1
2021-01-11,3,12,曇り,南東,1,1
2021-01-12,4,1,晴,南西,2,2
2021-01-12,4,2,曇り,南西,2,2
2021-01-12,4,3,曇り,北西,1,1
2021-01-12,4,4,曇り,北西,1,1
2021-01-12,4,5,雨,西,1,1
2021-01-12,4,6,曇り,南西,1,1
2021-01-12,4,7,雨,南,3,3
2021-01-12,4,8,曇り,南,1,1
2021-01-12,4,10,曇り,南,2,2
2021-01-12,4,11,曇り,南,2,2
2021-01-12,4,12,曇り,南,1,1
2021-01-13,5,1,晴,南西,2,2
2021-01-13,5,2,晴,南西,2,2
2021-01-13,5,3,晴,南西,2,2
2021-01-13,5,5,晴,南,2,2
2021-01-13,5,6,晴,南,1,1
