開催日,日目,レース,天気,風向,風速,波高
2015-01-01,4,1,晴,西,6,6
2015-01-01,4,2,曇り,西,5,5
2015-01-01,4,3,曇り,西,6,6
2015-01-01,4,4,曇り,西,6,6
2015-01-01,4,5,曇り,西,6,6
2015-01-01,4,6,曇り,西,7,7
2015-01-01,4,7,曇り,西,8,8
2015-01-01,4,8,曇り,西,7,7
2015-01-01,4,9,曇り,西,6,6
2015-01-01,4,10,曇り,西,6,6
2015-01-01,4,11,曇り,西,5,5
2015-01-01,4,12,曇り,西,7,7
2015-01-02,5,1,晴,北西,9,9
2015-01-02,5,2,晴,北西,7,7
2015-01-02,5,3,晴,北西,9,9
2015-01-02,5,4,曇り,北西,7,7
2015-01-02,5,5,曇り,西,8,8
2015-01-02,5,6,曇り,北西,9,9
2015-01-02,5,7,雪,北西,9,9
2015-01-02,5,8,雪,北西,9,9
2015-01-02,5,10,曇り,北西,7,7
2015-01-02,5,11,曇り,北西,7,7
2015-01-02,5,12,曇り,北西,7,7
2015-01-03,6,1,晴,西,3,3
2015-01-03,6,3,晴,南西,3,3
2015-01-03,6,4,晴,南西,3,3
2015-01-03,6,6,晴,南,2,2
2015-01-03,6,7,晴,南,2,2
2015-01-03,6,8,晴,南,2,2
2015-01-03,6,9,晴,南,2,2
2015-01-03,6,10,晴,南,2,2
2015-01-03,6,11,晴,東,2,2
2015-01-03,6,12,晴,東,2,2
2015-01-04,7,1,曇り,西,2,2
2015-01-04,7,2,曇り,西,1,1
2015-01-04,7,5,雨,西,2,2
2015-01-04,7,6,曇り,西,2,2
2015-01-04,7,7,曇り,西,2,2
2015-01-04,7,8,曇り,西,1,1
2015-01-04,7,9,曇り,西,1,1
2015-01-04,7,10,曇り,西,1,1
2015-01-04,7,11,曇り,西,1,1
2015-01-04,7,12,曇り,南東,1,1
2015-01-08,1,2,晴,西,4,4
2015-01-08,1,3,曇り,西,5,5
2015-01-08,1,4,晴,西,6,6
2015-01-08,1,5,曇り,西,5,5
2015-01-08,1,6,曇り,西,5,5
2015-01-08,1,7,曇り,北西,3,3
2015-01-08,1,8,曇り,北西,4,4
2015-01-08,1,9,曇り,北西,6,6
2015-01-08,1,11,曇り,西,5,5
2015-01-08,1,12,曇り,西,5,5
2015-01-09,2,2,曇り,西,4,4
2015-01-09,2,3,晴,南西,3,3
2015-01-09,2,4,晴,西,3,3
2015-01-09,2,5,曇り,南西,3,3
2015-01-09,2,6,曇り,西,4,4
2015-01-09,2,8,曇り,西,4,4
2015-01-09,2,9,曇り,北西,4,4
2015-01-09,2,10,曇り,北西,5,5
2015-01-09,2,11,曇り,北西,5,5
2015-01-09,2,12,曇り,西,6,6
2015-01-10,3,2,晴,南西,2,2
2015-01-10,3,3,晴,南西,3,3
2015-01-10,3,4,晴,南西,3,3
2015-01-10,3,5,晴,西,3,3
2015-01-10,3,6,晴,西,3,3
2015-01-10,3,7,晴,西,4,4
2015-01-10,3,8,晴,西,4,4
2015-01-10,3,9,晴,西,4,4
2015-01-10,3,10,晴,西,4,4
2015-01-10,3,11,晴,西,4,4
2015-01-10,3,12,晴,北西,4,4
2015-01-11,4,1,曇り,西,7,7
2015-01-11,4,2,曇り,西,5,5
2015-01-11,4,3,晴,西,6,6
2015-01-11,4,4,晴,西,6,6
2015-01-11,4,5,曇り,北西,6,6
2015-01-11,4,6,曇り,北西,6,6
2015-01-11,4,7,曇り,北西,7,7
2015-01-11,4,8,曇り,北西,7,7
2015-01-11,4,9,曇り,北西,6,6
2015-01-11,4,10,曇り,北西,7,7
2015-01-11,4,11,曇り,北西,7,7
2015-01-12,5,1,晴,北西,4,4
2015-01-12,5,2,晴,北西,5,5
2015-01-12,5,3,晴,北西,4,4
2015-01-12,5,4,晴,北西,3,3
2015-01-12,5,5,曇り,北西,3,3
2015-01-12,5,6,晴,北西,4,4
2015-01-12,5,7,晴,北西,4,4
2015-01-12,5,8,晴,北西,4,4
2015-01-12,5,10,晴,北西,3,3
2015-01-12,5,11,晴,北西,4,4
2015-01-12,5,12,晴,北西,2,2
2015-01-13,6,1,晴,東,1,1
2015-01-13,6,2,晴,東,2,2
2015-01-13,6,3,晴,北東,1,1
2015-01-13,6,4,晴,東,2,2
2015-01-13,6,5,晴,東,3,3
2015-01-13,6,6,晴,東,3,3
2015-01-13,6,7,晴,東,2,2
2015-01-13,6,8,晴,東,2,2
2015-01-13,6,9,晴,東,3,3
2015-01-13,6,10,晴,東,2,2
2015-01-13,6,11,晴,東,1,1
2015-01-13,6,12,晴,東,1,1
2015-01-16,1,1,晴,南西,1,1
2015-01-16,1,2,晴,南西,1,1
2015-01-16,1,3,晴,西,2,2
2015-01-16,1,4,晴,西,2,2
2015-01-16,1,5,晴,南西,1,1
2015-01-16,1,6,晴,南西,1,1
2015-01-16,1,7,晴,南西,1,1
2015-01-16,1,8,晴,南,2,2
2015-01-16,1,9,晴,東,3,3
2015-01-16,1,10,晴,南東,1,1
2015-01-16,1,12,晴,東,2,2
2015-01-17,2,1,晴,西,7,7
2015-01-17,2,2,晴,西,7,7
2015-01-17,2,3,晴,西,7,7
2015-01-17,2,4,曇り,西,7,7
2015-01-17,2,5,曇り,西,7,7
2015-01-17,2,6,曇り,北西,8,8
2015-01-17,2,7,曇り,北西,8,8
2015-01-17,2,8,曇り,西,8,8
2015-01-17,2,9,曇り,西,9,9
2015-01-17,2,10,曇り,西,8,8
2015-01-17,2,11,曇り,西,7,7
2015-01-17,2,12,曇り,西,7,7
2015-01-18,3,1,晴,西,1,1
2015-01-18,3,3,晴,南西,2,2
2015-01-18,3,4,晴,南西,2,2
2015-01-18,3,5,曇り,南西,2,2
2015-01-18,3,6,曇り,南西,2,2
2015-01-18,3,7,曇り,南西,1,1
2015-01-18,3,8,曇り,南,1,1
2015-01-18,3,10,曇り,南東,1,1
2015-01-18,3,11,曇り,南東,3,3
2015-01-18,3,12,曇り,南東,3,3
2015-01-19,4,1,晴,西,4,4
2015-01-19,4,2,晴,西,5,5
2015-01-19,4,3,晴,西,4,4
2015-01-19,4,4,晴,西,4,4
2015-01-19,4,5,晴,西,4,4
2015-01-19,4,6,晴,西,5,5
2015-01-19,4,7,晴,西,5,5
2015-01-19,4,8,晴,西,5,5
2015-01-19,4,9,晴,西,4,4
2015-01-19,4,10,晴,西,3,3
2015-01-19,4,11,晴,西,4,4
2015-01-19,4,12,晴,西,4,4
2015-01-20,5,1,晴,北西,1,1
2015-01-20,5,2,晴,北,2,2
2015-01-20,5,3,晴,北,1,1
2015-01-20,5,4,晴,北西,1,1
2015-01-20,5,5,晴,東,1,1
2015-01-20,5,6,晴,東,1,1
2015-01-20,5,8,晴,東,4,4
2015-01-20,5,9,晴,東,4,4
2015-01-20,5,10,晴,東,3,3
2015-01-20,5,11,晴,東,3,3
2015-01-20,5,12,晴,東,4,4
2015-01-21,6,1,曇り,北,3,3
2015-01-21,6,2,曇り,北,3,3
2015-01-21,6,3,曇り,北,3,3
2015-01-21,6,4,曇り,北,2,2
2015-01-21,6,5,曇り,北,2,2
2015-01-21,6,6,曇り,北,2,2
2015-01-21,6,7,曇り,北,2,2
2015-01-21,6,8,曇り,北東,1,1
2015-01-21,6,11,雨,南東,1,1
2015-01-21,6,12,雨,北西,1,1
2015-01-22,7,1,曇り,南西,2,2
2015-01-22,7,2,曇り,南西,2,2
2015-01-22,7,3,曇り,南西,2,2
2015-01-22,7,4,曇り,南西,2,2
2015-01-22,7,6,曇り,南,2,2
2015-01-22,7,7,曇り,南西,2,2
2015-01-22,7,8,曇り,西,2,2
2015-01-22,7,9,曇り,西,4,4
2015-01-22,7,10,雨,北西,5,5
2015-01-22,7,11,曇り,北西,4,4
2015-01-22,7,12,雨,西,3,3
2015-01-25,1,1,晴,北,2,2
2015-01-25,1,2,晴,北,2,2
2015-01-25,1,3,晴,北,2,2
2015-01-25,1,4,晴,東,3,3
2015-01-25,1,5,曇り,東,2,2
2015-01-25,1,6,曇り,東,1,1
2015-01-25,1,7,曇り,北,2,2
2015-01-25,1,8,曇り,東,1,1
2015-01-25,1,9,曇り,南,3,3
2015-01-25,1,10,曇り,南東,4,4
2015-01-25,1,11,曇り,東,3,3
2015-01-25,1,12,曇り,東,2,2
2015-01-26,2,1,雨,北西,1,1
2015-01-26,2,2,雨,北西,1,1
2015-01-26,2,3,雨,北,4,4
2015-01-26,2,4,雨,北,4,4
2015-01-26,2,5,雨,北東,1,1
2015-01-26,2,6,雨,北東,1,1
2015-01-26,2,7,雨,南西,1,1
2015-01-26,2,8,雨,南西,1,1
2015-01-26,2,9,雨,南西,1,1
2015-01-26,2,10,雨,南,2,2
2015-01-26,2,11,雨,北西,1,1
2015-01-26,2,12,雨,南,1,1
2015-01-27,3,1,曇り,南西,2,2
2015-01-27,3,2,曇り,西,4,4
2015-01-27,3,3,晴,西,4,4
2015-01-27,3,4,晴,西,4,4
2015-01-27,3,5,曇り,西,4,4
2015-01-27,3,6,曇り,北西,4,4
2015-01-27,3,7,曇り,北西,5,5
2015-01-27,3,8,曇り,北西,5,5
2015-01-27,3,9,曇り,北,5,5
2015-01-27,3,10,曇り,北,5,5
2015-01-27,3,11,曇り,北,5,5
2015-01-28,4,2,曇り,北西,2,2
2015-01-28,4,3,曇り,西,2,2
2015-01-28,4,5,曇り,北西,1,1
2015-01-28,4,8,曇り,北,4,4
2015-01-28,4,9,曇り,北,5,5
2015-01-28,4,10,曇り,北,4,4
2015-01-28,4,11,曇り,北,4,4
2015-01-28,4,12,曇り,北,5,5
2015-01-29,5,1,曇り,東,3,3
2015-01-29,5,2,曇り,東,1,1
2015-01-29,5,3,曇り,東,3,3
2015-01-29,5,4,曇り,東,3,3
2015-01-29,5,5,曇り,東,3,3
2015-01-29,5,6,曇り,東,3,3
2015-01-29,5,7,曇り,東,3,3
2015-01-29,5,8,曇り,東,3,3
2015-01-29,5,9,曇り,東,3,3
2015-01-29,5,10,曇り,東,2,2
2015-01-29,5,11,曇り,東,2,2
2015-01-29,5,12,曇り,東,3,3
2015-01-30,6,1,曇り,南西,3,3
2015-01-30,6,2,曇り,南,1,1
2015-01-30,6,3,曇り,南西,2,2
2015-01-30,6,4,晴,南西,3,3
2015-01-30,6,5,晴,南西,3,3
2015-01-30,6,6,曇り,南西,3,3
2015-01-30,6,7,曇り,南西,3,3
2015-01-30,6,8,曇り,南西,3,3
2015-01-30,6,9,曇り,西,4,4
2015-01-30,6,10,曇り,北,3,3
2015-01-30,6,11,曇り,北西,6,6
2015-01-30,6,12,曇り,北西,7,7
2015-02-02,1,1,曇り,西,1,1
2015-02-02,1,2,曇り,北西,2,2
2015-02-02,1,4,曇り,西,1,1
2015-02-02,1,5,曇り,西,2,2
2015-02-02,1,6,曇り,西,1,1
2015-02-02,1,7,曇り,北西,1,1
2015-02-02,1,8,曇り,北西,1,1
2015-02-02,1,9,曇り,北西,2,2
2015-02-02,1,10,曇り,北西,3,3
2015-02-02,1,11,曇り,北,3,3
2015-02-02,1,12,曇り,北,3,3
2015-02-03,2,1,曇り,西,1,1
2015-02-03,2,2,曇り,南西,1,1
2015-02-03,2,3,曇り,南西,2,2
2015-02-03,2,4,曇り,西,3,3
2015-02-03,2,6,曇り,西,3,3
2015-02-03,2,7,曇り,南西,2,2
2015-02-03,2,8,曇り,西,1,1
2015-02-03,2,9,曇り,北西,1,1
2015-02-03,2,10,曇り,北西,2,2
2015-02-03,2,11,曇り,北,2,2
2015-02-03,2,12,曇り,北,3,3
2015-02-04,3,1,曇り,北,2,2
2015-02-04,3,2,曇り,北,1,1
2015-02-04,3,3,曇り,北,2,2
2015-02-04,3,4,雨,東,2,2
2015-02-04,3,5,曇り,南,1,1
2015-02-04,3,6,雨,東,3,3
2015-02-04,3,7,雨,北,2,2
2015-02-04,3,8,雨,北,2,2
2015-02-04,3,9,雨,北,3,3
2015-02-04,3,10,曇り,北,1,1
2015-02-04,3,11,曇り,北,2,2
2015-02-04,3,12,曇り,北,2,2
2015-02-05,4,1,晴,南西,3,3
2015-02-05,4,3,雨,南西,4,4
2015-02-05,4,4,曇り,西,5,5
2015-02-05,4,5,曇り,西,5,5
2015-02-05,4,6,曇り,西,5,5
2015-02-05,4,7,曇り,西,5,5
2015-02-05,4,8,曇り,西,5,5
2015-02-05,4,9,曇り,北西,8,8
2015-02-05,4,10,曇り,北西,8,8
2015-02-05,4,11,曇り,北西,7,7
2015-02-05,4,12,曇り,北西,6,6
2015-02-06,5,1,晴,西,2,2
2015-02-06,5,2,晴,南西,1,1
2015-02-06,5,3,晴,南西,2,2
2015-02-06,5,4,晴,南西,2,2
2015-02-06,5,5,晴,南西,2,2
2015-02-06,5,6,晴,南西,2,2
2015-02-06,5,7,晴,南西,2,2
2015-02-06,5,8,晴,南,2,2
2015-02-06,5,9,晴,南,2,2
2015-02-06,5,10,晴,南,1,1
2015-02-06,5,12,晴,南東,2,2
2015-02-07,6,1,曇り,北西,1,1
2015-02-07,6,2,曇り,北西,1,1
2015-02-07,6,3,曇り,北,2,2
2015-02-07,6,4,曇り,北,1,1
2015-02-07,6,5,曇り,東,1,1
2015-02-07,6,6,曇り,東,1,1
2015-02-07,6,7,曇り,東,1,1
2015-02-07,6,8,曇り,北西,1,1
2015-02-07,6,9,曇り,東,1,1
2015-02-07,6,10,曇り,南東,1,1
2015-02-07,6,11,曇り,南東,2,2
2015-02-07,6,12,曇り,南東,2,2
2015-02-10,1,1,晴,西,4,4
2015-02-10,1,2,晴,南西,3,3
2015-02-10,1,3,晴,西,4,4
2015-02-10,1,5,晴,南西,3,3
2015-02-10,1,6,晴,南西,3,3
2015-02-10,1,7,曇り,西,4,4
2015-02-10,1,8,曇り,西,4,4
2015-02-10,1,9,曇り,南西,4,4
2015-02-10,1,10,曇り,西,5,5
2015-02-10,1,12,曇り,南西,4,4
2015-02-11,2,1,晴,西,4,4
2015-02-11,2,2,晴,南西,3,3
2015-02-11,2,3,晴,南西,3,3
2015-02-11,2,4,晴,南西,3,3
2015-02-11,2,5,晴,南西,3,3
2015-02-11,2,6,晴,西,3,3
2015-02-11,2,7,晴,西,3,3
2015-02-11,2,8,晴,南西,3,3
2015-02-11,2,9,晴,西,3,3
2015-02-11,2,10,晴,南西,2,2
2015-02-11,2,11,晴,南西,1,1
2015-02-11,2,12,晴,西,1,1
2015-02-12,3,1,晴,南西,3,3
2015-02-12,3,2,雨,南西,5,5
2015-02-12,3,3,晴,南西,4,4
2015-02-12,3,4,晴,西,4,4
2015-02-12,3,5,晴,西,4,4
2015-02-12,3,6,晴,西,4,4
2015-02-12,3,7,曇り,西,5,5
2015-02-12,3,9,曇り,北西,5,5
2015-02-12,3,10,曇り,北西,5,5
2015-02-12,3,11,曇り,北西,5,5
2015-02-12,3,12,曇り,北西,5,5
2015-02-13,4,1,晴,北西,6,6
2015-02-13,4,2,晴,北西,7,7
2015-02-13,4,3,晴,北西,7,7
2015-02-13,4,4,晴,北西,7,7
2015-02-13,4,5,晴,北西,7,7
2015-02-13,4,6,晴,北西,7,7
2015-02-13,4,7,晴,北西,7,7
2015-02-13,4,8,晴,北西,8,8
2015-02-13,4,10,晴,北西,8,8
2015-02-13,4,11,晴,北西,7,7
2015-02-13,4,12,晴,北西,7,7
2015-02-14,5,1,晴,南西,2,2
2015-02-14,5,2,晴,南,2,2
2015-02-14,5,3,晴,南西,2,2
2015-02-14,5,4,晴,南西,2,2
2015-02-14,5,5,晴,南西,2,2
2015-02-14,5,6,晴,南西,2,2
2015-02-14,5,7,晴,南西,2,2
2015-02-14,5,8,晴,南西,2,2
2015-02-14,5,9,晴,南西,2,2
2015-02-14,5,10,晴,南西,2,2
2015-02-14,5,11,晴,南西,2,2
2015-02-14,5,12,晴,南西,1,1
2015-02-15,6,1,曇り,南西,2,2
2015-02-15,6,2,曇り,南西,1,1
2015-02-15,6,3,曇り,南西,1,1
2015-02-15,6,4,曇り,南西,1,1
2015-02-15,6,5,曇り,南西,1,1
2015-02-15,6,6,曇り,南西,1,1
2015-02-15,6,7,曇り,南西,1,1
2015-02-15,6,8,曇り,北西,1,1
2015-02-15,6,9,曇り,北東,1,1
2015-02-15,6,10,曇り,北,5,5
2015-02-15,6,11,曇り,北,4,4
2015-02-15,6,12,曇り,北,4,4
2015-02-19,1,1,晴,西,3,3
2015-02-19,1,2,晴,北西,5,5
2015-02-19,1,3,晴,北西,7,7
2015-02-19,1,4,晴,北西,6,6
2015-02-19,1,5,晴,北西,6,6
2015-02-19,1,6,晴,北西,5,5
2015-02-19,1,8,晴,北西,5,5
2015-02-19,1,9,晴,北西,4,4
2015-02-19,1,10,晴,北西,4,4
2015-02-19,1,11,晴,北西,4,4
2015-02-19,1,12,晴,北西,4,4
2015-02-20,2,1,晴,西,2,2
2015-02-20,2,2,晴,西,1,1
2015-02-20,2,3,晴,西,2,2
2015-02-20,2,4,晴,北西,2,2
2015-02-20,2,5,晴,北西,2,2
2015-02-20,2,6,晴,北西,2,2
2015-02-20,2,7,晴,北西,1,1
2015-02-20,2,8,晴,北,1,1
2015-02-20,2,9,晴,北,2,2
2015-02-20,2,10,晴,北,2,2
2015-02-20,2,11,晴,北,2,2
2015-02-20,2,12,晴,北東,2,2
2015-02-21,3,1,曇り,北,2,2
2015-02-21,3,2,曇り,北,2,2
2015-02-21,3,3,曇り,北,2,2
2015-02-21,3,5,曇り,北,1,1
2015-02-21,3,6,曇り,北,1,1
2015-02-21,3,7,曇り,北東,1,1
2015-02-21,3,8,曇り,北,1,1
2015-02-21,3,9,曇り,北東,1,1
2015-02-21,3,10,曇り,北,1,1
2015-02-21,3,11,雨,北,1,1
2015-02-22,4,1,曇り,北,2,2
2015-02-22,4,2,雨,北,1,1
2015-02-22,4,3,曇り,北西,1,1
2015-02-22,4,4,曇り,北西,2,2
2015-02-22,4,5,曇り,西,1,1
2015-02-22,4,6,曇り,南西,1,1
2015-02-22,4,7,曇り,西,2,2
2015-02-22,4,8,曇り,西,2,2
2015-02-22,4,9,曇り,南西,2,2
2015-02-22,4,10,雨,南西,2,2
2015-02-22,4,11,雨,南,3,3
2015-02-22,4,12,雨,南,1,1
2015-02-23,5,1,晴,南西,1,1
2015-02-23,5,2,晴,西,2,2
2015-02-23,5,3,晴,西,2,2
2015-02-23,5,4,晴,西,3,3
2015-02-23,5,5,晴,西,3,3
2015-02-23,5,6,晴,西,3,3
2015-02-23,5,7,晴,南西,3,3
2015-02-23,5,8,晴,南,3,3
2015-02-23,5,9,晴,南,2,2
2015-02-23,5,10,晴,南西,2,2
2015-02-23,5,11,晴,南西,2,2
2015-02-23,5,12,晴,南西,1,1
2015-02-24,6,1,晴,南西,1,1
2015-02-24,6,2,晴,南西,1,1
2015-02-24,6,3,晴,西,2,2
2015-02-24,6,4,晴,西,2,2
2015-02-24,6,5,晴,西,1,1
2015-02-24,6,7,晴,南西,2,2
2015-02-24,6,8,晴,南西,2,2
2015-02-24,6,9,晴,南西,1,1
2015-02-24,6,10,晴,北西,1,1
2015-02-24,6,11,晴,南西,1,1
2015-02-24,6,12,晴,南東,1,1
2015-02-25,7,2,曇り,北西,1,1
2015-02-25,7,3,曇り,北西,1,1
2015-02-25,7,4,曇り,北西,1,1
2015-02-25,7,5,曇り,西,1,1
2015-02-25,7,6,曇り,西,1,1
2015-02-25,7,7,曇り,西,1,1
2015-02-25,7,8,曇り,西,1,1
2015-02-25,7,9,曇り,南,1,1
2015-02-25,7,10,曇り,南西,1,1
2015-02-25,7,11,曇り,南西,1,1
2015-02-25,7,12,曇り,西,2,2
2015-03-04,1,1,曇り,南西,2,2
2015-03-04,1,2,曇り,南西,2,2
2015-03-04,1,3,晴,南西,3,3
2015-03-04,1,4,曇り,南西,4,4
2015-03-04,1,6,晴,西,4,4
2015-03-04,1,7,晴,西,4,4
2015-03-04,1,8,晴,西,5,5
2015-03-04,1,9,晴,北西,6,6
2015-03-04,1,10,晴,北西,4,4
2015-03-04,1,11,晴,北西,4,4
2015-03-04,1,12,晴,北西,5,5
2015-03-05,2,1,晴,南西,1,1
2015-03-05,2,2,曇り,西,1,1
2015-03-05,2,3,曇り,北西,1,1
2015-03-05,2,4,曇り,北西,1,1
2015-03-05,2,5,曇り,北,2,2
2015-03-05,2,6,曇り,北,4,4
2015-03-05,2,7,曇り,北,5,5
2015-03-05,2,9,曇り,北,4,4
2015-03-05,2,10,曇り,北,5,5
2015-03-05,2,11,曇り,北,4,4
2015-03-06,3,2,曇り,南東,3,3
2015-03-06,3,3,曇り,南東,4,4
2015-03-06,3,4,曇り,南東,3,3
2015-03-06,3,5,曇り,東,3,3
2015-03-06,3,6,曇り,東,3,3
2015-03-06,3,7,曇り,南東,4,4
2015-03-06,3,8,雨,南東,3,3
2015-03-06,3,9,雨,南東,3,3
2015-03-06,3,10,雨,南東,2,2
2015-03-06,3,11,雨,南東,1,1
2015-03-06,3,12,雨,南東,1,1
2015-03-07,4,1,雨,北西,1,1
2015-03-07,4,2,雨,北西,1,1
2015-03-07,4,3,雨,北西,1,1
2015-03-07,4,4,雨,北西,1,1
2015-03-07,4,5,雨,北東,1,1
2015-03-07,4,6,雨,北東,1,1
2015-03-07,4,7,雨,東,1,1
2015-03-07,4,8,雨,北,1,1
2015-03-07,4,9,雨,北,1,1
2015-03-07,4,10,雨,北,1,1
2015-03-07,4,11,雨,北東,1,1
2015-03-07,4,12,雨,北東,1,1
2015-03-08,5,1,晴,北西,2,2
2015-03-08,5,2,晴,西,2,2
2015-03-08,5,3,晴,北西,2,2
2015-03-08,5,4,晴,北西,1,1
2015-03-08,5,5,晴,北,1,1
2015-03-08,5,6,晴,北,1,1
2015-03-08,5,7,晴,北東,1,1
2015-03-08,5,8,晴,北,2,2
2015-03-08,5,9,晴,南西,1,1
2015-03-08,5,11,晴,北東,1,1
2015-03-08,5,12,晴,東,3,3
2015-03-09,6,1,雨,西,4,4
2015-03-09,6,2,雨,西,4,4
2015-03-09,6,3,雨,西,4,4
2015-03-09,6,4,雨,西,4,4
2015-03-09,6,5,雨,南西,3,3
2015-03-09,6,6,雨,南西,1,1
2015-03-09,6,7,曇り,西,3,3
2015-03-09,6,8,曇り,西,3,3
2015-03-09,6,9,曇り,西,3,3
2015-03-09,6,10,曇り,南西,3,3
2015-03-09,6,11,曇り,南西,2,2
2015-03-09,6,12,曇り,南西,2,2
2015-03-13,1,1,晴,西,2,2
2015-03-13,1,2,曇り,西,2,2
2015-03-13,1,3,曇り,南西,3,3
2015-03-13,1,4,晴,南西,2,2
2015-03-13,1,5,晴,南,2,2
2015-03-13,1,6,曇り,南,3,3
2015-03-13,1,7,曇り,南,3,3
2015-03-13,1,8,曇り,南,3,3
2015-03-13,1,9,曇り,南西,2,2
2015-03-13,1,11,曇り,西,2,2
2015-03-13,1,12,曇り,西,2,2
2015-03-14,2,1,晴,西,2,2
2015-03-14,2,2,晴,北西,2,2
2015-03-14,2,3,晴,北西,2,2
2015-03-14,2,4,晴,北西,2,2
2015-03-14,2,5,晴,北,2,2
2015-03-14,2,6,晴,北,1,1
2015-03-14,2,7,晴,北,2,2
2015-03-14,2,8,晴,北東,1,1
2015-03-14,2,9,晴,東,3,3
2015-03-14,2,10,晴,東,3,3
2015-03-14,2,11,晴,東,3,3
2015-03-14,2,12,晴,東,1,1
2015-03-15,3,1,曇り,北,2,2
2015-03-15,3,2,曇り,北,2,2
2015-03-15,3,3,雨,北,2,2
2015-03-15,3,4,雨,北,2,2
2015-03-15,3,5,雨,北,2,2
2015-03-15,3,6,雨,北,1,1
2015-03-15,3,7,雨,東,1,1
2015-03-15,3,8,雨,東,1,1
2015-03-15,3,9,雨,北西,1,1
2015-03-15,3,10,曇り,北西,2,2
2015-03-15,3,11,曇り,北,1,1
2015-03-15,3,12,曇り,北,3,3
2015-03-16,4,1,曇り,南,1,1
2015-03-16,4,3,曇り,南,2,2
2015-03-16,4,4,晴,南西,1,1
2015-03-16,4,5,晴,西,1,1
2015-03-16,4,6,晴,南西,1,1
2015-03-16,4,7,晴,西,1,1
2015-03-16,4,8,晴,南,1,1
2015-03-16,4,9,晴,南西,1,1
2015-03-16,4,11,晴,南,1,1
2015-03-16,4,12,晴,南,1,1
2015-03-17,5,1,晴,北西,2,2
2015-03-17,5,2,晴,北西,1,1
2015-03-17,5,3,晴,北西,1,1
2015-03-17,5,4,晴,北西,2,2
2015-03-17,5,5,晴,北西,2,2
2015-03-17,5,6,晴,北西,1,1
2015-03-17,5,7,晴,北東,1,1
2015-03-17,5,8,晴,北東,1,1
2015-03-17,5,9,晴,北,3,3
2015-03-17,5,11,晴,西,1,1
2015-03-17,5,12,晴,北,1,1
2015-03-18,6,1,雨,北,1,1
2015-03-18,6,2,雨,北,1,1
2015-03-18,6,3,雨,南西,1,1
2015-03-18,6,7,雨,北東,1,1
2015-03-18,6,8,曇り,北東,1,1
2015-03-18,6,9,曇り,東,1,1
2015-03-18,6,10,曇り,東,1,1
2015-03-18,6,11,雨,北,1,1
2015-03-18,6,12,雨,北,1,1
2015-03-21,1,1,晴,南西,1,1
2015-03-21,1,2,晴,西,1,1
2015-03-21,1,3,晴,北西,2,2
