year,month,grade,start_day,race_name
2022,1,一般,4,市長杯争奪ＢＯＡＴＲＡＣＥまるがめ大賞
2022,1,一般,15,香川県中部広域競艇事業組合５３周年記念
2022,2,一般,11,楽天銀行杯
2022,2,一般,25,ナイター王決定戦！ＢＴＳ朝倉開設２９周年記念
2022,3,一般,8,日本財団会長杯
2022,3,一般,24,ＢＴＳまるがめ開設３５周年記念
2022,4,一般,3,Ｂカードメンバー大感謝祭　日本トーター杯
2022,4,一般,20,まるがめボート　７０年ありがとう競走
2022,4,一般,25,報知グリーンカップ
2022,5,一般,4,安岐真人杯争奪瀬戸の大魔神大賞
2022,5,一般,11,Ｗｅｂ番組「ウチまる」２周年記念　丸亀市観光協会杯
2022,5,一般,19,デイリースポーツカップ
2022,5,一般,29,誰が勝っても丸亀初優勝！日本財団会長杯
2022,6,一般,8,ＰａｙＰａｙ銀行杯
2022,6,一般,29,マンスリーＢＯＡＴ　ＲＡＣＥ杯
2022,7,一般,4,ＹｏｕＴｕｂｅ番組「タートル＋」配信記念競走
2022,7,一般,16,スカパー！・ＪＬＣ杯争奪ルーキーシリーズ第１１戦
2022,7,一般,27,サッポロビールカップ２０２２
2022,8,一般,18,ＲＮＣ杯争奪　サマーチャンピオンレース
2022,9,一般,2,日刊スポーツカップ
2022,9,一般,15,スポーツニッポンカップ
2022,9,一般,27,丸亀−１グランプリ　カルビーカップ
2022,10,一般,3,サンケイスポーツカップ
2022,10,一般,14,ＢＴＳ西予開設７周年記念
2022,10,一般,20,大阪スポーツカップ
2022,10,一般,28,ヴィーナスシリーズ第１４戦　ＢＮＡカップ
2022,11,一般,6,第１２回琴参バスカップ
2022,11,一般,27,日本モーターボート選手会会長杯
2022,12,一般,9,四国新聞社杯
2022,12,一般,27,清酒金陵杯
