開催日,日目,レース,艇,着,登番,モーター,ボート,展示,3連単オッズ
2022-01-01,3,2,2,1,3910,3,44,6.82,63.1
2022-01-01,3,2,1,2,4010,56,20,6.82,63.1
2022-01-01,3,2,5,3,4821,40,43,6.79,63.1
2022-01-01,3,2,4,4,3568,10,51,6.83,63.1
2022-01-01,3,2,3,5,4529,47,6,6.81,63.1
2022-01-01,3,2,6,6,3660,49,58,6.85,63.1
2022-01-01,3,3,1,1,3710,48,7,6.77,20.9
2022-01-01,3,3,2,2,3837,7,26,6.84,20.9
2022-01-01,3,3,3,3,3832,58,63,6.86,20.9
2022-01-01,3,3,6,4,3701,11,12,6.87,20.9
2022-01-01,3,3,4,5,3543,12,9,6.85,20.9
2022-01-01,3,3,5,6,3541,9,34,6.76,20.9
2022-01-01,3,4,1,1,4331,41,57,6.8,14.6
2022-01-01,3,4,3,2,4220,51,35,6.86,14.6
2022-01-01,3,4,2,3,4772,13,32,6.78,14.6
2022-01-01,3,4,5,4,4583,20,33,6.75,14.6
2022-01-01,3,4,6,5,5136,21,49,6.8,14.6
2022-01-01,3,4,4,6,3578,16,40,6.8,14.6
2022-01-01,3,5,2,1,4459,45,31,6.81,20.6
2022-01-01,3,5,4,2,5043,6,25,6.73,20.6
2022-01-01,3,5,5,3,4852,2,61,6.88,20.6
2022-01-01,3,5,3,4,4946,22,55,6.77,20.6
2022-01-01,3,5,1,5,3553,14,48,6.75,20.6
2022-01-01,3,5,6,6,3855,17,27,6.77,20.6
2022-01-01,3,6,4,1,4823,39,21,6.71,11.8
2022-01-01,3,6,3,2,4437,18,1,6.84,11.8
2022-01-01,3,6,1,3,3849,43,5,6.84,11.8
2022-01-01,3,6,6,4,5218,4,4,6.87,11.8
2022-01-01,3,6,5,5,3478,38,30,6.94,11.8
2022-01-01,3,6,2,6,3660,49,58,6.9,11.8
2022-01-01,3,7,3,1,3541,9,34,6.69,16.5
2022-01-01,3,7,2,2,4030,57,60,6.75,16.5
2022-01-01,3,7,1,3,4260,46,53,6.85,16.5
2022-01-01,3,7,5,4,3753,61,64,6.83,16.5
2022-01-01,3,7,4,5,5173,53,50,6.86,16.5
2022-01-01,3,7,6,6,5215,60,17,6.79,16.5
2022-01-01,3,8,1,1,4776,15,54,6.8,9.5
2022-01-01,3,8,2,2,3568,10,51,6.78,9.5
2022-01-01,3,8,3,3,3578,16,40,6.85,9.5
2022-01-01,3,8,5,4,3710,48,7,6.77,9.5
2022-01-01,3,8,6,5,5037,44,47,6.76,9.5
2022-01-01,3,8,4,6,4348,19,18,6.78,9.5
2022-01-01,3,9,1,1,4154,50,2,6.72,9.7
2022-01-01,3,9,2,2,4643,52,59,6.73,9.7
2022-01-01,3,9,4,3,4821,40,43,6.84,9.7
2022-01-01,3,9,6,4,3832,58,63,6.78,9.7
2022-01-01,3,9,5,5,4459,45,31,6.83,9.7
2022-01-01,3,9,3,6,5136,21,49,6.79,9.7
2022-01-01,3,10,1,1,4739,54,8,6.74,15.6
2022-01-01,3,10,2,2,3849,43,5,6.88,15.6
2022-01-01,3,10,4,3,3907,59,10,6.81,15.6
2022-01-01,3,10,6,4,3975,1,13,6.89,15.6
2022-01-01,3,10,5,5,4529,47,6,6.88,15.6
2022-01-01,3,10,3,6,4772,13,32,6.86,15.6
2022-01-01,3,11,4,1,4583,20,33,6.82,1092.7
2022-01-01,3,11,3,2,3543,12,9,6.84,1092.7
2022-01-01,3,11,6,3,4852,2,61,6.89,1092.7
2022-01-01,3,11,5,4,4260,46,53,6.92,1092.7
2022-01-01,3,11,2,5,4931,8,3,6.78,1092.7
2022-01-01,3,11,1,6,4823,39,21,6.71,1092.7
2022-01-01,3,12,1,1,4030,57,60,6.79,8.5
2022-01-01,3,12,2,2,4220,51,35,6.8,8.5
2022-01-01,3,12,3,3,4776,15,54,6.84,8.5
2022-01-01,3,12,5,4,4437,18,1,6.79,8.5
2022-01-01,3,12,4,5,3837,7,26,6.91,8.5
2022-01-01,3,12,6,6,5043,6,25,6.74,8.5
2022-01-02,4,1,5,1,4643,52,59,6.79,21.7
2022-01-02,4,1,1,2,5043,6,25,6.8,21.7
2022-01-02,4,1,2,3,4260,46,53,6.97,21.7
2022-01-02,4,1,4,4,3553,14,48,6.92,21.7
2022-01-02,4,1,6,5,5218,4,4,6.89,21.7
2022-01-02,4,1,3,6,3478,38,30,6.94,21.7
2022-01-02,4,2,1,1,3753,61,64,6.81,9.1
2022-01-02,4,2,3,2,3907,59,10,6.89,9.1
2022-01-02,4,2,2,3,4583,20,33,6.82,9.1
2022-01-02,4,2,6,4,4010,56,20,6.87,9.1
2022-01-02,4,2,4,5,3832,58,63,6.92,9.1
2022-01-02,4,2,5,6,3849,43,5,6.84,9.1
2022-01-02,4,3,1,1,3568,10,51,6.84,26.4
2022-01-02,4,3,2,2,4529,47,6,6.85,26.4
2022-01-02,4,3,3,3,3710,48,7,6.84,26.4
2022-01-02,4,3,5,4,4220,51,35,6.84,26.4
2022-01-02,4,3,4,5,4739,54,8,6.78,26.4
2022-01-02,4,3,6,6,5215,60,17,6.83,26.4
2022-01-02,4,4,5,1,4772,13,32,6.82,22.5
2022-01-02,4,4,1,2,3975,1,13,6.7,22.5
2022-01-02,4,4,2,3,4852,2,61,6.76,22.5
2022-01-02,4,4,3,4,3660,49,58,6.87,22.5
2022-01-02,4,4,6,5,3910,3,44,6.84,22.5
2022-01-02,4,4,4,6,5136,21,49,6.8,22.5
2022-01-02,4,5,1,1,3837,7,26,6.78,17.9
2022-01-02,4,5,4,2,3541,9,34,6.76,17.9
2022-01-02,4,5,3,3,3855,17,27,6.84,17.9
2022-01-02,4,5,2,4,3578,16,40,6.88,17.9
2022-01-02,4,5,5,5,4154,50,2,6.77,17.9
2022-01-02,4,5,6,6,4511,55,41,6.95,17.9
2022-01-02,4,6,1,1,4821,40,43,6.76,4.6
2022-01-02,4,6,3,2,4030,57,60,6.83,4.6
2022-01-02,4,6,4,3,4776,15,54,6.74,4.6
2022-01-02,4,6,2,4,4946,22,55,6.79,4.6
2022-01-02,4,6,6,5,3553,14,48,6.82,4.6
2022-01-02,4,6,5,6,5173,53,50,6.81,4.6
2022-01-02,4,7,1,1,4437,18,1,6.66,8.0
2022-01-02,4,7,4,2,5043,6,25,6.75,8.0
2022-01-02,4,7,3,3,4459,45,31,6.83,8.0
2022-01-02,4,7,5,4,3832,58,63,6.91,8.0
2022-01-02,4,7,2,5,3710,48,7,6.8,8.0
2022-01-02,4,7,6,6,5037,44,47,6.81,8.0
2022-01-02,4,8,1,1,4931,8,3,6.73,40.4
2022-01-02,4,8,4,2,3543,12,9,6.79,40.4
2022-01-02,4,8,5,3,5136,21,49,6.78,40.4
2022-01-02,4,8,6,4,4529,47,6,6.84,40.4
2022-01-02,4,8,2,5,3849,43,5,6.77,40.4
2022-01-02,4,8,3,6,4331,41,57,6.78,40.4
2022-01-02,4,9,2,1,3541,9,34,6.76,12.0
2022-01-02,4,9,1,2,4852,2,61,6.79,12.0
2022-01-02,4,9,3,3,4823,39,21,6.77,12.0
2022-01-02,4,9,4,4,3568,10,51,6.78,12.0
2022-01-02,4,9,6,5,3478,38,52,6.8,12.0
2022-01-02,4,9,5,6,4010,56,20,6.77,12.0
2022-01-02,4,10,1,1,4643,52,59,6.72,23.3
2022-01-02,4,10,2,2,4348,19,18,6.71,23.3
2022-01-02,4,10,6,3,4220,51,35,6.81,23.3
2022-01-02,4,10,4,4,4030,57,60,6.76,23.3
2022-01-02,4,10,3,5,3701,11,12,6.88,23.3
2022-01-02,4,10,5,6,3578,16,40,6.74,23.3
2022-01-02,4,11,1,1,4739,54,8,6.69,7.1
2022-01-02,4,11,2,2,4772,13,32,6.77,7.1
2022-01-02,4,11,3,3,4583,20,33,6.72,7.1
2022-01-02,4,11,4,4,4821,40,43,6.74,7.1
2022-01-02,4,11,6,5,4260,46,53,6.77,7.1
2022-01-02,4,11,5,6,3837,7,26,6.69,7.1
2022-01-02,4,12,1,1,4459,45,31,6.7,13.5
2022-01-02,4,12,5,2,4776,15,54,6.79,13.5
2022-01-02,4,12,2,3,4931,8,3,6.72,13.5
2022-01-02,4,12,3,4,3975,1,13,6.73,13.5
2022-01-02,4,12,6,5,3907,59,10,6.69,13.5
2022-01-02,4,12,4,6,4154,50,2,6.66,13.5
2022-01-03,5,2,3,1,5136,21,49,6.78,33.7
