開催日,日目,レース,艇,着,登番,モーター,ボート,展示,3連単オッズ
2021-01-04,5,1,3,6,4511,41,1,6.81,210.1
2021-01-04,5,2,1,1,5032,66,50,6.83,18.0
2021-01-04,5,2,3,2,3187,64,16,6.87,18.0
2021-01-04,5,2,2,3,3660,30,55,6.85,18.0
2021-01-04,5,2,4,4,3855,11,32,6.77,18.0
2021-01-04,5,2,6,5,4946,61,29,6.76,18.0
2021-01-04,5,2,5,6,5059,3,27,6.81,18.0
2021-01-04,5,3,1,1,5037,6,40,6.83,13.1
2021-01-04,5,3,6,2,3849,33,23,6.83,13.1
2021-01-04,5,3,2,3,3553,37,58,6.87,13.1
2021-01-04,5,3,5,4,5043,5,11,6.76,13.1
2021-01-04,5,3,3,5,3753,31,38,6.83,13.1
2021-01-04,5,3,4,6,4010,38,24,6.85,13.1
2021-01-04,5,4,1,1,4894,62,63,6.82,54.4
2021-01-04,5,4,6,2,3568,8,4,6.86,54.4
2021-01-04,5,4,4,3,3775,16,20,6.78,54.4
2021-01-04,5,4,5,4,4529,36,64,6.85,54.4
2021-01-04,5,4,3,5,3710,10,61,6.85,54.4
2021-01-04,5,4,2,6,3401,4,62,6.85,54.4
2021-01-04,5,5,3,1,4331,63,56,6.85,36.9
2021-01-04,5,5,1,2,3543,65,57,6.89,36.9
2021-01-04,5,5,6,3,3832,12,52,6.76,36.9
2021-01-04,5,5,4,4,5058,15,12,6.84,36.9
2021-01-04,5,5,5,5,4511,41,1,6.8,36.9
2021-01-04,5,5,2,6,3701,27,10,6.88,36.9
2021-01-04,5,6,1,1,4643,28,39,6.79,31.2
2021-01-04,5,6,6,2,4821,32,15,6.86,31.2
2021-01-04,5,6,3,3,4852,2,7,6.76,31.2
2021-01-04,5,6,4,4,4739,39,21,6.78,31.2
2021-01-04,5,6,2,5,3855,11,32,6.83,31.2
2021-01-04,5,6,5,6,4034,1,3,6.79,31.2
2021-01-04,5,7,4,1,5037,6,40,6.84,117.7
2021-01-04,5,7,5,2,4220,29,36,6.95,117.7
2021-01-04,5,7,2,3,3187,64,16,6.87,117.7
2021-01-04,5,7,6,4,4185,40,28,6.85,117.7
2021-01-04,5,7,3,5,4010,38,24,6.92,117.7
2021-01-04,5,7,1,6,3064,60,17,6.78,117.7
2021-01-04,5,8,1,1,4348,46,13,6.78,4.0
2021-01-04,5,8,2,2,3568,8,4,6.87,4.0
2021-01-04,5,8,4,3,3849,33,23,6.85,4.0
2021-01-04,5,8,3,4,4946,61,29,6.83,4.0
2021-01-04,5,8,6,5,5059,3,27,6.91,4.0
2021-01-04,5,8,5,6,3553,37,58,6.9,4.0
2021-01-04,5,9,1,1,4852,2,7,6.89,12.1
2021-01-04,5,9,2,2,4529,36,64,6.96,12.1
2021-01-04,5,9,5,3,4931,34,25,6.9,12.1
2021-01-04,5,9,4,4,3710,10,61,6.87,12.1
2021-01-04,5,9,6,5,4154,45,14,6.87,12.1
2021-01-04,5,9,3,6,3578,14,37,6.91,12.1
2021-01-04,5,10,1,1,3832,12,52,6.79,9.6
2021-01-04,5,10,3,2,4739,39,21,6.86,9.6
2021-01-04,5,10,4,3,4331,63,56,6.94,9.6
2021-01-04,5,10,5,4,3401,4,62,6.89,9.6
2021-01-04,5,10,6,5,4894,62,63,6.83,9.6
2021-01-04,5,10,2,6,5043,5,11,6.89,9.6
2021-01-04,5,11,1,1,4821,32,15,6.95,9.8
2021-01-04,5,11,2,2,4220,29,36,6.82,9.8
2021-01-04,5,11,4,3,3543,65,57,6.89,9.8
2021-01-04,5,11,5,4,4643,28,39,6.87,9.8
2021-01-04,5,11,3,5,3064,60,17,6.79,9.8
2021-01-04,5,11,6,6,4348,46,13,6.82,9.8
2021-01-04,5,12,1,1,4030,9,19,6.83,13.3
2021-01-04,5,12,4,2,4776,43,59,6.78,13.3
2021-01-04,5,12,2,3,4459,47,48,6.87,13.3
2021-01-04,5,12,3,4,4772,7,22,6.86,13.3
2021-01-04,5,12,6,5,3541,35,5,6.75,13.3
2021-01-04,5,12,5,6,4452,13,43,6.84,13.3
2021-01-09,1,1,1,1,3797,66,46,6.7,15.9
2021-01-09,1,1,4,2,3731,27,15,6.82,15.9
2021-01-09,1,1,6,3,4214,31,16,6.76,15.9
2021-01-09,1,1,2,4,3523,28,6,6.83,15.9
2021-01-09,1,1,3,5,3478,18,26,6.79,15.9
2021-01-09,1,1,5,6,4106,23,29,6.81,15.9
2021-01-09,1,2,1,1,3710,54,50,6.76,6.6
2021-01-09,1,2,2,2,3338,32,38,6.81,6.6
2021-01-09,1,2,4,3,3967,4,45,6.78,6.6
2021-01-09,1,2,6,4,3878,19,22,6.81,6.6
2021-01-09,1,2,3,5,3058,59,1,6.75,6.6
2021-01-09,1,2,5,6,5131,22,27,6.78,6.6
2021-01-09,1,3,3,1,4102,50,61,6.83,19.5
2021-01-09,1,3,2,2,3211,35,10,6.78,19.5
2021-01-09,1,3,5,3,4931,55,39,6.81,19.5
2021-01-09,1,3,6,4,4434,30,66,6.77,19.5
2021-01-09,1,3,1,5,3261,48,55,6.69,19.5
2021-01-09,1,3,4,6,3723,34,28,6.8,19.5
2021-01-09,1,4,2,1,4705,33,34,6.79,155.5
2021-01-09,1,4,3,2,4410,3,65,6.79,155.5
2021-01-09,1,4,4,3,3989,57,49,6.78,155.5
2021-01-09,1,4,6,4,4064,58,48,6.82,155.5
2021-01-09,1,4,1,5,3434,2,32,6.75,155.5
2021-01-09,1,4,5,6,4564,21,13,6.82,155.5
2021-01-09,1,5,3,1,3643,52,18,6.73,88.4
2021-01-09,1,5,4,2,3755,61,5,6.79,88.4
2021-01-09,1,5,6,3,4413,51,24,6.84,88.4
2021-01-09,1,5,5,4,3562,24,47,6.84,88.4
2021-01-09,1,5,1,5,3361,65,12,6.8,88.4
2021-01-09,1,5,2,6,4600,1,3,6.8,88.4
2021-01-09,1,6,1,1,3907,49,60,6.69,9.5
2021-01-09,1,6,4,2,4715,63,51,6.85,9.5
2021-01-09,1,6,3,3,4398,20,44,6.72,9.5
2021-01-09,1,6,2,4,3670,56,33,6.84,9.5
2021-01-09,1,6,5,5,4663,17,17,6.79,9.5
2021-01-09,1,6,6,6,3058,59,1,6.86,9.5
2021-01-09,1,7,1,1,3731,27,15,6.78,5.1
2021-01-09,1,7,2,2,4604,60,21,6.81,5.1
2021-01-09,1,7,4,3,4471,36,63,6.8,5.1
2021-01-09,1,7,3,4,4158,53,8,6.87,5.1
2021-01-09,1,7,5,5,3982,64,40,6.84,5.1
2021-01-09,1,7,6,6,5152,29,9,6.86,5.1
2021-01-09,1,8,2,1,4434,30,66,6.7,157.6
2021-01-09,1,8,3,2,4390,5,35,6.77,157.6
2021-01-09,1,8,4,3,4106,23,29,6.77,157.6
2021-01-09,1,8,1,4,3919,62,11,6.72,157.6
2021-01-09,1,8,6,5,5131,22,27,6.87,157.6
2021-01-09,1,8,5,6,4705,33,34,6.84,157.6
2021-01-09,1,9,2,1,4812,26,23,6.75,22.6
2021-01-09,1,9,4,2,4214,31,16,6.75,22.6
2021-01-09,1,9,1,3,4931,55,39,6.75,22.6
2021-01-09,1,9,3,4,4021,25,30,6.82,22.6
2021-01-09,1,9,6,5,3338,32,38,6.82,22.6
2021-01-09,1,9,5,6,3434,2,32,6.85,22.6
2021-01-09,1,10,1,1,4715,63,51,6.8,5.7
2021-01-09,1,10,2,2,3643,52,18,6.82,5.7
2021-01-09,1,10,3,3,4564,21,13,6.78,5.7
2021-01-09,1,10,5,4,3211,35,10,6.73,5.7
2021-01-09,1,10,4,5,3878,19,22,6.88,5.7
2021-01-09,1,10,6,6,3478,18,26,6.69,5.7
2021-01-09,1,11,2,1,4102,50,61,6.8,61.3
2021-01-09,1,11,3,2,3907,49,60,6.85,61.3
2021-01-09,1,11,4,3,3562,24,47,6.94,61.3
2021-01-09,1,11,5,4,4410,3,65,6.83,61.3
2021-01-09,1,11,6,5,3967,4,45,6.9,61.3
2021-01-09,1,11,1,6,4471,36,63,6.8,61.3
2021-01-09,1,12,5,1,4398,20,44,6.8,246.0
2021-01-09,1,12,3,2,4413,51,24,6.79,246.0
2021-01-09,1,12,1,3,4604,60,21,6.75,246.0
2021-01-09,1,12,2,4,3919,62,11,6.75,246.0
2021-01-09,1,12,6,5,4812,26,23,6.78,246.0
2021-01-09,1,12,4,6,4064,58,48,6.91,246.0
2021-01-10,2,1,4,1,4931,55,39,6.79,15.2
2021-01-10,2,1,3,2,3562,24,47,6.87,15.2
2021-01-10,2,1,6,3,4471,36,63,6.85,15.2
2021-01-10,2,1,1,4,3058,59,1,6.81,15.2
2021-01-10,2,1,5,5,5152,29,9,6.9,15.2
2021-01-10,2,1,2,6,3989,57,49,6.9,15.2
2021-01-10,2,2,1,1,3478,18,7,6.8,10.1
2021-01-10,2,2,2,2,3982,64,40,6.84,10.1
2021-01-10,2,2,3,3,4705,33,34,6.82,10.1
2021-01-10,2,2,5,4,3361,65,12,6.84,10.1
2021-01-10,2,2,6,5,3670,56,33,6.84,10.1
2021-01-10,2,2,4,6,3797,66,46,6.82,10.1
2021-01-10,2,3,2,1,4021,25,30,6.8,89.6
2021-01-10,2,3,3,2,3731,27,15,6.73,89.6
2021-01-10,2,3,5,3,3907,49,60,6.76,89.6
2021-01-10,2,3,6,4,3211,35,10,6.76,89.6
2021-01-10,2,3,4,5,3919,62,11,6.74,89.6
2021-01-10,2,3,1,6,3523,28,6,6.81,89.6
2021-01-10,2,4,1,1,3723,34,28,6.75,86.2
2021-01-10,2,4,3,2,3967,4,45,6.85,86.2
2021-01-10,2,4,2,3,4413,51,24,6.74,86.2
2021-01-10,2,4,4,4,4564,21,13,6.85,86.2
2021-01-10,2,4,6,5,3643,52,18,6.84,86.2
2021-01-10,2,4,5,6,3710,54,50,6.83,86.2
2021-01-10,2,5,3,1,3755,61,5,6.8,278.9
2021-01-10,2,5,4,2,4102,50,61,6.79,278.9
2021-01-10,2,5,6,3,4106,23,29,6.82,278.9
2021-01-10,2,5,1,4,3878,19,22,6.81,278.9
2021-01-10,2,5,2,5,4410,3,65,6.77,278.9
2021-01-10,2,5,5,6,3338,32,38,6.82,278.9
2021-01-10,2,6,1,1,4214,31,16,6.8,5.8
2021-01-10,2,6,4,2,4398,20,44,6.73,5.8
2021-01-10,2,6,3,3,4812,26,23,6.8,5.8
2021-01-10,2,6,5,4,3989,57,49,6.81,5.8
2021-01-10,2,6,2,5,4663,17,17,6.8,5.8
2021-01-10,2,6,6,6,5131,22,27,6.84,5.8
2021-01-10,2,7,3,1,4715,63,51,6.81,43.1
2021-01-10,2,7,1,2,3562,24,47,6.75,43.1
2021-01-10,2,7,4,3,3261,48,55,6.82,43.1
2021-01-10,2,7,2,4,3434,2,32,6.81,43.1
2021-01-10,2,7,6,5,4604,60,21,6.76,43.1
2021-01-10,2,7,5,6,4390,5,35,6.85,43.1
2021-01-10,2,8,1,1,4413,51,24,6.72,4.6
2021-01-10,2,8,4,2,3907,49,60,6.78,4.6
2021-01-10,2,8,2,3,4064,58,48,6.72,4.6
2021-01-10,2,8,5,4,4600,1,3,6.82,4.6
2021-01-10,2,8,3,5,3797,66,46,6.89,4.6
2021-01-10,2,8,6,6,5152,29,57,6.84,4.6
2021-01-10,2,9,5,1,4102,50,61,6.89,34.4
2021-01-10,2,9,3,2,3919,62,11,6.82,34.4
2021-01-10,2,9,1,3,4434,30,66,6.77,34.4
2021-01-10,2,9,4,4,4158,53,8,6.79,34.4
2021-01-10,2,9,6,5,3982,64,40,6.79,34.4
2021-01-10,2,9,2,6,3710,54,50,6.87,34.4
2021-01-10,2,10,1,1,4812,26,23,6.86,6.7
2021-01-10,2,10,2,2,4471,36,63,6.85,6.7
2021-01-10,2,10,6,3,4410,3,65,6.84,6.7
2021-01-10,2,10,3,4,3723,34,28,6.88,6.7
2021-01-10,2,10,4,5,4021,25,30,6.83,6.7
2021-01-10,2,10,5,6,3670,56,33,6.89,6.7
2021-01-10,2,11,1,1,4398,20,44,6.61,64.2
2021-01-10,2,11,5,2,3643,52,18,6.75,64.2
2021-01-10,2,11,3,3,4106,23,29,6.75,64.2
2021-01-10,2,11,4,4,4604,60,37,6.79,64.2
2021-01-10,2,11,6,5,3361,65,12,6.78,64.2
2021-01-10,2,11,2,6,3731,27,15,6.71,64.2
2021-01-10,2,12,1,1,4064,58,48,6.76,10.5
2021-01-10,2,12,2,2,4931,55,39,6.76,10.5
2021-01-10,2,12,5,3,4715,63,51,6.86,10.5
2021-01-10,2,12,4,4,4434,30,66,6.77,10.5
2021-01-10,2,12,3,5,4214,31,16,6.86,10.5
2021-01-10,2,12,6,6,4564,21,13,6.85,10.5
2021-01-11,3,1,1,1,3211,35,10,6.71,49.1
2021-01-11,3,1,5,2,4812,26,23,6.74,49.1
2021-01-11,3,1,3,3,3878,19,22,6.85,49.1
2021-01-11,3,1,2,4,4564,21,13,6.79,49.1
2021-01-11,3,1,6,5,3731,27,15,6.77,49.1
2021-01-11,3,1,4,6,3710,54,50,6.79,49.1
2021-01-11,3,2,1,1,3967,4,45,6.77,13.5
2021-01-11,3,2,3,2,4600,1,3,6.79,13.5
2021-01-11,3,2,2,3,3755,61,5,6.81,13.5
2021-01-11,3,2,6,4,3523,28,6,6.83,13.5
2021-01-11,3,2,4,5,4390,5,35,6.82,13.5
2021-01-11,3,2,5,6,4158,53,8,6.74,13.5
2021-01-11,3,3,2,1,4214,31,16,6.78,16.3
2021-01-11,3,3,1,2,3670,56,33,6.74,16.3
2021-01-11,3,3,4,3,4413,51,24,6.81,16.3
2021-01-11,3,3,5,4,4434,30,66,6.79,16.3
2021-01-11,3,3,3,5,3261,48,55,6.79,16.3
2021-01-11,3,3,6,6,3797,66,46,6.8,16.3
2021-01-11,3,4,2,1,3907,49,60,6.75,151.7
2021-01-11,3,4,6,2,3562,24,47,6.8,151.7
2021-01-11,3,4,3,3,4663,17,17,6.79,151.7
2021-01-11,3,4,4,4,4102,50,61,6.82,151.7
2021-01-11,3,4,1,5,3982,64,40,6.77,151.7
2021-01-11,3,4,5,6,4021,25,30,6.8,151.7
2021-01-11,3,5,5,1,4064,58,48,6.86,28.5
2021-01-11,3,5,6,2,3919,62,11,6.8,28.5
2021-01-11,3,5,3,3,4931,55,39,6.81,28.5
2021-01-11,3,5,2,4,3361,65,12,6.81,28.5
2021-01-11,3,5,1,5,3338,32,38,6.83,28.5
2021-01-11,3,5,4,6,4705,33,34,6.86,28.5
2021-01-11,3,6,4,1,4398,20,44,6.83,39.8
2021-01-11,3,6,3,2,4715,63,51,6.84,39.8
2021-01-11,3,6,2,3,3478,18,7,6.88,39.8
2021-01-11,3,6,5,4,3523,28,6,6.88,39.8
2021-01-11,3,6,1,5,4106,23,29,6.72,39.8
2021-01-11,3,6,6,6,3723,34,28,6.83,39.8
2021-01-11,3,7,1,1,4410,3,65,6.77,16.7
2021-01-11,3,7,2,2,4158,53,8,6.81,16.7
2021-01-11,3,7,3,3,4434,30,66,6.76,16.7
2021-01-11,3,7,5,4,4604,60,37,6.84,16.7
2021-01-11,3,7,6,5,3434,2,32,6.89,16.7
2021-01-11,3,7,4,6,3058,59,1,6.96,16.7
2021-01-11,3,8,2,1,3562,24,47,6.81,60.8
2021-01-11,3,8,4,2,4812,26,23,6.82,60.8
2021-01-11,3,8,5,3,3755,61,5,6.92,60.8
2021-01-11,3,8,3,4,3989,57,49,6.85,60.8
2021-01-11,3,8,1,5,3643,52,18,6.81,60.8
2021-01-11,3,8,6,6,3261,48,55,6.83,60.8
2021-01-11,3,10,1,1,4102,50,61,6.85,26.3
