開催日,日目,レース,着,艇,登番,選手名,モーター,ボート,展示,天気,風向,風速,波高
2025-07-27,3,7,3,3,5148,松本怜,46,34,6.91,晴,北,4,4
2025-07-27,3,7,4,4,4400,加藤奈月,9,4,6.97,晴,北,4,4
2025-07-27,3,7,5,5,4843,深尾巴恵,25,35,6.97,晴,北,4,4
2025-07-27,3,7,6,6,5389,恵良琴美,39,63,6.85,晴,北,4,4
2025-07-27,3,8,1,1,4123,細川裕子,15,33,6.93,晴,北,4,4
2025-07-27,3,8,2,3,4347,魚谷香織,48,37,6.93,晴,北,4,4
2025-07-27,3,8,3,4,5241,門田栞,57,2,6.87,晴,北,4,4
2025-07-27,3,8,4,5,5335,森陽多,23,41,6.89,晴,北,4,4
2025-07-27,3,8,5,2,5295,田上凜,53,30,6.88,晴,北,4,4
2025-07-27,3,8,6,6,5334,樫葉新心,28,50,7.02,晴,北,4,4
2025-07-27,3,9,1,1,4387,平山智加,66,59,6.96,晴,北,4,4
2025-07-27,3,9,2,4,5165,小林愛実,47,32,6.95,晴,北,4,4
2025-07-27,3,9,3,2,4765,野田部宏子,13,58,6.99,晴,北,4,4
2025-07-27,3,9,4,5,4927,関野文,4,48,6.97,晴,北,4,4
2025-07-27,3,9,5,6,5326,三嶌さらら,65,26,6.89,晴,北,4,4
2025-07-27,3,9,6,3,4997,濱崎寿里矢,6,5,7.0,晴,北,4,4
2025-07-27,3,10,1,1,4530,小野生奈,1,65,6.9,晴,北,4,4
2025-07-27,3,10,2,2,4773,中川りな,31,43,6.9,晴,北,4,4
2025-07-27,3,10,3,4,5184,飯塚響,64,61,6.99,晴,北,4,4
2025-07-27,3,10,4,3,4733,赤井睦,16,56,6.96,晴,北,4,4
2025-07-27,3,10,5,5,4844,村上奈穂,29,66,6.92,晴,北,4,4
2025-07-27,3,10,6,6,5365,石村日奈那,7,38,6.94,晴,北,4,4
2025-07-27,3,11,1,1,3435,寺田千恵,18,31,6.98,晴,北,3,3
2025-07-27,3,11,2,3,5088,高憧四季,62,40,6.95,晴,北,3,3
2025-07-27,3,11,3,4,4433,川野芽唯,40,52,6.99,晴,北,3,3
2025-07-27,3,11,4,2,5153,佐藤ほのか,8,3,6.95,晴,北,3,3
2025-07-27,3,11,5,5,5265,大廣咲季,10,44,6.97,晴,北,3,3
2025-07-27,3,11,6,6,4014,片岡恵里,43,60,6.98,晴,北,3,3
2025-07-27,3,12,1,1,5163,清水愛海,11,1,7.05,晴,北,3,3
2025-07-27,3,12,2,2,4456,鎌倉涼,19,54,7.02,晴,北,3,3
2025-07-27,3,12,3,4,3232,山川美由紀,45,36,7.0,晴,北,3,3
2025-07-27,3,12,4,3,4642,松尾夏海,56,62,7.04,晴,北,3,3
2025-07-27,3,12,5,5,4117,廣中智紗衣,41,51,6.93,晴,北,3,3
2025-07-27,3,12,6,6,5140,吉田彩乃,58,29,6.97,晴,北,3,3
2025-07-28,4,2,1,3,4773,中川りな,31,43,6.94,晴,北,3,3
2025-07-28,4,2,2,2,5088,高憧四季,62,40,6.89,晴,北,3,3
2025-07-28,4,2,3,5,5295,田上凜,53,30,6.95,晴,北,3,3
2025-07-28,4,2,4,6,5241,門田栞,57,2,6.94,晴,北,3,3
2025-07-28,4,2,5,1,5148,松本怜,46,34,7.01,晴,北,3,3
2025-07-28,4,2,6,4,5326,三嶌さらら,65,26,6.96,晴,北,3,3
2025-07-28,4,3,1,4,4117,廣中智紗衣,41,51,6.96,晴,北,4,4
2025-07-28,4,3,2,6,5281,井上遥妃,49,49,6.93,晴,北,4,4
2025-07-28,4,3,3,1,4400,加藤奈月,9,4,7.0,晴,北,4,4
2025-07-28,4,3,4,2,5265,大廣咲季,10,44,6.98,晴,北,4,4
2025-07-28,4,3,5,3,4123,細川裕子,15,33,7.0,晴,北,4,4
2025-07-28,4,3,6,5,5380,野田亜湖,52,45,6.96,晴,北,4,4
2025-07-28,4,5,1,3,4014,片岡恵里,43,60,6.92,晴,北,3,3
2025-07-28,4,5,2,1,4823,中村桃佳,20,53,6.91,晴,北,3,3
2025-07-28,4,5,3,5,3435,寺田千恵,18,31,6.93,晴,北,3,3
2025-07-28,4,5,4,6,5389,恵良琴美,39,63,6.91,晴,北,3,3
2025-07-28,4,5,5,2,4733,赤井睦,16,56,6.92,晴,北,3,3
2025-07-28,4,5,6,4,4765,野田部宏子,13,58,6.98,晴,北,3,3
2025-07-28,4,6,1,1,4433,川野芽唯,40,52,6.99,晴,北,2,2
2025-07-28,4,6,2,3,4530,小野生奈,1,65,6.88,晴,北,2,2
2025-07-28,4,6,3,2,5173,谷口佳蓮,37,9,7.01,晴,北,2,2
2025-07-28,4,6,4,4,4997,濱崎寿里矢,6,5,6.99,晴,北,2,2
2025-07-28,4,6,5,6,5153,佐藤ほのか,8,3,6.97,晴,北,2,2
2025-07-28,4,6,6,5,5335,森陽多,23,41,7.02,晴,北,2,2
2025-07-28,4,9,1,1,4642,松尾夏海,56,62,6.9,晴,北,2,2
2025-07-28,4,9,2,3,5241,門田栞,57,2,6.95,晴,北,2,2
2025-07-28,4,9,3,2,4347,魚谷香織,48,37,7.01,晴,北,2,2
2025-07-28,4,9,4,4,5140,吉田彩乃,58,29,6.93,晴,北,2,2
2025-07-28,4,9,5,5,5144,中尾彩香,21,11,6.94,晴,北,2,2
2025-07-28,4,9,6,6,5380,野田亜湖,52,45,6.97,晴,北,2,2
2025-07-28,4,11,1,3,4433,川野芽唯,40,52,7.04,晴,西,1,1
2025-07-28,4,11,2,1,4456,鎌倉涼,19,54,6.95,晴,西,1,1
2025-07-28,4,11,3,4,5195,北村寧々,60,12,7.02,晴,西,1,1
2025-07-28,4,11,4,5,5326,三嶌さらら,65,26,6.98,晴,西,1,1
2025-07-28,4,11,5,6,4117,廣中智紗衣,41,51,7.04,晴,西,1,1
2025-07-28,4,11,6,2,3435,寺田千恵,18,31,7.02,晴,西,1,1
2025-07-29,5,2,1,3,5265,大廣咲季,10,44,6.95,晴,北西,3,3
2025-07-29,5,2,2,4,3232,山川美由紀,45,36,6.93,晴,北西,3,3
2025-07-29,5,2,3,5,4456,鎌倉涼,19,54,6.93,晴,北西,3,3
2025-07-29,5,2,4,2,5334,樫葉新心,28,50,6.93,晴,北西,3,3
2025-07-29,5,2,5,1,4997,濱崎寿里矢,6,5,6.94,晴,北西,3,3
2025-07-29,5,2,6,6,5380,野田亜湖,52,45,6.95,晴,北西,3,3
2025-07-29,5,3,1,1,5281,井上遥妃,49,49,6.88,晴,北西,3,3
2025-07-29,5,3,2,3,5153,佐藤ほのか,8,3,6.92,晴,北西,3,3
2025-07-29,5,3,3,5,3435,寺田千恵,18,31,6.94,晴,北西,3,3
2025-07-29,5,3,4,4,5144,中尾彩香,21,11,6.91,晴,北西,3,3
2025-07-29,5,3,5,6,5389,恵良琴美,39,63,6.91,晴,北西,3,3
2025-07-29,5,3,6,2,5173,谷口佳蓮,37,9,6.99,晴,北西,3,3
2025-07-29,5,4,1,6,4530,小野生奈,1,65,6.84,晴,西,3,3
2025-07-29,5,4,2,2,4823,中村桃佳,20,53,6.98,晴,西,3,3
2025-07-29,5,4,3,4,5295,田上凜,53,30,6.95,晴,西,3,3
2025-07-29,5,4,4,3,4117,廣中智紗衣,41,51,6.94,晴,西,3,3
2025-07-29,5,4,5,1,4773,中川りな,31,43,6.92,晴,西,3,3
2025-07-29,5,4,6,5,5140,吉田彩乃,58,29,7.02,晴,西,3,3
2025-07-29,5,5,1,1,4014,片岡恵里,43,60,6.98,晴,西,2,2
2025-07-29,5,5,2,3,4400,加藤奈月,9,4,7.0,晴,西,2,2
2025-07-29,5,5,3,4,4642,松尾夏海,56,62,6.98,晴,西,2,2
2025-07-29,5,5,4,6,5241,門田栞,57,2,7.0,晴,西,2,2
2025-07-29,5,5,5,2,4123,細川裕子,15,33,7.03,晴,西,2,2
2025-07-29,5,5,6,5,5361,植竹玲奈,59,46,7.02,晴,西,2,2
2025-07-29,5,6,1,6,5088,高憧四季,62,40,6.96,晴,南西,2,2
2025-07-29,5,6,2,1,4927,関野文,4,48,7.03,晴,南西,2,2
2025-07-29,5,6,3,5,4433,川野芽唯,40,52,7.0,晴,南西,2,2
2025-07-29,5,6,4,3,4844,村上奈穂,29,66,7.03,晴,南西,2,2
2025-07-29,5,6,5,2,5230,石原凪紗,51,27,6.93,晴,南西,2,2
2025-07-29,5,6,6,4,5326,三嶌さらら,65,26,7.02,晴,南西,2,2
2025-07-29,5,7,1,1,5165,小林愛実,47,32,6.99,晴,南西,2,2
2025-07-29,5,7,2,3,5163,清水愛海,11,1,7.0,晴,南西,2,2
2025-07-29,5,7,3,6,4387,平山智加,66,59,7.02,晴,南西,2,2
2025-07-29,5,7,4,4,5195,北村寧々,60,12,7.02,晴,南西,2,2
2025-07-29,5,7,5,2,5291,三嶌こころ,17,8,7.02,晴,南西,2,2
2025-07-29,5,7,6,5,5389,恵良琴美,39,63,6.93,晴,南西,2,2
2025-07-29,5,8,1,1,4765,野田部宏子,13,58,6.96,晴,南西,2,2
2025-07-29,5,8,2,3,4347,魚谷香織,48,37,6.97,晴,南西,2,2
2025-07-29,5,8,3,4,5153,佐藤ほのか,8,3,7.01,晴,南西,2,2
2025-07-29,5,8,4,2,5140,吉田彩乃,58,29,6.99,晴,南西,2,2
2025-07-29,5,8,5,6,5365,石村日奈那,7,38,7.02,晴,南西,2,2
2025-07-29,5,8,6,5,5334,樫葉新心,28,50,7.02,晴,南西,2,2
2025-07-29,5,9,1,1,4530,小野生奈,1,65,6.94,晴,南西,3,3
2025-07-29,5,9,2,4,4014,片岡恵里,43,60,6.99,晴,南西,3,3
2025-07-29,5,9,3,2,4456,鎌倉涼,19,54,6.95,晴,南西,3,3
2025-07-29,5,9,4,3,4773,中川りな,31,43,6.97,晴,南西,3,3
2025-07-29,5,9,5,6,4733,赤井睦,16,56,6.93,晴,南西,3,3
2025-07-29,5,9,6,5,5173,谷口佳蓮,37,9,7.0,晴,南西,3,3
2025-07-29,5,11,1,1,4387,平山智加,66,59,6.91,晴,西,2,2
2025-07-29,5,11,2,3,3232,山川美由紀,45,36,6.94,晴,西,2,2
2025-07-29,5,11,3,5,4823,中村桃佳,20,53,6.93,晴,西,2,2
2025-07-29,5,11,4,4,5163,清水愛海,11,1,6.95,晴,西,2,2
2025-07-29,5,11,5,2,4433,川野芽唯,40,52,7.01,晴,西,2,2
2025-07-29,5,11,6,6,4997,濱崎寿里矢,6,5,6.96,晴,西,2,2
2025-07-29,5,12,1,2,5195,北村寧々,60,12,6.95,晴,北西,1,1
2025-07-29,5,12,2,3,4765,野田部宏子,13,58,7.0,晴,北西,1,1
2025-07-29,5,12,3,5,5281,井上遥妃,49,49,6.95,晴,北西,1,1
2025-07-29,5,12,4,4,5165,小林愛実,47,32,6.98,晴,北西,1,1
2025-07-29,5,12,5,1,4347,魚谷香織,48,37,6.97,晴,北西,1,1
2025-07-29,5,12,6,6,5265,大廣咲季,10,44,7.0,晴,北西,1,1
2025-07-30,6,1,1,3,5140,吉田彩乃,58,29,7.1,晴,北,4,4
2025-07-30,6,1,2,2,5144,中尾彩香,21,11,6.97,晴,北,4,4
2025-07-30,6,1,3,5,5295,田上凜,53,30,7.06,晴,北,4,4
2025-07-30,6,1,4,4,5230,石原凪紗,51,27,6.94,晴,北,4,4
2025-07-30,6,1,5,1,5241,門田栞,57,2,6.92,晴,北,4,4
2025-07-30,6,1,6,6,5380,野田亜湖,52,45,7.06,晴,北,4,4
2025-07-30,6,2,1,4,5334,樫葉新心,28,50,6.99,晴,北,4,4
2025-07-30,6,2,2,2,4400,加藤奈月,9,4,7.01,晴,北,4,4
2025-07-30,6,2,3,6,4347,魚谷香織,48,37,6.88,晴,北,4,4
2025-07-30,6,2,4,3,5195,北村寧々,60,12,6.99,晴,北,4,4
2025-07-30,6,2,5,1,4997,濱崎寿里矢,6,5,6.98,晴,北,4,4
2025-07-30,6,2,6,5,5326,三嶌さらら,65,26,6.9,晴,北,4,4
2025-07-30,6,3,1,1,5173,谷口佳蓮,37,9,7.0,晴,西,4,4
2025-07-30,6,3,2,2,4733,赤井睦,16,56,6.93,晴,西,4,4
2025-07-30,6,3,3,6,4117,廣中智紗衣,41,51,6.99,晴,西,4,4
2025-07-30,6,3,4,3,5165,小林愛実,47,32,6.93,晴,西,4,4
2025-07-30,6,3,5,4,5335,森陽多,23,41,7.01,晴,西,4,4
2025-07-30,6,3,6,5,5373,諏訪玲奈,35,10,6.96,晴,西,4,4
2025-07-30,6,4,1,1,3435,寺田千恵,18,31,6.95,晴,西,3,3
2025-07-30,6,4,2,6,4765,野田部宏子,13,58,6.96,晴,西,3,3
2025-07-30,6,4,3,5,4844,村上奈穂,29,66,6.98,晴,西,3,3
2025-07-30,6,4,4,2,5265,大廣咲季,10,44,6.89,晴,西,3,3
2025-07-30,6,4,5,4,5153,佐藤ほのか,8,3,6.94,晴,西,3,3
2025-07-30,6,4,6,3,5291,三嶌こころ,17,8,6.94,晴,西,3,3
2025-07-30,6,5,1,3,4823,中村桃佳,20,53,7.06,晴,南西,3,3
2025-07-30,6,5,2,1,5163,清水愛海,11,1,6.97,晴,南西,3,3
2025-07-30,6,5,3,6,5148,松本怜,46,34,6.96,晴,南西,3,3
2025-07-30,6,5,4,5,5230,石原凪紗,51,27,6.85,晴,南西,3,3
2025-07-30,6,5,5,2,4927,関野文,4,48,6.98,晴,南西,3,3
2025-07-30,6,5,6,4,5361,植竹玲奈,59,46,7.02,晴,南西,3,3
2025-07-30,6,6,1,1,4433,川野芽唯,40,52,6.99,晴,南西,3,3
2025-07-30,6,6,2,2,5281,井上遥妃,49,49,6.97,晴,南西,3,3
2025-07-30,6,6,3,3,4773,中川りな,31,43,6.98,晴,南西,3,3
2025-07-30,6,6,4,4,5140,吉田彩乃,58,29,7.03,晴,南西,3,3
2025-07-30,6,6,5,5,5195,北村寧々,60,12,7.09,晴,南西,3,3
2025-07-30,6,6,6,6,5365,石村日奈那,7,38,6.98,晴,南西,3,3
2025-07-30,6,7,1,2,4456,鎌倉涼,19,54,6.92,晴,南西,3,3
2025-07-30,6,7,2,1,4123,細川裕子,15,33,6.95,晴,南西,3,3
2025-07-30,6,7,3,6,5165,小林愛実,47,32,6.98,晴,南西,3,3
2025-07-30,6,7,4,5,5144,中尾彩香,21,11,6.99,晴,南西,3,3
2025-07-30,6,7,5,4,5326,三嶌さらら,65,26,6.99,晴,南西,3,3
2025-07-30,6,7,6,3,5334,樫葉新心,28,50,7.03,晴,南西,3,3
2025-07-30,6,8,1,2,5241,門田栞,57,2,6.93,晴,南西,2,2
2025-07-30,6,8,2,1,4117,廣中智紗衣,41,51,6.96,晴,南西,2,2
2025-07-30,6,8,3,4,4765,野田部宏子,13,58,6.98,晴,南西,2,2
2025-07-30,6,8,4,5,4400,加藤奈月,9,4,7.02,晴,南西,2,2
2025-07-30,6,8,5,6,5389,恵良琴美,39,63,6.99,晴,南西,2,2
2025-07-30,6,8,6,3,5335,森陽多,23,41,6.94,晴,南西,2,2
2025-07-30,6,10,1,1,4823,中村桃佳,20,53,6.95,晴,南西,2,2
2025-07-30,6,10,2,3,4927,関野文,4,48,7.04,晴,南西,2,2
2025-07-30,6,10,3,2,4773,中川りな,31,43,6.98,晴,南西,2,2
2025-07-30,6,10,4,4,3435,寺田千恵,18,31,7.06,晴,南西,2,2
2025-07-30,6,10,5,6,4997,濱崎寿里矢,6,5,7.04,晴,南西,2,2
2025-07-30,6,10,6,5,5173,谷口佳蓮,37,9,7.0,晴,南西,2,2
2025-07-30,6,11,1,1,4456,鎌倉涼,19,54,6.96,晴,南西,2,2
2025-07-30,6,11,2,3,5163,清水愛海,11,1,7.04,晴,南西,2,2
2025-07-30,6,11,3,4,4433,川野芽唯,40,52,7.06,晴,南西,2,2
2025-07-30,6,11,4,2,4123,細川裕子,15,33,6.97,晴,南西,2,2
2025-07-30,6,11,5,5,4733,赤井睦,16,56,7.01,晴,南西,2,2
2025-07-30,6,11,6,6,5281,井上遥妃,49,49,7.09,晴,南西,2,2
2025-07-30,6,12,1,1,4387,平山智加,66,59,6.92,晴,南西,2,2
2025-07-30,6,12,2,3,4530,小野生奈,1,65,6.83,晴,南西,2,2
2025-07-30,6,12,3,2,5088,高憧四季,62,40,6.91,晴,南西,2,2
2025-07-30,6,12,4,4,3232,山川美由紀,45,36,6.95,晴,南西,2,2
2025-07-30,6,12,5,5,4642,松尾夏海,56,62,6.92,晴,南西,2,2
2025-07-30,6,12,6,6,4014,片岡恵里,43,60,6.95,晴,南西,2,2
2025-08-04,1,1,1,5,4778,堤啓輔,55,38,7.07,晴,西,3,3
2025-08-04,1,1,2,2,4367,山口修路,17,9,6.94,晴,西,3,3
2025-08-04,1,1,3,1,5299,西丸敦基,6,29,6.98,晴,西,3,3
2025-08-04,1,1,4,4,5078,山川波乙,25,21,7.02,晴,西,3,3
2025-08-04,1,1,5,3,4905,土井祥伍,19,27,6.9,晴,西,3,3
2025-08-04,1,1,6,6,5327,西田和加,15,46,6.92,晴,西,3,3
2025-08-04,1,2,1,3,3319,山崎義明,61,28,7.04,晴,南西,2,2
2025-08-04,1,2,2,5,4764,小池礼乃,23,26,7.02,晴,南西,2,2
2025-08-04,1,2,3,6,4903,吉田凌太朗,59,16,7.07,晴,南西,2,2
2025-08-04,1,2,4,1,4300,加藤綾,58,45,7.01,晴,南西,2,2
2025-08-04,1,2,5,4,5047,國分将太郎,47,52,6.99,晴,南西,2,2
2025-08-04,1,2,6,2,4389,伊藤喜智,16,32,7.04,晴,南西,2,2
2025-08-04,1,3,1,3,3907,村越篤,31,33,6.98,晴,南西,2,2
2025-08-04,1,3,2,1,4485,楠原正剛,50,15,6.99,晴,南西,2,2
2025-08-04,1,3,3,6,4466,南佑典,10,31,6.98,晴,南西,2,2
2025-08-04,1,3,4,4,4109,谷津幸宏,36,41,7.06,晴,南西,2,2
2025-08-04,1,3,5,5,4678,水野望美,13,37,7.0,晴,南西,2,2
2025-08-04,1,3,6,2,3305,小野信樹,64,30,6.98,晴,南西,2,2
2025-08-04,1,4,1,2,5095,小原聡将,57,20,7.01,曇り,南西,2,2
2025-08-04,1,4,2,1,3776,横井健太,54,50,7.06,曇り,南西,2,2
2025-08-04,1,4,3,3,5014,梶山涼斗,34,12,6.99,曇り,南西,2,2
2025-08-04,1,4,4,6,4614,石倉洋行,65,44,7.03,曇り,南西,2,2
2025-08-04,1,4,5,4,4978,山田和佐,37,40,6.99,曇り,南西,2,2
2025-08-04,1,4,6,5,4089,妹尾忠幸,20,19,7.08,曇り,南西,2,2
2025-08-04,1,5,1,3,3905,天野友和,9,25,7.0,晴,西,2,2
2025-08-04,1,5,2,5,3737,上平真二,35,11,7.09,晴,西,2,2
2025-08-04,1,5,3,4,4470,平田健之佑,14,34,7.03,晴,西,2,2
2025-08-04,1,5,4,2,5041,荒牧凪沙,43,14,6.92,晴,西,2,2
2025-08-04,1,5,5,1,3882,新田智彰,11,36,7.0,晴,西,2,2
2025-08-04,1,5,6,6,4106,坂井康嗣,5,10,6.98,晴,西,2,2
2025-08-04,1,6,1,2,4778,堤啓輔,55,38,6.95,晴,西,3,3
2025-08-04,1,6,2,3,5155,内山七海,1,24,6.91,晴,西,3,3
2025-08-04,1,6,3,6,4051,清水敦揮,52,53,7.04,晴,西,3,3
2025-08-04,1,6,4,5,4292,麻生慎介,66,18,7.02,晴,西,3,3
2025-08-04,1,6,5,1,4154,森安弘雅,53,54,6.92,晴,西,3,3
2025-08-04,1,6,6,4,5340,樋江井舞,21,48,6.93,晴,西,3,3
2025-08-04,1,8,1,1,4398,船岡洋一郎,45,49,6.89,晴,北西,3,3
2025-08-04,1,8,2,2,3572,安田政彦,49,13,6.92,晴,北西,3,3
2025-08-04,1,8,3,4,4466,南佑典,10,31,7.01,晴,北西,3,3
2025-08-04,1,8,4,5,5047,國分将太郎,47,52,6.95,晴,北西,3,3
2025-08-04,1,8,5,3,3660,長谷川親王,4,51,6.99,晴,北西,3,3
2025-08-04,1,8,6,6,4905,土井祥伍,19,27,6.94,晴,北西,3,3
2025-08-04,1,9,1,1,4764,小池礼乃,23,26,6.93,曇り,南西,2,2
2025-08-04,1,9,2,4,4089,妹尾忠幸,20,19,7.05,曇り,南西,2,2
2025-08-04,1,9,3,3,4678,水野望美,13,37,6.98,曇り,南西,2,2
2025-08-04,1,9,4,5,3882,新田智彰,11,36,6.99,曇り,南西,2,2
2025-08-04,1,9,5,2,5078,山川波乙,25,21,6.99,曇り,南西,2,2
2025-08-04,1,9,6,6,3535,渡修平,8,22,6.94,曇り,南西,2,2
2025-08-04,1,10,1,1,4470,平田健之佑,14,34,6.91,曇り,南西,2,2
2025-08-04,1,10,2,3,4292,麻生慎介,66,18,7.0,曇り,南西,2,2
2025-08-04,1,10,3,4,5014,梶山涼斗,34,12,6.94,曇り,南西,2,2
2025-08-04,1,10,4,6,3305,小野信樹,64,30,6.96,曇り,南西,2,2
2025-08-04,1,10,5,2,4903,吉田凌太朗,59,16,6.99,曇り,南西,2,2
2025-08-04,1,10,6,5,4367,山口修路,17,9,6.94,曇り,南西,2,2
2025-08-04,1,11,1,3,5095,小原聡将,57,20,6.95,曇り,南西,2,2
2025-08-04,1,11,2,2,3905,天野友和,9,25,6.92,曇り,南西,2,2
2025-08-04,1,11,3,1,4434,田中辰彦,27,17,6.91,曇り,南西,2,2
2025-08-04,1,11,4,4,4154,森安弘雅,53,54,7.01,曇り,南西,2,2
2025-08-04,1,11,5,5,4485,楠原正剛,50,15,6.97,曇り,南西,2,2
2025-08-04,1,11,6,6,4389,伊藤喜智,16,32,7.03,曇り,南西,2,2
2025-08-04,1,12,1,1,4042,丸岡正典,46,35,6.87,曇り,西,2,2
2025-08-04,1,12,2,5,4398,船岡洋一郎,45,49,6.89,曇り,西,2,2
2025-08-04,1,12,3,2,3737,上平真二,35,11,6.98,曇り,西,2,2
2025-08-04,1,12,4,3,4614,石倉洋行,65,44,6.92,曇り,西,2,2
2025-08-04,1,12,5,4,4051,清水敦揮,52,53,6.97,曇り,西,2,2
2025-08-04,1,12,6,6,4109,谷津幸宏,36,41,7.07,曇り,西,2,2
2025-08-05,2,1,1,1,3660,長谷川親王,4,51,7.03,晴,南西,3,3
2025-08-05,2,1,2,2,5317,長尾萌加,18,23,7.05,晴,南西,3,3
2025-08-05,2,1,3,6,3882,新田智彰,11,36,7.05,晴,南西,3,3
2025-08-05,2,1,4,3,3776,横井健太,54,50,7.06,晴,南西,3,3
2025-08-05,2,1,5,5,5340,樋江井舞,21,48,6.98,晴,南西,3,3
2025-08-05,2,1,6,4,5041,荒牧凪沙,43,14,6.94,晴,南西,3,3
2025-08-05,2,2,1,1,4106,坂井康嗣,5,10,7.01,晴,南西,3,3
2025-08-05,2,2,2,4,4434,田中辰彦,27,17,6.99,晴,南西,3,3
2025-08-05,2,2,3,6,5095,小原聡将,57,20,6.95,晴,南西,3,3
2025-08-05,2,2,4,3,3535,渡修平,8,22,6.97,晴,南西,3,3
2025-08-05,2,2,5,2,3907,村越篤,31,33,6.98,晴,南西,3,3
2025-08-05,2,2,6,5,5155,内山七海,1,24,7.02,晴,南西,3,3
2025-08-05,2,3,1,1,4678,水野望美,13,37,6.98,晴,南西,3,3
2025-08-05,2,3,2,3,3305,小野信樹,64,30,7.0,晴,南西,3,3
2025-08-05,2,3,3,4,4398,船岡洋一郎,45,49,6.92,晴,南西,3,3
2025-08-05,2,3,4,2,4154,森安弘雅,53,54,7.06,晴,南西,3,3
2025-08-05,2,3,5,5,4905,土井祥伍,19,27,6.93,晴,南西,3,3
2025-08-05,2,3,6,6,4764,小池礼乃,23,26,6.88,晴,南西,3,3
2025-08-05,2,5,1,3,4470,平田健之佑,14,34,7.02,晴,南西,4,4
2025-08-05,2,5,2,4,4614,石倉洋行,65,44,6.99,晴,南西,4,4
2025-08-05,2,5,3,6,3572,安田政彦,49,13,7.01,晴,南西,4,4
2025-08-05,2,5,4,1,4389,伊藤喜智,16,32,7.07,晴,南西,4,4
2025-08-05,2,5,5,2,5299,西丸敦基,6,29,7.0,晴,南西,4,4
2025-08-05,2,5,6,5,5327,西田和加,15,46,6.98,晴,南西,4,4
2025-08-05,2,6,1,1,4089,妹尾忠幸,20,19,6.88,晴,南西,4,4
2025-08-05,2,6,2,3,5047,國分将太郎,47,52,6.92,晴,南西,4,4
2025-08-05,2,6,3,4,3737,上平真二,35,11,6.98,晴,南西,4,4
2025-08-05,2,6,4,5,3905,天野友和,9,25,6.98,晴,南西,4,4
2025-08-05,2,6,5,2,3319,山崎義明,61,28,6.96,晴,南西,4,4
2025-08-05,2,6,6,6,4367,山口修路,17,9,6.91,晴,南西,4,4
2025-08-05,2,7,1,1,4292,麻生慎介,66,18,6.97,晴,南西,3,3
2025-08-05,2,7,2,3,4051,清水敦揮,52,53,7.03,晴,南西,3,3
2025-08-05,2,7,3,2,4485,楠原正剛,50,15,7.0,晴,南西,3,3
2025-08-05,2,7,4,6,4042,丸岡正典,46,35,6.98,晴,南西,3,3
2025-08-05,2,7,5,5,3660,長谷川親王,4,51,7.13,晴,南西,3,3
2025-08-05,2,7,6,4,4106,坂井康嗣,5,10,7.07,晴,南西,3,3
2025-08-05,2,8,1,1,4903,吉田凌太朗,59,16,6.97,晴,南西,3,3
2025-08-05,2,8,2,4,5095,小原聡将,57,20,7.03,晴,南西,3,3
2025-08-05,2,8,3,5,4978,山田和佐,37,40,7.06,晴,南西,3,3
2025-08-05,2,8,4,2,4764,小池礼乃,23,26,7.0,晴,南西,3,3
2025-08-05,2,8,5,3,5078,山川波乙,25,21,6.98,晴,南西,3,3
2025-08-05,2,8,6,6,5340,樋江井舞,21,48,7.05,晴,南西,3,3
2025-08-05,2,9,1,1,4466,南佑典,10,31,6.9,晴,南西,3,3
2025-08-05,2,9,2,5,5014,梶山涼斗,34,12,6.98,晴,南西,3,3
2025-08-05,2,9,3,2,4434,田中辰彦,27,17,7.0,晴,南西,3,3
2025-08-05,2,9,4,3,4154,森安弘雅,53,54,7.01,晴,南西,3,3
2025-08-05,2,9,5,6,3776,横井健太,54,50,7.01,晴,南西,3,3
2025-08-05,2,9,6,4,5327,西田和加,15,46,6.95,晴,南西,3,3
2025-08-05,2,10,1,1,3905,天野友和,9,25,6.88,晴,南西,3,3
2025-08-05,2,10,2,6,4398,船岡洋一郎,45,49,6.94,晴,南西,3,3
2025-08-05,2,10,3,5,5317,長尾萌加,18,23,6.92,晴,南西,3,3
2025-08-05,2,10,4,2,4614,石倉洋行,65,44,6.87,晴,南西,3,3
2025-08-05,2,10,5,4,5155,内山七海,1,24,7.04,晴,南西,3,3
2025-08-05,2,10,6,3,4300,加藤綾,58,45,6.99,晴,南西,3,3
2025-08-05,2,11,1,1,4109,谷津幸宏,36,41,6.96,晴,南西,3,3
2025-08-05,2,11,2,2,4089,妹尾忠幸,20,19,6.98,晴,南西,3,3
2025-08-05,2,11,3,4,3572,安田政彦,49,13,6.9,晴,南西,3,3
2025-08-05,2,11,4,5,4042,丸岡正典,46,35,6.94,晴,南西,3,3
2025-08-05,2,11,5,3,5041,荒牧凪沙,43,14,6.91,晴,南西,3,3
2025-08-05,2,11,6,6,3907,村越篤,31,33,7.04,晴,南西,3,3
2025-08-05,2,12,1,1,3737,上平真二,35,11,7.02,晴,南西,3,3
2025-08-05,2,12,2,3,4903,吉田凌太朗,59,16,6.99,晴,南西,3,3
2025-08-05,2,12,3,2,4051,清水敦揮,52,53,7.02,晴,南西,3,3
2025-08-05,2,12,4,4,3535,渡修平,8,22,7.06,晴,南西,3,3
2025-08-05,2,12,5,6,4470,平田健之佑,14,34,7.01,晴,南西,3,3
2025-08-05,2,12,6,5,5012,加倉侑征,28,43,7.05,晴,南西,3,3
