開催日,日目,レース,着,艇,登番,選手名,モーター,ボート,展示,天気,風向,風速,波高
2025-01-01,3,1,1,1,5043,中村日向,13,14,6.89,晴,南西,3,3
2025-01-01,3,1,2,2,5224,西岡顕心,54,34,6.93,晴,南西,3,3
2025-01-01,3,1,3,4,5218,山田理央,25,32,6.85,晴,南西,3,3
2025-01-01,3,1,4,3,5173,谷口佳蓮,63,44,6.9,晴,南西,3,3
2025-01-01,3,1,5,6,3910,松下知幸,9,35,6.87,晴,南西,3,3
2025-01-01,3,1,6,5,4020,川上清人,26,37,6.86,晴,南西,3,3
2025-01-01,3,3,1,1,3401,上田隆章,65,60,6.86,晴,南西,3,3
2025-01-01,3,3,2,2,3907,村越篤,40,58,6.9,晴,南西,3,3
2025-01-01,3,3,3,3,3660,長谷川親王,8,4,6.93,晴,南西,3,3
2025-01-01,3,3,4,4,4529,嶋義信,3,3,6.9,晴,南西,3,3
2025-01-01,3,3,5,5,4739,中村晃朋,6,9,6.91,晴,南西,3,3
2025-01-01,3,3,6,6,5326,三嶌さらら,10,5,6.83,晴,南西,3,3
2025-01-01,3,4,1,1,3478,嶋田貴支,61,48,6.84,晴,南西,3,3
2025-01-01,3,4,2,5,4776,竹田和哉,23,64,6.95,晴,南西,3,3
2025-01-01,3,4,3,6,4931,木谷賢太,21,28,6.86,晴,南西,3,3
2025-01-01,3,4,4,4,3568,木村光宏,36,50,6.85,晴,南西,3,3
2025-01-01,3,4,5,2,4220,深川和仁,43,6,6.81,晴,南西,3,3
2025-01-01,3,4,6,3,4772,石丸海渡,58,31,6.88,晴,南西,3,3
2025-01-01,3,5,1,1,3832,下田哲也,41,53,6.81,晴,南西,2,2
2025-01-01,3,5,2,4,4459,片岡雅裕,27,22,6.88,晴,南西,2,2
2025-01-01,3,5,3,3,3442,宮武英司,18,43,6.85,晴,南西,2,2
2025-01-01,3,5,4,6,5298,水谷理人,33,11,6.87,晴,南西,2,2
2025-01-01,3,5,5,2,5265,大廣咲季,47,61,6.83,晴,南西,2,2
2025-01-01,3,5,6,5,5037,田頭虎親,46,47,6.82,晴,南西,2,2
2025-01-01,3,6,1,1,3975,小野寺智洋,35,33,6.83,晴,南西,2,2
2025-01-01,3,6,2,4,3908,重成一人,34,21,6.85,晴,南西,2,2
2025-01-01,3,6,3,6,4894,原村拓也,29,12,6.87,晴,南西,2,2
2025-01-01,3,6,4,3,4452,松尾祭,49,52,6.92,晴,南西,2,2
2025-01-01,3,6,5,5,5352,西岡蒼志,4,19,6.86,晴,南西,2,2
2025-01-01,3,6,6,2,4020,川上清人,26,37,6.94,晴,南西,2,2
2025-01-01,3,7,1,2,4348,宮崎奨,66,23,6.9,晴,南,1,1
2025-01-01,3,7,2,5,4030,森高一真,53,26,6.93,晴,南,1,1
2025-01-01,3,7,3,3,3910,松下知幸,9,35,6.96,晴,南,1,1
2025-01-01,3,7,4,1,4852,川原祐明,28,57,6.85,晴,南,1,1
2025-01-01,3,7,5,6,3710,吉永泰弘,32,66,6.88,晴,南,1,1
2025-01-01,3,7,6,4,5215,石丸小槙,31,15,6.78,晴,南,1,1
2025-01-01,3,8,1,1,5136,濱野斗馬,16,55,6.81,晴,南東,3,3
2025-01-01,3,8,2,5,4821,妻鳥晋也,57,20,6.87,晴,南東,3,3
2025-01-01,3,8,3,3,5218,山田理央,25,32,6.82,晴,南東,3,3
2025-01-01,3,8,4,2,4529,嶋義信,3,3,6.94,晴,南東,3,3
2025-01-01,3,8,5,4,4583,古田祐貴,45,25,6.92,晴,南東,3,3
2025-01-01,3,8,6,6,4220,深川和仁,43,6,6.87,晴,南東,3,3
2025-01-01,3,9,1,2,4437,中田元泰,52,18,6.93,晴,南,2,2
2025-01-01,3,9,2,1,3442,宮武英司,18,43,6.82,晴,南,2,2
2025-01-01,3,9,3,4,3478,嶋田貴支,61,48,6.89,晴,南,2,2
2025-01-01,3,9,4,3,4739,中村晃朋,6,9,6.86,晴,南,2,2
2025-01-01,3,9,5,5,5224,西岡顕心,54,34,6.83,晴,南,2,2
2025-01-01,3,9,6,6,3509,道上千夏,19,54,6.82,晴,南,2,2
2025-01-01,3,10,1,1,3908,重成一人,34,21,6.88,晴,南東,1,1
2025-01-01,3,10,2,2,4776,竹田和哉,23,64,6.9,晴,南東,1,1
2025-01-01,3,10,3,3,5037,田頭虎親,46,47,6.84,晴,南東,1,1
2025-01-01,3,10,4,5,4260,中越博紀,51,49,7.01,晴,南東,1,1
2025-01-01,3,10,5,6,3578,塩田雄一,39,17,6.92,晴,南東,1,1
2025-01-01,3,10,6,4,3855,大熊辰弥,11,51,6.91,晴,南東,1,1
2025-01-01,3,12,1,2,4772,石丸海渡,58,31,6.91,晴,南東,2,2
2025-01-01,3,12,2,1,4459,片岡雅裕,27,22,6.89,晴,南東,2,2
2025-01-01,3,12,3,3,3975,小野寺智洋,35,33,6.88,晴,南東,2,2
2025-01-01,3,12,4,5,5136,濱野斗馬,16,55,6.82,晴,南東,2,2
2025-01-01,3,12,5,4,3401,上田隆章,65,60,6.94,晴,南東,2,2
2025-01-01,3,12,6,6,4348,宮崎奨,66,23,6.87,晴,南東,2,2
2025-01-02,4,1,1,1,4821,妻鳥晋也,57,20,6.8,晴,南西,2,2
2025-01-02,4,1,2,2,3660,長谷川親王,8,4,6.96,晴,南西,2,2
2025-01-02,4,1,3,3,4020,川上清人,26,37,6.91,晴,南西,2,2
2025-01-02,4,1,4,5,3710,吉永泰弘,32,66,6.91,晴,南西,2,2
2025-01-02,4,1,5,4,5265,大廣咲季,47,61,6.86,晴,南西,2,2
2025-01-02,4,1,6,6,5352,西岡蒼志,4,19,6.89,晴,南西,2,2
2025-01-02,4,2,1,2,4348,宮崎奨,66,23,6.88,晴,南西,2,2
2025-01-02,4,2,2,1,5173,谷口佳蓮,63,44,6.88,晴,南西,2,2
2025-01-02,4,2,3,6,4894,原村拓也,29,12,6.87,晴,南西,2,2
2025-01-02,4,2,4,3,3478,嶋田貴支,61,48,6.93,晴,南西,2,2
2025-01-02,4,2,5,4,4154,森安弘雅,60,7,6.85,晴,南西,2,2
2025-01-02,4,2,6,5,4852,川原祐明,28,57,6.95,晴,南西,2,2
2025-01-02,4,3,1,1,3509,道上千夏,19,54,6.88,晴,南西,3,3
2025-01-02,4,3,2,2,3401,上田隆章,65,60,6.89,晴,南西,3,3
2025-01-02,4,3,3,5,4437,中田元泰,52,18,6.89,晴,南西,3,3
2025-01-02,4,3,4,4,4452,松尾祭,49,52,6.96,晴,南西,3,3
2025-01-02,4,3,5,3,4529,嶋義信,3,3,6.89,晴,南西,3,3
2025-01-02,4,3,6,6,5215,石丸小槙,31,15,6.82,晴,南西,3,3
2025-01-02,4,5,1,1,3442,宮武英司,18,43,6.79,晴,南西,2,2
2025-01-02,4,5,2,4,4030,森高一真,53,26,6.89,晴,南西,2,2
2025-01-02,4,5,3,2,3855,大熊辰弥,11,51,6.81,晴,南西,2,2
2025-01-02,4,5,4,5,4776,竹田和哉,23,64,6.87,晴,南西,2,2
2025-01-02,4,5,5,3,3910,松下知幸,9,35,6.82,晴,南西,2,2
2025-01-02,4,5,6,6,5298,水谷理人,33,11,6.86,晴,南西,2,2
2025-01-02,4,6,1,1,3908,重成一人,34,21,6.85,晴,南西,2,2
2025-01-02,4,6,2,3,4583,古田祐貴,45,25,6.81,晴,南西,2,2
2025-01-02,4,6,3,4,4459,片岡雅裕,27,22,6.95,晴,南西,2,2
2025-01-02,4,6,4,5,5352,西岡蒼志,4,19,6.9,晴,南西,2,2
2025-01-02,4,6,5,2,3568,木村光宏,36,50,6.92,晴,南西,2,2
2025-01-02,4,6,6,6,5265,大廣咲季,47,61,6.9,晴,南西,2,2
2025-01-02,4,7,1,5,4772,石丸海渡,58,31,6.87,晴,南西,2,2
2025-01-02,4,7,2,1,3907,村越篤,40,58,6.75,晴,南西,2,2
2025-01-02,4,7,3,3,4220,深川和仁,43,6,6.81,晴,南西,2,2
2025-01-02,4,7,4,6,4739,中村晃朋,6,9,6.81,晴,南西,2,2
2025-01-02,4,7,5,4,5173,谷口佳蓮,63,44,6.89,晴,南西,2,2
2025-01-02,4,7,6,2,3710,吉永泰弘,32,66,6.78,晴,南西,2,2
2025-01-02,4,9,1,1,4776,竹田和哉,23,64,6.88,晴,南西,2,2
2025-01-02,4,9,2,3,4030,森高一真,53,26,6.92,晴,南西,2,2
2025-01-02,4,9,3,4,3478,嶋田貴支,61,48,6.96,晴,南西,2,2
2025-01-02,4,9,4,5,4348,宮崎奨,66,23,6.91,晴,南西,2,2
2025-01-02,4,9,5,6,3509,道上千夏,19,54,6.85,晴,南西,2,2
2025-01-02,4,9,6,2,3578,塩田雄一,39,17,6.92,晴,南西,2,2
2025-01-02,4,10,1,1,5136,濱野斗馬,16,55,6.85,晴,南,1,1
2025-01-02,4,10,2,2,3908,重成一人,34,21,6.93,晴,南,1,1
2025-01-02,4,10,3,3,4452,松尾祭,49,52,6.98,晴,南,1,1
2025-01-02,4,10,4,6,3907,村越篤,40,58,6.92,晴,南,1,1
2025-01-02,4,10,5,5,4459,片岡雅裕,27,22,6.91,晴,南,1,1
2025-01-02,4,10,6,4,3401,上田隆章,65,60,6.87,晴,南,1,1
2025-01-02,4,11,1,1,4772,石丸海渡,58,31,6.81,晴,西,4,4
2025-01-02,4,11,2,4,5043,中村日向,13,14,6.9,晴,西,4,4
2025-01-02,4,11,3,3,5224,西岡顕心,54,34,6.88,晴,西,4,4
2025-01-02,4,11,4,2,4437,中田元泰,52,18,6.96,晴,西,4,4
2025-01-02,4,11,5,6,3442,宮武英司,18,43,6.84,晴,西,4,4
2025-01-02,4,11,6,5,4931,木谷賢太,21,28,6.89,晴,西,4,4
2025-01-02,4,12,1,1,5037,田頭虎親,46,47,6.78,晴,西,4,4
2025-01-02,4,12,2,5,4583,古田祐貴,45,25,6.81,晴,西,4,4
2025-01-02,4,12,3,3,4154,森安弘雅,60,7,6.76,晴,西,4,4
2025-01-02,4,12,4,6,4529,嶋義信,3,3,6.84,晴,西,4,4
2025-01-02,4,12,5,2,4852,川原祐明,28,57,6.81,晴,西,4,4
2025-01-02,4,12,6,4,4739,中村晃朋,6,9,6.81,晴,西,4,4
2025-01-03,5,1,1,3,3568,木村光宏,36,50,6.74,晴,北西,6,6
2025-01-03,5,1,2,4,3832,下田哲也,41,53,6.77,晴,北西,6,6
2025-01-03,5,1,3,2,3910,松下知幸,9,35,6.81,晴,北西,6,6
2025-01-03,5,1,4,5,4020,川上清人,26,37,6.8,晴,北西,6,6
2025-01-03,5,1,5,1,5265,大廣咲季,47,61,6.76,晴,北西,6,6
2025-01-03,5,1,6,6,5326,三嶌さらら,10,5,6.76,晴,北西,6,6
2025-01-03,5,2,1,4,4220,深川和仁,43,6,6.71,晴,西,7,7
2025-01-03,5,2,2,1,5215,石丸小槙,31,15,6.67,晴,西,7,7
2025-01-03,5,2,3,2,4583,古田祐貴,45,25,6.71,晴,西,7,7
2025-01-03,5,2,4,3,4852,川原祐明,28,57,6.77,晴,西,7,7
2025-01-03,5,2,5,5,3660,長谷川親王,8,59,6.78,晴,西,7,7
2025-01-03,5,2,6,6,5352,西岡蒼志,4,19,6.76,晴,西,7,7
2025-01-03,5,3,1,4,3855,大熊辰弥,11,51,6.72,晴,北西,8,8
2025-01-03,5,3,2,3,4260,中越博紀,51,49,6.86,晴,北西,8,8
2025-01-03,5,3,3,2,3509,道上千夏,19,54,6.66,晴,北西,8,8
2025-01-03,5,3,4,6,5037,田頭虎親,46,47,6.64,晴,北西,8,8
2025-01-03,5,3,5,5,4529,嶋義信,3,3,6.77,晴,北西,8,8
2025-01-03,5,3,6,1,5218,山田理央,25,32,6.66,晴,北西,8,8
2025-01-03,5,5,1,1,3907,村越篤,40,58,6.71,晴,北西,8,8
2025-01-03,5,5,2,3,3832,下田哲也,41,53,6.79,晴,北西,8,8
2025-01-03,5,5,3,6,4459,片岡雅裕,27,22,6.8,晴,北西,8,8
2025-01-03,5,5,4,4,4821,妻鳥晋也,57,20,6.67,晴,北西,8,8
2025-01-03,5,5,5,2,3478,嶋田貴支,61,48,6.81,晴,北西,8,8
2025-01-03,5,5,6,5,3442,宮武英司,18,43,6.78,晴,北西,8,8
2025-01-03,5,6,1,1,4452,松尾祭,49,52,6.75,晴,北西,8,8
2025-01-03,5,6,2,5,3910,松下知幸,9,35,6.78,晴,北西,8,8
2025-01-03,5,6,3,4,5224,西岡顕心,54,34,6.74,晴,北西,8,8
2025-01-03,5,6,4,3,3578,塩田雄一,39,17,6.69,晴,北西,8,8
2025-01-03,5,6,5,2,3660,長谷川親王,8,59,6.91,晴,北西,8,8
2025-01-03,5,6,6,6,4894,原村拓也,29,12,6.78,晴,北西,8,8
2025-01-03,5,7,1,1,4348,宮崎奨,66,23,6.73,晴,北西,8,8
2025-01-03,5,7,2,3,4583,古田祐貴,45,25,6.8,晴,北西,8,8
2025-01-03,5,7,3,2,4020,川上清人,26,37,6.8,晴,北西,8,8
2025-01-03,5,7,4,4,5215,石丸小槙,31,15,6.68,晴,北西,8,8
2025-01-03,5,7,5,5,3855,大熊辰弥,11,51,6.81,晴,北西,8,8
2025-01-03,5,7,6,6,5173,谷口佳蓮,63,44,6.8,晴,北西,8,8
2025-01-03,5,8,1,3,5218,山田理央,25,32,6.65,晴,北西,9,9
2025-01-03,5,8,2,1,4437,中田元泰,52,18,6.69,晴,北西,9,9
2025-01-03,5,8,3,2,4529,嶋義信,3,3,6.7,晴,北西,9,9
2025-01-03,5,8,4,5,3568,木村光宏,36,50,6.71,晴,北西,9,9
2025-01-03,5,8,5,4,4852,川原祐明,28,57,6.7,晴,北西,9,9
2025-01-03,5,8,6,6,5298,水谷理人,33,11,6.76,晴,北西,9,9
2025-01-03,5,10,1,1,4459,片岡雅裕,27,22,6.78,晴,西,8,8
2025-01-03,5,10,2,4,3578,塩田雄一,39,17,6.83,晴,西,8,8
2025-01-03,5,10,3,2,3442,宮武英司,18,43,6.74,晴,西,8,8
2025-01-03,5,10,4,6,4931,木谷賢太,21,28,6.77,晴,西,8,8
2025-01-03,5,10,5,3,3509,道上千夏,19,54,6.78,晴,西,8,8
2025-01-03,5,10,6,5,3401,上田隆章,65,60,6.76,晴,西,8,8
2025-01-03,5,11,1,1,5224,西岡顕心,54,34,6.79,晴,西,8,8
2025-01-03,5,11,2,4,4437,中田元泰,52,18,6.74,晴,西,8,8
2025-01-03,5,11,3,2,4452,松尾祭,49,52,6.82,晴,西,8,8
2025-01-03,5,11,4,5,4348,宮崎奨,66,23,6.76,晴,西,8,8
2025-01-03,5,11,5,3,3478,嶋田貴支,61,48,6.83,晴,西,8,8
2025-01-03,5,11,6,6,3907,村越篤,40,58,6.69,晴,西,8,8
2025-01-03,5,12,1,1,4776,竹田和哉,23,64,6.79,晴,西,8,8
2025-01-03,5,12,2,4,3908,重成一人,34,21,6.76,晴,西,8,8
2025-01-03,5,12,3,2,4772,石丸海渡,58,31,6.77,晴,西,8,8
2025-01-03,5,12,4,5,4030,森高一真,53,26,6.72,晴,西,8,8
2025-01-03,5,12,5,3,5136,濱野斗馬,16,55,6.72,晴,西,8,8
2025-01-03,5,12,6,6,5043,中村日向,13,14,6.75,晴,西,8,8
2025-01-06,1,1,1,1,5299,西丸敦基,11,11,6.8,雨,南,2,2
2025-01-06,1,1,2,6,4041,小林基樹,39,7,6.72,雨,南,2,2
2025-01-06,1,1,3,3,5053,山口広樹,54,5,6.75,雨,南,2,2
2025-01-06,1,1,4,4,4404,岸蔭亮,6,63,6.71,雨,南,2,2
2025-01-06,1,1,5,2,4944,田代達也,62,15,6.74,雨,南,2,2
2025-01-06,1,1,6,5,5143,常盤海心,17,56,6.8,雨,南,2,2
2025-01-06,1,2,1,2,3702,貞兼淳二,37,38,6.8,曇り,南,1,1
2025-01-06,1,2,2,1,4182,吉田和仁,61,41,6.66,曇り,南,1,1
2025-01-06,1,2,3,4,5109,川崎智稔,30,8,6.74,曇り,南,1,1
2025-01-06,1,2,4,3,5059,冨田祥,20,51,6.82,曇り,南,1,1
2025-01-06,1,2,5,6,4516,野口勝弘,38,45,6.74,曇り,南,1,1
2025-01-06,1,2,6,5,5388,佐野優都,28,64,6.83,曇り,南,1,1
2025-01-06,1,3,1,3,3850,小川知行,47,34,6.81,曇り,南,1,1
2025-01-06,1,3,2,4,4390,松本弓雄,7,21,6.84,曇り,南,1,1
2025-01-06,1,3,3,5,4977,馬野耀,14,65,6.75,曇り,南,1,1
2025-01-06,1,3,4,2,3572,安田政彦,59,55,6.77,曇り,南,1,1
2025-01-06,1,3,5,1,4164,岩永節也,43,18,6.71,曇り,南,1,1
2025-01-06,1,3,6,6,4635,峰重力也,32,17,6.75,曇り,南,1,1
2025-01-06,1,5,1,2,3284,渡邊伸太郎,25,22,6.9,曇り,南,2,2
2025-01-06,1,5,2,1,3957,大谷直弘,50,13,6.84,曇り,南,2,2
2025-01-06,1,5,3,6,2878,富山弘幸,51,60,6.8,曇り,南,2,2
2025-01-06,1,5,4,4,4002,古結宏,2,52,6.81,曇り,南,2,2
2025-01-06,1,5,5,3,4969,町田洸希,24,16,6.85,曇り,南,2,2
2025-01-06,1,5,6,5,4113,木村浩士,60,62,6.77,曇り,南,2,2
2025-01-06,1,6,1,1,3849,中岡正彦,64,10,6.73,曇り,南,1,1
2025-01-06,1,6,2,2,4389,伊藤喜智,27,24,6.82,曇り,南,1,1
2025-01-06,1,6,3,4,4601,森野正弘,33,46,6.77,曇り,南,1,1
2025-01-06,1,6,4,3,4025,山本隆幸,26,48,6.77,曇り,南,1,1
2025-01-06,1,6,5,5,4944,田代達也,62,15,6.8,曇り,南,1,1
2025-01-06,1,6,6,6,4106,坂井康嗣,56,6,6.8,曇り,南,1,1
2025-01-06,1,7,1,3,4356,長岡良也,65,57,6.77,曇り,南東,1,1
2025-01-06,1,7,2,2,4593,小坂宗司,41,14,6.79,曇り,南東,1,1
2025-01-06,1,7,3,6,5059,冨田祥,20,51,6.86,曇り,南東,1,1
2025-01-06,1,7,4,4,4072,森永淳,5,54,6.82,曇り,南東,1,1
2025-01-06,1,7,5,1,3850,小川知行,47,34,6.63,曇り,南東,1,1
2025-01-06,1,7,6,5,4813,宮内直哉,3,12,6.9,曇り,南東,1,1
2025-01-06,1,8,1,1,4677,片橋幸貴,1,9,6.72,曇り,南東,1,1
2025-01-06,1,8,2,3,4041,小林基樹,39,7,6.72,曇り,南東,1,1
2025-01-06,1,8,3,4,5298,水谷理人,8,32,6.74,曇り,南東,1,1
2025-01-06,1,8,4,5,4164,岩永節也,43,18,6.81,曇り,南東,1,1
2025-01-06,1,8,5,2,4365,盛本真輔,53,44,6.71,曇り,南東,1,1
2025-01-06,1,8,6,6,5388,佐野優都,28,64,6.74,曇り,南東,1,1
2025-01-06,1,9,1,3,5299,西丸敦基,11,11,6.79,曇り,南東,1,1
2025-01-06,1,9,2,1,5109,川崎智稔,30,8,6.82,曇り,南東,1,1
2025-01-06,1,9,3,5,4877,鈴谷一平,22,29,6.75,曇り,南東,1,1
2025-01-06,1,9,4,2,4706,三浦洋次朗,44,31,6.92,曇り,南東,1,1
2025-01-06,1,9,5,6,3711,江本真治,12,59,6.8,曇り,南東,1,1
2025-01-06,1,9,6,4,5255,藤原仙二,31,40,6.68,曇り,南東,1,1
2025-01-06,1,10,1,3,4761,山田晃大,55,27,6.78,曇り,南東,1,1
2025-01-06,1,10,2,1,4025,山本隆幸,26,48,6.81,曇り,南東,1,1
2025-01-06,1,10,3,2,4390,松本弓雄,7,21,6.77,曇り,南東,1,1
2025-01-06,1,10,4,4,2878,富山弘幸,51,60,6.81,曇り,南東,1,1
2025-01-06,1,10,5,5,5053,山口広樹,54,5,6.77,曇り,南東,1,1
2025-01-06,1,10,6,6,3949,今出晋二,48,37,6.86,曇り,南東,1,1
2025-01-06,1,11,1,1,4743,木村仁紀,35,25,6.77,曇り,南東,1,1
2025-01-06,1,11,2,2,4356,長岡良也,65,57,6.73,曇り,南東,1,1
2025-01-06,1,11,3,5,4635,峰重力也,32,17,6.78,曇り,南東,1,1
2025-01-06,1,11,4,6,3702,貞兼淳二,37,38,6.84,曇り,南東,1,1
2025-01-06,1,11,5,4,3284,渡邊伸太郎,25,22,6.85,曇り,南東,1,1
2025-01-06,1,11,6,3,3849,中岡正彦,64,10,6.8,曇り,南東,1,1
2025-01-06,1,12,1,1,4002,古結宏,2,52,6.74,曇り,南東,1,1
2025-01-06,1,12,2,4,4677,片橋幸貴,1,9,6.84,曇り,南東,1,1
2025-01-06,1,12,3,6,4977,馬野耀,14,65,6.73,曇り,南東,1,1
2025-01-06,1,12,4,2,4601,森野正弘,33,46,6.81,曇り,南東,1,1
2025-01-06,1,12,5,5,4516,野口勝弘,38,45,6.74,曇り,南東,1,1
2025-01-06,1,12,6,3,4072,森永淳,5,54,6.84,曇り,南東,1,1
2025-01-08,2,1,1,1,5059,冨田祥,20,51,6.88,晴,西,5,5
2025-01-08,2,1,2,3,5152,丸山祐也,45,30,6.8,晴,西,5,5
2025-01-08,2,1,3,4,5143,常盤海心,17,56,6.84,晴,西,5,5
2025-01-08,2,1,4,5,3572,安田政彦,59,55,6.76,晴,西,5,5
2025-01-08,2,1,5,6,4389,伊藤喜智,27,24,6.81,晴,西,5,5
2025-01-08,2,1,6,2,5255,藤原仙二,31,40,6.84,晴,西,5,5
2025-01-08,2,2,1,4,4182,吉田和仁,61,41,6.66,晴,西,5,5
2025-01-08,2,2,2,6,4356,長岡良也,65,57,6.73,晴,西,5,5
2025-01-08,2,2,3,5,4390,松本弓雄,7,21,6.7,晴,西,5,5
2025-01-08,2,2,4,1,4106,坂井康嗣,56,6,6.78,晴,西,5,5
2025-01-08,2,2,5,2,4969,町田洸希,24,16,6.78,晴,西,5,5
2025-01-08,2,2,6,3,4813,宮内直哉,3,12,6.78,晴,西,5,5
2025-01-08,2,3,1,5,3850,小川知行,47,34,6.69,晴,西,6,6
2025-01-08,2,3,2,4,4977,馬野耀,14,65,6.7,晴,西,6,6
2025-01-08,2,3,3,1,4404,岸蔭亮,6,63,6.75,晴,西,6,6
2025-01-08,2,3,4,2,3957,大谷直弘,50,13,6.79,晴,西,6,6
2025-01-08,2,3,5,3,3998,冨成謙児,15,35,6.68,晴,西,6,6
2025-01-08,2,3,6,6,5388,佐野優都,28,64,6.75,晴,西,6,6
2025-01-08,2,4,1,4,4944,田代達也,62,15,6.7,晴,西,6,6
2025-01-08,2,4,2,5,5299,西丸敦基,11,11,6.72,晴,西,6,6
2025-01-08,2,4,3,6,4002,古結宏,2,52,6.74,晴,西,6,6
2025-01-08,2,4,4,3,3711,江本真治,12,59,6.77,晴,西,6,6
2025-01-08,2,4,5,2,4113,木村浩士,60,62,6.8,晴,西,6,6
2025-01-08,2,4,6,1,4635,峰重力也,32,17,6.72,晴,西,6,6
2025-01-08,2,5,1,1,4041,小林基樹,39,7,6.64,晴,西,6,6
2025-01-08,2,5,2,6,4877,鈴谷一平,22,29,6.73,晴,西,6,6
2025-01-08,2,5,3,2,3949,今出晋二,48,37,6.7,晴,西,6,6
2025-01-08,2,5,4,3,3702,貞兼淳二,37,38,6.72,晴,西,6,6
2025-01-08,2,5,5,4,4164,岩永節也,43,18,6.62,晴,西,6,6
2025-01-08,2,5,6,5,4072,森永淳,5,54,6.74,晴,西,6,6
2025-01-08,2,7,1,1,3572,安田政彦,59,55,6.73,晴,西,6,6
2025-01-08,2,7,2,6,5298,水谷理人,8,32,6.71,晴,西,6,6
2025-01-08,2,7,3,2,4516,野口勝弘,38,45,6.68,晴,西,6,6
2025-01-08,2,7,4,3,2878,富山弘幸,51,60,6.82,晴,西,6,6
2025-01-08,2,7,5,4,5053,山口広樹,54,5,6.68,晴,西,6,6
2025-01-08,2,7,6,5,4182,吉田和仁,61,41,6.68,晴,西,6,6
2025-01-08,2,8,1,1,4761,山田晃大,55,27,6.61,晴,西,6,6
2025-01-08,2,8,2,2,3849,中岡正彦,64,10,6.68,晴,西,6,6
2025-01-08,2,8,3,4,4706,三浦洋次朗,44,31,6.72,晴,西,6,6
2025-01-08,2,8,4,5,4404,岸蔭亮,6,63,6.7,晴,西,6,6
2025-01-08,2,8,5,6,5152,丸山祐也,45,30,6.71,晴,西,6,6
2025-01-08,2,8,6,3,4106,坂井康嗣,56,6,6.69,晴,西,6,6
2025-01-08,2,9,1,1,3284,渡邊伸太郎,25,22,6.72,晴,西,6,6
2025-01-08,2,9,2,3,4977,馬野耀,14,65,6.67,晴,西,6,6
2025-01-08,2,9,3,4,4356,長岡良也,65,57,6.66,晴,西,6,6
2025-01-08,2,9,4,6,5299,西丸敦基,11,11,6.78,晴,西,6,6
2025-01-08,2,9,5,2,4025,山本隆幸,26,48,6.72,晴,西,6,6
2025-01-08,2,9,6,5,5255,藤原仙二,31,40,6.63,晴,西,6,6
2025-01-08,2,10,1,1,4365,盛本真輔,53,44,6.67,晴,西,6,6
2025-01-08,2,10,2,2,4677,片橋幸貴,1,9,6.63,晴,西,6,6
2025-01-08,2,10,3,3,4113,木村浩士,60,62,6.72,晴,西,6,6
2025-01-08,2,10,4,5,4601,森野正弘,33,46,6.72,晴,西,6,6
2025-01-08,2,10,5,6,3998,冨成謙児,15,35,6.68,晴,西,6,6
2025-01-08,2,10,6,4,4969,町田洸希,24,16,6.77,晴,西,6,6
2025-01-08,2,11,1,1,4516,野口勝弘,38,45,6.69,晴,西,6,6
2025-01-08,2,11,2,3,4389,伊藤喜智,27,24,6.68,晴,西,6,6
2025-01-08,2,11,3,2,4877,鈴谷一平,22,29,6.67,晴,西,6,6
2025-01-08,2,11,4,4,4743,木村仁紀,35,25,6.76,晴,西,6,6
2025-01-08,2,11,5,5,3711,江本真治,12,59,6.74,晴,西,6,6
2025-01-08,2,11,6,6,4813,宮内直哉,3,12,6.83,晴,西,6,6
2025-01-08,2,12,1,3,5298,水谷理人,8,32,6.76,晴,西,6,6
2025-01-08,2,12,2,1,4072,森永淳,5,54,6.72,晴,西,6,6
2025-01-08,2,12,3,4,4761,山田晃大,55,27,6.64,晴,西,6,6
2025-01-08,2,12,4,5,4593,小坂宗司,41,14,6.62,晴,西,6,6
2025-01-08,2,12,5,2,4002,古結宏,2,52,6.68,晴,西,6,6
2025-01-08,2,12,6,6,3957,大谷直弘,50,13,6.66,晴,西,6,6
2025-01-10,3,1,1,4,3702,貞兼淳二,37,38,6.71,曇り,南西,4,4
2025-01-10,3,1,2,3,3572,安田政彦,59,55,6.69,曇り,南西,4,4
2025-01-10,3,1,3,6,3850,小川知行,47,34,6.62,曇り,南西,4,4
2025-01-10,3,1,4,1,3949,今出晋二,48,37,6.68,曇り,南西,4,4
2025-01-10,3,1,5,5,5388,佐野優都,28,64,6.72,曇り,南西,4,4
2025-01-10,3,1,6,2,5059,冨田祥,20,51,6.71,曇り,南西,4,4
2025-01-10,3,3,1,3,5109,川崎智稔,30,8,6.77,曇り,南西,5,5
2025-01-10,3,3,2,4,3711,江本真治,12,59,6.71,曇り,南西,5,5
2025-01-10,3,3,3,1,5255,藤原仙二,31,40,6.65,曇り,南西,5,5
2025-01-10,3,3,4,5,4365,盛本真輔,53,44,6.67,曇り,南西,5,5
2025-01-10,3,3,5,6,3284,渡邊伸太郎,25,22,6.75,曇り,南西,5,5
2025-01-10,3,3,6,2,4164,岩永節也,43,18,6.75,曇り,南西,5,5
2025-01-10,3,6,1,3,4516,野口勝弘,38,45,6.64,曇り,南西,6,6
2025-01-10,3,6,2,4,4025,山本隆幸,26,48,6.7,曇り,南西,6,6
2025-01-10,3,6,3,6,4113,木村浩士,60,62,6.73,曇り,南西,6,6
2025-01-10,3,6,4,1,2878,富山弘幸,51,60,6.71,曇り,南西,6,6
2025-01-10,3,6,5,2,4813,宮内直哉,3,12,6.74,曇り,南西,6,6
