開催日,日目,レース,艇,着,登番,モーター,ボート,展示,3連単オッズ
2025-01-01,3,1,1,1,5043,13,14,6.89,4.7
2025-01-01,3,1,2,2,5224,54,34,6.93,4.7
2025-01-01,3,1,4,3,5218,25,32,6.85,4.7
2025-01-01,3,1,3,4,5173,63,44,6.9,4.7
2025-01-01,3,1,6,5,3910,9,35,6.87,4.7
2025-01-01,3,1,5,6,4020,26,37,6.86,4.7
2025-01-01,3,3,1,1,3401,65,60,6.86,13.7
2025-01-01,3,3,2,2,3907,40,58,6.9,13.7
2025-01-01,3,3,3,3,3660,8,4,6.93,13.7
2025-01-01,3,3,4,4,4529,3,3,6.9,13.7
2025-01-01,3,3,5,5,4739,6,9,6.91,13.7
2025-01-01,3,3,6,6,5326,10,5,6.83,13.7
2025-01-01,3,4,1,1,3478,61,48,6.84,102.3
2025-01-01,3,4,5,2,4776,23,64,6.95,102.3
2025-01-01,3,4,6,3,4931,21,28,6.86,102.3
2025-01-01,3,4,4,4,3568,36,50,6.85,102.3
2025-01-01,3,4,2,5,4220,43,6,6.81,102.3
2025-01-01,3,4,3,6,4772,58,31,6.88,102.3
2025-01-01,3,5,1,1,3832,41,53,6.81,16.0
2025-01-01,3,5,4,2,4459,27,22,6.88,16.0
2025-01-01,3,5,3,3,3442,18,43,6.85,16.0
2025-01-01,3,5,6,4,5298,33,11,6.87,16.0
2025-01-01,3,5,2,5,5265,47,61,6.83,16.0
2025-01-01,3,5,5,6,5037,46,47,6.82,16.0
2025-01-01,3,6,1,1,3975,35,33,6.83,18.2
2025-01-01,3,6,4,2,3908,34,21,6.85,18.2
2025-01-01,3,6,6,3,4894,29,12,6.87,18.2
2025-01-01,3,6,3,4,4452,49,52,6.92,18.2
2025-01-01,3,6,5,5,5352,4,19,6.86,18.2
2025-01-01,3,6,2,6,4020,26,37,6.94,18.2
2025-01-01,3,7,2,1,4348,66,23,6.9,101.9
2025-01-01,3,7,5,2,4030,53,26,6.93,101.9
2025-01-01,3,7,3,3,3910,9,35,6.96,101.9
2025-01-01,3,7,1,4,4852,28,57,6.85,101.9
2025-01-01,3,7,6,5,3710,32,66,6.88,101.9
2025-01-01,3,7,4,6,5215,31,15,6.78,101.9
2025-01-01,3,8,1,1,5136,16,55,6.81,33.7
2025-01-01,3,8,5,2,4821,57,20,6.87,33.7
2025-01-01,3,8,3,3,5218,25,32,6.82,33.7
2025-01-01,3,8,2,4,4529,3,3,6.94,33.7
2025-01-01,3,8,4,5,4583,45,25,6.92,33.7
2025-01-01,3,8,6,6,4220,43,6,6.87,33.7
2025-01-01,3,9,2,1,4437,52,18,6.93,35.8
2025-01-01,3,9,1,2,3442,18,43,6.82,35.8
2025-01-01,3,9,4,3,3478,61,48,6.89,35.8
2025-01-01,3,9,3,4,4739,6,9,6.86,35.8
2025-01-01,3,9,5,5,5224,54,34,6.83,35.8
2025-01-01,3,9,6,6,3509,19,54,6.82,35.8
2025-01-01,3,10,1,1,3908,34,21,6.88,3.1
2025-01-01,3,10,2,2,4776,23,64,6.9,3.1
2025-01-01,3,10,3,3,5037,46,47,6.84,3.1
2025-01-01,3,10,5,4,4260,51,49,7.01,3.1
2025-01-01,3,10,6,5,3578,39,17,6.92,3.1
2025-01-01,3,10,4,6,3855,11,51,6.91,3.1
2025-01-01,3,12,2,1,4772,58,31,6.91,36.0
2025-01-01,3,12,1,2,4459,27,22,6.89,36.0
2025-01-01,3,12,3,3,3975,35,33,6.88,36.0
2025-01-01,3,12,5,4,5136,16,55,6.82,36.0
2025-01-01,3,12,4,5,3401,65,60,6.94,36.0
2025-01-01,3,12,6,6,4348,66,23,6.87,36.0
2025-01-02,4,1,1,1,4821,57,20,6.8,6.4
2025-01-02,4,1,2,2,3660,8,4,6.96,6.4
2025-01-02,4,1,3,3,4020,26,37,6.91,6.4
2025-01-02,4,1,5,4,3710,32,66,6.91,6.4
2025-01-02,4,1,4,5,5265,47,61,6.86,6.4
2025-01-02,4,1,6,6,5352,4,19,6.89,6.4
2025-01-02,4,2,2,1,4348,66,23,6.88,52.1
2025-01-02,4,2,1,2,5173,63,44,6.88,52.1
2025-01-02,4,2,6,3,4894,29,12,6.87,52.1
2025-01-02,4,2,3,4,3478,61,48,6.93,52.1
2025-01-02,4,2,4,5,4154,60,7,6.85,52.1
2025-01-02,4,2,5,6,4852,28,57,6.95,52.1
2025-01-02,4,3,1,1,3509,19,54,6.88,24.8
2025-01-02,4,3,2,2,3401,65,60,6.89,24.8
2025-01-02,4,3,5,3,4437,52,18,6.89,24.8
2025-01-02,4,3,4,4,4452,49,52,6.96,24.8
2025-01-02,4,3,3,5,4529,3,3,6.89,24.8
2025-01-02,4,3,6,6,5215,31,15,6.82,24.8
2025-01-02,4,5,1,1,3442,18,43,6.79,21.9
2025-01-02,4,5,4,2,4030,53,26,6.89,21.9
2025-01-02,4,5,2,3,3855,11,51,6.81,21.9
2025-01-02,4,5,5,4,4776,23,64,6.87,21.9
2025-01-02,4,5,3,5,3910,9,35,6.82,21.9
2025-01-02,4,5,6,6,5298,33,11,6.86,21.9
2025-01-02,4,6,1,1,3908,34,21,6.85,6.0
2025-01-02,4,6,3,2,4583,45,25,6.81,6.0
2025-01-02,4,6,4,3,4459,27,22,6.95,6.0
2025-01-02,4,6,5,4,5352,4,19,6.9,6.0
2025-01-02,4,6,2,5,3568,36,50,6.92,6.0
2025-01-02,4,6,6,6,5265,47,61,6.9,6.0
2025-01-02,4,7,5,1,4772,58,31,6.87,18.4
2025-01-02,4,7,1,2,3907,40,58,6.75,18.4
2025-01-02,4,7,3,3,4220,43,6,6.81,18.4
2025-01-02,4,7,6,4,4739,6,9,6.81,18.4
2025-01-02,4,7,4,5,5173,63,44,6.89,18.4
2025-01-02,4,7,2,6,3710,32,66,6.78,18.4
2025-01-02,4,9,1,1,4776,23,64,6.88,6.7
2025-01-02,4,9,3,2,4030,53,26,6.92,6.7
2025-01-02,4,9,4,3,3478,61,48,6.96,6.7
2025-01-02,4,9,5,4,4348,66,23,6.91,6.7
2025-01-02,4,9,6,5,3509,19,54,6.85,6.7
2025-01-02,4,9,2,6,3578,39,17,6.92,6.7
2025-01-02,4,10,1,1,5136,16,55,6.85,4.9
2025-01-02,4,10,2,2,3908,34,21,6.93,4.9
2025-01-02,4,10,3,3,4452,49,52,6.98,4.9
2025-01-02,4,10,6,4,3907,40,58,6.92,4.9
2025-01-02,4,10,5,5,4459,27,22,6.91,4.9
2025-01-02,4,10,4,6,3401,65,60,6.87,4.9
2025-01-02,4,11,1,1,4772,58,31,6.81,12.2
2025-01-02,4,11,4,2,5043,13,14,6.9,12.2
2025-01-02,4,11,3,3,5224,54,34,6.88,12.2
2025-01-02,4,11,2,4,4437,52,18,6.96,12.2
2025-01-02,4,11,6,5,3442,18,43,6.84,12.2
2025-01-02,4,11,5,6,4931,21,28,6.89,12.2
2025-01-02,4,12,1,1,5037,46,47,6.78,63.7
2025-01-02,4,12,5,2,4583,45,25,6.81,63.7
2025-01-02,4,12,3,3,4154,60,7,6.76,63.7
2025-01-02,4,12,6,4,4529,3,3,6.84,63.7
2025-01-02,4,12,2,5,4852,28,57,6.81,63.7
2025-01-02,4,12,4,6,4739,6,9,6.81,63.7
2025-01-03,5,1,3,1,3568,36,50,6.74,17.3
2025-01-03,5,1,4,2,3832,41,53,6.77,17.3
2025-01-03,5,1,2,3,3910,9,35,6.81,17.3
2025-01-03,5,1,5,4,4020,26,37,6.8,17.3
2025-01-03,5,1,1,5,5265,47,61,6.76,17.3
2025-01-03,5,1,6,6,5326,10,5,6.76,17.3
2025-01-03,5,2,4,1,4220,43,6,6.71,56.1
2025-01-03,5,2,1,2,5215,31,15,6.67,56.1
2025-01-03,5,2,2,3,4583,45,25,6.71,56.1
2025-01-03,5,2,3,4,4852,28,57,6.77,56.1
2025-01-03,5,2,5,5,3660,8,59,6.78,56.1
2025-01-03,5,2,6,6,5352,4,19,6.76,56.1
2025-01-03,5,3,4,1,3855,11,51,6.72,461.6
2025-01-03,5,3,3,2,4260,51,49,6.86,461.6
2025-01-03,5,3,2,3,3509,19,54,6.66,461.6
2025-01-03,5,3,6,4,5037,46,47,6.64,461.6
2025-01-03,5,3,5,5,4529,3,3,6.77,461.6
2025-01-03,5,3,1,6,5218,25,32,6.66,461.6
