開催日,日目,レース,艇,着,登番,モーター,ボート,展示,3連単オッズ
2019-01-01,4,1,1,1,4739,55,19,6.79,5.7
2019-01-01,4,1,2,2,4852,40,31,6.77,5.7
2019-01-01,4,1,4,3,4821,48,2,6.71,5.7
2019-01-01,4,1,3,4,4931,14,25,6.72,5.7
2019-01-01,4,1,6,5,4946,57,13,6.81,5.7
2019-01-01,4,1,5,6,5032,18,30,6.85,5.7
2019-01-01,4,2,1,1,3478,44,52,6.78,13.3
2019-01-01,4,2,3,2,4034,51,34,6.63,13.3
2019-01-01,4,2,4,3,3660,19,22,6.76,13.3
2019-01-01,4,2,6,4,4154,38,23,6.72,13.3
2019-01-01,4,2,2,5,4187,49,59,6.76,13.3
2019-01-01,4,2,5,6,5059,39,33,6.9,13.3
2019-01-01,4,3,2,1,3064,6,8,6.8,75.2
2019-01-01,4,3,1,2,4010,2,7,6.79,75.2
2019-01-01,4,3,4,3,3568,47,14,6.76,75.2
2019-01-01,4,3,3,4,4348,43,54,6.75,75.2
2019-01-01,4,3,5,5,4583,21,43,6.72,75.2
2019-01-01,4,3,6,6,4221,11,46,6.85,75.2
2019-01-01,4,4,1,1,4185,24,20,6.69,45.4
2019-01-01,4,4,2,2,3753,8,21,6.79,45.4
2019-01-01,4,4,4,3,3832,9,18,6.73,45.4
2019-01-01,4,4,3,4,3975,22,24,6.79,45.4
2019-01-01,4,4,5,5,4437,5,28,6.81,45.4
2019-01-01,4,4,6,6,3401,20,53,6.73,45.4
2019-01-01,4,5,3,1,3837,56,35,6.69,87.1
2019-01-01,4,5,6,2,3553,16,61,6.74,87.1
2019-01-01,4,5,4,3,4260,52,12,6.78,87.1
2019-01-01,4,5,2,4,4220,45,16,6.68,87.1
2019-01-01,4,5,1,5,4452,50,5,6.65,87.1
2019-01-01,4,5,5,6,3701,54,11,6.82,87.1
2019-01-01,4,6,5,1,4030,15,55,6.72,43.7
2019-01-01,4,6,3,2,3541,13,17,6.73,43.7
2019-01-01,4,6,2,3,3578,59,26,6.73,43.7
2019-01-01,4,6,4,4,3234,1,65,6.75,43.7
2019-01-01,4,6,6,5,5032,18,30,6.75,43.7
2019-01-01,4,6,1,6,3710,41,50,6.72,43.7
2019-01-01,4,7,4,1,4459,4,62,6.68,50.7
