開催日,日目,レース,艇,着,登番,モーター,ボート,展示,3連単オッズ
2014-01-01,3,2,1,1,2887,45,9,6.79,29.3
2014-01-01,3,2,4,2,4529,48,36,6.8,29.3
2014-01-01,3,2,5,3,2698,7,46,6.94,29.3
2014-01-01,3,2,2,4,4187,37,66,6.77,29.3
2014-01-01,3,2,3,5,4309,5,4,6.85,29.3
2014-01-01,3,2,6,6,4776,62,40,6.92,29.3
2014-01-01,3,3,1,1,3660,43,35,6.82,28.7
2014-01-01,3,3,2,2,3855,41,52,6.66,28.7
2014-01-01,3,3,3,3,4459,2,21,6.8,28.7
2014-01-01,3,3,5,4,3189,46,11,6.83,28.7
2014-01-01,3,3,6,5,3166,32,26,6.72,28.7
2014-01-01,3,3,4,6,4185,25,53,6.87,28.7
2014-01-01,3,4,5,1,3832,3,37,6.82,20.5
2014-01-01,3,4,3,2,4260,36,6,6.76,20.5
2014-01-01,3,4,6,3,4220,4,56,6.79,20.5
2014-01-01,3,4,1,4,4221,50,38,6.79,20.5
2014-01-01,3,4,4,5,3137,1,39,6.77,20.5
2014-01-01,3,4,2,6,3466,9,49,6.85,20.5
2014-01-01,3,5,1,1,3064,31,23,6.74,4.8
2014-01-01,3,5,3,2,4030,66,30,6.82,4.8
2014-01-01,3,5,4,3,3478,33,54,6.82,4.8
2014-01-01,3,5,2,4,4348,38,24,6.8,4.8
2014-01-01,3,5,5,5,3492,65,34,6.8,4.8
2014-01-01,3,5,6,6,4772,35,3,6.89,4.8
2014-01-01,3,6,1,1,3543,28,1,6.72,11.7
2014-01-01,3,6,4,2,3553,61,64,6.85,11.7
2014-01-01,3,6,5,3,3910,26,51,6.82,11.7
2014-01-01,3,6,2,4,3753,10,48,6.83,11.7
2014-01-01,3,6,3,5,2698,7,46,6.81,11.7
2014-01-01,3,6,6,6,3234,8,61,6.9,11.7
2014-01-01,3,7,3,1,4020,60,2,6.73,112.5
2014-01-01,3,7,1,2,4452,44,15,6.74,112.5
2014-01-01,3,7,6,3,3907,47,12,6.69,112.5
2014-01-01,3,7,2,4,3541,39,55,6.75,112.5
2014-01-01,3,7,4,5,3855,41,52,6.76,112.5
2014-01-01,3,7,5,6,4776,62,40,6.88,112.5
2014-01-01,3,8,2,1,3908,29,32,6.66,40.1
2014-01-01,3,8,1,2,3710,63,65,6.69,40.1
2014-01-01,3,8,5,3,4185,25,53,6.73,40.1
2014-01-01,3,8,4,4,3837,30,29,6.75,40.1
2014-01-01,3,8,3,5,3137,1,39,6.74,40.1
2014-01-01,3,8,6,6,4309,5,4,6.84,40.1
2014-01-01,3,9,3,1,3568,24,63,6.72,23.3
2014-01-01,3,9,1,2,3753,10,48,6.72,23.3
2014-01-01,3,9,2,3,4459,2,21,6.79,23.3
2014-01-01,3,9,5,4,4511,27,7,6.69,23.3
2014-01-01,3,9,6,5,3832,3,37,6.81,23.3
2014-01-01,3,9,4,6,4187,37,66,6.82,23.3
2014-01-01,3,10,1,1,4260,36,6,6.65,4.8
2014-01-01,3,10,2,2,4030,66,30,6.69,4.8
2014-01-01,3,10,4,3,3543,28,1,6.83,4.8
2014-01-01,3,10,6,4,4020,60,2,6.75,4.8
2014-01-01,3,10,3,5,4529,48,36,6.78,4.8
2014-01-01,3,10,5,6,3401,6,17,6.78,4.8
2014-01-01,3,11,2,1,3837,30,29,6.68,33.3
2014-01-01,3,11,1,2,3541,39,55,6.64,33.3
2014-01-01,3,11,6,3,3478,33,54,6.71,33.3
2014-01-01,3,11,3,4,3442,11,20,6.75,33.3
2014-01-01,3,11,4,5,3189,46,11,6.68,33.3
2014-01-01,3,11,5,6,3975,12,47,6.76,33.3
2014-01-01,3,12,4,1,3064,31,23,6.64,408.1
2014-01-01,3,12,2,2,3568,24,63,6.6,408.1
