開催日,日目,レース,艇,着,登番,モーター,ボート,展示,3連単オッズ
2017-01-01,2,1,1,1,4437,19,37,6.68,21.7
2017-01-01,2,1,3,2,4642,34,1,6.76,21.7
2017-01-01,2,1,5,3,4776,46,25,6.82,21.7
2017-01-01,2,1,6,4,4821,50,40,6.72,21.7
2017-01-01,2,1,4,5,4739,48,33,6.86,21.7
2017-01-01,2,1,2,6,4511,11,11,6.78,21.7
2017-01-01,2,2,5,1,3553,21,5,6.8,81.1
2017-01-01,2,2,2,2,3189,29,63,6.72,81.1
2017-01-01,2,2,3,3,4309,56,26,6.82,81.1
2017-01-01,2,2,4,4,4170,51,61,6.77,81.1
2017-01-01,2,2,1,5,3137,64,36,6.72,81.1
2017-01-01,2,2,6,6,4946,37,12,6.81,81.1
2017-01-01,2,3,2,1,3753,18,53,6.73,26.8
2017-01-01,2,3,1,2,3855,24,13,6.72,26.8
2017-01-01,2,3,4,3,3064,17,51,6.85,26.8
2017-01-01,2,3,5,4,3478,5,62,6.87,26.8
2017-01-01,2,3,3,5,3660,7,59,6.85,26.8
2017-01-01,2,3,6,6,4931,36,34,6.8,26.8
2017-01-01,2,4,4,1,4459,32,66,6.77,41.5
2017-01-01,2,4,3,2,2887,55,15,6.8,41.5
2017-01-01,2,4,1,3,3187,47,54,6.82,41.5
2017-01-01,2,4,6,4,3832,66,20,6.85,41.5
2017-01-01,2,4,2,5,2698,40,41,6.83,41.5
2017-01-01,2,4,5,6,4852,31,38,6.79,41.5
2017-01-01,2,5,1,1,4220,65,23,6.8,7.8
2017-01-01,2,5,3,2,3975,6,10,6.78,7.8
2017-01-01,2,5,4,3,4030,9,2,6.82,7.8
2017-01-01,2,5,2,4,4020,57,32,6.72,7.8
2017-01-01,2,5,5,5,4221,35,60,6.8,7.8
2017-01-01,2,5,6,6,4894,20,44,6.81,7.8
2017-01-01,2,6,2,1,3543,52,9,6.76,9.5
2017-01-01,2,6,1,2,4529,8,16,6.8,9.5
2017-01-01,2,6,3,3,3907,16,29,6.75,9.5
2017-01-01,2,6,4,4,4452,15,35,6.87,9.5
2017-01-01,2,6,6,5,4154,59,28,6.82,9.5
2017-01-01,2,6,5,6,4946,37,12,6.81,9.5
2017-01-01,2,7,3,1,3541,33,43,6.73,37.8
2017-01-01,2,7,2,2,3578,49,48,6.85,37.8
2017-01-01,2,7,4,3,3189,29,63,6.72,37.8
2017-01-01,2,7,1,4,3710,23,64,6.82,37.8
2017-01-01,2,7,5,5,4931,36,34,6.83,37.8
2017-01-01,2,7,6,6,4583,43,19,6.75,37.8
2017-01-01,2,8,1,1,4643,45,6,6.73,3.3
2017-01-01,2,8,2,2,3837,14,58,6.82,3.3
2017-01-01,2,8,4,3,3478,5,62,6.9,3.3
2017-01-01,2,8,6,4,4852,31,38,6.88,3.3
2017-01-01,2,8,3,5,3234,10,27,6.92,3.3
2017-01-01,2,8,5,6,4309,56,26,6.86,3.3
2017-01-01,2,9,5,1,3401,1,30,6.82,399.1
2017-01-01,2,9,6,2,3660,7,59,6.85,399.1
2017-01-01,2,9,1,3,3975,6,10,6.79,399.1
2017-01-01,2,9,2,4,3137,64,36,6.85,399.1
2017-01-01,2,9,3,5,3908,39,46,6.83,399.1
2017-01-01,2,9,4,6,2698,40,41,6.93,399.1
2017-01-01,2,10,1,1,4459,32,66,6.82,6.0
2017-01-01,2,10,2,2,4437,19,37,6.91,6.0
2017-01-01,2,10,3,3,4020,57,32,6.77,6.0
2017-01-01,2,10,4,4,3855,24,13,6.8,6.0
2017-01-01,2,10,5,5,4154,59,28,6.8,6.0
2017-01-01,2,10,6,6,3553,21,5,6.84,6.0
2017-01-01,2,11,1,1,3907,16,29,6.71,10.1
2017-01-01,2,11,2,2,4220,65,23,6.82,10.1
2017-01-01,2,11,4,3,2887,55,15,6.87,10.1
2017-01-01,2,11,6,4,4170,51,61,6.79,10.1
2017-01-01,2,11,3,5,3064,17,51,6.95,10.1
2017-01-01,2,11,5,6,4583,43,19,6.8,10.1
2017-01-01,2,12,2,1,4643,45,6,6.82,152.6
2017-01-01,2,12,4,2,3578,49,48,6.95,152.6
2017-01-01,2,12,5,3,3832,66,20,6.84,152.6
2017-01-01,2,12,6,4,4452,15,35,6.84,152.6
2017-01-01,2,12,1,5,4030,9,2,6.92,152.6
2017-01-01,2,12,3,6,4739,48,33,6.8,152.6
2017-01-02,3,1,2,1,3855,24,13,6.66,578.5
2017-01-02,3,1,3,2,3137,64,36,6.86,578.5
2017-01-02,3,1,6,3,4852,31,38,6.81,578.5
2017-01-02,3,1,1,4,3832,66,20,6.78,578.5
2017-01-02,3,1,4,5,4529,8,16,6.88,578.5
2017-01-02,3,1,5,6,4020,57,32,6.76,578.5
2017-01-02,3,2,1,1,3234,10,27,6.8,14.7
2017-01-02,3,2,4,2,3187,47,54,6.89,14.7
2017-01-02,3,2,3,3,4221,35,60,6.8,14.7
2017-01-02,3,2,2,4,4170,51,61,6.78,14.7
2017-01-02,3,2,6,5,4309,56,26,6.85,14.7
