開催日,日目,レース,3連単,3連単オッズ,予測オッズ,予測誤差
2023-10-22,5,5,1-3-6,24.2,20.60530386345738,-3.5946961365426198
2023-10-22,5,7,1-2-6,20.3,13.108151447153574,-7.191848552846427
2023-10-22,5,8,1-2-4,3.4,8.747513930070221,5.347513930070221
2023-10-22,5,9,1-3-4,12.6,15.172826753772753,2.5728267537727536
2023-10-22,5,11,1-2-3,8.7,10.703042370106429,2.0030423701064297
2023-10-23,6,1,1-2-5,51.2,38.060540639838266,-13.139459360161737
2023-10-23,6,4,1-5-4,33.1,50.50455530503287,17.404555305032872
2023-10-23,6,8,1-2-4,3.8,3.7259301038237487,-0.07406989617625115
2023-10-23,6,9,1-3-4,11.5,21.81525994941386,10.31525994941386
2023-10-23,6,10,1-5-2,19.7,21.01413567043249,1.314135670432492
2023-10-23,6,12,1-2-4,12.5,7.173568024760714,-5.326431975239286
2023-10-26,1,2,1-2-3,12.4,12.488187483497455,0.08818748349745498
2023-10-26,1,5,1-3-5,69.3,35.72148637798263,-33.57851362201737
2023-10-26,1,8,1-3-2,20.6,26.7628860132131,6.1628860132131
2023-10-26,1,9,1-2-4,27.8,14.475799540478116,-13.324200459521885
2023-10-26,1,11,1-2-6,43.9,26.449291679941997,-17.450708320058002
2023-10-27,2,5,1-4-2,23.0,28.471307303389757,5.471307303389757
2023-10-27,2,7,1-5-3,25.3,25.877077296985146,0.577077296985145
2023-10-27,2,10,1-3-2,10.9,10.53709936846176,-0.36290063153824015
2023-10-27,2,11,1-4-6,31.3,22.028071658835273,-9.271928341164728
2023-10-28,3,1,1-4-5,31.8,39.87005447070865,8.070054470708651
2023-10-28,3,7,1-4-2,22.0,8.125287174967946,-13.874712825032054
2023-10-28,3,8,1-2-3,6.4,7.385718332661706,0.9857183326617056
2023-10-28,3,9,1-2-3,12.8,10.777787211631743,-2.0222127883682575
2023-10-28,3,12,1-5-3,23.3,23.770426177418294,0.4704261774182932
2023-10-29,4,1,1-3-6,84.0,53.328452331287835,-30.671547668712165
2023-10-29,4,2,1-3-4,13.4,16.7690979021019,3.3690979021019007
2023-10-29,4,3,1-3-4,38.0,20.253409943006915,-17.746590056993085
2023-10-29,4,7,1-3-4,7.6,8.458328873162863,0.8583288731628631
2023-10-29,4,9,1-3-4,22.3,16.72628438930169,-5.5737156106983115
2023-10-29,4,10,1-2-4,7.8,7.3094290858942275,-0.49057091410577236
2023-10-30,5,1,1-3-2,9.5,11.39380780815386,1.8938078081538592
2023-10-30,5,2,1-5-2,26.4,20.90321532029214,-5.496784679707858
2023-10-30,5,4,1-4-2,12.9,12.757516651384766,-0.14248334861523482
2023-10-30,5,5,1-3-4,23.3,16.124840472590623,-7.175159527409377
2023-10-30,5,6,1-3-4,5.8,13.439547767442196,7.639547767442196
2023-10-30,5,7,1-4-2,18.6,6.8681456292621474,-11.731854370737853
2023-10-30,5,10,1-2-3,6.9,7.047396242678512,0.1473962426785116
2023-10-30,5,11,1-5-3,93.9,48.65506223860713,-45.244937761392876
2023-10-30,5,12,1-3-6,13.7,17.48169714816221,3.781697148162209
2023-10-31,6,3,1-3-5,17.2,19.836804002313265,2.6368040023132657
2023-10-31,6,6,1-3-2,15.9,21.55582652173034,5.655826521730338
2023-10-31,6,7,1-4-5,29.6,19.68754550088565,-9.91245449911435
2023-10-31,6,8,1-4-2,8.5,6.826364431770498,-1.6736355682295017
2023-10-31,6,9,1-4-3,22.2,26.997407679120396,4.797407679120397
2023-10-31,6,10,1-4-3,17.5,10.235071552181852,-7.264928447818148
2023-10-31,6,11,1-3-2,14.8,8.115583519474171,-6.6844164805258295
2023-10-31,6,12,1-3-6,7.6,18.30209291617111,10.70209291617111
2023-11-01,7,1,1-6-3,34.1,77.05259709692508,42.95259709692508
2023-11-01,7,4,1-2-6,14.4,11.164842147024299,-3.2351578529757017
2023-11-01,7,6,1-3-2,6.1,8.942799289279021,2.8427992892790215
2023-11-01,7,8,1-3-5,18.9,38.148439793364304,19.248439793364305
2023-11-01,7,9,1-4-3,21.3,16.237705282645432,-5.062294717354568
2023-11-01,7,10,1-2-3,20.0,24.323452445049828,4.323452445049828
2023-11-01,7,12,1-4-3,16.9,12.229962638447361,-4.670037361552637
2023-11-05,1,3,1-3-5,35.4,14.170014259180226,-21.22998574081977
2023-11-05,1,4,1-4-2,136.1,38.88975248250627,-97.21024751749373
2023-11-05,1,5,1-3-2,5.8,34.057034668552404,28.257034668552404
2023-11-05,1,8,1-3-4,23.4,37.550302612841,14.150302612841003
2023-11-05,1,10,1-6-2,112.1,91.34814987673477,-20.75185012326523
2023-11-05,1,11,1-3-6,81.9,41.956040470060564,-39.94395952993944
2023-11-05,1,12,1-2-3,11.0,8.680429061999238,-2.319570938000762
2023-11-06,2,1,1-3-6,23.7,39.81087373785795,16.110873737857954
2023-11-06,2,6,1-3-4,4.3,5.254196344383283,0.9541963443832833
2023-11-06,2,8,1-2-4,5.7,7.273655669755281,1.573655669755281
2023-11-06,2,9,1-6-2,25.1,38.125227789538975,13.025227789538974
2023-11-06,2,10,1-2-5,10.2,12.512510627498761,2.312510627498762
2023-11-06,2,11,1-2-6,18.3,18.60231821757583,0.30231821757583077
2023-11-07,3,2,1-3-2,29.9,16.83139120995246,-13.068608790047538
2023-11-07,3,4,1-5-2,38.8,94.38140223117951,55.58140223117951
2023-11-07,3,5,1-4-5,10.8,18.89295756243883,8.09295756243883
2023-11-07,3,7,1-3-4,37.2,17.839827940694022,-19.36017205930598
2023-11-07,3,10,1-2-4,10.8,8.131771264489235,-2.668228735510766
2023-11-07,3,11,1-6-3,35.3,43.26120244330338,7.961202443303385
2023-11-07,3,12,1-4-2,20.0,15.177218763117375,-4.822781236882625
2023-11-08,4,2,1-4-2,42.1,20.787486864142387,-21.312513135857614
2023-11-08,4,3,1-5-4,733.8,62.54550098599629,-671.2544990140036
2023-11-08,4,8,1-2-3,4.3,6.1879763896677265,1.8879763896677266
2023-11-08,4,12,1-4-2,20.2,17.236680517936474,-2.9633194820635254
2023-11-09,5,2,1-2-6,13.0,18.69014037070834,5.690140370708338
2023-11-09,5,3,1-4-2,12.1,19.158441600590514,7.058441600590514
2023-11-09,5,4,1-5-6,25.4,19.336437699881518,-6.06356230011848
2023-11-09,5,8,1-4-2,6.3,8.198398903861571,1.8983989038615716
2023-11-10,6,1,1-3-5,50.0,45.88416293014741,-4.115837069852589
2023-11-10,6,4,1-2-5,26.2,26.30566400306793,0.105664003067929
2023-11-10,6,5,1-3-4,14.8,27.344239194579135,12.544239194579134
2023-11-10,6,6,1-4-3,7.3,22.351628171021975,15.051628171021974
2023-11-10,6,7,1-4-5,13.4,19.4962145131712,6.0962145131712
2023-11-10,6,8,1-4-3,9.9,9.652269025661917,-0.2477309743380829
2023-11-10,6,9,1-4-3,8.6,11.420601019691423,2.8206010196914235
2023-11-10,6,10,1-2-6,16.4,17.80304101472591,1.4030410147259111
2023-11-10,6,11,1-3-2,12.3,17.481227328707668,5.181227328707667
2023-11-10,6,12,1-6-2,105.0,46.955566801211084,-58.044433198788916
2023-11-13,1,1,1-3-2,16.0,20.856442738377176,4.856442738377176
2023-11-13,1,5,1-3-4,37.4,24.748023178608825,-12.651976821391173
2023-11-13,1,6,1-3-2,8.3,8.115348300014919,-0.18465169998508202
2023-11-13,1,8,1-3-5,51.8,23.766954348444344,-28.033045651555653
2023-11-13,1,9,1-3-5,7.6,13.627317221743656,6.027317221743656
2023-11-13,1,10,1-5-6,88.6,43.92854110106559,-44.671458898934404
2023-11-13,1,12,1-4-2,21.8,17.709604776262044,-4.090395223737957
2023-11-14,2,1,1-3-5,14.7,17.559395902771474,2.8593959027714746
2023-11-14,2,3,1-3-2,7.5,12.746399352360923,5.246399352360923
2023-11-14,2,4,1-5-3,26.9,22.947784011549054,-3.952215988450945
2023-11-14,2,6,1-4-2,12.1,7.999638415583103,-4.100361584416897
2023-11-14,2,7,1-2-5,15.6,22.24843356912002,6.648433569120021
2023-11-14,2,12,1-3-5,24.0,10.084832812519124,-13.915167187480876
