開催日,日目,レース,3連単,3連単オッズ,予測オッズ,予測誤差
2023-04-28,1,11,1-6-2,45.1,32.06084628999083,-13.039153710009174
2023-04-28,1,12,1-2-3,9.2,9.088353770005975,-0.11164622999402418
2023-04-29,2,2,1-2-3,23.4,19.967100923523233,-3.4328990764767653
2023-04-29,2,3,1-4-6,19.6,25.65281237647629,6.05281237647629
2023-04-29,2,4,1-2-6,16.3,17.766514419916515,1.466514419916514
2023-04-29,2,5,1-3-2,6.0,11.228226972540853,5.228226972540853
2023-04-29,2,6,1-2-3,5.9,5.816474529319881,-0.08352547068011962
2023-04-29,2,7,1-4-5,12.5,23.95006753829952,11.450067538299521
2023-04-29,2,9,1-2-3,11.4,6.658966815068645,-4.741033184931355
2023-04-29,2,12,1-3-2,5.0,6.170666105345474,1.1706661053454743
2023-04-30,3,1,1-4-3,14.2,19.083318209562094,4.883318209562095
2023-04-30,3,2,1-3-4,17.4,7.88338783921504,-9.516612160784959
2023-04-30,3,3,1-2-3,20.4,20.443044601137277,0.043044601137278704
2023-04-30,3,4,1-2-3,8.9,13.988777168580274,5.088777168580274
2023-04-30,3,6,1-4-3,4.2,7.096707267397996,2.8967072673979954
2023-04-30,3,8,1-2-4,3.1,4.789914525472097,1.6899145254720973
2023-04-30,3,9,1-3-2,6.3,8.363361628896751,2.063361628896751
2023-04-30,3,10,1-3-2,5.8,8.430040496266116,2.6300404962661164
2023-04-30,3,11,1-3-2,7.8,13.040193758182083,5.240193758182083
2023-04-30,3,12,1-3-4,14.0,19.829435426886246,5.829435426886246
2023-05-01,4,1,1-2-3,7.0,7.777911762505072,0.777911762505072
2023-05-01,4,3,1-4-6,35.0,47.431880737554636,12.431880737554636
2023-05-01,4,5,1-2-4,3.7,8.566449422818216,4.866449422818216
2023-05-01,4,6,1-4-3,7.6,11.499043721595507,3.8990437215955076
2023-05-01,4,8,1-2-4,3.4,3.5158958076043016,0.11589580760430174
2023-05-01,4,9,1-5-4,25.9,21.187954637979907,-4.712045362020092
2023-05-01,4,11,1-2-3,5.3,6.11760470819263,0.8176047081926301
2023-05-01,4,12,1-2-4,9.7,8.604543477405425,-1.0954565225945743
2023-05-03,1,1,1-3-6,20.0,17.401894035648038,-2.598105964351962
2023-05-03,1,2,1-4-3,46.0,11.911939333377072,-34.08806066662293
2023-05-03,1,4,1-3-5,13.0,9.116396842721594,-3.883603157278406
2023-05-03,1,6,1-3-4,4.8,7.50147702786993,2.70147702786993
2023-05-03,1,7,1-3-2,17.3,5.708002591551012,-11.59199740844899
2023-05-03,1,9,1-4-3,17.2,14.83359238827511,-2.36640761172489
2023-05-03,1,10,1-6-4,33.1,43.583787886594145,10.483787886594143
2023-05-03,1,11,1-5-3,24.4,34.91418751526945,10.514187515269448
2023-05-03,1,12,1-2-3,9.2,13.176341731815425,3.9763417318154257
2023-05-04,2,1,1-4-2,19.2,14.201228197716109,-4.9987718022838905
2023-05-04,2,2,1-2-6,113.4,38.41825506149421,-74.9817449385058
2023-05-04,2,4,1-3-4,8.5,12.334113308397612,3.8341133083976118
2023-05-04,2,5,1-3-4,6.4,15.749331264865505,9.349331264865505
2023-05-04,2,8,1-2-4,3.4,3.774199781574617,0.374199781574617
2023-05-04,2,9,1-4-3,20.2,14.979362516201007,-5.220637483798992
2023-05-04,2,10,1-3-2,6.6,7.222866910592263,0.6228669105922631
2023-05-04,2,11,1-6-2,142.7,45.39882083375225,-97.30117916624775
2023-05-05,3,8,1-2-3,7.6,8.067490152495408,0.46749015249540804
2023-05-05,3,10,1-2-5,5.6,9.904137037779993,4.304137037779993
2023-05-05,3,11,1-4-2,29.2,42.13790985840907,12.937909858409068
2023-05-05,3,12,1-2-6,28.0,25.405006458556844,-2.5949935414431557
2023-05-06,4,3,1-5-2,51.5,19.396857660885487,-32.10314233911451
2023-05-06,4,6,1-3-4,7.3,12.708318876348898,5.408318876348898
2023-05-06,4,7,1-3-6,7.3,13.382781768222626,6.082781768222627
2023-05-06,4,11,1-4-3,19.6,10.95854384463327,-8.64145615536673
2023-05-06,4,12,1-2-3,5.2,9.26595878556082,4.065958785560819
2023-05-07,5,1,1-4-6,127.4,42.25208759659376,-85.14791240340625
2023-05-07,5,4,1-5-2,23.3,37.00185140292504,13.70185140292504
2023-05-07,5,5,1-3-4,10.9,11.112934174876171,0.21293417487617106
2023-05-07,5,7,1-5-6,17.9,28.904176016388973,11.004176016388975
2023-05-07,5,8,1-2-4,3.8,3.5909397392222564,-0.20906026077774342
2023-05-07,5,9,1-3-6,37.5,33.13510094971647,-4.364899050283533
2023-05-07,5,10,1-2-3,7.2,7.72401422489768,0.5240142248976802
2023-06-10,1,3,1-3-6,21.4,16.03994285346011,-5.360057146539887
2023-06-10,1,10,1-3-5,10.2,10.355509535593852,0.15550953559385228
2023-06-10,1,12,1-3-4,7.5,10.312910542310211,2.8129105423102114
2023-06-11,2,3,1-2-6,57.0,25.578464306467886,-31.421535693532114
2023-06-11,2,4,1-2-5,65.4,33.8942602540476,-31.505739745952404
2023-06-11,2,8,1-2-3,7.8,7.87652059365542,0.0765205936554203
2023-06-11,2,12,1-4-2,6.4,11.756184154701709,5.356184154701708
2023-06-12,3,5,1-3-4,34.6,21.59076512265024,-13.009234877349762
2023-06-12,3,7,1-4-2,22.6,19.63030817843794,-2.969691821562062
2023-06-12,3,11,1-2-3,7.5,9.631075023360276,2.1310750233602764
2023-06-13,4,1,1-2-3,7.3,15.743874068102174,8.443874068102176
2023-06-13,4,2,1-2-3,10.6,19.60186992577032,9.00186992577032
2023-06-13,4,6,1-4-3,6.3,8.083877219036596,1.7838772190365964
2023-06-13,4,10,1-3-2,3.5,6.254755558066388,2.754755558066388
2023-06-13,4,12,1-3-2,6.6,9.294491312558879,2.6944913125588794
2023-06-14,5,3,1-3-2,13.6,20.444206973013596,6.844206973013597
2023-06-14,5,7,1-3-6,12.0,20.58989862160817,8.589898621608171
2023-06-14,5,8,1-3-2,6.7,21.596169410670637,14.896169410670637
2023-06-14,5,10,1-2-3,4.2,8.651918149029166,4.451918149029166
2023-06-14,5,11,1-3-2,9.0,11.247763798723978,2.2477637987239785
2023-06-15,6,3,1-3-6,8.3,15.264812190831002,6.964812190831001
2023-06-15,6,4,1-2-3,5.9,13.82263831772644,7.92263831772644
2023-06-15,6,5,1-3-4,11.5,22.180974925869688,10.680974925869688
2023-06-15,6,6,1-3-4,4.6,8.221143555730812,3.6211435557308125
2023-06-15,6,8,1-2-4,4.2,6.6085925707653415,2.4085925707653413
2023-06-15,6,9,1-5-4,35.0,45.18283721415271,10.182837214152713
2023-06-15,6,11,1-4-2,9.1,12.658401001048304,3.5584010010483045
2023-06-15,6,12,1-5-3,23.1,34.13924235966833,11.039242359668329
2023-06-17,1,1,1-3-2,43.4,27.675878501077285,-15.724121498922713
2023-06-17,1,5,1-6-3,147.3,26.771654802399752,-120.52834519760026
2023-06-17,1,6,1-3-2,8.9,6.604434383471162,-2.2955656165288385
2023-06-17,1,7,1-2-5,5.2,8.748993087474362,3.5489930874743623
2023-06-17,1,8,1-2-4,4.0,4.381461759713049,0.38146175971304874
2023-06-17,1,9,1-3-2,9.2,7.924069284809181,-1.2759307151908184
2023-06-17,1,10,1-3-4,6.8,7.973952135986105,1.173952135986105
2023-06-17,1,11,1-5-2,46.9,23.20794568080331,-23.69205431919669
2023-06-17,1,12,1-2-3,6.9,6.00743469614132,-0.8925653038586807
2023-06-18,2,1,1-2-3,6.9,10.986432571907171,4.086432571907171
2023-06-18,2,4,1-4-2,29.7,28.42397891004718,-1.2760210899528204
2023-06-18,2,5,1-4-2,24.3,21.349098690324944,-2.950901309675057
2023-06-18,2,6,1-3-2,10.4,7.538090981411488,-2.8619090185885128
2023-06-18,2,9,1-6-3,15.2,21.854505975562564,6.654505975562564
2023-06-18,2,10,1-4-5,45.5,20.46042236458998,-25.03957763541002
2023-06-18,2,11,1-2-4,10.7,6.629457883271976,-4.070542116728023
2023-06-18,2,12,1-6-2,18.9,33.61235653852643,14.712356538526429
2023-06-19,3,1,1-4-6,224.1,33.46823736327671,-190.6317626367233
2023-06-19,3,4,1-3-6,35.4,23.028267939038184,-12.371732060961815
2023-06-19,3,6,1-3-2,19.5,13.42448648011718,-6.07551351988282
2023-06-19,3,8,1-2-3,6.7,3.7462786655587643,-2.953721334441236
2023-06-19,3,11,1-3-2,5.4,8.947976571858087,3.5479765718580865
2023-06-19,3,12,1-3-4,6.9,12.048996897717183,5.148996897717183
2023-06-20,4,3,1-2-4,16.1,15.364522210788394,-0.7354777892116076
2023-06-20,4,6,1-3-6,45.9,24.60120613591274,-21.29879386408726
2023-06-20,4,7,1-3-4,37.1,18.232444045501595,-18.867555954498407
2023-06-20,4,8,1-2-4,3.0,3.8687803417903006,0.8687803417903006
2023-06-20,4,11,1-5-2,24.8,24.73738545708932,-0.06261454291067992
2023-06-20,4,12,1-3-5,22.5,16.9260460905266,-5.573953909473399
2023-06-21,5,2,1-2-3,9.9,14.714658301932925,4.8146583019329245
2023-06-21,5,3,1-5-2,131.5,78.01824966059104,-53.48175033940896
2023-06-21,5,4,1-4-5,26.9,19.64517174908103,-7.254828250918969
2023-06-21,5,5,1-2-3,3.7,5.493640492047907,1.7936404920479072
2023-06-21,5,6,1-3-4,3.5,6.213874756278576,2.7138747562785763
2023-06-21,5,7,1-6-3,13.6,50.39284526678159,36.79284526678159
2023-06-21,5,8,1-4-5,8.9,17.19474670202245,8.294746702022449
2023-06-21,5,9,1-2-4,7.6,17.330693619259602,9.730693619259602
2023-06-21,5,11,1-5-3,86.9,27.784470443909882,-59.115529556090124
2023-06-21,5,12,1-4-6,16.4,20.080310414832972,3.6803104148329737
2023-06-23,1,1,1-3-2,29.9,16.74979975794791,-13.15020024205209
2023-06-23,1,3,1-4-6,25.1,48.316061215661044,23.216061215661043
2023-06-23,1,4,1-3-6,21.9,48.43445932841883,26.534459328418833
2023-06-23,1,6,1-4-3,9.7,15.813204753459802,6.113204753459803
2023-06-23,1,7,1-5-2,11.5,27.581880491622762,16.081880491622762
2023-06-23,1,8,1-4-5,9.6,16.5570662284702,6.957066228470202
2023-06-23,1,10,1-3-2,5.5,9.017016440617164,3.517016440617164
2023-06-23,1,11,1-6-4,89.0,74.08255995339674,-14.91744004660326
2023-06-23,1,12,1-4-5,9.9,19.29024794448285,9.39024794448285
2023-06-24,2,2,1-3-2,38.3,13.64145605719031,-24.658543942809686
2023-06-24,2,6,1-2-5,67.3,21.5569365302763,-45.743063469723694
2023-06-24,2,9,1-2-3,2.9,5.884350746109446,2.984350746109446
2023-06-24,2,11,1-5-4,29.7,62.75589137238518,33.055891372385176
2023-06-24,2,12,1-3-5,26.5,16.68672310879511,-9.81327689120489
2023-06-25,3,3,1-3-4,25.1,23.339815642175285,-1.7601843578247163
2023-06-25,3,6,1-2-3,25.2,29.046234852049224,3.846234852049225
2023-06-25,3,7,1-3-5,76.9,43.508533221518356,-33.39146677848165
2023-06-25,3,8,1-2-4,11.9,6.427308000029955,-5.472691999970046
2023-06-25,3,10,1-3-5,11.7,15.98438285104927,4.284382851049271
2023-06-25,3,12,1-4-6,22.2,21.08612754266259,-1.1138724573374077
2023-06-26,4,1,1-2-5,48.5,28.033876193987826,-20.466123806012174
2023-06-26,4,10,1-5-2,16.4,58.595739549692,42.195739549692
2023-06-26,4,11,1-2-4,11.5,10.937213331728298,-0.562786668271702
2023-06-26,4,12,1-5-3,16.0,31.120475379392413,15.120475379392413
2023-06-27,5,1,1-3-2,9.2,16.228383414187114,7.028383414187115
2023-06-27,5,2,1-4-2,10.9,20.189618971319334,9.289618971319333
2023-06-27,5,5,1-2-5,6.4,14.316840389261605,7.916840389261605
2023-06-27,5,8,1-3-4,14.0,17.057792683606106,3.057792683606106
2023-06-27,5,11,1-2-5,19.4,12.857902375054518,-6.54209762494548
2023-06-27,5,12,1-2-5,22.6,27.004043058831595,4.4040430588315935
2023-06-28,6,2,1-2-5,10.1,10.374457413316179,0.27445741331617945
2023-06-28,6,5,1-3-6,11.5,18.449985415465523,6.949985415465523
2023-06-28,6,6,1-3-4,4.3,9.408814506225873,5.108814506225873
2023-06-28,6,7,1-6-2,10.6,18.562886584967018,7.962886584967018
2023-06-28,6,8,1-3-4,15.6,21.515818544800236,5.915818544800237
2023-06-28,6,10,1-2-4,6.6,6.719357320841027,0.11935732084102746
2023-06-28,6,11,1-3-2,11.2,10.464457901576976,-0.7355420984230232
2023-06-28,6,12,1-4-5,14.0,15.408869595083267,1.4088695950832673
2023-08-01,1,1,1-2-6,28.2,34.22639975264318,6.026399752643183
2023-08-01,1,4,1-3-5,9.0,20.08904386289515,11.08904386289515
2023-08-01,1,6,1-4-2,28.8,15.839020611270438,-12.960979388729562
2023-08-01,1,7,1-2-4,22.9,15.951912689594211,-6.948087310405787
2023-08-01,1,10,1-6-3,87.8,80.92464952464114,-6.875350475358857
2023-08-01,1,11,1-2-3,5.4,8.248130080665755,2.8481300806657543
2023-08-01,1,12,1-3-5,8.5,10.17424804765142,1.6742480476514192
2023-08-02,2,2,1-3-6,42.3,30.60227639045438,-11.697723609545616
2023-08-02,2,6,1-4-2,9.6,12.773784794021418,3.1737847940214188
2023-08-02,2,7,1-3-2,6.1,9.593313060271301,3.4933130602713014
2023-08-02,2,8,1-4-5,21.8,21.62511693957569,-0.17488306042431034
2023-08-02,2,9,1-3-2,15.3,24.493298988328547,9.193298988328547
2023-08-03,3,9,1-4-2,16.1,24.151822181157996,8.051822181157995
2023-08-03,3,11,1-3-6,15.8,17.548315487481613,1.7483154874816123
2023-08-03,3,12,1-4-3,18.0,24.059588817178188,6.059588817178188
2023-08-04,4,1,1-4-3,21.9,28.540584792699992,6.640584792699993
2023-08-04,4,3,1-4-6,66.9,36.50537956551848,-30.394620434481524
2023-08-04,4,7,1-3-2,13.0,14.013511194101932,1.0135111941019321
2023-08-04,4,8,1-4-5,21.9,19.217932808580628,-2.682067191419371
2023-08-04,4,9,1-2-5,17.2,19.399535666847196,2.199535666847197
2023-08-04,4,11,1-5-4,67.4,51.0040167175712,-16.39598328242881
2023-08-05,5,5,1-2-3,14.7,23.804145205230988,9.104145205230989
2023-08-05,5,6,1-4-2,7.3,11.196440913640714,3.8964409136407143
2023-08-05,5,7,1-5-6,22.6,40.45114333404676,17.85114333404676
2023-08-05,5,8,1-3-4,9.6,8.756080385520235,-0.8439196144797645
2023-08-05,5,9,1-3-2,6.8,5.934159183966947,-0.8658408160330531
2023-08-05,5,11,1-3-4,5.5,11.588233685187301,6.088233685187301
2023-08-06,6,3,1-6-5,31.4,29.616245653423103,-1.7837543465768952
2023-08-06,6,8,1-4-3,12.7,9.512365688839928,-3.187634311160071
2023-08-06,6,10,1-3-2,5.0,8.140131956099804,3.140131956099804
2023-08-06,6,12,1-3-6,10.3,22.706974685192506,12.406974685192505
2023-08-07,7,1,1-2-6,212.1,39.1053627326215,-172.9946372673785
2023-08-07,7,2,1-2-4,11.3,11.095915079938619,-0.20408492006138168
2023-08-07,7,3,1-5-2,87.0,80.4904003057038,-6.509599694296199
2023-08-07,7,4,1-2-3,20.4,37.19933597224327,16.79933597224327
2023-08-07,7,5,1-5-4,28.9,32.93994206561017,4.03994206561017
2023-08-07,7,6,1-3-4,5.0,5.291376649445617,0.2913766494456169
2023-08-07,7,9,1-4-3,22.1,40.08153832563599,17.981538325635988
2023-08-07,7,10,1-4-3,13.9,17.10041627740562,3.200416277405621
2023-08-07,7,12,1-5-2,28.3,21.7519530192436,-6.5480469807564
2023-08-10,1,3,1-3-4,8.8,15.093673410982502,6.293673410982501
2023-08-10,1,4,1-3-6,19.2,23.439431305870443,4.239431305870443
2023-08-10,1,5,1-2-5,6.6,13.092613843512764,6.492613843512764
2023-08-10,1,6,1-4-5,18.5,15.129173237596477,-3.3708267624035226
2023-08-10,1,8,1-2-4,3.7,4.612451590401183,0.912451590401183
2023-08-10,1,9,1-4-2,12.4,11.204050115914509,-1.1959498840854916
2023-08-10,1,11,1-2-3,7.6,7.441207635852333,-0.15879236414766673
2023-08-11,2,2,1-3-4,19.5,15.396820439654386,-4.103179560345614
2023-08-11,2,5,1-5-2,14.3,31.201219148148404,16.901219148148403
2023-08-11,2,8,1-2-4,3.7,4.631681865563578,0.9316818655635775
2023-08-11,2,10,1-6-4,50.6,26.942886604238197,-23.657113395761804
2023-08-11,2,11,1-4-3,30.2,19.859744183229854,-10.340255816770146
2023-08-12,3,2,1-3-6,48.5,26.482683237593786,-22.017316762406214
2023-08-13,4,3,1-4-3,13.5,15.967978410338908,2.467978410338908
2023-08-13,4,4,1-5-2,8.1,17.72809854500625,9.628098545006251
2023-08-13,4,7,1-4-5,66.2,31.678626690620632,-34.52137330937937
2023-08-13,4,8,1-4-2,5.6,6.7623451241793,1.1623451241793
2023-08-13,4,9,1-2-3,5.9,6.268143120675731,0.36814312067573063
2023-08-13,4,12,1-5-4,42.9,27.530346472376092,-15.369653527623907
2023-08-14,5,4,1-3-5,28.3,17.186026640921757,-11.113973359078244
2023-08-14,5,5,1-2-6,7.4,12.417739805719217,5.017739805719216
2023-08-14,5,6,1-4-2,8.6,17.095937513227963,8.495937513227963
2023-08-14,5,8,1-2-4,3.6,4.638080989691663,1.0380809896916632
2023-08-14,5,9,1-2-3,6.6,7.065621805093797,0.46562180509379747
2023-08-14,5,11,1-3-2,6.3,7.27566641844267,0.9756664184426702
2023-08-14,5,12,1-3-2,20.5,22.41248074508811,1.9124807450881107
2023-08-16,6,2,1-4-5,10.0,13.160041405329281,3.160041405329281
2023-08-16,6,4,1-2-6,6.5,14.297327343494281,7.797327343494281
2023-08-16,6,5,1-4-6,7.3,19.113921560989088,11.813921560989087
2023-08-16,6,6,1-3-2,9.7,7.410739306032926,-2.2892606939670737
2023-08-16,6,7,1-3-2,16.2,21.33155032389956,5.13155032389956
2023-08-16,6,8,1-3-5,22.3,23.62726952128044,1.3272695212804386
2023-08-16,6,9,1-3-6,8.4,16.188844499897073,7.788844499897072
2023-08-16,6,11,1-3-4,19.2,8.556254337435226,-10.643745662564774
2023-08-16,6,12,1-4-6,42.5,29.67491130935787,-12.82508869064213
2023-09-25,1,3,1-2-4,142.2,42.18176843264713,-100.01823156735286
2023-09-25,1,4,1-2-5,31.7,28.599469133888803,-3.100530866111196
2023-09-25,1,8,1-5-4,53.9,48.952524822750675,-4.9474751772493235
2023-09-26,2,6,1-4-2,14.5,13.083779345900192,-1.4162206540998081
2023-09-26,2,8,1-5-4,18.5,33.281037519909184,14.781037519909184
2023-09-26,2,9,1-2-3,5.6,6.966480011107758,1.3664800111077584
2023-09-26,2,10,1-3-6,14.3,22.22767426920089,7.927674269200889
2023-09-26,2,12,1-5-4,24.5,23.02970067027193,-1.4702993297280713
2023-09-27,3,3,1-3-6,18.2,26.226111567092357,8.026111567092357
2023-09-27,3,4,1-2-6,18.1,19.94424955807992,1.8442495580799196
2023-09-27,3,5,1-3-2,11.4,8.976142989055202,-2.4238570109447988
2023-09-27,3,8,1-4-6,24.8,35.395389241865004,10.595389241865004
2023-09-27,3,9,1-2-3,33.1,9.257623889840644,-23.842376110159357
2023-09-27,3,10,1-3-4,5.0,9.18444106595744,4.18444106595744
2023-09-27,3,11,1-3-4,7.9,10.583383490771954,2.683383490771954
2023-09-27,3,12,1-2-4,6.6,6.827823644453149,0.2278236444531494
2023-09-28,4,1,1-2-5,17.8,12.176381353773522,-5.623618646226479
2023-09-28,4,2,1-6-2,9.3,12.735539668266744,3.4355396682667436
2023-09-28,4,6,1-2-3,11.0,10.194025793541355,-0.8059742064586448
2023-09-28,4,7,1-3-4,4.8,8.376312876538515,3.5763128765385153
2023-09-28,4,8,1-2-4,3.7,6.3181078345906,2.6181078345905995
2023-09-28,4,10,1-5-6,196.3,59.23243237173952,-137.0675676282605
2023-09-28,4,12,1-5-4,24.0,20.600640869352432,-3.399359130647568
2023-09-29,5,4,1-3-6,16.1,27.618741644099853,11.518741644099851
2023-09-29,5,5,1-2-3,49.6,10.29425455890524,-39.30574544109476
2023-09-29,5,9,1-2-3,7.1,10.79230167179227,3.6923016717922703
2023-09-29,5,10,1-3-2,7.0,6.4311409626475395,-0.5688590373524605
2023-09-29,5,11,1-2-3,4.3,5.902816354493822,1.6028163544938225
2023-09-29,5,12,1-4-5,30.2,22.277553076664436,-7.922446923335563
2023-09-30,6,1,1-3-6,16.8,14.99167083279918,-1.8083291672008208
2023-09-30,6,5,1-5-6,8.2,14.36981830842553,6.169818308425532
2023-09-30,6,7,1-3-6,7.5,20.998710962589104,13.498710962589104
2023-09-30,6,8,1-4-2,7.4,8.952565743010716,1.5525657430107156
2023-09-30,6,9,1-2-6,17.6,22.112969533742348,4.512969533742346
2023-09-30,6,10,1-6-5,198.2,72.17297237328432,-126.02702762671566
2023-09-30,6,12,1-2-4,18.8,7.226988890298319,-11.573011109701682
2023-10-06,1,2,1-3-2,23.0,22.961095863103473,-0.03890413689652661
2023-10-06,1,4,1-5-4,213.8,102.4616505199845,-111.33834948001551
2023-10-06,1,6,1-3-2,7.1,11.591968025447912,4.491968025447912
2023-10-06,1,8,1-2-4,3.8,5.90960332309412,2.1096033230941202
2023-10-06,1,10,1-3-6,8.6,23.155746080908788,14.555746080908788
2023-10-06,1,12,1-4-3,8.1,13.909838476813206,5.809838476813207
2023-10-07,2,6,1-3-2,10.8,15.371997816508701,4.5719978165087
2023-10-07,2,8,1-5-2,39.8,54.30002270650692,14.500022706506925
2023-10-07,2,10,1-2-5,32.2,22.74662700875321,-9.453372991246791
2023-10-08,3,4,1-2-6,14.0,14.072620200354903,0.07262020035490302
2023-10-08,3,6,1-6-3,83.6,52.13698964432431,-31.463010355675685
2023-10-08,3,7,1-2-6,29.0,21.842304333572674,-7.157695666427326
2023-10-08,3,8,1-2-4,4.3,7.531108581119604,3.231108581119604
2023-10-08,3,10,1-2-4,4.9,5.804748961203121,0.9047489612031203
2023-10-08,3,11,1-3-5,12.4,17.42612711014842,5.026127110148421
2023-10-08,3,12,1-6-2,16.6,36.80885115388461,20.20885115388461
2023-10-09,4,2,1-4-3,22.0,19.09939738385274,-2.9006026161472604
2023-10-09,4,3,1-4-2,38.1,31.062293656359707,-7.037706343640295
2023-10-09,4,5,1-6-2,6.8,26.795498607831874,19.995498607831873
2023-10-09,4,6,1-2-3,14.4,17.44449597671224,3.0444959767122395
2023-10-09,4,7,1-2-6,10.9,12.11290870463739,1.212908704637389
2023-10-09,4,8,1-2-3,10.4,5.6019575232743355,-4.798042476725665
2023-10-09,4,9,1-2-4,6.9,15.545435359336778,8.645435359336778
2023-10-09,4,10,1-2-3,5.8,9.018145397920778,3.218145397920778
2023-10-09,4,11,1-3-4,9.9,8.875415844587568,-1.0245841554124322
2023-10-09,4,12,1-3-4,17.6,11.304314994795197,-6.295685005204804
2023-10-11,1,2,1-4-2,45.6,20.19396537766865,-25.40603462233135
2023-10-11,1,3,1-2-6,18.2,45.42351444734166,27.22351444734166
2023-10-11,1,5,1-5-2,14.3,21.545518377852286,7.245518377852285
2023-10-11,1,8,1-2-3,5.5,9.446647308234875,3.9466473082348745
2023-10-11,1,12,1-4-5,17.5,15.217889993092871,-2.2821100069071285
2023-10-12,2,2,1-2-6,10.5,17.853648382830116,7.353648382830116
2023-10-12,2,7,1-4-2,11.7,7.956703964229426,-3.743296035770573
2023-10-12,2,8,1-2-4,4.3,6.7551586440067695,2.4551586440067696
2023-10-12,2,10,1-3-4,26.5,21.696538923178515,-4.803461076821485
2023-10-12,2,12,1-5-2,28.1,25.139160523213775,-2.9608394767862265
2023-10-13,3,1,1-2-3,9.2,17.174090546854774,7.974090546854775
2023-10-13,3,2,1-4-2,12.5,9.882149295986126,-2.6178507040138737
2023-10-13,3,4,1-3-6,10.2,18.82372383664389,8.62372383664389
2023-10-13,3,6,1-3-5,16.6,19.592081063551063,2.992081063551062
2023-10-13,3,8,1-3-2,16.6,24.5346362088303,7.934636208830298
2023-10-13,3,9,1-2-3,36.5,16.569113916471768,-19.930886083528232
2023-10-13,3,10,1-3-2,5.5,10.639802033532781,5.139802033532781
2023-10-13,3,12,1-4-3,17.4,17.813274308987644,0.4132743089876456
2023-10-14,4,6,1-3-5,15.5,20.276576431271707,4.776576431271707
2023-10-14,4,7,1-2-3,6.5,10.30998071434001,3.8099807143400106
2023-10-14,4,8,1-2-4,4.6,7.242866325612136,2.642866325612136
2023-10-14,4,11,1-4-3,38.9,19.180399155114007,-19.719600844885992
2023-10-14,4,12,1-2-5,12.5,12.86604047602994,0.3660404760299407
2023-10-15,5,1,1-2-4,17.6,11.923892705168788,-5.676107294831214
2023-10-15,5,4,1-6-5,88.3,36.311105661827554,-51.98889433817244
2023-10-15,5,5,1-5-6,9.0,18.98236988018454,9.982369880184539
2023-10-15,5,7,1-6-4,19.0,32.09137094156137,13.091370941561372
2023-10-15,5,10,1-3-2,8.3,8.846191985196116,0.5461919851961152
2023-10-15,5,11,1-5-2,16.7,17.45517318880687,0.7551731888068716
2023-10-15,5,12,1-5-2,93.0,48.10255338194066,-44.89744661805934
2023-10-16,6,1,1-4-2,29.9,28.365801786795096,-1.5341982132049026
2023-10-16,6,2,1-2-3,12.4,10.878208952931177,-1.5217910470688238
2023-10-16,6,3,1-3-6,28.5,30.779389698676248,2.2793896986762476
2023-10-16,6,4,1-6-4,38.4,45.60178643870236,7.201786438702364
2023-10-16,6,5,1-2-6,21.7,22.101472961417123,0.40147296141712374
2023-10-16,6,6,1-2-3,12.6,19.759689572942776,7.159689572942776
2023-10-16,6,7,1-3-5,37.3,31.521053265608664,-5.778946734391333
2023-10-16,6,8,1-5-4,27.1,19.5666528840146,-7.5333471159854
2023-10-16,6,9,1-3-4,10.8,15.924591873744266,5.124591873744265
2023-10-16,6,10,1-5-4,82.5,52.537681485522256,-29.962318514477744
2023-10-16,6,11,1-3-5,15.1,11.442136858053276,-3.6578631419467236
2023-10-16,6,12,1-4-3,14.5,13.333589329109422,-1.1664106708905777
2023-10-18,1,3,1-5-6,120.1,50.44563731366298,-69.65436268633701
2023-10-18,1,7,1-3-6,6.3,21.097265426891145,14.797265426891144
2023-10-18,1,8,1-4-2,6.1,13.149250470616153,7.049250470616153
2023-10-18,1,10,1-3-2,9.7,13.377714283574171,3.677714283574172
2023-10-18,1,11,1-2-4,10.4,9.01230548012747,-1.3876945198725306
2023-10-19,2,1,1-4-3,11.1,24.862403762817813,13.762403762817813
2023-10-19,2,2,1-3-4,26.5,20.794477040280125,-5.705522959719875
2023-10-19,2,3,1-2-3,33.0,26.135485217732832,-6.864514782267168
2023-10-19,2,4,1-3-2,7.3,19.075765457938303,11.775765457938302
2023-10-19,2,5,1-2-3,8.5,17.772168405136817,9.272168405136817
2023-10-19,2,7,1-3-2,5.8,11.317090424806507,5.517090424806507
2023-10-19,2,12,1-3-4,11.8,9.860504056305068,-1.9394959436949328
2023-10-20,3,4,1-4-6,86.6,43.73813940792621,-42.86186059207378
2023-10-20,3,6,1-3-2,9.9,20.673726684541865,10.773726684541865
2023-10-20,3,8,1-2-4,3.2,6.187562038018294,2.987562038018294
2023-10-20,3,9,1-3-2,15.9,15.844995832588964,-0.05500416741103642
2023-10-20,3,10,1-3-4,6.2,12.463716278681886,6.263716278681886
2023-10-20,3,11,1-2-3,8.3,12.645466791113908,4.345466791113907
2023-10-20,3,12,1-2-5,20.8,10.378350966278422,-10.421649033721579
2023-10-21,4,3,1-3-2,14.1,28.797381827081654,14.697381827081655
2023-10-21,4,8,1-4-5,9.8,16.978549876696306,7.178549876696305
2023-10-21,4,9,1-5-2,32.9,68.97182207525766,36.071822075257664
2023-10-22,5,1,1-3-2,7.3,11.30885682009923,4.00885682009923
2023-10-22,5,2,1-2-3,50.9,14.983883999011587,-35.91611600098841
2023-10-22,5,4,1-2-3,10.3,9.05650801214711,-1.2434919878528898
