label,n_races,first_hit_rate,exacta_hit_rate,trifecta_top1_rate,trifecta_avg_neg_log_prob,trifecta_top3_rate,trifecta_top5_rate,trifecta_top10_rate,trifecta_top30_rate
テスト / 1着1号艇以外予想,2291,0.3278044522042776,0.09733740724574422,0.034482758620689655,4.758578501971157,0.10257529463116544,0.16761239633347882,0.2723701440419031,0.5569620253164557
