venue,year,month,start_day,grade,race_name
徳山,2020,1,19,G1,徳山クラウン争奪戦　開設６６周年記念競走
徳山,2020,5,21,G1,徳山クラウン争奪戦開設６７周年記念競走
徳山,2020,9,28,G1,ダイヤモンドカップ
