venue,year,month,start_day,grade,race_name
徳山,2018,2,4,G1,Ｇ１徳山クラウン争奪戦　開設６４周年記念競走
徳山,2018,11,7,G1,Ｇ１徳山クラウン争奪戦　開設６５周年記念競走
