開催日,日目,レース,開催日,着,P(1号艇1着),予測,actual_boat1_win,的中
2025-04-30,3,12,2025-04-30,5,0.49086266466977735,0,0,True
2025-05-01,4,1,2025-05-01,1,0.3638722053299894,0,1,False
2025-05-01,4,2,2025-05-01,2,0.46212191913440254,0,0,True
2025-05-01,4,3,2025-05-01,1,0.5281897615429313,1,1,True
2025-05-01,4,4,2025-05-01,1,0.631692519296475,1,1,True
2025-05-01,4,5,2025-05-01,2,0.7482708110633417,1,0,False
2025-05-01,4,6,2025-05-01,1,0.6674243946639846,1,1,True
2025-05-01,4,9,2025-05-01,3,0.5379250043375066,1,0,False
2025-05-01,4,10,2025-05-01,4,0.05392798065997449,0,0,True
2025-05-01,4,11,2025-05-01,1,0.169797186101773,0,1,False
2025-05-01,4,12,2025-05-01,2,0.12295881725627344,0,0,True
2025-05-04,1,2,2025-05-04,2,0.6487158379383197,1,0,False
2025-05-04,1,3,2025-05-04,2,0.2744044719497432,0,0,True
2025-05-04,1,4,2025-05-04,2,0.3293507395121472,0,0,True
2025-05-04,1,5,2025-05-04,2,0.4846052998936021,0,0,True
2025-05-04,1,6,2025-05-04,4,0.08185108650414558,0,0,True
2025-05-04,1,7,2025-05-04,3,0.23053772988098734,0,0,True
2025-05-04,1,8,2025-05-04,1,0.5215157620125104,1,1,True
2025-05-04,1,9,2025-05-04,2,0.6030728161141587,1,0,False
2025-05-04,1,10,2025-05-04,2,0.7195566970052353,1,0,False
2025-05-04,1,11,2025-05-04,1,0.6415349233484012,1,1,True
2025-05-05,2,1,2025-05-05,2,0.11886283042180433,0,0,True
2025-05-05,2,2,2025-05-05,3,0.04592190917561611,0,0,True
2025-05-05,2,3,2025-05-05,6,0.13589239929556587,0,0,True
2025-05-05,2,4,2025-05-05,2,0.22209696889259056,0,0,True
2025-05-05,2,6,2025-05-05,2,0.5299980011076908,1,0,False
2025-05-05,2,7,2025-05-05,1,0.63678204169264,1,1,True
2025-05-05,2,8,2025-05-05,1,0.8432715218755796,1,1,True
2025-05-05,2,9,2025-05-05,2,0.22073172423058945,0,0,True
2025-05-05,2,10,2025-05-05,1,0.4873934339363954,0,1,False
2025-05-05,2,11,2025-05-05,1,0.6487563676421678,1,1,True
2025-05-05,2,12,2025-05-05,2,0.7464841930444642,1,0,False
2025-05-06,3,2,2025-05-06,4,0.16284267047639125,0,0,True
2025-05-06,3,3,2025-05-06,2,0.5180813522010874,1,0,False
2025-05-06,3,4,2025-05-06,5,0.1656938418685523,0,0,True
2025-05-06,3,5,2025-05-06,1,0.5258661326488085,1,1,True
2025-05-06,3,6,2025-05-06,1,0.6156676121094368,1,1,True
2025-05-06,3,7,2025-05-06,1,0.18473768559463896,0,1,False
2025-05-06,3,8,2025-05-06,1,0.7099735623589826,1,1,True
2025-05-06,3,9,2025-05-06,5,0.5369973193610783,1,0,False
2025-05-06,3,10,2025-05-06,1,0.6861976209941939,1,1,True
2025-05-06,3,11,2025-05-06,1,0.6668449880656039,1,1,True
2025-05-06,3,12,2025-05-06,1,0.5052514852316052,1,1,True
2025-05-07,4,1,2025-05-07,6,0.09710029522952356,0,0,True
2025-05-07,4,2,2025-05-07,5,0.21401132860911737,0,0,True
2025-05-07,4,3,2025-05-07,1,0.6193362571865587,1,1,True
2025-05-07,4,4,2025-05-07,3,0.030192290564072743,0,0,True
2025-05-07,4,5,2025-05-07,4,0.6370417035188105,1,0,False
2025-05-07,4,6,2025-05-07,4,0.8524775469987308,1,0,False
2025-05-07,4,7,2025-05-07,1,0.8097243728509999,1,1,True
2025-05-07,4,8,2025-05-07,1,0.5435126065321475,1,1,True
2025-05-07,4,9,2025-05-07,2,0.564959888756158,1,0,False
2025-05-07,4,10,2025-05-07,1,0.8433702182912939,1,1,True
2025-05-07,4,11,2025-05-07,3,0.5828953839263296,1,0,False
2025-05-07,4,12,2025-05-07,1,0.6556962358381596,1,1,True
2025-05-08,5,1,2025-05-08,2,0.5672545761175577,1,0,False
2025-05-08,5,2,2025-05-08,1,0.19452976420332285,0,1,False
2025-05-08,5,3,2025-05-08,1,0.6479968558789084,1,1,True
2025-05-08,5,4,2025-05-08,2,0.6266855334094574,1,0,False
2025-05-08,5,5,2025-05-08,2,0.09588810229557944,0,0,True
2025-05-08,5,6,2025-05-08,1,0.6527901679805048,1,1,True
2025-05-08,5,7,2025-05-08,6,0.559509701878668,1,0,False
2025-05-08,5,8,2025-05-08,1,0.44787864922942733,0,1,False
2025-05-08,5,9,2025-05-08,3,0.2471599493464865,0,0,True
2025-05-08,5,10,2025-05-08,1,0.6582321407020252,1,1,True
2025-05-08,5,11,2025-05-08,1,0.8700228661777738,1,1,True
2025-05-08,5,12,2025-05-08,1,0.7145732228056503,1,1,True
2025-05-09,6,1,2025-05-09,3,0.021011256862592115,0,0,True
2025-05-09,6,2,2025-05-09,2,0.4600420458526932,0,0,True
2025-05-09,6,3,2025-05-09,1,0.6955757235751774,1,1,True
2025-05-09,6,4,2025-05-09,1,0.6117405380308849,1,1,True
2025-05-09,6,5,2025-05-09,1,0.7928670480457479,1,1,True
2025-05-09,6,6,2025-05-09,1,0.5976427554569614,1,1,True
2025-05-09,6,7,2025-05-09,1,0.5945351338714515,1,1,True
2025-05-09,6,8,2025-05-09,2,0.7076902468076582,1,0,False
2025-05-09,6,9,2025-05-09,1,0.5747670422178084,1,1,True
2025-05-09,6,10,2025-05-09,1,0.7458411721921869,1,1,True
2025-05-09,6,11,2025-05-09,2,0.6256553178343214,1,0,False
2025-05-09,6,12,2025-05-09,1,0.8453711117551287,1,1,True
2025-05-19,1,1,2025-05-19,1,0.7572589526380755,1,1,True
2025-05-19,1,2,2025-05-19,1,0.47186324701085053,0,1,False
2025-05-19,1,3,2025-05-19,2,0.47798243105318805,0,0,True
2025-05-19,1,4,2025-05-19,5,0.19928095404650098,0,0,True
2025-05-19,1,5,2025-05-19,1,0.5105032997362244,1,1,True
2025-05-19,1,7,2025-05-19,1,0.7357386380689925,1,1,True
2025-05-19,1,8,2025-05-19,1,0.741424527725188,1,1,True
2025-05-19,1,9,2025-05-19,1,0.7633039324191246,1,1,True
2025-05-19,1,10,2025-05-19,1,0.8071732065806675,1,1,True
2025-05-19,1,11,2025-05-19,1,0.6216431726289045,1,1,True
2025-05-19,1,12,2025-05-19,4,0.5918063809761509,1,0,False
2025-05-20,2,1,2025-05-20,2,0.19349296009026426,0,0,True
2025-05-20,2,2,2025-05-20,4,0.4062474637699408,0,0,True
2025-05-20,2,3,2025-05-20,1,0.4648914089138253,0,1,False
2025-05-20,2,4,2025-05-20,1,0.5235416984732925,1,1,True
2025-05-20,2,5,2025-05-20,2,0.40134676390969093,0,0,True
2025-05-20,2,6,2025-05-20,1,0.5560531123821644,1,1,True
2025-05-20,2,7,2025-05-20,1,0.7264067229099836,1,1,True
2025-05-20,2,8,2025-05-20,1,0.6946420806619443,1,1,True
2025-05-20,2,9,2025-05-20,1,0.5800406451450024,1,1,True
2025-05-20,2,10,2025-05-20,6,0.15033912700631588,0,0,True
2025-05-20,2,11,2025-05-20,1,0.3322227544445571,0,1,False
2025-05-20,2,12,2025-05-20,1,0.7327204895588495,1,1,True
2025-05-21,3,1,2025-05-21,2,0.6793254914844306,1,0,False
2025-05-21,3,3,2025-05-21,4,0.5336875773894166,1,0,False
2025-05-21,3,4,2025-05-21,1,0.4704565305589324,0,1,False
2025-05-21,3,5,2025-05-21,1,0.6723149524807732,1,1,True
2025-05-21,3,6,2025-05-21,1,0.7684758538050944,1,1,True
2025-05-21,3,7,2025-05-21,4,0.30525652090325645,0,0,True
2025-05-21,3,8,2025-05-21,1,0.5886535352479485,1,1,True
2025-05-21,3,9,2025-05-21,1,0.5943955779179616,1,1,True
2025-05-21,3,10,2025-05-21,2,0.6574476145935375,1,0,False
2025-05-21,3,11,2025-05-21,1,0.7616310446018537,1,1,True
2025-05-21,3,12,2025-05-21,1,0.6257345197155288,1,1,True
2025-05-22,4,1,2025-05-22,3,0.5011446338193131,1,0,False
2025-05-22,4,2,2025-05-22,2,0.4761295715745003,0,0,True
2025-05-22,4,3,2025-05-22,6,0.21379444322768895,0,0,True
2025-05-22,4,4,2025-05-22,5,0.2987995247478908,0,0,True
2025-05-22,4,5,2025-05-22,1,0.5952510316224741,1,1,True
2025-05-22,4,6,2025-05-22,1,0.2686332899883468,0,1,False
2025-05-22,4,7,2025-05-22,1,0.7732862666729603,1,1,True
2025-05-22,4,8,2025-05-22,1,0.730146187814462,1,1,True
2025-05-22,4,9,2025-05-22,1,0.3177900762751116,0,1,False
2025-05-22,4,10,2025-05-22,6,0.4646851841052304,0,0,True
2025-05-22,4,11,2025-05-22,2,0.5891441787221673,1,0,False
2025-05-22,4,12,2025-05-22,1,0.646695471322741,1,1,True
2025-05-27,1,1,2025-05-27,1,0.7164752839186043,1,1,True
2025-05-27,1,2,2025-05-27,2,0.7128183470161927,1,0,False
2025-05-27,1,3,2025-05-27,1,0.6686177242254149,1,1,True
2025-05-27,1,4,2025-05-27,1,0.8413480331227783,1,1,True
2025-05-27,1,5,2025-05-27,1,0.7490819011870178,1,1,True
2025-05-27,1,6,2025-05-27,1,0.815470994697728,1,1,True
2025-05-27,1,7,2025-05-27,1,0.8718181566975747,1,1,True
2025-05-27,1,8,2025-05-27,4,0.6689549348302134,1,0,False
2025-05-27,1,9,2025-05-27,1,0.7974219436488771,1,1,True
2025-05-27,1,10,2025-05-27,2,0.8429179291699281,1,0,False
2025-05-27,1,11,2025-05-27,1,0.7971225638532546,1,1,True
2025-05-27,1,12,2025-05-27,2,0.7111458855605246,1,0,False
2025-05-28,2,1,2025-05-28,1,0.7837794912838207,1,1,True
2025-05-28,2,2,2025-05-28,1,0.8470570014055265,1,1,True
2025-05-28,2,3,2025-05-28,1,0.8959998512233402,1,1,True
2025-05-28,2,4,2025-05-28,2,0.7416411792310482,1,0,False
2025-05-28,2,5,2025-05-28,1,0.7734902842288347,1,1,True
2025-05-28,2,6,2025-05-28,1,0.8234966254141332,1,1,True
2025-05-28,2,7,2025-05-28,1,0.7386938348283059,1,1,True
2025-05-28,2,8,2025-05-28,1,0.8743786999784245,1,1,True
2025-05-28,2,9,2025-05-28,1,0.8204617988666916,1,1,True
2025-05-28,2,10,2025-05-28,1,0.7887490585997844,1,1,True
2025-05-28,2,12,2025-05-28,6,0.6440726922271371,1,0,False
2025-05-29,3,1,2025-05-29,1,0.6672231654565133,1,1,True
2025-05-29,3,2,2025-05-29,3,0.7595314894631442,1,0,False
2025-05-29,3,3,2025-05-29,1,0.5930125279654159,1,1,True
2025-05-29,3,4,2025-05-29,5,0.7059502379361015,1,0,False
2025-05-29,3,5,2025-05-29,3,0.7643274091259699,1,0,False
2025-05-29,3,6,2025-05-29,1,0.8135426574743074,1,1,True
2025-05-29,3,7,2025-05-29,1,0.8616047458427916,1,1,True
2025-05-29,3,8,2025-05-29,1,0.882208133344153,1,1,True
2025-05-29,3,9,2025-05-29,1,0.8365439665809098,1,1,True
2025-05-29,3,10,2025-05-29,1,0.7150902968401183,1,1,True
2025-05-29,3,12,2025-05-29,1,0.7482726148021338,1,1,True
2025-05-30,4,1,2025-05-30,2,0.7242872629286788,1,0,False
2025-05-30,4,2,2025-05-30,1,0.7163178762783037,1,1,True
2025-05-30,4,3,2025-05-30,1,0.5059631552625057,1,1,True
2025-05-30,4,4,2025-05-30,2,0.7913031437862607,1,0,False
2025-05-30,4,5,2025-05-30,1,0.785613252381739,1,1,True
2025-05-30,4,6,2025-05-30,1,0.5993951258428664,1,1,True
2025-05-30,4,7,2025-05-30,1,0.7288532819460571,1,1,True
2025-05-30,4,8,2025-05-30,1,0.8692273139456363,1,1,True
2025-05-30,4,9,2025-05-30,1,0.7759840532651086,1,1,True
2025-05-30,4,10,2025-05-30,4,0.6870840155433465,1,0,False
2025-05-30,4,11,2025-05-30,1,0.7694215438979578,1,1,True
2025-05-30,4,12,2025-05-30,1,0.7141095696317353,1,1,True
2025-05-31,5,1,2025-05-31,1,0.612702652116975,1,1,True
2025-05-31,5,2,2025-05-31,1,0.9156069151642495,1,1,True
2025-05-31,5,3,2025-05-31,1,0.8492184576055994,1,1,True
2025-05-31,5,4,2025-05-31,1,0.7244824024566622,1,1,True
2025-05-31,5,5,2025-05-31,3,0.7737745410027982,1,0,False
2025-05-31,5,6,2025-05-31,1,0.8248008469911656,1,1,True
2025-05-31,5,7,2025-05-31,1,0.6714810812885458,1,1,True
2025-05-31,5,8,2025-05-31,3,0.8186035423080544,1,0,False
2025-05-31,5,9,2025-05-31,1,0.711859663856927,1,1,True
2025-05-31,5,11,2025-05-31,1,0.753924607997769,1,1,True
2025-05-31,5,12,2025-05-31,1,0.5752654771285378,1,1,True
2025-06-01,6,1,2025-06-01,5,0.7215423516986726,1,0,False
2025-06-01,6,2,2025-06-01,2,0.7970571281811202,1,0,False
2025-06-01,6,3,2025-06-01,5,0.8552793740486706,1,0,False
2025-06-01,6,4,2025-06-01,1,0.8261369139794128,1,1,True
2025-06-01,6,5,2025-06-01,1,0.7392056251761601,1,1,True
2025-06-01,6,6,2025-06-01,3,0.7080348112523441,1,0,False
2025-06-01,6,7,2025-06-01,1,0.8559105826622369,1,1,True
2025-06-01,6,8,2025-06-01,1,0.7557621606871185,1,1,True
2025-06-01,6,9,2025-06-01,1,0.7091959804504183,1,1,True
2025-06-01,6,10,2025-06-01,5,0.7536887530906994,1,0,False
2025-06-01,6,11,2025-06-01,1,0.8152904692852949,1,1,True
2025-06-01,6,12,2025-06-01,1,0.7932811412344836,1,1,True
2025-06-09,1,1,2025-06-09,1,0.6615012055637564,1,1,True
2025-06-09,1,2,2025-06-09,5,0.275955413973252,0,0,True
2025-06-09,1,3,2025-06-09,6,0.527232086072931,1,0,False
2025-06-09,1,4,2025-06-09,6,0.47766603732129276,0,0,True
2025-06-09,1,5,2025-06-09,2,0.20522813968055703,0,0,True
2025-06-09,1,6,2025-06-09,2,0.28448804049632165,0,0,True
2025-06-09,1,7,2025-06-09,4,0.24719836414087462,0,0,True
2025-06-09,1,8,2025-06-09,1,0.7083080710288687,1,1,True
2025-06-09,1,9,2025-06-09,1,0.5767908054465365,1,1,True
2025-06-09,1,10,2025-06-09,2,0.5634075141958907,1,0,False
2025-06-09,1,11,2025-06-09,1,0.8337499855818143,1,1,True
2025-06-09,1,12,2025-06-09,1,0.8493480804010687,1,1,True
2025-06-10,2,1,2025-06-10,1,0.5710723952445786,1,1,True
2025-06-10,2,2,2025-06-10,2,0.31687776408200985,0,0,True
2025-06-10,2,3,2025-06-10,1,0.6105025419025835,1,1,True
2025-06-10,2,4,2025-06-10,4,0.1759795532798426,0,0,True
2025-06-10,2,5,2025-06-10,4,0.0509194363106181,0,0,True
2025-06-10,2,6,2025-06-10,1,0.7361377689402852,1,1,True
2025-06-10,2,7,2025-06-10,1,0.3876374666474029,0,1,False
2025-06-10,2,9,2025-06-10,1,0.718348863843566,1,1,True
2025-06-10,2,10,2025-06-10,1,0.6637302828436613,1,1,True
2025-06-10,2,11,2025-06-10,4,0.6041862688104508,1,0,False
2025-06-10,2,12,2025-06-10,1,0.8316384138871005,1,1,True
2025-06-11,3,1,2025-06-11,1,0.7801250639881981,1,1,True
2025-06-11,3,2,2025-06-11,2,0.15870547934368034,0,0,True
2025-06-11,3,3,2025-06-11,1,0.21450358558472135,0,1,False
2025-06-11,3,4,2025-06-11,1,0.6056738883122564,1,1,True
2025-06-11,3,5,2025-06-11,1,0.7516175884323594,1,1,True
2025-06-11,3,6,2025-06-11,1,0.5109171095838004,1,1,True
2025-06-11,3,7,2025-06-11,2,0.6305887206993577,1,0,False
2025-06-11,3,8,2025-06-11,1,0.719302967488448,1,1,True
2025-06-11,3,9,2025-06-11,5,0.5330829142780946,1,0,False
2025-06-11,3,11,2025-06-11,2,0.7240601567185884,1,0,False
2025-06-11,3,12,2025-06-11,4,0.7752290319673719,1,0,False
2025-06-12,4,1,2025-06-12,5,0.4487479435597175,0,0,True
2025-06-12,4,2,2025-06-12,4,0.017969218826672177,0,0,True
2025-06-12,4,3,2025-06-12,2,0.03373760790415998,0,0,True
2025-06-12,4,4,2025-06-12,4,0.07612181405281135,0,0,True
2025-06-12,4,5,2025-06-12,2,0.06607687549827444,0,0,True
2025-06-12,4,6,2025-06-12,2,0.2663729333868751,0,0,True
2025-06-12,4,7,2025-06-12,1,0.6657777346473068,1,1,True
2025-06-12,4,8,2025-06-12,1,0.8642603155947253,1,1,True
2025-06-12,4,9,2025-06-12,1,0.5853478579155014,1,1,True
2025-06-12,4,10,2025-06-12,1,0.8770521171030293,1,1,True
2025-06-12,4,11,2025-06-12,1,0.7790377989116092,1,1,True
2025-06-12,4,12,2025-06-12,1,0.8547273678319248,1,1,True
2025-06-13,5,1,2025-06-13,1,0.2573762465671109,0,1,False
2025-06-13,5,2,2025-06-13,1,0.3725146436351552,0,1,False
2025-06-13,5,3,2025-06-13,3,0.37890049557755423,0,0,True
2025-06-13,5,4,2025-06-13,1,0.7878537124237661,1,1,True
2025-06-13,5,5,2025-06-13,2,0.7327980821048183,1,0,False
2025-06-13,5,6,2025-06-13,1,0.7343581113299429,1,1,True
2025-06-13,5,7,2025-06-13,3,0.5412742440362486,1,0,False
2025-06-13,5,8,2025-06-13,1,0.7935407847201985,1,1,True
2025-06-13,5,9,2025-06-13,1,0.8581340659876068,1,1,True
2025-06-13,5,10,2025-06-13,2,0.723099035929781,1,0,False
2025-06-13,5,11,2025-06-13,1,0.8642603155947253,1,1,True
2025-06-13,5,12,2025-06-13,1,0.7248156534110629,1,1,True
2025-06-14,6,1,2025-06-14,2,0.36642193190746714,0,0,True
2025-06-14,6,2,2025-06-14,2,0.4639881998432108,0,0,True
2025-06-14,6,3,2025-06-14,2,0.18755751366691356,0,0,True
2025-06-14,6,4,2025-06-14,1,0.6615166025218419,1,1,True
2025-06-14,6,5,2025-06-14,1,0.6474024415792681,1,1,True
2025-06-14,6,6,2025-06-14,1,0.7796083990845505,1,1,True
2025-06-14,6,7,2025-06-14,1,0.49917492163530386,0,1,False
2025-06-14,6,8,2025-06-14,1,0.8724172948037766,1,1,True
2025-06-14,6,9,2025-06-14,3,0.18377180147077465,0,0,True
2025-06-14,6,10,2025-06-14,1,0.8389671992924297,1,1,True
2025-06-14,6,11,2025-06-14,1,0.8006813241877049,1,1,True
2025-06-14,6,12,2025-06-14,2,0.5195818081351558,1,0,False
2025-06-15,7,1,2025-06-15,1,0.5771300706625156,1,1,True
2025-06-15,7,2,2025-06-15,3,0.6199886201180786,1,0,False
2025-06-15,7,3,2025-06-15,5,0.5820328595693324,1,0,False
2025-06-15,7,4,2025-06-15,1,0.709916351342773,1,1,True
2025-06-15,7,5,2025-06-15,1,0.6998189353815409,1,1,True
2025-06-15,7,6,2025-06-15,1,0.743935826535517,1,1,True
2025-06-15,7,7,2025-06-15,1,0.7261656429147626,1,1,True
2025-06-15,7,8,2025-06-15,1,0.8584705125393254,1,1,True
2025-06-15,7,9,2025-06-15,2,0.6313389640116385,1,0,False
2025-06-15,7,10,2025-06-15,1,0.7280151606074415,1,1,True
2025-06-15,7,11,2025-06-15,5,0.6840748907502857,1,0,False
2025-06-15,7,12,2025-06-15,2,0.856015011316567,1,0,False
2025-06-18,1,1,2025-06-18,1,0.42013339450912196,0,1,False
2025-06-18,1,2,2025-06-18,3,0.47159329893050134,0,0,True
2025-06-18,1,3,2025-06-18,1,0.1914495878508069,0,1,False
2025-06-18,1,4,2025-06-18,4,0.1824196593591179,0,0,True
2025-06-18,1,5,2025-06-18,3,0.7046256861445368,1,0,False
2025-06-18,1,6,2025-06-18,1,0.48392590406107405,0,1,False
2025-06-18,1,7,2025-06-18,2,0.46046627487395814,0,0,True
2025-06-18,1,8,2025-06-18,1,0.6928486318332592,1,1,True
2025-06-18,1,9,2025-06-18,2,0.23118447444898896,0,0,True
2025-06-18,1,10,2025-06-18,1,0.697880870864081,1,1,True
2025-06-18,1,11,2025-06-18,1,0.6856052081550379,1,1,True
2025-06-18,1,12,2025-06-18,3,0.7549311522167003,1,0,False
2025-06-19,2,1,2025-06-19,3,0.48861108414564697,0,0,True
2025-06-19,2,2,2025-06-19,3,0.12804713183311153,0,0,True
2025-06-19,2,3,2025-06-19,4,0.4542448600568111,0,0,True
2025-06-19,2,4,2025-06-19,4,0.03261981405420943,0,0,True
2025-06-19,2,5,2025-06-19,2,0.29648323920715014,0,0,True
2025-06-19,2,6,2025-06-19,1,0.6005734907675232,1,1,True
2025-06-19,2,7,2025-06-19,3,0.4410300039503524,0,0,True
2025-06-19,2,8,2025-06-19,1,0.6744446436379655,1,1,True
2025-06-19,2,9,2025-06-19,1,0.6831012026148958,1,1,True
2025-06-19,2,10,2025-06-19,1,0.810772831463091,1,1,True
2025-06-19,2,11,2025-06-19,1,0.5594924793504557,1,1,True
2025-06-19,2,12,2025-06-19,4,0.5879068190389507,1,0,False
2025-06-20,3,1,2025-06-20,1,0.5917572188436908,1,1,True
2025-06-20,3,2,2025-06-20,1,0.4535092722176042,0,1,False
2025-06-20,3,3,2025-06-20,6,0.19869421841134055,0,0,True
2025-06-20,3,4,2025-06-20,4,0.32915030029448294,0,0,True
2025-06-20,3,5,2025-06-20,3,0.2852429562518624,0,0,True
2025-06-20,3,6,2025-06-20,1,0.5337138151872508,1,1,True
2025-06-20,3,7,2025-06-20,1,0.40346342931869095,0,1,False
2025-06-20,3,8,2025-06-20,1,0.6453113759086851,1,1,True
2025-06-20,3,9,2025-06-20,1,0.6924018516085713,1,1,True
2025-06-20,3,10,2025-06-20,2,0.8702890881106164,1,0,False
2025-06-20,3,11,2025-06-20,3,0.6224225063872324,1,0,False
2025-06-20,3,12,2025-06-20,1,0.5297370979839321,1,1,True
2025-06-21,4,1,2025-06-21,1,0.5441143689561365,1,1,True
2025-06-21,4,2,2025-06-21,6,0.031046836746438756,0,0,True
2025-06-21,4,3,2025-06-21,1,0.5745752689245218,1,1,True
2025-06-21,4,4,2025-06-21,1,0.5795337303229703,1,1,True
2025-06-21,4,5,2025-06-21,1,0.5516597126727014,1,1,True
2025-06-21,4,7,2025-06-21,6,0.4549696804409883,0,0,True
2025-06-21,4,8,2025-06-21,1,0.512943983494681,1,1,True
2025-06-21,4,9,2025-06-21,2,0.08630365067472279,0,0,True
2025-06-21,4,10,2025-06-21,1,0.6567131292871345,1,1,True
2025-06-21,4,12,2025-06-21,4,0.6756450259010494,1,0,False
2025-06-24,1,1,2025-06-24,2,0.6695094012628714,1,0,False
2025-06-24,1,2,2025-06-24,2,0.17563654295191278,0,0,True
2025-06-24,1,3,2025-06-24,6,0.0527945921774963,0,0,True
2025-06-24,1,4,2025-06-24,2,0.5724476536588202,1,0,False
2025-06-24,1,5,2025-06-24,1,0.28692772326325394,0,1,False
2025-06-24,1,6,2025-06-24,3,0.618903001676716,1,0,False
2025-06-24,1,7,2025-06-24,1,0.7062494826181265,1,1,True
2025-06-24,1,8,2025-06-24,3,0.6119431032317263,1,0,False
2025-06-24,1,9,2025-06-24,1,0.7487304287089241,1,1,True
2025-06-24,1,10,2025-06-24,1,0.8604947077896155,1,1,True
2025-06-24,1,11,2025-06-24,1,0.6638335289845999,1,1,True
2025-06-24,1,12,2025-06-24,1,0.8427348140980958,1,1,True
2025-06-25,2,1,2025-06-25,3,0.3474434410027492,0,0,True
2025-06-25,2,2,2025-06-25,2,0.40886106016505486,0,0,True
2025-06-25,2,3,2025-06-25,1,0.6760021278842889,1,1,True
2025-06-25,2,5,2025-06-25,1,0.5411410485288848,1,1,True
2025-06-25,2,6,2025-06-25,2,0.5094476278411899,1,0,False
2025-06-25,2,7,2025-06-25,6,0.20869874665726543,0,0,True
2025-06-25,2,8,2025-06-25,1,0.6382076392624185,1,1,True
2025-06-25,2,9,2025-06-25,2,0.7157213359202738,1,0,False
2025-06-25,2,10,2025-06-25,6,0.5082458838336743,1,0,False
2025-06-25,2,11,2025-06-25,2,0.8658132971128584,1,0,False
2025-06-25,2,12,2025-06-25,1,0.7160178871850953,1,1,True
2025-06-26,3,1,2025-06-26,2,0.5734112722148615,1,0,False
2025-06-26,3,2,2025-06-26,1,0.5979968971247506,1,1,True
2025-06-26,3,3,2025-06-26,2,0.6698408764619505,1,0,False
2025-06-26,3,4,2025-06-26,1,0.6331730457401953,1,1,True
2025-06-26,3,5,2025-06-26,1,0.44348601972489987,0,1,False
2025-06-26,3,7,2025-06-26,2,0.08394341654293037,0,0,True
2025-06-26,3,8,2025-06-26,1,0.6945619328000849,1,1,True
2025-06-26,3,9,2025-06-26,1,0.497157139950163,0,1,False
2025-06-26,3,10,2025-06-26,1,0.27667365548100187,0,1,False
2025-06-27,4,1,2025-06-27,1,0.7225440847770664,1,1,True
2025-06-27,4,2,2025-06-27,4,0.03147686651492555,0,0,True
2025-06-27,4,3,2025-06-27,1,0.5088170829488073,1,1,True
2025-06-27,4,4,2025-06-27,4,0.3436278174564941,0,0,True
2025-06-27,4,5,2025-06-27,3,0.45380909394600705,0,0,True
2025-06-27,4,6,2025-06-27,1,0.8249499649841839,1,1,True
2025-06-27,4,7,2025-06-27,1,0.5551734298272238,1,1,True
2025-06-27,4,8,2025-06-27,1,0.7550392928806402,1,1,True
2025-06-27,4,9,2025-06-27,6,0.7111284196512517,1,0,False
2025-06-27,4,10,2025-06-27,1,0.8503400536659081,1,1,True
2025-06-27,4,11,2025-06-27,2,0.3395224700906023,0,0,True
2025-06-27,4,12,2025-06-27,1,0.8970278170700747,1,1,True
2025-06-28,5,1,2025-06-28,5,0.46207632821742484,0,0,True
2025-06-28,5,2,2025-06-28,5,0.6374268238498082,1,0,False
2025-06-28,5,3,2025-06-28,2,0.5960202933937196,1,0,False
2025-06-28,5,4,2025-06-28,1,0.7186790550513705,1,1,True
2025-06-28,5,5,2025-06-28,1,0.5876777295130236,1,1,True
2025-06-28,5,6,2025-06-28,1,0.6111040944540195,1,1,True
2025-06-28,5,7,2025-06-28,1,0.8878013758714106,1,1,True
2025-06-28,5,8,2025-06-28,1,0.894873341369248,1,1,True
2025-06-28,5,9,2025-06-28,1,0.6986452739964164,1,1,True
2025-06-28,5,10,2025-06-28,1,0.7896082117608962,1,1,True
2025-06-28,5,11,2025-06-28,1,0.8965624514552365,1,1,True
2025-06-28,5,12,2025-06-28,1,0.7194814121881922,1,1,True
2025-06-29,6,1,2025-06-29,1,0.5884194294970994,1,1,True
2025-06-29,6,2,2025-06-29,1,0.725127026801029,1,1,True
2025-06-29,6,3,2025-06-29,3,0.6693015919123835,1,0,False
2025-06-29,6,4,2025-06-29,2,0.7022553762275368,1,0,False
2025-06-29,6,6,2025-06-29,1,0.57863524197467,1,1,True
2025-06-29,6,7,2025-06-29,1,0.8535417079700673,1,1,True
2025-06-29,6,9,2025-06-29,1,0.4330552315054483,0,1,False
2025-06-29,6,10,2025-06-29,1,0.7813003428511607,1,1,True
2025-06-29,6,11,2025-06-29,4,0.33490352798522455,0,0,True
2025-06-29,6,12,2025-06-29,1,0.8956433588917693,1,1,True
2025-07-12,1,1,2025-07-12,1,0.27563214019987975,0,1,False
2025-07-12,1,2,2025-07-12,1,0.6872958270042707,1,1,True
2025-07-12,1,3,2025-07-12,3,0.08081369123237825,0,0,True
2025-07-12,1,4,2025-07-12,2,0.47260515792924845,0,0,True
2025-07-12,1,5,2025-07-12,1,0.4275164750663078,0,1,False
2025-07-12,1,6,2025-07-12,3,0.26891923942802165,0,0,True
2025-07-12,1,7,2025-07-12,3,0.23420115333668015,0,0,True
2025-07-12,1,8,2025-07-12,1,0.56953406489845,1,1,True
2025-07-12,1,9,2025-07-12,1,0.7982281684352441,1,1,True
2025-07-12,1,10,2025-07-12,1,0.77671463394559,1,1,True
2025-07-12,1,11,2025-07-12,6,0.35249261900340506,0,0,True
