開催日,日目,レース,開催日,着,P(1号艇1着),予測,actual_boat1_win,的中
2025-03-06,1,1,2025-03-06,1,0.5499712769961629,1,1,True
2025-03-06,1,2,2025-03-06,1,0.3538565126187341,0,1,False
2025-03-06,1,5,2025-03-06,5,0.33527708997539535,0,0,True
2025-03-06,1,6,2025-03-06,1,0.2679511468416809,0,1,False
2025-03-06,1,7,2025-03-06,3,0.26339841432589606,0,0,True
2025-03-06,1,8,2025-03-06,1,0.6739970544921371,1,1,True
2025-03-06,1,9,2025-03-06,3,0.18873356826679594,0,0,True
2025-03-06,1,11,2025-03-06,1,0.6865089575720383,1,1,True
2025-03-07,2,2,2025-03-07,4,0.19529298336877832,0,0,True
2025-03-07,2,3,2025-03-07,5,0.3605514063034329,0,0,True
2025-03-07,2,4,2025-03-07,1,0.1840488502662142,0,1,False
2025-03-07,2,5,2025-03-07,6,0.3254933145790305,0,0,True
2025-03-07,2,6,2025-03-07,3,0.39045947272130893,0,0,True
2025-03-07,2,7,2025-03-07,1,0.4724573149822832,0,1,False
2025-03-07,2,8,2025-03-07,1,0.1592898245927303,0,1,False
2025-03-07,2,9,2025-03-07,1,0.5526491507505623,1,1,True
2025-03-07,2,10,2025-03-07,1,0.5658581413951368,1,1,True
2025-03-07,2,11,2025-03-07,1,0.8959185087594409,1,1,True
2025-03-07,2,12,2025-03-07,1,0.7332802045311395,1,1,True
2025-03-08,3,1,2025-03-08,1,0.335596113882586,0,1,False
2025-03-08,3,2,2025-03-08,1,0.6394288801926569,1,1,True
2025-03-08,3,3,2025-03-08,4,0.38087065727651725,0,0,True
2025-03-08,3,5,2025-03-08,1,0.7650735733520548,1,1,True
2025-03-08,3,6,2025-03-08,4,0.2752456329311682,0,0,True
2025-03-08,3,7,2025-03-08,1,0.42886213884377394,0,1,False
2025-03-08,3,9,2025-03-08,1,0.7684553043739673,1,1,True
2025-03-08,3,10,2025-03-08,1,0.8015700281290241,1,1,True
2025-03-08,3,11,2025-03-08,1,0.7846652653004772,1,1,True
2025-03-08,3,12,2025-03-08,2,0.4950941705556598,0,0,True
2025-03-09,4,1,2025-03-09,1,0.29099592748936004,0,1,False
2025-03-09,4,2,2025-03-09,2,0.3556585490566742,0,0,True
2025-03-09,4,3,2025-03-09,6,0.014770613337320583,0,0,True
2025-03-09,4,4,2025-03-09,2,0.3978847631052087,0,0,True
2025-03-09,4,5,2025-03-09,2,0.5887261524982138,1,0,False
2025-03-09,4,6,2025-03-09,1,0.5340779725407371,1,1,True
2025-03-09,4,7,2025-03-09,4,0.40331236113276003,0,0,True
2025-03-09,4,8,2025-03-09,1,0.6301673173355621,1,1,True
2025-03-09,4,9,2025-03-09,1,0.7683290390470766,1,1,True
2025-03-09,4,10,2025-03-09,1,0.48658650489436256,0,1,False
2025-03-09,4,11,2025-03-09,1,0.263262773728389,0,1,False
2025-03-09,4,12,2025-03-09,1,0.9284401945516929,1,1,True
2025-03-10,5,1,2025-03-10,2,0.5619288938188236,1,0,False
2025-03-10,5,2,2025-03-10,2,0.33723111824875623,0,0,True
2025-03-10,5,3,2025-03-10,1,0.5765541497339016,1,1,True
2025-03-10,5,4,2025-03-10,1,0.5387146730704762,1,1,True
2025-03-10,5,5,2025-03-10,1,0.4454296778306702,0,1,False
2025-03-10,5,6,2025-03-10,1,0.7986641176447836,1,1,True
2025-03-10,5,8,2025-03-10,1,0.7704866599126748,1,1,True
2025-03-10,5,9,2025-03-10,1,0.9326275578811823,1,1,True
2025-03-10,5,10,2025-03-10,1,0.4904561738077823,0,1,False
2025-03-10,5,11,2025-03-10,1,0.6371238027101087,1,1,True
2025-03-10,5,12,2025-03-10,1,0.7231565371482955,1,1,True
2025-03-11,6,1,2025-03-11,2,0.12158060006158529,0,0,True
2025-03-11,6,3,2025-03-11,1,0.3014942491792226,0,1,False
2025-03-11,6,5,2025-03-11,1,0.6164468276278591,1,1,True
2025-03-11,6,6,2025-03-11,3,0.5834272500216613,1,0,False
2025-03-11,6,7,2025-03-11,1,0.6797957812539832,1,1,True
2025-03-11,6,8,2025-03-11,1,0.2761402128930223,0,1,False
2025-03-11,6,9,2025-03-11,1,0.621162871922,1,1,True
2025-03-11,6,10,2025-03-11,1,0.5438622502558392,1,1,True
2025-03-11,6,11,2025-03-11,1,0.650679585637805,1,1,True
2025-03-11,6,12,2025-03-11,1,0.9289710114602799,1,1,True
2025-03-14,1,1,2025-03-14,1,0.6970159265952666,1,1,True
2025-03-14,1,2,2025-03-14,1,0.2342381315395534,0,1,False
2025-03-14,1,3,2025-03-14,4,0.443348782296337,0,0,True
2025-03-14,1,4,2025-03-14,2,0.5184816497016657,1,0,False
2025-03-14,1,5,2025-03-14,2,0.6156977801942354,1,0,False
2025-03-14,1,6,2025-03-14,3,0.42260938250460506,0,0,True
2025-03-14,1,7,2025-03-14,2,0.4244702934466739,0,0,True
2025-03-14,1,8,2025-03-14,3,0.1916055808609413,0,0,True
2025-03-14,1,9,2025-03-14,3,0.35119186866883007,0,0,True
2025-03-14,1,10,2025-03-14,3,0.6708463858618245,1,0,False
2025-03-14,1,11,2025-03-14,6,0.6271582448774558,1,0,False
2025-03-14,1,12,2025-03-14,1,0.8488360112720682,1,1,True
2025-03-15,2,2,2025-03-15,4,0.3702460776348682,0,0,True
2025-03-15,2,3,2025-03-15,2,0.0670023906871376,0,0,True
2025-03-15,2,4,2025-03-15,1,0.5695752438365486,1,1,True
2025-03-15,2,5,2025-03-15,1,0.6672476592393326,1,1,True
2025-03-15,2,6,2025-03-15,2,0.19654428709308322,0,0,True
2025-03-15,2,7,2025-03-15,1,0.8307580248998186,1,1,True
2025-03-15,2,8,2025-03-15,1,0.6095002692932079,1,1,True
2025-03-15,2,9,2025-03-15,1,0.8084086249289277,1,1,True
2025-03-15,2,10,2025-03-15,1,0.668529537725518,1,1,True
2025-03-15,2,11,2025-03-15,6,0.398291891895076,0,0,True
2025-03-16,3,1,2025-03-16,5,0.11860024742614751,0,0,True
2025-03-16,3,2,2025-03-16,1,0.49977519146466515,0,1,False
2025-03-16,3,3,2025-03-16,1,0.5596658084381854,1,1,True
2025-03-16,3,4,2025-03-16,1,0.5765936015589361,1,1,True
2025-03-16,3,5,2025-03-16,1,0.48817083914800025,0,1,False
2025-03-16,3,6,2025-03-16,1,0.7177427121445521,1,1,True
2025-03-16,3,7,2025-03-16,1,0.6124826805769005,1,1,True
2025-03-16,3,8,2025-03-16,1,0.6760185037043579,1,1,True
2025-03-16,3,9,2025-03-16,1,0.7356458821736731,1,1,True
2025-03-16,3,10,2025-03-16,1,0.8127732858341107,1,1,True
2025-03-16,3,11,2025-03-16,1,0.8035571277145768,1,1,True
2025-03-17,4,1,2025-03-17,2,0.4706568041715821,0,0,True
2025-03-17,4,2,2025-03-17,1,0.43842922923627337,0,1,False
2025-03-17,4,3,2025-03-17,2,0.4508203796051457,0,0,True
2025-03-17,4,4,2025-03-17,4,0.05775834860801518,0,0,True
2025-03-17,4,5,2025-03-17,1,0.5157375939254432,1,1,True
2025-03-17,4,6,2025-03-17,6,0.28472643578919404,0,0,True
2025-03-17,4,7,2025-03-17,1,0.7536141274487481,1,1,True
2025-03-17,4,8,2025-03-17,1,0.8431087402020551,1,1,True
2025-03-17,4,9,2025-03-17,1,0.6486275107164851,1,1,True
2025-03-17,4,10,2025-03-17,3,0.6519721228966052,1,0,False
2025-03-17,4,11,2025-03-17,1,0.5086243525584373,1,1,True
2025-03-17,4,12,2025-03-17,6,0.6239880229441982,1,0,False
2025-03-19,1,1,2025-03-19,4,0.47497547614938174,0,0,True
2025-03-19,1,2,2025-03-19,2,0.6671653712661084,1,0,False
2025-03-19,1,3,2025-03-19,5,0.052059029838568874,0,0,True
2025-03-19,1,4,2025-03-19,3,0.35426449076075295,0,0,True
2025-03-19,1,5,2025-03-19,3,0.35020924490446814,0,0,True
2025-03-19,1,6,2025-03-19,1,0.6960829581581369,1,1,True
2025-03-19,1,7,2025-03-19,2,0.4253824814091453,0,0,True
2025-03-19,1,8,2025-03-19,1,0.8790194263241994,1,1,True
2025-03-19,1,9,2025-03-19,1,0.49370535794519044,0,1,False
2025-03-19,1,10,2025-03-19,6,0.27902510177468487,0,0,True
2025-03-19,1,11,2025-03-19,1,0.7867705782331724,1,1,True
2025-03-19,1,12,2025-03-19,2,0.6731137658843892,1,0,False
2025-03-20,2,1,2025-03-20,4,0.2958636924336138,0,0,True
2025-03-20,2,2,2025-03-20,2,0.680554827297758,1,0,False
2025-03-20,2,3,2025-03-20,1,0.48701047815038245,0,1,False
2025-03-20,2,4,2025-03-20,1,0.5917219642978874,1,1,True
2025-03-20,2,5,2025-03-20,1,0.5606463375118282,1,1,True
2025-03-20,2,6,2025-03-20,1,0.7427257701639868,1,1,True
2025-03-20,2,7,2025-03-20,4,0.38012058973668605,0,0,True
2025-03-20,2,8,2025-03-20,1,0.5616629071053122,1,1,True
2025-03-20,2,9,2025-03-20,2,0.22959319201984607,0,0,True
2025-03-20,2,10,2025-03-20,6,0.6186295621780632,1,0,False
2025-03-20,2,11,2025-03-20,1,0.7916756750897967,1,1,True
2025-03-20,2,12,2025-03-20,1,0.8087159129782512,1,1,True
2025-03-21,3,1,2025-03-21,1,0.4441112179592903,0,1,False
2025-03-21,3,2,2025-03-21,1,0.4735162775680182,0,1,False
2025-03-21,3,3,2025-03-21,1,0.2629580478088335,0,1,False
2025-03-21,3,4,2025-03-21,1,0.5099559034020488,1,1,True
2025-03-21,3,5,2025-03-21,1,0.8706562143522214,1,1,True
2025-03-21,3,6,2025-03-21,3,0.17842367967751854,0,0,True
2025-03-21,3,7,2025-03-21,1,0.5178501003255276,1,1,True
2025-03-21,3,8,2025-03-21,1,0.7729827504525488,1,1,True
2025-03-21,3,9,2025-03-21,1,0.642857695513187,1,1,True
2025-03-21,3,10,2025-03-21,1,0.5765354205571456,1,1,True
2025-03-21,3,11,2025-03-21,1,0.8544115335056497,1,1,True
2025-03-21,3,12,2025-03-21,1,0.9028663839964733,1,1,True
2025-03-22,4,1,2025-03-22,1,0.6737073581913154,1,1,True
2025-03-22,4,2,2025-03-22,3,0.39633815458653504,0,0,True
2025-03-22,4,3,2025-03-22,5,0.02894442745174969,0,0,True
2025-03-22,4,4,2025-03-22,1,0.5430551792655176,1,1,True
2025-03-22,4,5,2025-03-22,3,0.43179024058442034,0,0,True
2025-03-22,4,6,2025-03-22,2,0.3746045089703811,0,0,True
2025-03-22,4,7,2025-03-22,3,0.4108794691897439,0,0,True
2025-03-22,4,8,2025-03-22,1,0.7377373977268483,1,1,True
2025-03-22,4,9,2025-03-22,1,0.6038787219340275,1,1,True
2025-03-22,4,10,2025-03-22,3,0.4405338128489097,0,0,True
2025-03-22,4,11,2025-03-22,1,0.7332498915202615,1,1,True
2025-03-22,4,12,2025-03-22,1,0.8357516365469264,1,1,True
2025-03-23,5,1,2025-03-23,1,0.5573842026780158,1,1,True
2025-03-23,5,2,2025-03-23,1,0.16046424228684178,0,1,False
2025-03-23,5,3,2025-03-23,2,0.20103252489739173,0,0,True
2025-03-23,5,4,2025-03-23,1,0.8092871842385008,1,1,True
2025-03-23,5,5,2025-03-23,1,0.6683594163209792,1,1,True
2025-03-23,5,6,2025-03-23,1,0.8181090566629617,1,1,True
2025-03-23,5,7,2025-03-23,1,0.7742230895091544,1,1,True
2025-03-23,5,8,2025-03-23,1,0.8051141850712223,1,1,True
2025-03-23,5,9,2025-03-23,1,0.8893411218376059,1,1,True
2025-03-23,5,10,2025-03-23,2,0.7448088479440114,1,0,False
2025-03-23,5,11,2025-03-23,1,0.849154761449983,1,1,True
2025-03-23,5,12,2025-03-23,2,0.588318092512895,1,0,False
2025-03-24,6,1,2025-03-24,1,0.6862953583312151,1,1,True
2025-03-24,6,2,2025-03-24,1,0.5754924583181843,1,1,True
2025-03-24,6,3,2025-03-24,1,0.8882699092886179,1,1,True
2025-03-24,6,4,2025-03-24,6,0.6005641951145252,1,0,False
2025-03-24,6,5,2025-03-24,2,0.5947410433151787,1,0,False
2025-03-24,6,6,2025-03-24,4,0.04311802516578621,0,0,True
2025-03-24,6,7,2025-03-24,1,0.8034563857396327,1,1,True
2025-03-24,6,8,2025-03-24,4,0.6482798519260711,1,0,False
2025-03-24,6,9,2025-03-24,1,0.4883427805404668,0,1,False
2025-03-24,6,10,2025-03-24,2,0.25401277066013184,0,0,True
2025-03-24,6,11,2025-03-24,1,0.7000678204594147,1,1,True
2025-03-24,6,12,2025-03-24,1,0.8609637500461441,1,1,True
2025-03-31,1,1,2025-03-31,2,0.4859358412999982,0,0,True
2025-03-31,1,2,2025-03-31,1,0.41101081501194675,0,1,False
2025-03-31,1,3,2025-03-31,3,0.319152471459544,0,0,True
2025-03-31,1,5,2025-03-31,1,0.8000152046098203,1,1,True
2025-03-31,1,6,2025-03-31,3,0.5723438156056219,1,0,False
2025-03-31,1,8,2025-03-31,1,0.6801917092587535,1,1,True
2025-03-31,1,9,2025-03-31,1,0.6956622581510796,1,1,True
2025-03-31,1,11,2025-03-31,1,0.8276468274541876,1,1,True
2025-03-31,1,12,2025-03-31,1,0.8364842602321482,1,1,True
2025-04-01,2,1,2025-04-01,2,0.20465259458408072,0,0,True
2025-04-01,2,2,2025-04-01,2,0.022274682095388194,0,0,True
2025-04-01,2,3,2025-04-01,3,0.5004132324818003,1,0,False
2025-04-01,2,4,2025-04-01,4,0.05051332757332965,0,0,True
2025-04-01,2,5,2025-04-01,2,0.5295430641546226,1,0,False
2025-04-01,2,6,2025-04-01,1,0.8134639953881836,1,1,True
2025-04-01,2,7,2025-04-01,1,0.5417222848830263,1,1,True
2025-04-01,2,8,2025-04-01,1,0.6329670325934694,1,1,True
2025-04-01,2,9,2025-04-01,2,0.2399722875377588,0,0,True
2025-04-01,2,10,2025-04-01,4,0.7038479415912863,1,0,False
2025-04-01,2,11,2025-04-01,2,0.5318192593309408,1,0,False
2025-04-01,2,12,2025-04-01,2,0.8725866923867905,1,0,False
2025-04-02,3,1,2025-04-02,1,0.4554864056924427,0,1,False
2025-04-02,3,2,2025-04-02,1,0.6056197701658097,1,1,True
2025-04-02,3,3,2025-04-02,3,0.18621647562696816,0,0,True
2025-04-02,3,4,2025-04-02,1,0.6387139171960773,1,1,True
2025-04-02,3,5,2025-04-02,1,0.7766256501677232,1,1,True
2025-04-02,3,6,2025-04-02,1,0.614826355916699,1,1,True
2025-04-02,3,7,2025-04-02,1,0.6280146255179692,1,1,True
2025-04-02,3,8,2025-04-02,2,0.6440691488940774,1,0,False
2025-04-02,3,9,2025-04-02,2,0.7816238179318138,1,0,False
2025-04-02,3,10,2025-04-02,1,0.8083026714528432,1,1,True
2025-04-02,3,11,2025-04-02,1,0.844553209781343,1,1,True
2025-04-02,3,12,2025-04-02,1,0.39466578177633377,0,1,False
2025-04-03,4,1,2025-04-03,1,0.5925238517926887,1,1,True
2025-04-03,4,2,2025-04-03,1,0.6698747960169579,1,1,True
2025-04-03,4,3,2025-04-03,5,0.03436255113885911,0,0,True
2025-04-03,4,4,2025-04-03,1,0.6313782349364492,1,1,True
2025-04-03,4,5,2025-04-03,1,0.6425267103238649,1,1,True
2025-04-03,4,6,2025-04-03,1,0.667947154650083,1,1,True
2025-04-03,4,7,2025-04-03,2,0.6816841020451114,1,0,False
2025-04-03,4,8,2025-04-03,1,0.8124553527839853,1,1,True
2025-04-03,4,10,2025-04-03,1,0.6781915264884101,1,1,True
2025-04-03,4,11,2025-04-03,2,0.7895956548015935,1,0,False
2025-04-03,4,12,2025-04-03,1,0.8487554006194282,1,1,True
2025-04-07,1,1,2025-04-07,4,0.34205923374187086,0,0,True
2025-04-07,1,2,2025-04-07,3,0.6138779963951301,1,0,False
2025-04-07,1,3,2025-04-07,5,0.06941497712888106,0,0,True
2025-04-07,1,4,2025-04-07,2,0.5344729091327997,1,0,False
2025-04-07,1,5,2025-04-07,1,0.42913273852664663,0,1,False
2025-04-07,1,6,2025-04-07,1,0.42450993657495883,0,1,False
2025-04-07,1,7,2025-04-07,3,0.2812596563863151,0,0,True
2025-04-07,1,9,2025-04-07,1,0.7941456602277257,1,1,True
2025-04-07,1,10,2025-04-07,1,0.5844863449163087,1,1,True
2025-04-07,1,11,2025-04-07,3,0.46644623003142344,0,0,True
2025-04-07,1,12,2025-04-07,1,0.8352046003663095,1,1,True
2025-04-08,2,1,2025-04-08,2,0.09917642964734602,0,0,True
2025-04-08,2,2,2025-04-08,1,0.6085803730430254,1,1,True
2025-04-08,2,3,2025-04-08,1,0.5412747839725054,1,1,True
2025-04-08,2,4,2025-04-08,1,0.6356783093459997,1,1,True
2025-04-08,2,5,2025-04-08,2,0.5624439372734008,1,0,False
2025-04-08,2,6,2025-04-08,1,0.6558977003490943,1,1,True
2025-04-08,2,7,2025-04-08,4,0.5587136185763943,1,0,False
2025-04-08,2,8,2025-04-08,2,0.19145920717376935,0,0,True
2025-04-08,2,9,2025-04-08,2,0.5121631312632342,1,0,False
2025-04-08,2,10,2025-04-08,1,0.6515056236322978,1,1,True
2025-04-08,2,11,2025-04-08,1,0.7066687552410325,1,1,True
2025-04-08,2,12,2025-04-08,1,0.8808774737156664,1,1,True
2025-04-09,3,1,2025-04-09,1,0.4566610760150203,0,1,False
2025-04-09,3,3,2025-04-09,1,0.6672395513615778,1,1,True
2025-04-09,3,4,2025-04-09,6,0.7112799811515993,1,0,False
2025-04-09,3,5,2025-04-09,1,0.40345143977529774,0,1,False
2025-04-09,3,6,2025-04-09,1,0.614599078158029,1,1,True
2025-04-09,3,7,2025-04-09,2,0.0779319153026095,0,0,True
2025-04-09,3,8,2025-04-09,1,0.8608853124639307,1,1,True
2025-04-09,3,9,2025-04-09,2,0.42331226254511045,0,0,True
2025-04-09,3,10,2025-04-09,1,0.26452810942801497,0,1,False
2025-04-09,3,11,2025-04-09,5,0.6655279021163837,1,0,False
2025-04-09,3,12,2025-04-09,1,0.7995939186503093,1,1,True
2025-04-10,4,1,2025-04-10,2,0.11328677684974257,0,0,True
2025-04-10,4,2,2025-04-10,1,0.42527836432185623,0,1,False
2025-04-10,4,3,2025-04-10,4,0.2580155664330119,0,0,True
2025-04-10,4,4,2025-04-10,1,0.46919077471761794,0,1,False
2025-04-10,4,6,2025-04-10,2,0.7112281236886289,1,0,False
2025-04-10,4,8,2025-04-10,1,0.8299055675768435,1,1,True
2025-04-10,4,9,2025-04-10,1,0.6292180571133684,1,1,True
2025-04-10,4,10,2025-04-10,2,0.3208630677991172,0,0,True
2025-04-10,4,12,2025-04-10,1,0.8633100508134789,1,1,True
2025-04-11,5,1,2025-04-11,1,0.425105247034983,0,1,False
2025-04-11,5,2,2025-04-11,2,0.43868677228286107,0,0,True
2025-04-11,5,3,2025-04-11,4,0.5218108598823864,1,0,False
2025-04-11,5,4,2025-04-11,1,0.7268165523844763,1,1,True
2025-04-11,5,5,2025-04-11,1,0.5098756433701647,1,1,True
2025-04-11,5,6,2025-04-11,2,0.21536520669943301,0,0,True
2025-04-11,5,7,2025-04-11,1,0.7286545850051926,1,1,True
2025-04-11,5,8,2025-04-11,1,0.5951501453088203,1,1,True
2025-04-11,5,9,2025-04-11,1,0.7217717091166428,1,1,True
2025-04-11,5,10,2025-04-11,1,0.704569285782296,1,1,True
2025-04-11,5,11,2025-04-11,2,0.39817166759764944,0,0,True
2025-04-11,5,12,2025-04-11,6,0.6085687075912902,1,0,False
2025-04-12,6,1,2025-04-12,3,0.08971003428451119,0,0,True
2025-04-12,6,2,2025-04-12,2,0.5754786363152382,1,0,False
2025-04-12,6,3,2025-04-12,1,0.6751214729745985,1,1,True
2025-04-12,6,5,2025-04-12,2,0.5930527277535861,1,0,False
2025-04-12,6,6,2025-04-12,2,0.58922947238489,1,0,False
2025-04-12,6,7,2025-04-12,1,0.5428216735274467,1,1,True
2025-04-12,6,8,2025-04-12,1,0.5955988806302823,1,1,True
2025-04-12,6,9,2025-04-12,1,0.6531227254238333,1,1,True
2025-04-12,6,10,2025-04-12,2,0.2990988538998033,0,0,True
2025-04-12,6,11,2025-04-12,1,0.6924687860913338,1,1,True
2025-04-12,6,12,2025-04-12,3,0.7564587942651999,1,0,False
2025-04-13,7,1,2025-04-13,1,0.4277250988079944,0,1,False
2025-04-13,7,2,2025-04-13,4,0.667728444437123,1,0,False
2025-04-13,7,3,2025-04-13,1,0.2731561715106339,0,1,False
2025-04-13,7,4,2025-04-13,3,0.40014985653668006,0,0,True
2025-04-13,7,5,2025-04-13,1,0.551294542183219,1,1,True
2025-04-13,7,6,2025-04-13,1,0.24051034985575084,0,1,False
2025-04-13,7,7,2025-04-13,1,0.6839797367868123,1,1,True
2025-04-13,7,8,2025-04-13,2,0.2999453274390865,0,0,True
2025-04-13,7,9,2025-04-13,1,0.7021523584720841,1,1,True
2025-04-13,7,11,2025-04-13,1,0.5192950007114278,1,1,True
2025-04-13,7,12,2025-04-13,4,0.6170537138379618,1,0,False
2025-04-16,1,1,2025-04-16,6,0.06856413160841486,0,0,True
2025-04-16,1,2,2025-04-16,1,0.8397710116643037,1,1,True
2025-04-16,1,3,2025-04-16,1,0.537462289032281,1,1,True
2025-04-16,1,4,2025-04-16,1,0.6455348933270073,1,1,True
2025-04-16,1,5,2025-04-16,1,0.26858088658990265,0,1,False
2025-04-16,1,6,2025-04-16,1,0.6259556066376931,1,1,True
2025-04-16,1,7,2025-04-16,1,0.6822302167292734,1,1,True
2025-04-16,1,8,2025-04-16,1,0.7040383262229248,1,1,True
2025-04-16,1,9,2025-04-16,2,0.5187059925281718,1,0,False
2025-04-16,1,10,2025-04-16,3,0.7461026652733781,1,0,False
2025-04-16,1,12,2025-04-16,2,0.8101158339253068,1,0,False
2025-04-17,2,1,2025-04-17,1,0.6582250796392005,1,1,True
2025-04-17,2,2,2025-04-17,4,0.4894425300407467,0,0,True
2025-04-17,2,3,2025-04-17,1,0.4870525909620471,0,1,False
2025-04-17,2,4,2025-04-17,5,0.14630040804393823,0,0,True
2025-04-17,2,5,2025-04-17,1,0.6908207106990116,1,1,True
2025-04-17,2,6,2025-04-17,1,0.3207613184923116,0,1,False
2025-04-17,2,7,2025-04-17,3,0.5648520588134037,1,0,False
2025-04-17,2,8,2025-04-17,1,0.6508067551862552,1,1,True
2025-04-17,2,9,2025-04-17,4,0.4983818949591024,0,0,True
2025-04-17,2,10,2025-04-17,1,0.6229216259049725,1,1,True
2025-04-17,2,11,2025-04-17,2,0.5511053449959488,1,0,False
2025-04-18,3,1,2025-04-18,1,0.44817905903634014,0,1,False
2025-04-18,3,2,2025-04-18,1,0.3635410560662581,0,1,False
2025-04-18,3,3,2025-04-18,3,0.20909889315611452,0,0,True
2025-04-18,3,4,2025-04-18,4,0.3769504361180848,0,0,True
2025-04-18,3,5,2025-04-18,2,0.038638437120930555,0,0,True
2025-04-18,3,6,2025-04-18,1,0.8505914202087473,1,1,True
2025-04-18,3,7,2025-04-18,6,0.1386617093799676,0,0,True
2025-04-18,3,8,2025-04-18,2,0.5851729260752794,1,0,False
2025-04-18,3,9,2025-04-18,2,0.6627276517316741,1,0,False
2025-04-18,3,10,2025-04-18,1,0.5985798092396674,1,1,True
2025-04-18,3,11,2025-04-18,1,0.7087065405294464,1,1,True
2025-04-18,3,12,2025-04-18,1,0.832910921256946,1,1,True
2025-04-19,4,1,2025-04-19,1,0.3470630424775454,0,1,False
2025-04-19,4,2,2025-04-19,1,0.23367426408374026,0,1,False
2025-04-19,4,3,2025-04-19,1,0.15452042965315801,0,1,False
2025-04-19,4,4,2025-04-19,2,0.2794076247525889,0,0,True
2025-04-19,4,5,2025-04-19,3,0.32060440001617574,0,0,True
2025-04-19,4,6,2025-04-19,1,0.7925093095091051,1,1,True
2025-04-19,4,7,2025-04-19,2,0.26591867273120634,0,0,True
2025-04-19,4,8,2025-04-19,1,0.6329613448906861,1,1,True
2025-04-19,4,9,2025-04-19,1,0.6472838276016875,1,1,True
2025-04-19,4,10,2025-04-19,1,0.5673961752375098,1,1,True
2025-04-19,4,11,2025-04-19,1,0.751732002574191,1,1,True
2025-04-19,4,12,2025-04-19,1,0.39728507439319666,0,1,False
2025-04-20,5,1,2025-04-20,2,0.42064671507664775,0,0,True
2025-04-20,5,2,2025-04-20,1,0.46355283164431943,0,1,False
2025-04-20,5,3,2025-04-20,1,0.8165314167911402,1,1,True
2025-04-20,5,5,2025-04-20,1,0.8528506674512611,1,1,True
2025-04-20,5,6,2025-04-20,2,0.24648372377845532,0,0,True
2025-04-20,5,7,2025-04-20,1,0.7598926362342613,1,1,True
2025-04-20,5,8,2025-04-20,1,0.8228973701874644,1,1,True
2025-04-20,5,9,2025-04-20,3,0.6535332364395722,1,0,False
2025-04-20,5,11,2025-04-20,6,0.6125284993487298,1,0,False
2025-04-21,6,1,2025-04-21,2,0.2739281840289181,0,0,True
2025-04-21,6,2,2025-04-21,6,0.3555230167329113,0,0,True
2025-04-21,6,3,2025-04-21,1,0.5070246448852007,1,1,True
2025-04-21,6,5,2025-04-21,1,0.6027809329759432,1,1,True
2025-04-21,6,6,2025-04-21,6,0.14880247138143513,0,0,True
2025-04-21,6,7,2025-04-21,5,0.33998902446595425,0,0,True
2025-04-21,6,8,2025-04-21,2,0.6841560379481357,1,0,False
2025-04-21,6,10,2025-04-21,2,0.6823620691279335,1,0,False
2025-04-21,6,12,2025-04-21,5,0.7780722325642829,1,0,False
2025-04-28,1,1,2025-04-28,4,0.12611939621663953,0,0,True
2025-04-28,1,2,2025-04-28,4,0.2663769305813976,0,0,True
2025-04-28,1,3,2025-04-28,6,0.1617509726841808,0,0,True
2025-04-28,1,4,2025-04-28,1,0.1761092277412335,0,1,False
2025-04-28,1,5,2025-04-28,2,0.36951137691989855,0,0,True
2025-04-28,1,6,2025-04-28,2,0.3467397899575297,0,0,True
2025-04-28,1,7,2025-04-28,1,0.8036433705136365,1,1,True
2025-04-28,1,8,2025-04-28,1,0.6113414428998056,1,1,True
2025-04-28,1,9,2025-04-28,1,0.21867322113519463,0,1,False
2025-04-28,1,10,2025-04-28,1,0.6814396412713848,1,1,True
2025-04-28,1,11,2025-04-28,2,0.2438335718028186,0,0,True
2025-04-28,1,12,2025-04-28,1,0.7968026330233241,1,1,True
2025-04-29,2,1,2025-04-29,2,0.5340985926814322,1,0,False
2025-04-29,2,2,2025-04-29,1,0.7092498495086339,1,1,True
2025-04-29,2,3,2025-04-29,6,0.016497053490615997,0,0,True
2025-04-29,2,4,2025-04-29,1,0.5263347400094016,1,1,True
2025-04-29,2,5,2025-04-29,6,0.7068187124705481,1,0,False
2025-04-29,2,6,2025-04-29,2,0.21372140750677224,0,0,True
2025-04-29,2,7,2025-04-29,1,0.9025662477476559,1,1,True
2025-04-29,2,8,2025-04-29,1,0.7777237966722937,1,1,True
2025-04-29,2,9,2025-04-29,1,0.8525577949620137,1,1,True
2025-04-29,2,10,2025-04-29,1,0.7837651757287804,1,1,True
2025-04-29,2,11,2025-04-29,1,0.596293021115815,1,1,True
2025-04-29,2,12,2025-04-29,1,0.5831226603489791,1,1,True
2025-04-30,3,1,2025-04-30,1,0.6493345436881428,1,1,True
2025-04-30,3,2,2025-04-30,1,0.7103148744483744,1,1,True
2025-04-30,3,3,2025-04-30,5,0.2298188083024147,0,0,True
2025-04-30,3,4,2025-04-30,2,0.0818405841571342,0,0,True
2025-04-30,3,5,2025-04-30,4,0.4894406227502228,0,0,True
2025-04-30,3,6,2025-04-30,1,0.3461165747258242,0,1,False
2025-04-30,3,7,2025-04-30,1,0.7749968311635742,1,1,True
2025-04-30,3,8,2025-04-30,1,0.8179826164279668,1,1,True
2025-04-30,3,9,2025-04-30,1,0.8975769072146013,1,1,True
2025-04-30,3,10,2025-04-30,1,0.18761220416847074,0,1,False
2025-04-30,3,11,2025-04-30,1,0.7624615405587389,1,1,True
