開催日,日目,レース,艇,登番,選手名,級,身長,体重,勝率,2連率,3連率,当地勝率,当地2連率,当地3連率,モーター勝率,モーター2連率,モーター3連率,ボート勝率,ボート2連率,ボート3連率,平均スタートタイミング,1コース進入回数,1コース複勝率,1コース平均スタートタイミング,1コース平均スタート順位,2コース進入回数,2コース複勝率,2コース平均スタートタイミング,2コース平均スタート順位,3コース進入回数,3コース複勝率,3コース平均スタートタイミング,3コース平均スタート順位,4コース進入回数,4コース複勝率,4コース平均スタートタイミング,4コース平均スタート順位,5コース進入回数,5コース複勝率,5コース平均スタートタイミング,5コース平均スタート順位,6コース進入回数,6コース複勝率,6コース平均スタートタイミング,6コース平均スタート順位,算出期間自,算出期間至
2023-01-01,4,4,1,4380,鈴木峻佑,B1,168,53,3.94,19.1,33.0,3.06,11.8,17.6,6.5,50.0,63.9,5.8,39.8,51.1,0.17,19,84.2,0.14,2.1,19,31.5,0.16,3.4,17,23.5,0.17,3.4,21,23.8,0.17,2.9,21,19.0,0.19,4.0,18,5.5,0.22,4.5,2022-07-01,2022-12-27
2023-01-01,4,4,2,4421,森作広大,B1,168,60,4.17,13.2,35.8,4.96,21.7,52.2,6.21,41.7,58.3,5.51,38.8,56.3,0.19,7,28.5,0.16,2.5,10,30.0,0.15,3.4,10,30.0,0.16,3.4,5,0.0,0.2,4.2,7,0.0,0.18,4.6,15,0.0,0.25,5.5,2022-07-01,2022-12-27
2023-01-01,4,4,3,3808,秋田健太郎,B1,165,64,4.28,21.6,35.1,2.71,0.0,0.0,5.94,31.2,62.5,6.0,42.7,63.1,0.15,18,66.6,0.13,2.2,18,33.3,0.17,3.7,17,17.6,0.17,3.1,12,8.3,0.14,3.3,16,0.0,0.15,3.2,16,0.0,0.17,3.4,2022-07-01,2022-12-27
2023-01-01,4,4,5,4365,盛本真輔,B1,169,51,4.87,29.8,41.2,4.88,28.1,43.8,4.41,15.6,37.5,5.34,35.2,48.9,0.19,20,85.0,0.16,2.9,18,50.0,0.19,3.6,26,26.9,0.18,4.2,18,22.2,0.2,3.8,23,8.7,0.2,4.0,17,0.0,0.22,5.2,2022-07-01,2022-12-27
2023-01-01,4,4,6,5264,登みひ果,B2,149,44,1.07,0.0,0.0,0.0,0.0,0.0,5.3,29.7,48.6,5.63,37.0,59.8,0.25,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,71,1.4,0.25,4.7,2022-07-01,2022-12-27
2023-01-01,4,5,4,3970,亀山高雅,B1,161,56,4.07,17.0,37.5,5.18,36.4,54.5,6.0,40.0,50.0,5.65,35.4,54.5,0.19,9,33.3,0.22,4.8,10,30.0,0.18,4.6,7,28.5,0.2,3.9,10,10.0,0.19,3.7,8,12.5,0.18,3.4,10,0.0,0.19,4.2,2022-07-01,2022-12-27
2023-01-01,4,5,5,4970,井町泰,B2,165,50,3.41,12.8,20.5,2.12,0.0,6.2,5.33,30.6,44.4,5.91,46.9,58.3,0.15,4,75.0,0.14,2.8,13,30.7,0.16,3.2,14,0.0,0.19,3.8,13,7.6,0.1,2.5,2,0.0,0.14,3.5,3,0.0,0.23,5.0,2022-07-01,2022-12-27
2023-01-01,4,5,1,4965,福岡泉水,B1,157,51,3.87,14.8,25.9,0.0,0.0,0.0,7.87,61.3,80.6,5.33,34.9,51.9,0.19,13,38.4,0.21,4.0,18,11.1,0.2,4.3,21,42.8,0.17,2.7,17,11.7,0.18,3.1,20,25.0,0.18,3.3,12,0.0,0.19,3.1,2022-07-01,2022-12-27
2023-01-01,4,5,3,4078,渡辺史之,B1,160,53,3.69,20.0,31.8,3.71,21.4,28.6,5.23,36.7,43.3,4.65,19.8,43.2,0.19,20,50.0,0.16,3.1,21,38.1,0.18,3.9,23,21.7,0.2,3.8,22,9.0,0.2,3.9,17,0.0,0.18,3.5,14,0.0,0.24,5.2,2022-07-01,2022-12-27
2023-01-01,4,5,2,5195,北村寧々,B1,153,42,2.46,2.9,13.2,0.0,0.0,0.0,3.0,22.2,27.8,5.67,38.1,55.7,0.18,11,36.3,0.2,3.7,22,13.6,0.19,3.7,20,0.0,0.16,2.8,14,7.1,0.16,3.4,26,7.6,0.19,3.8,16,6.2,0.18,4.1,2022-07-01,2022-12-27
2023-01-01,4,5,6,4712,冨好祐真,B1,171,56,3.73,13.3,26.7,3.26,8.7,30.4,4.2,30.0,30.0,4.95,30.1,46.2,0.18,8,62.5,0.13,2.4,12,25.0,0.2,3.4,11,9.0,0.16,3.0,11,0.0,0.18,2.9,8,0.0,0.2,3.8,9,22.2,0.18,4.7,2022-07-01,2022-12-27
2023-01-01,4,6,1,3753,河上哲也,B1,165,55,3.24,13.2,22.4,4.17,23.0,31.9,4.26,23.1,35.9,6.03,43.4,63.6,0.16,15,66.6,0.13,2.3,16,0.0,0.16,3.6,14,42.8,0.15,2.9,18,16.6,0.2,3.6,12,0.0,0.18,3.1,11,0.0,0.15,3.7,2022-07-01,2022-12-27
2023-01-01,4,6,2,4998,中村かなえ,A2,161,46,5.65,43.1,55.6,7.53,63.2,78.9,4.69,31.0,41.4,5.01,31.9,42.9,0.14,20,65.0,0.14,2.6,18,33.3,0.14,2.7,17,29.4,0.14,2.6,19,36.8,0.15,2.7,15,40.0,0.14,2.4,13,7.6,0.15,2.9,2022-07-01,2022-12-27
2023-01-01,4,6,3,3981,今坂晃広,B1,164,54,4.18,28.4,37.1,5.0,25.0,50.0,6.56,46.9,65.6,4.16,21.6,27.3,0.17,15,60.0,0.17,2.8,14,35.7,0.15,2.7,22,31.8,0.15,3.2,19,31.5,0.14,3.2,16,6.2,0.17,3.6,19,10.5,0.21,4.5,2022-07-01,2022-12-27
2023-01-01,4,6,5,4982,中村将隆,B2,169,56,4.13,23.1,30.8,5.0,36.0,44.0,5.56,36.1,50.0,5.62,33.0,55.7,0.17,6,83.3,0.15,2.7,7,14.2,0.2,4.0,9,22.2,0.18,3.5,6,50.0,0.15,4.5,11,27.2,0.18,3.7,3,0.0,0.19,3.0,2022-07-01,2022-12-27
2023-01-01,4,6,6,5249,三木晴斗,B1,166,55,1.44,0.0,1.4,0.0,0.0,0.0,5.33,30.8,48.7,4.67,29.4,41.2,0.18,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.15,4.0,9,0.0,0.24,4.0,50,2.0,0.17,3.0,2022-07-01,2022-12-27
2023-01-01,4,6,4,5202,宮崎つぐみ,B1,154,48,3.35,9.1,19.7,1.0,0.0,0.0,5.74,39.5,55.3,5.1,27.4,47.6,0.16,3,66.6,0.22,4.0,4,0.0,0.18,2.5,5,0.0,0.09,2.4,16,18.7,0.18,3.3,20,0.0,0.15,3.4,17,0.0,0.16,3.7,2022-07-01,2022-12-27
2023-01-01,4,7,5,5255,藤原仙二,B1,167,54,3.0,5.3,26.3,2.67,16.7,16.7,4.62,17.6,41.2,5.41,30.2,50.0,0.19,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,5,20.0,0.13,2.6,64,4.6,0.2,3.9,2022-07-01,2022-12-27
2023-01-01,4,7,4,3892,草場康幸,B1,163,55,4.27,15.7,37.1,5.68,35.3,55.9,5.16,34.2,47.4,4.38,21.3,43.6,0.16,12,58.3,0.13,3.1,16,56.2,0.16,3.9,18,16.6,0.15,2.9,18,33.3,0.17,3.1,24,8.3,0.17,3.8,9,11.1,0.2,3.9,2022-07-01,2022-12-27
2023-01-01,4,7,1,4675,井手良太,B1,168,51,4.94,29.2,46.9,4.14,17.9,32.1,4.82,31.1,40.0,4.67,24.4,41.5,0.14,20,65.0,0.17,2.5,20,25.0,0.15,2.9,17,35.2,0.14,2.4,19,26.3,0.14,2.7,22,27.2,0.14,2.1,18,0.0,0.13,2.2,2022-07-01,2022-12-27
2023-01-01,4,7,3,3506,宮西真昭,B1,159,54,3.26,8.6,24.3,3.04,4.3,8.7,5.49,31.4,54.3,5.13,31.0,44.8,0.2,12,0.0,0.24,5.1,16,18.7,0.18,4.8,15,20.0,0.19,4.2,16,6.2,0.2,4.3,15,0.0,0.18,4.7,8,0.0,0.2,5.3,2022-07-01,2022-12-27
2023-01-01,4,7,2,3568,木村光宏,B1,162,56,5.05,32.1,52.4,5.8,43.1,57.5,5.65,30.0,50.0,5.17,33.8,47.5,0.16,24,75.0,0.15,3.0,25,16.0,0.16,4.0,24,20.8,0.15,3.3,23,34.7,0.15,3.3,16,12.5,0.16,4.0,11,18.1,0.21,4.0,2022-07-01,2022-12-27
2023-01-01,4,7,6,4895,門間雄大,B1,169,54,4.18,17.0,35.2,4.24,24.0,28.0,6.23,43.6,61.5,4.86,27.1,46.9,0.15,14,64.2,0.14,3.0,20,25.0,0.16,2.7,18,5.5,0.14,2.7,16,25.0,0.16,2.5,22,18.1,0.15,2.7,20,5.0,0.17,3.8,2022-07-01,2022-12-27
2023-01-01,4,8,4,3949,今出晋二,B1,162,58,4.56,24.5,37.8,5.27,26.7,53.3,6.27,45.5,63.6,5.88,40.2,58.8,0.16,12,25.0,0.17,2.8,15,33.3,0.13,2.7,18,22.2,0.14,3.1,19,10.5,0.15,3.0,18,11.1,0.15,3.3,12,0.0,0.24,4.6,2022-07-01,2022-12-27
2023-01-01,4,8,3,4365,盛本真輔,B1,169,51,4.87,29.8,41.2,4.88,28.1,43.8,4.41,15.6,37.5,5.34,35.2,48.9,0.19,20,85.0,0.16,2.9,18,50.0,0.19,3.6,26,26.9,0.18,4.2,18,22.2,0.2,3.8,23,8.7,0.2,4.0,17,0.0,0.22,5.2,2022-07-01,2022-12-27
2023-01-01,4,8,1,3543,福田雅一,A2,165,55,5.18,34.1,49.4,6.09,42.9,61.5,5.39,32.1,46.4,5.27,36.4,48.5,0.15,23,82.6,0.15,2.3,19,26.3,0.16,3.3,18,38.8,0.14,3.2,19,21.0,0.16,3.6,20,10.0,0.17,4.2,9,0.0,0.13,2.4,2022-07-01,2022-12-27
2023-01-01,4,8,5,4323,山田佑樹,B1,169,57,4.67,28.9,46.7,5.0,33.3,55.6,5.65,37.5,52.5,5.85,42.4,58.6,0.16,18,88.8,0.13,2.0,17,41.1,0.15,2.6,15,26.6,0.16,2.5,15,13.3,0.16,2.7,17,5.8,0.19,3.6,15,6.6,0.19,3.9,2022-07-01,2022-12-27
2023-01-01,4,8,6,5204,宇恵有香,B1,152,45,2.66,3.2,12.9,0.0,0.0,0.0,4.43,21.6,35.1,5.13,33.7,43.6,0.2,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,17,5.8,0.19,3.8,28,3.5,0.19,3.7,68,1.4,0.21,4.0,2022-07-01,2022-12-27
2023-01-01,4,8,2,5025,粟田祥,B2,170,59,3.32,13.4,24.4,3.3,15.2,23.9,6.47,34.4,78.1,5.3,33.7,52.5,0.19,7,42.8,0.24,4.0,8,25.0,0.16,4.1,8,12.5,0.17,3.1,8,0.0,0.2,3.8,11,9.0,0.19,4.0,7,0.0,0.21,4.4,2022-07-01,2022-12-27
2023-01-01,4,10,1,4078,渡辺史之,B1,160,53,3.69,20.0,31.8,3.71,21.4,28.6,5.23,36.7,43.3,4.65,19.8,43.2,0.19,20,50.0,0.16,3.1,21,38.1,0.18,3.9,23,21.7,0.2,3.8,22,9.0,0.2,3.9,17,0.0,0.18,3.5,14,0.0,0.24,5.2,2022-07-01,2022-12-27
2023-01-01,4,10,2,5217,藤原碧生,B1,158,54,4.7,26.6,44.3,4.0,0.0,0.0,6.08,40.0,62.5,5.13,31.1,44.4,0.18,10,70.0,0.19,3.4,9,44.4,0.17,3.3,10,20.0,0.22,3.5,9,33.3,0.14,3.2,11,27.2,0.14,2.9,20,20.0,0.21,4.1,2022-07-01,2022-12-27
2023-01-01,4,10,3,4421,森作広大,B1,168,60,4.17,13.2,35.8,4.96,21.7,52.2,6.21,41.7,58.3,5.51,38.8,56.3,0.19,7,28.5,0.16,2.5,10,30.0,0.15,3.4,10,30.0,0.16,3.4,5,0.0,0.2,4.2,7,0.0,0.18,4.6,15,0.0,0.25,5.5,2022-07-01,2022-12-27
2023-01-01,4,10,6,4229,市川美宏,B1,170,53,5.09,31.6,49.4,0.0,0.0,0.0,5.32,32.1,46.4,5.51,32.7,56.1,0.19,18,72.2,0.15,2.8,17,47.0,0.21,4.0,18,22.2,0.16,3.2,17,29.4,0.18,3.7,19,36.8,0.21,4.1,22,0.0,0.23,4.9,2022-07-01,2022-12-27
2023-01-01,4,10,5,4815,伏島祐介,B1,172,53,4.97,30.4,45.7,0.0,0.0,0.0,4.17,12.5,27.5,4.82,30.0,42.2,0.18,15,46.6,0.21,3.9,24,37.5,0.17,3.5,21,38.1,0.18,3.7,22,13.6,0.18,2.8,25,4.0,0.19,3.3,13,7.6,0.15,3.2,2022-07-01,2022-12-27
2023-01-01,4,10,4,3981,今坂晃広,B1,164,54,4.18,28.4,37.1,5.0,25.0,50.0,6.56,46.9,65.6,4.16,21.6,27.3,0.17,15,60.0,0.17,2.8,14,35.7,0.15,2.7,22,31.8,0.15,3.2,19,31.5,0.14,3.2,16,6.2,0.17,3.6,19,10.5,0.21,4.5,2022-07-01,2022-12-27
2023-01-01,4,11,5,4675,井手良太,B1,168,51,4.94,29.2,46.9,4.14,17.9,32.1,4.82,31.1,40.0,4.67,24.4,41.5,0.14,20,65.0,0.17,2.5,20,25.0,0.15,2.9,17,35.2,0.14,2.4,19,26.3,0.14,2.7,22,27.2,0.14,2.1,18,0.0,0.13,2.2,2022-07-01,2022-12-27
2023-01-01,4,11,1,3568,木村光宏,B1,162,56,5.05,32.1,52.4,5.8,43.1,57.5,5.65,30.0,50.0,5.17,33.8,47.5,0.16,24,75.0,0.15,3.0,25,16.0,0.16,4.0,24,20.8,0.15,3.3,23,34.7,0.15,3.3,16,12.5,0.16,4.0,11,18.1,0.21,4.0,2022-07-01,2022-12-27
2023-01-01,4,11,2,3543,福田雅一,A2,165,55,5.18,34.1,49.4,6.09,42.9,61.5,5.39,32.1,46.4,5.27,36.4,48.5,0.15,23,82.6,0.15,2.3,19,26.3,0.16,3.3,18,38.8,0.14,3.2,19,21.0,0.16,3.6,20,10.0,0.17,4.2,9,0.0,0.13,2.4,2022-07-01,2022-12-27
2023-01-01,4,11,4,3808,秋田健太郎,B1,165,64,4.28,21.6,35.1,2.71,0.0,0.0,5.94,31.2,62.5,6.0,42.7,63.1,0.15,18,66.6,0.13,2.2,18,33.3,0.17,3.7,17,17.6,0.17,3.1,12,8.3,0.14,3.3,16,0.0,0.15,3.2,16,0.0,0.17,3.4,2022-07-01,2022-12-27
2023-01-01,4,11,6,4380,鈴木峻佑,B1,168,53,3.94,19.1,33.0,3.06,11.8,17.6,6.5,50.0,63.9,5.8,39.8,51.1,0.17,19,84.2,0.14,2.1,19,31.5,0.16,3.4,17,23.5,0.17,3.4,21,23.8,0.17,2.9,21,19.0,0.19,4.0,18,5.5,0.22,4.5,2022-07-01,2022-12-27
2023-01-01,4,11,3,3753,河上哲也,B1,165,55,3.24,13.2,22.4,4.17,23.0,31.9,4.26,23.1,35.9,6.03,43.4,63.6,0.16,15,66.6,0.13,2.3,16,0.0,0.16,3.6,14,42.8,0.15,2.9,18,16.6,0.2,3.6,12,0.0,0.18,3.1,11,0.0,0.15,3.7,2022-07-01,2022-12-27
2023-01-01,4,12,2,4818,伏見俊介,A2,170,57,6.19,47.5,61.0,4.0,20.0,40.0,8.33,75.0,91.7,5.32,34.1,49.5,0.14,19,84.2,0.14,2.2,10,50.0,0.15,2.8,18,61.1,0.13,2.3,14,35.7,0.13,2.0,18,27.7,0.15,2.9,17,11.7,0.12,3.2,2022-07-01,2022-12-27
2023-01-01,4,12,5,4925,森悠稀,A2,166,56,5.34,36.8,54.7,4.06,27.8,38.9,6.13,38.5,61.5,5.93,41.4,56.6,0.15,20,70.0,0.16,2.5,18,33.3,0.17,2.6,21,28.5,0.16,3.1,21,33.3,0.14,2.7,23,30.4,0.14,2.3,14,21.4,0.13,2.8,2022-07-01,2022-12-27
2023-01-01,4,12,3,4154,森安弘雅,A2,163,54,5.35,36.4,52.7,5.06,30.9,44.3,5.4,50.0,50.0,5.87,38.2,59.6,0.18,17,82.3,0.15,3.4,16,43.7,0.17,3.8,17,41.1,0.19,3.1,12,41.6,0.18,3.1,17,29.4,0.19,3.8,12,0.0,0.18,4.4,2022-07-01,2022-12-27
2023-01-01,4,12,4,4258,関根彰人,B1,168,53,4.51,24.2,40.7,4.25,12.5,37.5,3.5,8.3,22.2,5.29,30.8,47.3,0.19,19,68.4,0.16,2.7,21,28.5,0.2,3.5,15,20.0,0.17,3.3,20,20.0,0.21,4.5,25,4.0,0.19,4.4,15,0.0,0.21,4.3,2022-07-01,2022-12-27
2023-01-01,4,12,6,3725,向達哉,B1,167,55,4.31,21.9,42.1,4.29,23.8,33.3,5.3,37.0,40.7,5.2,29.1,45.3,0.16,21,76.1,0.13,2.1,27,37.0,0.16,3.3,23,39.1,0.14,2.7,25,28.0,0.18,3.3,20,5.0,0.19,4.0,9,11.1,0.19,3.9,2022-07-01,2022-12-27
2023-01-01,4,12,1,4677,片橋幸貴,A1,173,52,5.46,38.9,56.5,7.05,57.9,76.3,6.58,50.0,66.7,5.3,35.0,48.5,0.13,24,83.3,0.14,2.3,23,60.8,0.13,2.2,28,50.0,0.14,3.0,25,60.0,0.11,1.8,22,22.7,0.12,2.2,15,13.3,0.15,3.7,2022-07-01,2022-12-27
2023-01-03,1,1,1,4642,松尾夏海,A2,157,48,6.05,52.3,61.4,6.86,58.0,68.0,6.38,46.2,64.1,5.35,34.7,56.1,0.15,18,88.8,0.14,2.4,14,50.0,0.16,2.6,12,16.6,0.16,2.5,17,41.1,0.17,3.1,12,16.6,0.13,2.7,15,6.6,0.18,3.3,2022-08-01,2023-01-01
2023-01-03,1,1,4,5037,田頭虎親,A2,162,53,5.47,35.4,51.0,5.01,29.5,47.4,6.13,42.6,61.7,4.39,21.4,35.7,0.15,18,83.3,0.15,2.9,22,36.3,0.15,2.8,22,50.0,0.15,3.2,23,34.7,0.12,2.4,20,25.0,0.16,3.2,19,10.5,0.19,3.7,2022-08-01,2023-01-01
2023-01-03,1,1,3,4821,妻鳥晋也,B1,170,58,5.06,30.8,49.2,5.69,42.6,55.9,5.97,35.5,58.1,5.09,29.7,45.1,0.2,11,81.8,0.17,2.8,17,29.4,0.19,4.4,19,36.8,0.22,4.6,16,31.2,0.2,4.4,20,5.0,0.19,4.3,15,13.3,0.2,4.0,2022-08-01,2023-01-01
2023-01-03,1,1,2,4894,原村拓也,B1,174,54,4.03,19.8,31.7,4.7,26.8,40.2,4.61,26.1,41.3,5.55,32.4,54.9,0.16,20,80.0,0.15,2.8,27,33.3,0.17,3.2,24,29.1,0.16,3.3,22,4.5,0.17,3.9,24,8.3,0.14,3.2,21,0.0,0.2,3.7,2022-08-01,2023-01-01
2023-01-03,1,1,5,4946,船越健吾,B1,166,54,4.14,18.9,32.6,4.58,27.3,42.4,4.88,29.4,44.1,5.89,40.2,57.9,0.14,12,75.0,0.17,3.4,17,17.6,0.16,3.1,20,30.0,0.16,2.8,12,8.3,0.11,2.5,17,17.6,0.12,2.2,19,5.2,0.14,3.5,2022-08-01,2023-01-01
2023-01-03,1,1,6,5032,谷口知優,B1,164,51,4.7,29.5,44.3,4.44,27.8,41.7,5.58,33.3,55.6,5.21,33.0,50.9,0.16,15,66.6,0.16,3.3,18,33.3,0.16,3.2,21,23.8,0.14,3.2,23,17.3,0.16,3.7,18,5.5,0.17,3.4,16,0.0,0.18,3.9,2022-08-01,2023-01-01
2023-01-03,1,2,5,4852,川原祐明,A1,164,51,5.91,41.2,59.6,6.05,40.4,64.9,6.12,41.7,60.4,5.23,33.0,45.4,0.15,33,81.8,0.13,3.0,19,42.1,0.16,3.6,25,40.0,0.16,3.1,28,35.7,0.16,3.3,25,20.0,0.13,3.4,18,5.5,0.15,3.4,2022-08-01,2023-01-01
2023-01-03,1,2,1,3753,河上哲也,B1,165,55,3.32,13.3,22.7,4.14,25.0,32.3,5.76,41.5,61.0,4.81,28.6,43.9,0.16,15,66.6,0.13,2.3,16,0.0,0.16,3.6,14,42.8,0.15,2.9,18,16.6,0.2,3.6,12,0.0,0.18,3.1,11,0.0,0.15,3.7,2022-08-01,2023-01-01
2023-01-03,1,2,2,5161,登玉隼百,B1,168,52,4.38,20.8,41.6,5.33,33.3,50.0,3.53,20.0,20.0,5.49,37.3,56.4,0.16,15,60.0,0.15,3.1,18,22.2,0.16,3.4,17,29.4,0.16,3.1,16,6.2,0.16,2.7,21,9.5,0.15,2.6,19,5.2,0.17,3.7,2022-08-01,2023-01-01
2023-01-03,1,2,3,3660,長谷川親王,B1,168,60,3.8,17.2,25.3,4.38,20.2,36.2,4.21,14.9,29.8,6.0,42.9,62.9,0.18,12,66.6,0.16,3.5,18,16.6,0.19,3.9,24,16.6,0.17,3.4,17,0.0,0.17,4.1,20,10.0,0.2,4.0,12,0.0,0.19,4.8,2022-08-01,2023-01-01
2023-01-03,1,2,4,4452,松尾祭,A2,163,54,5.94,39.1,71.0,5.73,37.4,60.6,5.5,36.1,50.0,5.62,35.5,56.4,0.19,21,61.9,0.2,3.7,19,57.8,0.18,3.9,17,47.0,0.16,3.2,22,22.7,0.21,4.3,19,15.7,0.2,4.1,16,0.0,0.2,5.2,2022-08-01,2023-01-01
2023-01-03,1,2,6,5265,大廣咲季,B2,159,45,1.14,0.0,0.0,1.0,0.0,0.0,4.23,17.9,38.5,5.19,32.3,44.8,0.19,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,0.0,0.13,4.0,64,6.2,0.19,3.7,2022-08-01,2023-01-01
2023-01-03,1,3,2,4931,木谷賢太,A2,162,55,5.74,42.0,56.8,6.65,47.5,73.7,6.21,42.4,63.6,5.69,39.2,54.6,0.16,21,85.7,0.15,2.8,20,75.0,0.14,3.7,23,39.1,0.15,3.4,23,34.7,0.16,3.7,19,10.5,0.17,3.7,21,19.0,0.18,4.0,2022-08-01,2023-01-01
