開催日,日目,レース,艇,登番,選手名,級,身長,体重,勝率,2連率,3連率,当地勝率,当地2連率,当地3連率,モーター勝率,モーター2連率,モーター3連率,ボート勝率,ボート2連率,ボート3連率,平均スタートタイミング,1コース進入回数,1コース複勝率,1コース平均スタートタイミング,1コース平均スタート順位,2コース進入回数,2コース複勝率,2コース平均スタートタイミング,2コース平均スタート順位,3コース進入回数,3コース複勝率,3コース平均スタートタイミング,3コース平均スタート順位,4コース進入回数,4コース複勝率,4コース平均スタートタイミング,4コース平均スタート順位,5コース進入回数,5コース複勝率,5コース平均スタートタイミング,5コース平均スタート順位,6コース進入回数,6コース複勝率,6コース平均スタートタイミング,6コース平均スタート順位,算出期間自,算出期間至
2014-01-01,3,2,1,2887,大井崇夫,B1,162,54,3.98,20.7,34.1,4.57,27.7,40.4,7.92,75.0,88.9,4.67,26.7,41.1,0.22,16,56.3,0.17,3.1,19,21.1,0.23,4.5,20,15.0,0.23,3.9,14,21.4,0.21,4.6,21,9.5,0.23,4.4,13,0.0,0.21,4.4,2013-07-01,2013-12-28
2014-01-01,3,2,4,4529,嶋義信,B1,165,56,4.05,18.8,28.7,4.15,18.9,31.1,3.14,14.3,25.0,6.21,47.8,64.2,0.18,12,58.3,0.13,2.7,19,36.8,0.17,2.9,13,30.8,0.17,3.2,13,23.1,0.17,3.2,21,19.0,0.18,3.8,16,0.0,0.24,4.9,2013-07-01,2013-12-28
2014-01-01,3,2,5,2698,角川政志,B1,160,52,4.31,15.5,44.0,5.0,28.8,40.4,4.69,14.3,45.7,5.9,41.0,63.9,0.2,18,16.7,0.22,3.7,46,17.4,0.18,3.8,20,15.0,0.2,4.1,5,0.0,0.27,4.4,4,25.0,0.23,4.5,3,0.0,0.2,5.0,2013-07-01,2013-12-28
2014-01-01,3,2,2,4187,香川友尚,B1,163,58,3.83,18.3,32.9,4.2,25.0,33.9,4.95,27.0,45.9,5.33,34.3,52.5,0.17,7,14.3,0.18,4.6,10,30.0,0.15,2.8,8,12.5,0.17,2.9,5,20.0,0.17,2.2,10,0.0,0.18,2.9,13,0.0,0.18,3.5,2013-07-01,2013-12-28
2014-01-01,3,2,3,4309,坂口明義,B1,160,52,4.2,17.2,37.4,3.73,8.9,28.6,5.38,28.2,51.3,4.7,28.1,41.7,0.21,12,41.7,0.16,3.3,14,21.4,0.26,4.4,15,6.7,0.17,3.4,16,18.8,0.18,3.2,19,5.3,0.21,4.1,18,5.6,0.25,4.8,2013-07-01,2013-12-28
2014-01-01,3,2,6,4776,竹田和哉,B2,168,59,2.57,3.7,14.8,1.83,0.0,8.7,4.47,20.0,33.3,4.83,24.4,43.0,0.16,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,8,25.0,0.17,2.6,61,6.6,0.16,2.8,2013-07-01,2013-12-28
2014-01-01,3,3,1,3660,長谷川親王,B1,170,59,4.93,27.6,52.0,5.16,33.9,51.6,5.05,31.6,47.4,6.41,47.7,65.9,0.18,17,58.8,0.17,3.2,21,28.6,0.17,3.5,23,30.4,0.16,3.6,18,11.1,0.17,3.0,19,0.0,0.19,3.8,10,0.0,0.23,4.9,2013-07-01,2013-12-28
2014-01-01,3,3,2,3855,大熊辰弥,B1,171,53,4.4,20.8,41.6,5.03,26.9,53.7,4.22,25.0,36.1,4.74,27.1,45.9,0.24,14,50.0,0.22,3.4,18,33.3,0.21,4.2,23,34.8,0.24,4.5,15,6.7,0.23,4.1,16,6.3,0.23,4.8,17,0.0,0.29,5.2,2013-07-01,2013-12-28
2014-01-01,3,3,3,4459,片岡雅裕,A1,155,52,6.14,44.7,64.9,6.69,52.8,72.6,4.1,27.6,37.9,4.4,24.4,37.8,0.16,21,76.2,0.15,2.5,21,57.1,0.15,2.9,23,34.8,0.2,3.7,17,47.1,0.14,2.4,11,27.3,0.16,2.5,31,22.6,0.16,3.4,2013-07-01,2013-12-28
2014-01-01,3,3,5,3189,矢野素也,B1,164,53,3.97,16.1,31.0,4.7,25.8,43.9,5.78,44.4,55.6,6.23,50.6,66.7,0.21,17,35.3,0.23,3.4,18,22.2,0.2,3.9,21,9.5,0.19,3.9,16,25.0,0.21,3.9,22,9.1,0.2,3.8,16,0.0,0.24,4.6,2013-07-01,2013-12-28
2014-01-01,3,3,6,3166,谷田昭利,B1,161,57,3.56,13.8,25.0,3.06,9.2,16.9,4.24,5.9,41.2,4.42,26.0,40.0,0.18,14,35.7,0.21,3.1,16,25.0,0.18,3.6,18,5.6,0.18,3.3,14,7.1,0.16,3.1,13,0.0,0.16,3.6,19,10.5,0.2,3.9,2013-07-01,2013-12-28
2014-01-01,3,3,4,4185,藤原真也,B1,172,51,3.79,16.7,28.6,3.78,16.4,25.5,5.7,40.0,60.0,4.0,15.2,31.8,0.2,11,45.5,0.14,3.2,14,0.0,0.18,3.3,17,5.9,0.23,3.0,15,20.0,0.21,4.1,24,0.0,0.2,3.6,9,0.0,0.24,4.1,2013-07-01,2013-12-28
