開催日,日目,レース,艇,登番,選手名,級,身長,体重,勝率,2連率,3連率,当地勝率,当地2連率,当地3連率,モーター勝率,モーター2連率,モーター3連率,ボート勝率,ボート2連率,ボート3連率,平均スタートタイミング,1コース進入回数,1コース複勝率,1コース平均スタートタイミング,1コース平均スタート順位,2コース進入回数,2コース複勝率,2コース平均スタートタイミング,2コース平均スタート順位,3コース進入回数,3コース複勝率,3コース平均スタートタイミング,3コース平均スタート順位,4コース進入回数,4コース複勝率,4コース平均スタートタイミング,4コース平均スタート順位,5コース進入回数,5コース複勝率,5コース平均スタートタイミング,5コース平均スタート順位,6コース進入回数,6コース複勝率,6コース平均スタートタイミング,6コース平均スタート順位,算出期間自,算出期間至
2024-01-01,3,1,3,5037,田頭虎親,A1,162,54,5.68,37.5,57.1,5.43,35.6,54.1,6.71,48.8,70.7,5.88,41.1,56.7,0.15,33,78.7,0.14,3.0,22,50.0,0.13,2.8,31,41.9,0.15,3.3,24,37.5,0.13,3.0,22,31.8,0.16,3.0,18,11.1,0.21,4.2,2023-07-01,2023-12-28
2024-01-01,3,1,1,5136,濱野斗馬,A1,157,55,6.5,50.3,64.3,5.48,37.0,53.1,5.87,38.5,51.3,4.84,28.4,44.6,0.11,31,87.1,0.1,1.8,24,50.0,0.12,2.7,24,33.3,0.09,1.8,20,35.0,0.1,1.8,22,63.6,0.12,2.0,25,12.0,0.16,3.9,2023-07-01,2023-12-28
2024-01-01,3,1,4,5218,山田理央,B1,153,49,4.96,31.9,46.8,2.8,12.9,15.7,4.16,26.3,34.2,4.85,26.8,39.4,0.18,12,41.6,0.18,3.8,18,16.6,0.14,3.4,14,21.4,0.19,2.9,15,26.6,0.16,3.1,14,7.1,0.19,3.5,18,22.2,0.2,4.2,2023-07-01,2023-12-28
2024-01-01,3,1,5,4821,妻鳥晋也,B1,170,55,5.3,36.5,54.2,5.52,39.8,53.4,6.3,47.8,63.0,4.88,27.2,40.7,0.19,12,50.0,0.17,4.5,14,57.1,0.2,4.9,17,29.4,0.2,5.1,16,31.2,0.21,4.6,18,38.8,0.18,3.5,14,14.2,0.2,4.7,2023-07-01,2023-12-28
2024-01-01,3,1,2,4894,原村拓也,B1,174,53,4.61,22.4,42.1,4.69,23.8,41.5,6.0,36.5,65.4,5.16,37.5,48.9,0.17,13,46.1,0.15,3.4,22,22.7,0.17,3.9,20,35.0,0.15,3.0,24,16.6,0.15,2.8,20,15.0,0.17,3.5,15,0.0,0.23,4.5,2023-07-01,2023-12-28
2024-01-01,3,1,6,5265,大廣咲季,B2,159,47,1.72,1.2,7.3,1.45,0.0,5.0,4.33,21.2,36.4,5.66,37.1,59.6,0.16,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,24,0.0,0.17,3.1,23,0.0,0.17,3.4,45,2.2,0.15,3.4,2023-07-01,2023-12-28
2024-01-01,3,2,5,3849,中岡正彦,A2,166,53,6.6,53.6,67.3,6.11,48.9,60.4,5.23,26.4,47.2,5.5,34.9,51.2,0.14,22,86.3,0.11,1.9,23,30.4,0.14,3.0,22,31.8,0.14,2.4,23,17.3,0.14,3.0,15,26.6,0.15,3.5,4,0.0,0.19,5.3,2023-07-01,2023-12-28
2024-01-01,3,2,2,3543,福田雅一,A2,165,54,6.37,47.3,65.9,6.17,45.1,63.6,4.64,27.3,38.6,5.23,26.6,49.4,0.17,20,100.0,0.15,2.9,16,56.2,0.16,3.1,28,17.8,0.17,3.4,21,42.8,0.15,3.0,18,22.2,0.18,3.2,13,0.0,0.19,4.5,2023-07-01,2023-12-28
2024-01-01,3,2,6,3478,嶋田貴支,B1,163,53,5.07,32.2,49.4,4.62,27.6,37.8,5.46,35.1,54.1,4.29,23.2,39.1,0.2,17,58.8,0.18,3.1,19,42.1,0.21,4.3,16,31.2,0.18,3.6,16,12.5,0.21,3.8,15,26.6,0.19,4.0,14,0.0,0.22,4.8,2023-07-01,2023-12-28
2024-01-01,3,2,3,4034,西原明生,B1,170,56,4.34,20.8,40.6,3.98,19.5,33.6,5.62,29.4,55.9,4.19,25.3,34.7,0.19,12,33.3,0.15,3.5,19,15.7,0.2,4.3,18,50.0,0.16,3.2,18,16.6,0.19,3.9,22,4.5,0.19,4.3,12,16.6,0.25,5.0,2023-07-01,2023-12-28
2024-01-01,3,2,1,3753,河上哲也,B2,165,55,3.55,19.1,31.9,4.12,26.8,33.0,5.62,35.4,54.2,5.51,38.6,54.5,0.15,7,71.4,0.12,2.3,6,50.0,0.11,3.5,11,9.0,0.14,3.3,10,20.0,0.16,3.0,7,0.0,0.18,3.7,8,0.0,0.19,4.8,2023-07-01,2023-12-28
2024-01-01,3,2,4,4946,船越健吾,B1,168,54,3.85,18.8,28.2,4.49,26.7,38.9,5.19,34.0,48.9,5.81,41.2,57.6,0.15,14,64.2,0.11,2.4,18,33.3,0.2,4.1,22,13.6,0.15,3.4,21,4.7,0.16,2.8,20,0.0,0.14,3.2,22,4.5,0.12,2.5,2023-07-01,2023-12-28
2024-01-01,3,3,3,3660,長谷川親王,B1,169,60,3.7,16.7,29.2,4.5,21.5,37.2,4.98,26.2,40.5,5.54,33.3,51.9,0.17,13,53.8,0.17,3.2,18,22.2,0.18,4.3,16,18.7,0.16,2.9,21,19.0,0.16,3.3,18,0.0,0.18,4.2,13,0.0,0.21,4.4,2023-07-01,2023-12-28
2024-01-01,3,3,4,4437,中田元泰,A1,171,57,6.07,43.5,63.8,6.39,47.8,64.3,4.64,24.2,45.5,4.64,23.8,46.2,0.16,28,85.7,0.16,3.1,18,44.4,0.16,3.7,15,46.6,0.13,2.9,26,38.4,0.15,3.6,20,10.0,0.16,4.3,19,15.7,0.17,3.7,2023-07-01,2023-12-28
2024-01-01,3,3,2,3975,小野寺智洋,A2,162,54,6.01,42.6,64.7,5.56,30.9,58.5,5.95,42.9,57.1,5.71,39.6,58.2,0.14,29,72.4,0.12,2.6,22,36.3,0.16,3.2,23,56.5,0.14,2.3,22,18.1,0.13,2.8,23,8.7,0.14,3.2,21,14.2,0.16,3.5,2023-07-01,2023-12-28
2024-01-01,3,3,5,3837,秋山広一,A2,167,54,6.18,45.5,62.6,6.4,47.6,66.9,6.52,47.6,64.3,5.07,28.0,49.3,0.15,32,90.6,0.13,2.3,28,46.4,0.14,2.3,22,40.9,0.14,2.7,21,19.0,0.19,3.7,21,33.3,0.16,3.0,25,8.0,0.19,3.8,2023-07-01,2023-12-28
2024-01-01,3,3,1,3855,大熊辰弥,B1,170,54,3.74,14.8,27.2,4.44,21.0,37.0,5.56,35.6,51.1,4.58,30.1,39.8,0.21,13,69.2,0.18,3.6,19,21.0,0.18,3.1,22,22.7,0.22,4.5,17,17.6,0.23,4.1,17,5.8,0.22,4.6,13,0.0,0.23,5.4,2023-07-01,2023-12-28
2024-01-01,3,3,6,5326,三嶌さらら,B2,153,50,1.17,0.0,0.0,1.25,0.0,0.0,6.42,39.5,65.8,5.59,39.5,61.6,0.19,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,0.0,0.19,3.0,84,1.1,0.19,4.1,2023-07-01,2023-12-28
2024-01-01,3,4,2,4852,川原祐明,A2,163,52,6.5,48.3,69.1,6.36,45.0,67.1,5.33,31.0,54.8,5.66,39.0,53.7,0.16,25,80.0,0.14,2.9,25,60.0,0.16,3.7,28,21.4,0.17,3.1,18,44.4,0.16,3.4,22,31.8,0.15,3.5,19,5.2,0.18,3.6,2023-07-01,2023-12-28
2024-01-01,3,4,5,4348,宮崎奨,A1,171,54,5.78,33.7,63.2,5.68,33.7,58.7,5.84,40.9,52.3,4.31,23.9,32.4,0.17,24,83.3,0.16,3.1,12,66.6,0.19,4.0,24,29.1,0.16,3.8,22,31.8,0.17,3.5,21,23.8,0.18,4.2,16,12.5,0.18,4.4,2023-07-01,2023-12-28
2024-01-01,3,4,1,4010,越智照浩,B1,167,57,4.17,17.1,36.6,4.22,20.1,38.1,4.85,25.6,43.6,5.21,32.2,49.4,0.19,13,30.7,0.16,2.7,16,31.2,0.17,3.9,13,7.6,0.21,3.9,17,11.7,0.17,3.5,13,7.6,0.23,4.9,16,18.7,0.21,5.0,2023-07-01,2023-12-28
2024-01-01,3,4,3,3907,村越篤,A2,167,55,5.59,36.4,54.5,5.89,43.4,60.5,4.5,22.2,36.1,5.65,37.5,54.5,0.17,23,78.2,0.18,3.0,21,52.3,0.17,4.0,23,34.7,0.16,3.6,18,44.4,0.13,3.3,20,5.0,0.17,4.0,15,13.3,0.19,3.9,2023-07-01,2023-12-28
2024-01-01,3,4,6,4260,中越博紀,A2,167,55,5.62,36.3,58.9,5.51,35.5,54.8,6.33,37.8,60.0,5.52,38.6,54.5,0.16,25,88.0,0.14,2.5,23,52.1,0.16,4.0,23,47.8,0.18,3.7,25,52.0,0.16,3.2,20,30.0,0.14,3.3,25,12.0,0.18,3.8,2023-07-01,2023-12-28
2024-01-01,3,4,4,3401,上田隆章,B1,159,54,4.55,23.5,41.2,4.87,32.4,43.7,5.5,30.6,55.6,6.01,40.7,61.6,0.19,16,43.7,0.2,3.7,13,30.7,0.18,4.1,20,15.0,0.18,3.5,15,13.3,0.19,4.8,17,17.6,0.19,4.6,14,14.2,0.19,3.9,2023-07-01,2023-12-28
2024-01-01,3,5,2,4529,嶋義信,A2,166,56,5.63,36.7,55.5,5.48,34.3,52.9,5.64,32.7,52.7,5.48,36.4,50.0,0.15,21,71.4,0.14,2.2,15,40.0,0.12,1.9,22,50.0,0.13,2.1,20,35.0,0.15,2.5,17,11.7,0.15,3.4,25,8.0,0.19,4.1,2023-07-01,2023-12-28
2024-01-01,3,5,5,3908,重成一人,A1,168,57,6.27,46.3,64.5,6.17,40.0,63.7,5.88,47.6,52.4,5.16,27.1,50.6,0.13,25,84.0,0.13,2.5,19,26.3,0.13,3.4,23,43.4,0.11,1.9,17,17.6,0.13,2.8,18,16.6,0.13,3.4,22,31.8,0.15,3.3,2023-07-01,2023-12-28
2024-01-01,3,5,1,3701,大西隆洋,B1,171,58,3.95,20.2,35.7,4.22,24.8,32.9,6.0,47.4,57.9,4.3,24.3,39.2,0.16,11,18.1,0.14,3.4,15,20.0,0.17,3.4,14,7.1,0.2,4.2,14,35.7,0.16,3.1,14,28.5,0.14,2.4,16,6.2,0.15,3.1,2023-07-01,2023-12-28
2024-01-01,3,5,6,4931,木谷賢太,A2,163,56,5.74,40.3,55.8,6.53,48.1,72.2,6.35,43.2,62.2,5.58,33.7,56.6,0.18,17,94.1,0.15,2.8,23,47.8,0.18,3.9,16,43.7,0.17,3.0,21,23.8,0.17,3.8,23,17.3,0.22,4.2,19,10.5,0.19,4.6,2023-07-01,2023-12-28
2024-01-01,3,5,4,4821,妻鳥晋也,B1,170,55,5.3,36.5,54.2,5.52,39.8,53.4,6.3,47.8,63.0,4.88,27.2,40.7,0.19,12,50.0,0.17,4.5,14,57.1,0.2,4.9,17,29.4,0.2,5.1,16,31.2,0.21,4.6,18,38.8,0.18,3.5,14,14.2,0.2,4.7,2023-07-01,2023-12-28
2024-01-01,3,5,3,4313,西村美智子,A2,157,52,6.18,47.1,61.2,6.5,42.6,68.7,4.87,30.4,47.8,5.3,35.5,51.6,0.14,22,95.4,0.14,1.9,18,38.8,0.13,2.6,18,44.4,0.14,2.7,16,43.7,0.13,2.6,17,23.5,0.16,2.4,21,4.7,0.17,3.7,2023-07-01,2023-12-28
2024-01-01,3,6,2,3478,嶋田貴支,B1,163,53,5.07,32.2,49.4,4.62,27.6,37.8,5.46,35.1,54.1,4.29,23.2,39.1,0.2,17,58.8,0.18,3.1,19,42.1,0.21,4.3,16,31.2,0.18,3.6,16,12.5,0.21,3.8,15,26.6,0.19,4.0,14,0.0,0.22,4.8,2023-07-01,2023-12-28
2024-01-01,3,6,3,4459,片岡雅裕,A1,155,52,5.42,40.7,51.7,7.55,58.8,80.9,6.0,38.9,58.3,4.46,22.8,38.0,0.12,24,79.1,0.13,2.3,24,45.8,0.14,3.2,24,37.5,0.12,2.6,20,55.0,0.1,2.5,18,16.6,0.13,3.0,18,16.6,0.13,2.9,2023-07-01,2023-12-28
2024-01-01,3,6,1,4452,松尾祭,A1,163,55,6.17,46.7,62.6,5.94,41.0,62.1,6.07,37.8,60.0,5.3,39.1,47.8,0.16,26,84.6,0.16,2.8,13,46.1,0.14,3.2,21,42.8,0.16,3.0,17,47.0,0.12,2.8,18,11.1,0.19,4.2,15,0.0,0.22,4.9,2023-07-01,2023-12-28
2024-01-01,3,6,5,3578,塩田雄一,B1,160,52,4.32,16.2,39.4,4.4,21.2,39.1,5.04,37.5,45.8,4.12,17.4,31.9,0.18,14,42.8,0.17,2.6,22,22.7,0.2,4.5,20,25.0,0.16,3.7,20,25.0,0.21,3.7,19,21.0,0.17,3.5,16,6.2,0.15,2.6,2023-07-01,2023-12-28
2024-01-01,3,6,4,4772,石丸海渡,A1,164,60,6.38,51.0,65.4,6.58,49.7,65.6,5.02,34.7,42.9,6.07,42.7,60.7,0.11,26,92.3,0.11,1.9,20,50.0,0.11,2.2,15,40.0,0.09,2.5,18,44.4,0.11,2.3,18,38.8,0.12,2.7,17,11.7,0.13,2.8,2023-07-01,2023-12-28
2024-01-01,3,6,6,5291,三嶌こころ,B2,156,52,1.47,0.0,0.0,1.5,0.0,0.0,5.57,31.8,56.8,5.26,34.1,51.2,0.21,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,0.0,0.12,2.7,21,0.0,0.19,3.9,54,0.0,0.22,4.5,2023-07-01,2023-12-28
2024-01-01,3,7,1,5037,田頭虎親,A1,162,54,5.68,37.5,57.1,5.43,35.6,54.1,6.71,48.8,70.7,5.88,41.1,56.7,0.15,33,78.7,0.14,3.0,22,50.0,0.13,2.8,31,41.9,0.15,3.3,24,37.5,0.13,3.0,22,31.8,0.16,3.0,18,11.1,0.21,4.2,2023-07-01,2023-12-28
2024-01-01,3,7,3,4030,森高一真,A1,169,50,6.84,54.0,76.3,7.09,53.0,70.5,4.96,23.5,41.2,4.5,23.0,41.9,0.13,32,87.5,0.12,2.4,24,58.3,0.12,2.5,20,65.0,0.14,2.4,27,44.4,0.13,3.3,23,8.7,0.13,3.3,18,16.6,0.15,4.7,2023-07-01,2023-12-28
2024-01-01,3,7,4,3553,平池仁志,B1,165,55,4.34,20.9,40.9,4.46,23.9,41.1,5.16,31.4,47.1,5.46,33.7,48.3,0.18,17,52.9,0.18,2.6,18,22.2,0.2,3.9,21,14.2,0.15,2.6,18,33.3,0.18,2.7,24,4.1,0.19,3.8,13,0.0,0.18,4.5,2023-07-01,2023-12-28
2024-01-01,3,7,2,4946,船越健吾,B1,168,54,3.85,18.8,28.2,4.49,26.7,38.9,5.19,34.0,48.9,5.81,41.2,57.6,0.15,14,64.2,0.11,2.4,18,33.3,0.2,4.1,22,13.6,0.15,3.4,21,4.7,0.16,2.8,20,0.0,0.14,3.2,22,4.5,0.12,2.5,2023-07-01,2023-12-28
2024-01-01,3,7,5,4739,中村晃朋,A1,168,52,6.06,43.1,64.2,6.53,43.9,65.3,5.94,41.2,61.8,5.26,36.8,51.3,0.16,31,87.1,0.16,3.0,21,57.1,0.18,3.9,26,61.5,0.16,3.7,20,60.0,0.15,3.7,25,20.0,0.15,3.6,16,6.2,0.18,5.1,2023-07-01,2023-12-28
2024-01-01,3,7,6,3660,長谷川親王,B1,169,60,3.7,16.7,29.2,4.5,21.5,37.2,4.98,26.2,40.5,5.54,33.3,51.9,0.17,13,53.8,0.17,3.2,18,22.2,0.18,4.3,16,18.7,0.16,2.9,21,19.0,0.16,3.3,18,0.0,0.18,4.2,13,0.0,0.21,4.4,2023-07-01,2023-12-28
2024-01-01,3,8,1,3975,小野寺智洋,A2,162,54,6.01,42.6,64.7,5.56,30.9,58.5,5.95,42.9,57.1,5.71,39.6,58.2,0.14,29,72.4,0.12,2.6,22,36.3,0.16,3.2,23,56.5,0.14,2.3,22,18.1,0.13,2.8,23,8.7,0.14,3.2,21,14.2,0.16,3.5,2023-07-01,2023-12-28
2024-01-01,3,8,2,4348,宮崎奨,A1,171,54,5.78,33.7,63.2,5.68,33.7,58.7,5.84,40.9,52.3,4.31,23.9,32.4,0.17,24,83.3,0.16,3.1,12,66.6,0.19,4.0,24,29.1,0.16,3.8,22,31.8,0.17,3.5,21,23.8,0.18,4.2,16,12.5,0.18,4.4,2023-07-01,2023-12-28
2024-01-01,3,8,4,4643,近江翔吾,A1,168,53,6.38,44.8,67.2,6.73,52.4,64.1,5.28,32.5,47.5,4.28,24.1,35.4,0.13,32,87.5,0.11,1.9,23,56.5,0.15,2.9,25,40.0,0.12,2.6,22,36.3,0.14,2.8,17,17.6,0.14,3.4,18,16.6,0.18,4.3,2023-07-01,2023-12-28
2024-01-01,3,8,3,4331,三好勇人,A2,171,56,5.4,33.7,51.7,5.22,35.5,47.3,5.51,31.4,48.6,6.0,42.2,58.9,0.14,21,95.2,0.1,1.8,25,36.0,0.12,2.0,17,29.4,0.1,1.7,22,36.3,0.17,3.1,19,15.7,0.18,3.1,11,9.0,0.19,3.5,2023-07-01,2023-12-28
2024-01-01,3,8,5,5257,西丸侑太朗,B1,167,56,3.02,4.2,21.2,2.31,1.9,9.6,5.49,42.2,51.1,5.4,32.5,51.8,0.18,5,60.0,0.14,4.0,6,66.6,0.16,4.3,4,25.0,0.19,4.3,39,10.2,0.16,2.9,38,15.7,0.18,3.6,43,6.9,0.19,3.6,2023-07-01,2023-12-28
2024-01-01,3,8,6,4034,西原明生,B1,170,56,4.34,20.8,40.6,3.98,19.5,33.6,5.62,29.4,55.9,4.19,25.3,34.7,0.19,12,33.3,0.15,3.5,19,15.7,0.2,4.3,18,50.0,0.16,3.2,18,16.6,0.19,3.9,22,4.5,0.19,4.3,12,16.6,0.25,5.0,2023-07-01,2023-12-28
2024-01-01,3,9,2,4437,中田元泰,A1,171,57,6.07,43.5,63.8,6.39,47.8,64.3,4.64,24.2,45.5,4.64,23.8,46.2,0.16,28,85.7,0.16,3.1,18,44.4,0.16,3.7,15,46.6,0.13,2.9,26,38.4,0.15,3.6,20,10.0,0.16,4.3,19,15.7,0.17,3.7,2023-07-01,2023-12-28
2024-01-01,3,9,4,4511,中岡健人,B1,161,59,4.68,28.8,40.5,5.01,30.7,48.5,6.11,48.9,59.6,5.77,41.9,60.2,0.15,14,85.7,0.14,1.9,18,22.2,0.16,3.2,16,25.0,0.12,2.6,21,23.8,0.18,3.0,20,5.0,0.14,3.1,11,9.0,0.18,3.4,2023-07-01,2023-12-28
2024-01-01,3,9,5,4852,川原祐明,A2,163,52,6.5,48.3,69.1,6.36,45.0,67.1,5.33,31.0,54.8,5.66,39.0,53.7,0.16,25,80.0,0.14,2.9,25,60.0,0.16,3.7,28,21.4,0.17,3.1,18,44.4,0.16,3.4,22,31.8,0.15,3.5,19,5.2,0.18,3.6,2023-07-01,2023-12-28
2024-01-01,3,9,6,4583,古田祐貴,A2,167,53,5.92,43.7,62.7,5.72,36.2,58.9,3.68,17.6,32.4,5.98,42.4,57.6,0.14,29,79.3,0.13,2.0,20,50.0,0.14,2.7,29,51.7,0.14,2.1,24,29.1,0.14,2.6,25,16.0,0.15,3.2,20,20.0,0.16,3.4,2023-07-01,2023-12-28
2024-01-01,3,9,1,4529,嶋義信,A2,166,56,5.63,36.7,55.5,5.48,34.3,52.9,5.64,32.7,52.7,5.48,36.4,50.0,0.15,21,71.4,0.14,2.2,15,40.0,0.12,1.9,22,50.0,0.13,2.1,20,35.0,0.15,2.5,17,11.7,0.15,3.4,25,8.0,0.19,4.1,2023-07-01,2023-12-28
