開催日,日目,レース,艇,登番,選手名,級,身長,体重,勝率,2連率,3連率,当地勝率,当地2連率,当地3連率,モーター勝率,モーター2連率,モーター3連率,ボート勝率,ボート2連率,ボート3連率,平均スタートタイミング,1コース進入回数,1コース複勝率,1コース平均スタートタイミング,1コース平均スタート順位,2コース進入回数,2コース複勝率,2コース平均スタートタイミング,2コース平均スタート順位,3コース進入回数,3コース複勝率,3コース平均スタートタイミング,3コース平均スタート順位,4コース進入回数,4コース複勝率,4コース平均スタートタイミング,4コース平均スタート順位,5コース進入回数,5コース複勝率,5コース平均スタートタイミング,5コース平均スタート順位,6コース進入回数,6コース複勝率,6コース平均スタートタイミング,6コース平均スタート順位,算出期間自,算出期間至
2024-01-01,3,9,3,3753,河上哲也,B2,165,55,3.55,19.1,31.9,4.12,26.8,33.0,5.62,35.4,54.2,5.51,38.6,54.5,0.15,7,71.4,0.12,2.3,6,50.0,0.11,3.5,11,9.0,0.14,3.3,10,20.0,0.16,3.0,7,0.0,0.18,3.7,8,0.0,0.19,4.8,2023-07-01,2023-12-28
2024-01-01,3,10,1,4772,石丸海渡,A1,164,60,6.38,51.0,65.4,6.58,49.7,65.6,5.02,34.7,42.9,6.07,42.7,60.7,0.11,26,92.3,0.11,1.9,20,50.0,0.11,2.2,15,40.0,0.09,2.5,18,44.4,0.11,2.3,18,38.8,0.12,2.7,17,11.7,0.13,2.8,2023-07-01,2023-12-28
2024-01-01,3,10,2,3442,宮武英司,A2,167,57,4.92,27.8,45.4,4.99,32.1,46.2,4.74,28.2,46.2,4.65,25.0,41.7,0.16,19,68.4,0.14,2.7,25,40.0,0.13,2.8,23,52.1,0.19,3.4,24,20.8,0.16,3.0,22,18.1,0.17,3.7,10,0.0,0.18,4.5,2023-07-01,2023-12-28
2024-01-01,3,10,3,3401,上田隆章,B1,159,54,4.55,23.5,41.2,4.87,32.4,43.7,5.5,30.6,55.6,6.01,40.7,61.6,0.19,16,43.7,0.2,3.7,13,30.7,0.18,4.1,20,15.0,0.18,3.5,15,13.3,0.19,4.8,17,17.6,0.19,4.6,14,14.2,0.19,3.9,2023-07-01,2023-12-28
2024-01-01,3,10,4,3849,中岡正彦,A2,166,53,6.6,53.6,67.3,6.11,48.9,60.4,5.23,26.4,47.2,5.5,34.9,51.2,0.14,22,86.3,0.11,1.9,23,30.4,0.14,3.0,22,31.8,0.14,2.4,23,17.3,0.14,3.0,15,26.6,0.15,3.5,4,0.0,0.19,5.3,2023-07-01,2023-12-28
2024-01-01,3,10,6,4313,西村美智子,A2,157,52,6.18,47.1,61.2,6.5,42.6,68.7,4.87,30.4,47.8,4.84,24.4,48.8,0.14,22,95.4,0.14,1.9,18,38.8,0.13,2.6,18,44.4,0.14,2.7,16,43.7,0.13,2.6,17,23.5,0.16,2.4,21,4.7,0.17,3.7,2023-07-01,2023-12-28
2024-01-01,3,10,5,4154,森安弘雅,B1,164,56,4.91,28.1,46.1,5.1,31.6,47.4,5.51,40.0,45.7,4.24,24.0,38.7,0.18,16,75.0,0.16,3.0,20,70.0,0.16,2.9,24,37.5,0.19,4.0,23,13.0,0.16,3.6,23,13.0,0.19,4.0,11,9.0,0.25,5.1,2023-07-01,2023-12-28
2024-01-01,3,11,2,4030,森高一真,A1,169,50,6.84,54.0,76.3,7.09,53.0,70.5,4.96,23.5,41.2,4.5,23.0,41.9,0.13,32,87.5,0.12,2.4,24,58.3,0.12,2.5,20,65.0,0.14,2.4,27,44.4,0.13,3.3,23,8.7,0.13,3.3,18,16.6,0.15,4.7,2023-07-01,2023-12-28
2024-01-01,3,11,1,3908,重成一人,A1,168,57,6.27,46.3,64.5,6.17,40.0,63.7,5.88,47.6,52.4,5.16,27.1,50.6,0.13,25,84.0,0.13,2.5,19,26.3,0.13,3.4,23,43.4,0.11,1.9,17,17.6,0.13,2.8,18,16.6,0.13,3.4,22,31.8,0.15,3.3,2023-07-01,2023-12-28
2024-01-01,3,11,4,3907,村越篤,A2,167,55,5.59,36.4,54.5,5.89,43.4,60.5,4.5,22.2,36.1,5.65,37.5,54.5,0.17,23,78.2,0.18,3.0,21,52.3,0.17,4.0,23,34.7,0.16,3.6,18,44.4,0.13,3.3,20,5.0,0.17,4.0,15,13.3,0.19,3.9,2023-07-01,2023-12-28
2024-01-01,3,11,5,4452,松尾祭,A1,163,55,6.17,46.7,62.6,5.94,41.0,62.1,6.07,37.8,60.0,5.3,39.1,47.8,0.16,26,84.6,0.16,2.8,13,46.1,0.14,3.2,21,42.8,0.16,3.0,17,47.0,0.12,2.8,18,11.1,0.19,4.2,15,0.0,0.22,4.9,2023-07-01,2023-12-28
2024-01-01,3,11,6,3837,秋山広一,A2,167,54,6.18,45.5,62.6,6.4,47.6,66.9,6.52,47.6,64.3,5.07,28.0,49.3,0.15,32,90.6,0.13,2.3,28,46.4,0.14,2.3,22,40.9,0.14,2.7,21,19.0,0.19,3.7,21,33.3,0.16,3.0,25,8.0,0.19,3.8,2023-07-01,2023-12-28
2024-01-01,3,11,3,5136,濱野斗馬,A1,157,55,6.5,50.3,64.3,5.48,37.0,53.1,5.87,38.5,51.3,4.84,28.4,44.6,0.11,31,87.1,0.1,1.8,24,50.0,0.12,2.7,24,33.3,0.09,1.8,20,35.0,0.1,1.8,22,63.6,0.12,2.0,25,12.0,0.16,3.9,2023-07-01,2023-12-28
2024-01-01,3,12,1,4459,片岡雅裕,A1,155,52,5.42,40.7,51.7,7.55,58.8,80.9,6.0,38.9,58.3,4.46,22.8,38.0,0.12,24,79.1,0.13,2.3,24,45.8,0.14,3.2,24,37.5,0.12,2.6,20,55.0,0.1,2.5,18,16.6,0.13,3.0,18,16.6,0.13,2.9,2023-07-01,2023-12-28
2024-01-01,3,12,2,4643,近江翔吾,A1,168,53,6.38,44.8,67.2,6.73,52.4,64.1,5.28,32.5,47.5,4.28,24.1,35.4,0.13,32,87.5,0.11,1.9,23,56.5,0.15,2.9,25,40.0,0.12,2.6,22,36.3,0.14,2.8,17,17.6,0.14,3.4,18,16.6,0.18,4.3,2023-07-01,2023-12-28
2024-01-01,3,12,5,4260,中越博紀,A2,167,55,5.62,36.3,58.9,5.51,35.5,54.8,6.33,37.8,60.0,5.52,38.6,54.5,0.16,25,88.0,0.14,2.5,23,52.1,0.16,4.0,23,47.8,0.18,3.7,25,52.0,0.16,3.2,20,30.0,0.14,3.3,25,12.0,0.18,3.8,2023-07-01,2023-12-28
2024-01-01,3,12,3,4931,木谷賢太,A2,163,56,5.74,40.3,55.8,6.53,48.1,72.2,6.35,43.2,62.2,5.58,33.7,56.6,0.18,17,94.1,0.15,2.8,23,47.8,0.18,3.9,16,43.7,0.17,3.0,21,23.8,0.17,3.8,23,17.3,0.22,4.2,19,10.5,0.19,4.6,2023-07-01,2023-12-28
2024-01-01,3,12,6,4739,中村晃朋,A1,168,52,6.06,43.1,64.2,6.53,43.9,65.3,5.94,41.2,61.8,5.26,36.8,51.3,0.16,31,87.1,0.16,3.0,21,57.1,0.18,3.9,26,61.5,0.16,3.7,20,60.0,0.15,3.7,25,20.0,0.15,3.6,16,6.2,0.18,5.1,2023-07-01,2023-12-28
2024-01-01,3,12,4,3543,福田雅一,A2,165,54,6.37,47.3,65.9,6.17,45.1,63.6,4.64,27.3,38.6,5.23,26.6,49.4,0.17,20,100.0,0.15,2.9,16,56.2,0.16,3.1,28,17.8,0.17,3.4,21,42.8,0.15,3.0,18,22.2,0.18,3.2,13,0.0,0.19,4.5,2023-07-01,2023-12-28
2024-01-02,4,1,1,4511,中岡健人,B1,161,59,4.68,28.8,40.5,5.01,30.7,48.5,6.11,48.9,59.6,5.77,41.9,60.2,0.15,14,85.7,0.14,1.9,18,22.2,0.16,3.2,16,25.0,0.12,2.6,21,23.8,0.18,3.0,20,5.0,0.14,3.1,11,9.0,0.18,3.4,2023-07-01,2023-12-28
