開催日,日目,レース,艇,登番,選手名,級,身長,体重,勝率,2連率,3連率,当地勝率,当地2連率,当地3連率,モーター勝率,モーター2連率,モーター3連率,ボート勝率,ボート2連率,ボート3連率,平均スタートタイミング,1コース進入回数,1コース複勝率,1コース平均スタートタイミング,1コース平均スタート順位,2コース進入回数,2コース複勝率,2コース平均スタートタイミング,2コース平均スタート順位,3コース進入回数,3コース複勝率,3コース平均スタートタイミング,3コース平均スタート順位,4コース進入回数,4コース複勝率,4コース平均スタートタイミング,4コース平均スタート順位,5コース進入回数,5コース複勝率,5コース平均スタートタイミング,5コース平均スタート順位,6コース進入回数,6コース複勝率,6コース平均スタートタイミング,6コース平均スタート順位,算出期間自,算出期間至
2018-01-01,3,1,1,4776,竹田和哉,A2,170,54,5.49,35.5,53.6,5.35,35.5,51.6,6.36,44.0,72.0,5.11,30.9,46.9,0.15,21,85.7,0.17,3.1,25,32.0,0.16,3.8,31,58.1,0.14,3.1,26,26.9,0.16,3.5,22,22.7,0.13,3.2,22,9.1,0.16,4.0,2017-07-01,2017-12-28
2018-01-01,3,1,3,4852,川原祐明,B1,163,51,4.75,30.2,42.5,3.45,11.5,24.0,4.07,13.8,31.0,5.82,38.4,54.8,0.15,16,37.5,0.2,3.9,19,21.1,0.18,4.1,21,42.9,0.13,2.5,16,43.8,0.14,2.9,27,22.2,0.13,2.7,25,12.0,0.15,3.0,2017-07-01,2017-12-28
2018-01-01,3,1,2,4821,妻鳥晋也,A2,170,59,4.75,27.5,46.2,3.51,9.4,25.9,4.6,20.0,52.0,5.79,39.5,55.3,0.21,17,76.5,0.18,3.2,16,43.8,0.2,4.2,16,25.0,0.22,4.2,19,26.3,0.22,4.3,22,27.3,0.2,3.5,17,5.9,0.23,4.2,2017-07-01,2017-12-28
2018-01-01,3,1,5,4931,木谷賢太,B1,162,52,3.89,19.4,33.0,3.03,15.4,20.5,4.79,13.8,51.7,5.0,28.0,47.6,0.19,11,27.3,0.22,4.0,13,23.1,0.2,3.9,11,18.2,0.21,4.4,11,27.3,0.2,3.9,19,5.3,0.18,4.2,16,6.3,0.18,4.1,2017-07-01,2017-12-28
2018-01-01,3,1,6,4946,船越健吾,B2,167,53,1.53,0.0,2.7,1.45,0.0,0.0,6.27,40.9,72.7,5.59,36.6,55.9,0.18,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,0.0,0.3,6.0,9,0.0,0.16,3.1,47,0.0,0.17,3.2,2017-07-01,2017-12-28
2018-01-01,3,1,4,4894,原村拓也,B1,173,54,2.3,2.0,12.0,1.66,3.4,5.2,2.5,8.3,16.7,6.18,41.6,64.9,0.18,10,20.0,0.26,4.0,13,7.7,0.17,4.1,19,15.8,0.19,3.9,10,20.0,0.18,4.0,19,0.0,0.15,2.9,19,0.0,0.18,3.7,2017-07-01,2017-12-28
2018-01-01,3,2,3,3753,河上哲也,B1,166,54,4.43,26.5,37.8,4.8,26.0,44.7,5.53,47.4,52.6,5.4,37.5,51.1,0.19,14,42.9,0.16,2.9,21,28.6,0.17,3.8,19,15.8,0.21,4.3,23,26.1,0.2,3.2,16,6.3,0.21,4.0,20,0.0,0.2,4.3,2017-07-01,2017-12-28
2018-01-01,3,2,6,3478,嶋田貴支,B1,164,53,5.37,36.7,53.1,5.6,36.0,52.0,4.08,16.7,16.7,5.57,39.3,51.2,0.18,14,78.6,0.13,2.4,15,26.7,0.17,2.6,18,33.3,0.18,3.9,17,23.5,0.17,3.2,12,16.7,0.19,3.7,18,5.6,0.23,4.4,2017-07-01,2017-12-28
2018-01-01,3,2,4,3701,大西隆洋,B1,171,61,4.43,23.7,40.2,4.33,26.5,36.1,4.24,26.5,38.2,4.81,22.5,41.2,0.14,15,46.7,0.14,1.9,19,21.1,0.16,3.3,22,9.1,0.15,3.2,17,17.6,0.13,2.5,23,8.7,0.12,2.2,15,0.0,0.16,3.0,2017-07-01,2017-12-28
2018-01-01,3,2,1,3660,長谷川親王,B1,169,60,4.06,19.4,33.3,4.57,25.7,42.6,5.63,39.0,53.7,5.93,37.5,58.0,0.2,11,27.3,0.19,3.6,19,5.3,0.19,4.3,14,0.0,0.19,3.7,10,10.0,0.23,4.3,17,17.6,0.2,4.5,15,0.0,0.23,4.5,2017-07-01,2017-12-28
2018-01-01,3,2,5,2698,角川政志,B1,159,52,4.28,21.8,37.9,4.43,27.9,41.8,4.82,36.4,45.5,5.09,33.3,50.6,0.2,12,41.7,0.16,2.5,62,16.1,0.2,4.5,9,11.1,0.25,4.9,2,0.0,0.2,4.5,1,0.0,0.16,4.0,0,0.0,0.0,0.0,2017-07-01,2017-12-28
2018-01-01,3,2,2,3189,矢野素也,B1,163,53,3.62,11.8,23.5,3.73,15.3,24.7,4.41,30.8,41.0,5.21,34.4,45.6,0.2,14,28.6,0.22,4.1,22,22.7,0.19,4.0,17,35.3,0.19,3.3,21,9.5,0.17,3.8,22,9.1,0.21,4.5,15,0.0,0.24,4.9,2017-07-01,2017-12-28
2018-01-01,3,3,1,3234,金森史吉,B1,161,57,3.67,16.1,26.9,4.46,24.6,42.0,4.08,23.1,30.8,5.45,28.9,53.0,0.16,18,55.6,0.13,2.6,21,28.6,0.15,3.0,21,28.6,0.17,3.2,29,20.7,0.16,2.9,19,5.3,0.16,3.5,11,0.0,0.18,4.5,2017-07-01,2017-12-28
