label,n_races,ndcg_at_1,ndcg_at_3,trifecta_top1_rate,trifecta_top5_rate,trifecta_top10_rate,trifecta_top20_rate
2025年テスト,2291,0.5298233945112918,0.6751561883959329,0.0405936272370144,0.17415975556525534,0.30816237450894807,0.48144914884329987
