開催日,日目,レース,実際3連単,予測3連単,予測確率,的中組み合わせ予測確率,的中組み合わせ予測順位,確率合計,NDCG@1,NDCG@3
2025-01-25,1,12,4-5-3,1-5-2,0.030514276570651283,0.0038468757165353498,89,0.9999999999999998,0.015873015873015872,0.26714564692342624
2025-01-26,2,1,1-5-3,1-5-6,0.11415561630755905,0.05451764207641168,6,0.9999999999999999,1.0,0.9555845846620258
2025-01-26,2,2,1-4-3,4-1-6,0.07256232070332586,0.015956787403472686,14,0.9999999999999998,0.49206349206349204,0.8022376107209411
2025-01-26,2,3,2-6-3,2-6-4,0.07340323399947997,0.023920372222858588,13,0.9999999999999999,1.0,0.9333768769930387
2025-01-26,2,4,4-5-2,5-6-1,0.01791691340998626,0.010867281354862748,34,0.9999999999999999,0.49206349206349204,0.40410021258049866
2025-01-26,2,5,1-3-5,3-2-5,0.03439802747297841,0.008552117300919534,40,0.9999999999999989,0.49206349206349204,0.4485156279184728
2025-01-26,2,6,1-3-4,4-5-3,0.05598142178636727,0.019291836189082794,18,1.0000000000000002,0.23809523809523808,0.3596847972425245
2025-01-26,2,7,1-3-5,5-1-3,0.06863733312687212,0.05307093228323865,5,1.0000000000000004,0.23809523809523808,0.7800299030519541
2025-01-26,2,8,1-2-4,1-2-4,0.1496746203637807,0.1496746203637807,1,0.9999999999999994,1.0,1.0
2025-01-26,2,9,2-5-6,1-5-2,0.08911602244734737,0.008566142463991042,26,1.0000000000000002,0.047619047619047616,0.6002612619582325
2025-01-26,2,10,1-3-2,1-4-3,0.05080667478355639,0.016951114770770263,8,0.9999999999999998,1.0,0.8926697812982144
2025-01-26,2,11,1-2-6,1-5-6,0.026470854215179154,0.011308164263813012,27,1.0000000000000004,1.0,0.7898274470952851
2025-01-26,2,12,1-3-2,2-5-3,0.027001599872808247,0.013166027451828164,21,1.0000000000000002,0.23809523809523808,0.3596847972425245
2025-01-27,3,1,4-3-5,2-4-3,0.09902334826138934,0.0028933625298036203,47,1.0000000000000004,0.047619047619047616,0.6467836570380316
2025-01-27,3,3,4-2-5,5-6-4,0.06724460849772976,0.0028071703250077333,69,0.9999999999999997,0.23809523809523808,0.5653694656483832
2025-01-27,3,4,3-4-5,4-3-6,0.04776130173025052,0.024408381848897612,9,1.0,0.49206349206349204,0.7911337568864476
2025-01-27,3,5,2-3-5,2-1-5,0.03841682902346598,0.014676791878443294,26,1.0000000000000004,1.0,0.8318619576762281
2025-01-27,3,6,1-3-6,1-4-3,0.035936569946250836,0.021155238777566518,17,1.0,1.0,0.8926697812982144
2025-01-27,3,7,3-2-1,4-1-2,0.0663263135311118,0.015591895003371712,24,0.9999999999999993,0.1111111111111111,0.3549229877284621
2025-01-27,3,8,1-2-6,4-1-2,0.042609051829043745,0.0018180624186910832,69,1.0,0.1111111111111111,0.6911990723760059
2025-01-27,3,9,2-1-5,1-5-2,0.05382097082049194,0.037469615608875316,4,0.9999999999999999,0.49206349206349204,0.7990771411082037
2025-01-27,3,10,1-2-3,1-4-2,0.07263465323369389,0.0356163986588168,10,0.9999999999999994,1.0,0.8926697812982144
2025-01-27,3,11,5-2-3,3-1-5,0.02534170454261936,0.015277782986660169,16,0.9999999999999998,0.23809523809523808,0.5653694656483832
2025-01-27,3,12,1-3-2,2-1-3,0.060548096302348725,0.0427327070105199,6,0.9999999999999996,0.23809523809523808,0.7800299030519541
2025-01-28,4,1,1-2-3,2-1-5,0.06383329132793078,0.015831668304040418,22,1.0000000000000002,0.49206349206349204,0.8244453183899282
2025-01-28,4,2,1-3-4,2-3-5,0.04633933194859894,0.0017851709823994513,89,1.0000000000000002,0.1111111111111111,0.3115610622614004
2025-01-28,4,3,1-2-4,3-4-6,0.05648958528343695,0.0024061526095943263,82,0.9999999999999998,0.1111111111111111,0.18836518021105897
