開催日,日目,レース,参加判定,予測ROI,実際ROI,購入金額,払戻金,購入点数,購入15点,的中有無,実際3連単,実際オッズ
2025-03-09,4,12,参加,312.23323091664656,0.0,1500,0.0,15,5-1-2;5-1-6;6-5-1;5-1-4;6-4-1;6-5-4;2-5-1;5-2-1;4-6-1;5-1-3;5-6-1;6-1-5;5-4-1;5-3-6;6-1-3,0,1-2-3,9.9
2025-03-10,5,1,参加,204.5087600373109,0.0,1500,0.0,15,5-3-1;5-3-4;3-2-5;5-2-3;2-5-4;3-5-2;5-4-1;4-3-1;4-1-3;3-1-4;2-5-3;3-4-1;2-4-1;4-2-1;3-1-2,0,2-1-5,40.7
2025-03-10,5,2,参加,425.76149121972105,0.0,1500,0.0,15,3-2-4;4-3-2;4-2-3;3-2-5;3-5-2;5-3-2;3-6-2;5-2-3;6-2-3;2-3-4;2-4-3;2-6-3;2-3-6;3-4-2;3-2-1,0,3-1-4,41.3
2025-03-10,5,3,参加,300.4786885863245,0.0,1500,0.0,15,5-4-1;5-3-4;5-3-1;3-5-1;3-4-5;2-5-4;5-1-3;5-1-4;3-4-1;6-5-4;4-3-1;6-5-1;4-5-3;5-6-1;5-6-4,0,1-5-3,31.4
2025-03-10,5,4,参加,642.4241963357836,0.0,1500,0.0,15,6-5-1;5-6-1;6-5-2;6-5-3;6-5-4;6-3-5;6-2-5;6-2-1;5-2-6;2-6-5;2-6-1;5-6-2;5-3-1;5-6-4;5-6-3,0,1-2-5,15.3
2025-03-10,5,5,参加,558.7265715101022,0.0,1500,0.0,15,6-1-4;6-4-1;6-4-2;4-6-2;6-2-5;2-4-6;6-2-3;6-3-1;6-1-2;6-2-4;3-6-2;6-4-3;6-1-5;6-5-4;6-2-1,0,1-2-4,14.1
2025-03-10,5,6,参加,197.82305072827683,0.0,1500,0.0,15,3-1-4;6-1-3;6-1-2;3-4-1;6-1-4;2-1-4;1-6-4;4-2-1;6-4-1;4-1-2;3-2-1;2-3-1;4-1-3;4-6-1;2-4-3,0,1-4-3,6.8
2025-03-10,5,8,参加,256.90721820072093,0.0,1500,0.0,15,5-1-4;5-2-1;5-1-2;2-4-1;3-1-2;4-1-2;3-2-1;6-1-2;2-5-1;1-6-2;2-1-4;3-1-4;5-4-1;4-2-1;1-5-4,0,1-2-4,3.5
2025-03-10,5,9,参加,455.42625236594716,0.0,1500,0.0,15,6-1-3;6-1-2;6-1-4;6-3-1;3-6-1;6-1-5;1-6-3;6-4-1;3-1-6;1-6-4;6-5-1;5-6-1;4-1-6;4-3-1;4-6-1,0,1-4-2,16.9
2025-03-10,5,10,参加,324.13718464082143,0.0,1500,0.0,15,6-1-3;6-3-1;6-1-2;3-6-2;3-2-1;3-1-2;1-6-3;3-6-1;5-2-1;2-3-1;4-3-1;3-5-1;2-6-1;3-2-6;2-5-1,0,1-2-3,4.7
2025-03-10,5,11,参加,330.77259510427,0.0,1500,0.0,15,6-1-4;6-4-1;5-4-3;6-5-4;5-6-4;5-6-1;5-3-4;6-5-1;6-1-5;4-3-1;3-4-6;3-4-1;4-5-3;4-5-1;6-1-3,0,1-4-2,9.0
2025-03-10,5,12,参加,225.05455224311834,0.0,1500,0.0,15,5-3-1;5-1-3;3-5-1;2-5-1;5-2-1;3-2-1;5-3-4;2-3-1;1-5-3;5-1-4;2-1-5;3-1-5;4-3-1;2-5-3;2-1-3,0,1-2-6,90.7
2025-03-11,6,1,参加,289.5578790878559,379.33333333333337,1500,5690.0,15,6-1-2;6-1-3;2-1-3;4-1-3;6-2-1;2-6-1;5-3-1;6-1-4;4-2-1;3-2-1;2-4-1;5-6-1;2-6-3;5-1-3;4-1-2,1,2-1-3,56.9
2025-03-11,6,3,参加,606.1323242202961,0.0,1500,0.0,15,5-4-2;2-5-4;5-2-4;6-4-2;2-4-6;2-6-4;4-6-2;3-2-4;5-3-2;4-2-3;5-3-4;5-2-3;2-6-5;3-4-6;6-3-4,0,1-2-4,13.9
2025-03-11,6,5,参加,789.7538668531081,0.0,1500,0.0,15,5-6-1;6-2-5;6-1-5;6-2-1;6-5-2;6-5-1;2-6-1;6-5-3;2-5-6;5-2-6;2-6-5;6-3-5;6-3-1;5-6-2;6-3-2,0,1-2-3,5.3
2025-03-11,6,6,参加,186.63453128837835,185.33333333333331,1500,2780.0,15,4-1-3;6-1-3;3-1-4;5-3-4;4-3-1;5-1-3;5-3-1;5-1-4;3-5-4;6-3-1;3-6-1;3-6-4;6-3-4;3-1-5;4-5-3,1,4-3-1,27.8
2025-03-11,6,7,参加,719.0856416628535,0.0,1500,0.0,15,5-6-1;6-4-1;6-1-4;6-1-5;6-5-4;4-6-1;5-1-6;6-2-1;6-3-1;6-4-2;5-6-4;6-1-2;4-6-2;1-6-5;4-1-6,0,1-4-2,25.7
2025-03-11,6,8,参加,486.2999805918823,0.0,1500,0.0,15,4-2-3;3-2-4;4-3-2;5-2-4;4-2-1;2-4-3;5-4-2;3-4-2;2-5-4;3-4-1;4-2-5;4-3-1;5-4-1;2-3-4;3-2-1,0,1-4-5,13.6
2025-03-11,6,9,参加,729.1659590589109,0.0,1500,0.0,15,6-5-1;6-1-5;6-1-4;6-4-1;5-6-1;6-1-3;6-2-1;6-3-1;1-6-5;5-1-6;6-5-4;2-6-1;4-1-6;5-1-2;5-1-4,0,1-3-4,14.6
2025-03-11,6,10,参加,501.9861021424318,0.0,1500,0.0,15,2-5-4;4-2-3;5-2-4;2-4-3;2-4-5;2-4-6;5-4-2;2-3-4;5-4-3;6-2-4;4-2-5;4-6-2;4-2-1;2-6-4;4-3-2,0,1-2-4,10.7
2025-03-11,6,11,参加,437.27762836552574,0.0,1500,0.0,15,6-1-5;6-3-1;5-6-1;6-1-4;2-6-1;6-2-1;6-4-1;5-2-1;6-1-3;6-2-3;6-2-4;2-5-6;3-6-1;5-1-6;6-2-5,0,1-2-5,12.5
2025-03-11,6,12,参加,307.3990005988664,0.0,1500,0.0,15,6-1-3;6-1-5;6-3-1;6-1-2;3-5-1;5-6-1;1-6-3;6-1-4;5-1-6;3-6-1;3-6-5;5-1-4;5-2-1;5-1-2;1-6-5,0,1-5-2,22.4
2025-03-14,1,1,参加,509.7267876932728,0.0,1500,0.0,15,6-1-3;5-6-1;3-6-5;6-5-1;5-3-1;3-6-1;6-1-2;3-5-1;1-6-3;6-3-1;6-3-5;5-1-6;3-6-2;6-5-3;6-1-5,0,1-2-5,21.6
2025-03-14,1,2,参加,495.76061373664953,0.0,1500,0.0,15,6-2-5;6-4-2;6-2-4;2-6-4;5-2-4;6-4-3;6-5-4;5-4-2;2-4-6;6-2-3;6-3-2;5-3-2;3-6-5;4-6-2;2-4-5,0,1-2-3,16.7
2025-03-14,1,3,参加,452.76983119897994,376.0,1500,5640.0,15,6-5-4;6-4-1;6-4-3;4-6-3;6-5-3;4-6-5;6-3-5;6-4-2;6-4-5;4-6-1;5-3-6;5-6-4;5-6-3;5-4-6;6-2-5,1,5-4-6,56.4
2025-03-14,1,4,参加,608.6304956337768,0.0,1500,0.0,15,6-2-5;6-2-3;6-4-2;6-3-2;5-6-2;6-5-2;4-2-6;6-5-4;2-6-4;2-6-5;6-4-3;5-2-6;6-3-4;6-2-4;6-2-1,0,2-1-5,71.3
2025-03-14,1,5,参加,542.1093769969748,0.0,1500,0.0,15,2-5-3;2-6-3;3-6-2;5-2-3;6-2-5;3-2-6;5-3-2;6-2-3;5-2-1;6-3-2;2-5-1;2-5-6;6-1-2;2-3-1;3-2-1,0,3-1-4,148.1
2025-03-14,1,6,参加,408.5937569057306,0.0,1500,0.0,15,4-1-3;4-3-6;5-4-3;6-4-1;4-3-1;5-4-1;4-2-3;4-3-5;6-3-4;4-1-5;4-6-1;4-5-3;5-1-4;5-4-2;5-3-4,0,3-4-1,22.4
2025-03-14,1,7,参加,621.971305997791,0.0,1500,0.0,15,6-2-4;4-6-2;6-1-2;6-4-1;6-4-2;6-1-4;6-1-3;6-2-1;6-3-4;6-5-4;6-3-1;4-6-1;4-2-6;2-6-1;5-6-4,0,3-1-6,49.0
2025-03-14,1,8,参加,426.91291872670485,0.0,1500,0.0,15,5-4-3;2-5-4;3-5-2;5-3-1;5-3-4;4-5-3;5-1-4;5-2-4;3-5-1;4-2-5;5-3-2;5-2-3;3-4-5;2-5-6;5-1-2,0,4-2-1,41.2
2025-03-14,1,9,参加,580.9911380411568,0.0,1500,0.0,15,5-6-1;6-5-1;2-6-5;6-1-4;2-6-1;6-5-3;6-5-4;6-1-2;4-6-1;5-3-6;5-6-3;6-3-5;3-6-1;2-5-6;6-4-1,0,5-4-1,408.3
2025-03-14,1,10,参加,692.2903264146589,0.0,1500,0.0,15,6-2-4;2-6-5;2-5-6;6-2-5;6-1-2;6-2-1;2-5-4;4-6-2;4-2-6;2-6-1;5-2-4;2-6-4;6-2-3;5-2-3;5-2-6,0,2-3-1,38.2
2025-03-14,1,11,参加,486.1917703559601,0.0,1500,0.0,15,5-6-1;6-5-1;5-1-6;5-1-4;5-3-1;5-2-6;3-5-1;2-5-6;5-4-6;5-2-4;1-5-6;6-5-4;2-5-1;5-6-2;1-6-5,0,2-6-3,512.6
2025-03-14,1,12,参加,353.8400969158648,0.0,1500,0.0,15,6-1-5;6-3-1;6-2-1;6-2-5;6-1-2;6-1-3;6-1-4;4-6-1;2-1-6;2-6-5;2-6-3;2-5-1;6-2-3;1-6-2;3-2-1,0,1-3-2,10.1
2025-03-15,2,2,参加,889.0661720210549,0.0,1500,0.0,15,6-5-3;6-3-5;5-6-3;5-6-2;5-2-6;6-2-5;6-5-2;6-5-1;6-5-4;2-6-5;5-2-3;2-6-3;6-3-2;2-5-3;2-3-5,0,3-6-5,129.0
2025-03-15,2,3,参加,482.4382507835348,0.0,1500,0.0,15,6-2-3;5-3-2;2-5-4;5-2-4;5-2-3;2-5-3;6-2-5;4-3-2;5-4-2;2-6-3;4-2-6;6-2-1;2-4-6;2-5-6;2-6-5,0,2-1-3,15.0
2025-03-15,2,4,参加,435.23562404804625,0.0,1500,0.0,15,5-6-1;6-5-1;5-6-4;5-1-4;6-5-4;5-1-6;6-1-5;5-2-1;2-5-6;5-6-2;2-5-4;1-6-5;5-4-1;5-3-1;6-1-2,0,1-5-6,49.6
2025-03-15,2,5,参加,506.3306646316538,0.0,1500,0.0,15,5-6-1;6-1-4;6-1-2;6-1-5;4-6-1;6-5-1;5-6-2;2-5-6;6-5-4;6-5-2;6-2-1;6-1-3;6-4-2;6-4-1;4-6-2,0,1-2-6,6.7
2025-03-15,2,6,参加,372.44494551465203,570.0,1500,8550.0,15,6-1-2;6-5-1;6-1-3;6-1-5;6-1-4;5-6-1;5-1-2;6-2-1;5-1-4;6-3-1;5-1-6;3-5-1;5-4-1;6-5-4;6-4-1,1,5-1-4,85.5
2025-03-15,2,7,参加,837.3334091255938,0.0,1500,0.0,15,5-6-1;5-1-6;6-1-5;6-5-1;6-5-4;5-2-1;6-2-5;2-5-6;5-1-4;2-6-5;6-5-2;5-4-6;5-6-2;5-6-4;6-5-3,0,1-2-5,9.5
2025-03-15,2,8,参加,268.1595734870235,0.0,1500,0.0,15,6-1-2;5-2-1;3-2-1;5-1-2;6-1-3;2-3-1;4-3-1;3-1-2;5-1-3;4-2-1;4-1-2;5-2-4;2-6-1;2-4-1;3-1-4,0,1-2-4,7.1
2025-03-15,2,9,参加,391.61811630760513,0.0,1500,0.0,15,6-5-1;5-1-4;6-1-5;6-1-4;3-5-1;5-4-1;6-1-3;6-3-1;5-2-1;5-6-1;5-1-3;2-5-1;6-4-1;6-5-4;6-1-2,0,1-3-2,16.4
2025-03-15,2,10,参加,561.845634374238,0.0,1500,0.0,15,6-3-1;3-6-5;6-3-5;3-5-1;6-1-3;3-6-1;5-6-1;5-3-6;6-5-3;3-6-2;5-1-3;5-3-1;3-1-6;5-6-3;3-5-6,0,1-3-2,8.8
2025-03-15,2,11,参加,413.6342902407427,0.0,1500,0.0,15,3-2-6;3-2-4;3-5-2;5-3-2;3-6-2;5-2-3;6-3-1;3-2-5;5-2-4;5-4-3;2-3-4;3-6-5;3-2-1;4-3-2;6-2-3,0,4-3-5,257.3
2025-03-16,3,1,参加,612.8823285672315,204.0,1500,3060.0,15,5-6-2;2-6-5;5-6-4;6-5-2;6-5-4;6-2-1;5-6-1;5-2-4;2-5-6;2-5-4;6-2-5;5-4-2;5-2-1;2-6-1;5-2-6,1,5-6-2,30.6
2025-03-16,3,2,参加,443.9570521789305,0.0,1500,0.0,15,6-5-4;5-6-4;6-4-1;6-3-4;6-4-5;4-6-1;4-6-5;6-5-1;6-4-3;5-4-6;5-2-4;5-6-3;6-5-3;6-1-3;5-4-1,0,1-5-4,45.5
2025-03-16,3,3,参加,318.36983870949905,0.0,1500,0.0,15,5-2-4;5-4-2;3-2-5;5-3-4;5-1-2;6-2-5;5-3-6;5-1-3;6-5-1;3-5-1;4-2-5;6-1-2;5-2-1;3-6-5;5-6-1,0,1-5-3,27.4
2025-03-16,3,4,参加,434.7178974439469,0.0,1500,0.0,15,6-4-2;6-5-4;2-6-4;2-5-4;6-4-1;5-4-2;5-2-4;6-2-1;2-6-5;6-4-3;4-6-5;6-4-5;2-4-6;5-6-4;4-2-5,0,1-4-2,16.5
2025-03-16,3,5,参加,668.7700428946623,0.0,1500,0.0,15,6-1-3;6-5-1;5-6-1;6-3-1;6-1-5;6-4-1;6-1-4;6-1-2;6-2-1;6-5-4;3-6-1;5-1-6;1-6-5;5-6-4;6-5-3,0,1-4-6,17.6
2025-03-16,3,6,参加,377.2576183211674,0.0,1500,0.0,15,5-3-1;5-3-4;6-1-3;6-4-1;6-3-1;5-4-3;5-1-4;5-4-1;6-1-4;6-3-4;3-5-4;3-5-1;5-6-1;5-6-4;4-6-1,0,1-3-4,6.0
2025-03-16,3,7,参加,733.0071120939175,0.0,1500,0.0,15,6-1-2;5-6-1;6-2-1;6-1-4;6-5-1;6-1-5;6-3-1;6-4-1;4-6-1;4-6-2;5-1-6;6-1-3;2-6-1;2-5-6;2-6-5,0,1-2-6,5.7
2025-03-16,3,8,参加,226.1434937624238,0.0,1500,0.0,15,4-1-3;5-1-4;4-3-1;5-4-3;4-2-1;4-1-2;3-1-4;6-1-3;2-1-4;4-1-5;5-1-2;4-5-1;3-1-5;1-6-4;5-1-3,0,1-4-6,33.9
2025-03-16,3,9,参加,336.7802050622946,0.0,1500,0.0,15,5-1-2;5-2-1;6-1-2;5-1-4;6-1-3;5-4-1;6-3-1;2-5-3;2-5-4;2-6-1;5-2-4;6-1-5;6-2-1;2-5-1;2-4-5,0,1-2-3,7.0
2025-03-16,3,10,参加,370.7881891430448,0.0,1500,0.0,15,6-3-1;3-6-1;6-1-4;6-2-1;6-1-2;2-6-1;3-2-1;6-4-1;3-6-2;2-3-1;4-6-1;5-6-1;3-2-6;6-3-4;3-1-4,0,1-2-4,5.0
2025-03-16,3,11,参加,298.59371010712925,0.0,1500,0.0,15,2-3-1;5-3-2;3-2-1;6-1-2;6-1-3;5-2-3;2-6-1;5-1-2;2-5-3;3-2-5;3-2-6;6-2-1;5-2-1;6-3-1;2-4-1,0,1-2-4,7.3
2025-03-17,4,1,参加,440.020813239869,0.0,1500,0.0,15,5-3-4;5-3-6;6-3-5;6-5-3;6-3-1;5-4-3;5-2-3;3-5-2;2-5-3;5-6-3;3-6-5;3-5-4;6-2-3;4-6-3;6-5-4,0,3-1-4,18.6
2025-03-17,4,2,参加,546.159978516819,0.0,1500,0.0,15,5-4-2;5-4-3;6-5-4;5-4-6;4-6-1;4-6-5;4-5-2;4-3-6;4-2-5;6-4-3;6-4-2;4-6-2;3-4-6;4-5-6;6-4-5,0,1-4-3,18.0
2025-03-17,4,3,参加,581.2513091058033,0.0,1500,0.0,15,5-3-2;3-6-5;5-3-6;3-5-2;5-2-3;6-3-5;5-6-3;6-5-3;5-3-1;6-3-2;6-2-5;6-5-1;5-6-1;5-3-4;6-3-4,0,2-1-3,14.0
2025-03-17,4,4,参加,750.3436263970153,120.0,1500,1800.0,15,6-3-4;6-3-5;5-3-4;5-3-6;6-5-3;6-4-3;6-5-4;5-6-3;6-3-1;5-4-3;3-6-1;4-5-3;3-4-5;4-3-6;3-4-6,1,3-4-5,18.0
2025-03-17,4,5,参加,380.02776513254827,0.0,1500,0.0,15,6-3-1;5-6-1;3-6-1;6-1-2;6-1-3;6-2-1;5-1-6;3-5-1;6-3-4;5-1-3;3-2-1;6-4-1;5-3-1;6-5-1;2-3-1,0,1-3-5,9.2
2025-03-17,4,6,参加,280.2934011444599,0.0,1500,0.0,15,4-3-2;4-2-3;3-2-4;5-3-2;2-3-4;3-2-1;2-3-1;2-5-4;5-2-4;5-2-3;2-6-3;2-5-3;5-2-1;3-2-5;4-2-1,0,2-3-6,60.1
2025-03-17,4,7,参加,641.778175724152,0.0,1500,0.0,15,5-6-1;6-4-1;6-1-3;6-2-1;4-6-1;6-1-5;6-3-1;5-1-6;3-6-1;6-5-1;6-1-4;6-5-4;6-1-2;4-6-2;6-2-4,0,1-6-4,23.7
2025-03-17,4,8,参加,343.87694098535076,0.0,1500,0.0,15,6-2-1;6-3-1;6-1-2;6-4-1;6-1-4;6-1-3;5-6-1;6-1-5;3-6-1;1-6-5;3-2-1;4-1-2;6-2-4;6-5-1;4-2-1,0,1-4-3,27.3
2025-03-17,4,9,参加,395.75952250593565,0.0,1500,0.0,15,6-1-3;6-3-1;5-3-4;6-1-4;5-4-3;3-4-6;4-3-1;3-6-1;4-6-1;6-3-4;6-4-1;3-6-5;4-1-6;3-6-4;4-5-3,0,1-4-3,9.2
2025-03-17,4,10,参加,458.2768536300959,1614.0,1500,24210.0,15,6-1-3;6-3-1;3-5-1;6-1-4;3-6-1;6-4-1;3-6-5;6-5-1;5-3-1;6-1-2;5-3-6;4-3-1;4-6-1;5-6-1;6-1-5,1,3-5-1,242.1
2025-03-17,4,11,参加,321.66996452018043,0.0,1500,0.0,15,5-2-4;2-4-5;2-5-4;2-4-1;5-1-4;4-2-1;5-2-1;4-2-5;4-1-2;5-4-2;4-5-1;4-6-1;6-1-4;4-6-2;5-4-1,0,1-2-5,7.4
2025-03-17,4,12,参加,674.3160616145797,0.0,1500,0.0,15,6-1-4;6-3-1;6-1-3;6-4-1;3-6-1;6-5-1;6-1-5;3-6-2;5-6-1;6-1-2;4-6-3;6-4-3;6-2-4;6-2-3;3-1-6,0,6-4-2,344.2
2025-03-19,1,1,参加,316.4947430655334,0.0,1500,0.0,15,2-3-6;3-2-1;3-6-1;2-6-3;6-2-1;2-3-1;6-3-2;5-3-1;6-3-4;6-3-1;3-2-4;2-1-3;6-2-3;3-6-5;2-6-1,0,2-4-3,203.5
2025-03-19,1,2,参加,444.96490737267305,0.0,1500,0.0,15,5-3-4;3-4-5;5-4-3;4-5-3;4-2-5;5-2-4;4-5-2;3-5-2;5-3-1;2-4-5;4-2-3;3-5-1;4-3-2;3-6-5;6-5-4,0,4-1-5,48.5
2025-03-19,1,3,参加,728.202875916816,0.0,1500,0.0,15,6-5-4;6-4-2;5-6-4;6-4-3;5-4-2;2-6-5;6-4-5;2-6-4;6-5-3;6-2-4;6-3-5;6-5-2;5-6-3;5-2-6;2-5-4,0,4-6-2,21.5
2025-03-19,1,4,参加,408.2066902073938,0.0,1500,0.0,15,3-6-5;2-5-3;5-3-6;5-2-3;6-5-3;5-3-4;2-6-5;5-3-1;2-3-5;6-5-4;6-5-1;6-3-5;5-6-4;4-5-3;6-2-5,0,2-5-1,60.3
2025-03-19,1,5,参加,518.6549459536126,0.0,1500,0.0,15,5-3-4;6-3-4;6-4-3;6-3-5;5-4-3;3-6-5;6-5-3;5-3-6;4-6-3;6-3-1;5-6-1;6-5-4;4-3-5;5-3-1;3-6-1,0,3-4-1,21.6
2025-03-19,1,6,参加,524.1320282393399,0.0,1500,0.0,15,3-2-6;3-6-5;3-6-2;6-1-3;3-6-1;2-6-3;6-3-4;2-3-6;6-3-1;3-6-4;6-3-2;3-2-1;6-1-2;5-3-2;5-2-3,0,1-3-4,6.9
2025-03-19,1,7,参加,683.1868173130616,0.0,1500,0.0,15,6-5-3;6-3-5;3-6-5;2-6-5;6-5-4;6-5-2;6-2-3;5-6-2;6-2-1;5-2-6;6-3-2;2-6-3;6-2-5;2-5-6;3-6-4,0,3-1-2,74.8
2025-03-19,1,8,参加,280.7359167192745,0.0,1500,0.0,15,4-1-2;5-2-1;5-1-4;5-2-4;4-2-1;5-4-2;2-5-4;2-5-1;2-4-1;4-1-3;3-2-1;4-2-5;2-1-4;1-5-4;4-1-5,0,1-2-4,3.7
2025-03-19,1,9,参加,351.44814563461097,0.0,1500,0.0,15,5-1-4;5-2-4;6-5-4;5-4-3;5-6-1;6-5-1;5-6-4;5-3-4;2-5-6;5-4-2;4-5-1;3-5-1;6-1-2;2-6-5;5-4-6,0,1-5-2,17.9
2025-03-19,1,10,参加,614.2570645436972,0.0,1500,0.0,15,5-2-3;5-3-2;3-6-5;5-3-4;3-5-2;3-2-5;5-2-4;3-2-6;5-3-1;5-4-3;2-5-6;2-3-5;2-5-3;2-5-4;6-3-4,0,3-4-5,57.4
2025-03-19,1,11,参加,367.508944373727,0.0,1500,0.0,15,5-6-1;6-5-1;5-3-1;2-5-4;6-1-5;6-1-4;5-2-1;5-1-4;2-6-1;6-2-1;6-1-2;6-2-4;6-5-4;5-4-6;4-6-1,0,1-5-2,30.7
2025-03-19,1,12,参加,498.4012351715701,0.0,1500,0.0,15,5-3-4;3-6-5;5-3-1;3-6-2;5-3-6;6-3-4;6-1-3;6-3-5;6-5-3;3-5-1;5-2-4;3-5-6;3-2-6;3-5-2;5-4-3,0,5-1-2,213.3
2025-03-20,2,1,参加,403.8417423449024,482.0,1500,7230.0,15,2-4-1;5-2-4;5-4-2;4-1-2;5-4-1;2-5-4;2-4-5;4-2-1;4-6-2;4-2-5;5-1-4;4-2-3;3-4-1;5-2-1;5-4-3,1,4-6-2,72.3
2025-03-20,2,2,参加,486.22957258342245,0.0,1500,0.0,15,5-6-2;6-2-5;6-5-2;5-6-1;5-6-3;6-5-3;5-1-2;5-3-6;5-2-3;5-3-2;6-5-4;6-3-5;5-4-2;6-2-1;5-6-4,0,2-1-3,17.6
2025-03-20,2,3,参加,339.60018991456604,0.0,1500,0.0,15,6-4-1;5-4-1;4-3-6;5-4-3;6-5-4;6-1-4;5-6-4;4-2-1;5-3-4;3-4-6;5-4-2;6-4-3;5-6-1;6-3-4;4-3-1,0,1-3-4,18.4
2025-03-20,2,4,参加,580.7666605833197,0.0,1500,0.0,15,6-2-5;6-5-4;5-6-2;5-2-6;6-4-2;5-2-4;6-2-4;6-5-2;2-5-4;4-6-2;5-6-1;6-2-3;5-4-2;2-4-6;6-2-1,0,1-2-6,10.9
2025-03-20,2,5,参加,584.1456251215808,0.0,1500,0.0,15,4-6-2;4-2-3;6-4-2;4-3-6;6-4-3;6-5-4;5-4-2;4-3-2;5-3-4;5-2-4;2-4-3;2-4-6;2-6-5;4-2-5;4-6-3,0,1-4-2,29.9
2025-03-20,2,6,参加,327.6866029142716,0.0,1500,0.0,15,6-3-1;6-3-4;4-3-6;4-1-3;6-1-3;6-1-4;6-4-1;6-4-3;4-3-2;3-6-4;5-1-4;4-6-3;4-2-3;5-3-4;3-6-1,0,1-3-4,3.8
2025-03-20,2,7,参加,570.7102597843738,488.0,1500,7320.0,15,6-5-4;5-6-4;2-5-4;5-4-2;5-2-6;2-6-5;4-5-2;4-6-5;5-4-3;5-2-4;6-5-2;4-2-5;6-4-2;6-4-5;6-5-3,1,5-4-2,73.2
2025-03-20,2,8,参加,265.49077852573197,0.0,1500,0.0,15,5-2-1;3-2-1;3-1-2;5-3-1;4-3-1;2-4-1;4-3-2;6-1-3;2-5-1;2-3-1;4-2-3;5-2-3;3-5-1;4-1-2;6-1-2,0,1-2-4,7.0
2025-03-20,2,9,参加,726.2845115144719,0.0,1500,0.0,15,6-2-4;6-4-2;6-2-1;6-2-5;6-5-2;4-6-2;6-5-4;5-6-2;4-2-6;6-2-3;6-1-4;2-5-6;6-4-1;2-4-6;3-6-2,0,6-1-2,23.1
2025-03-20,2,10,参加,394.1605229693295,0.0,1500,0.0,15,6-2-4;2-4-6;6-1-2;6-4-2;2-6-4;5-2-4;2-5-4;2-4-3;4-2-1;2-6-1;5-4-2;6-2-1;3-2-4;2-6-3;3-2-1,0,2-3-4,90.4
2025-03-20,2,11,参加,371.1202236417477,0.0,1500,0.0,15,6-1-2;6-1-4;6-4-1;5-2-1;6-3-1;6-1-5;6-5-1;5-6-1;4-6-1;6-1-3;5-1-2;5-2-4;6-2-5;2-6-1;5-1-6,0,1-2-5,8.4
2025-03-20,2,12,参加,513.1965091240451,0.0,1500,0.0,15,5-2-1;2-5-1;5-2-3;2-5-4;5-2-4;5-4-2;5-3-2;5-1-2;4-2-5;4-2-1;5-4-3;5-3-4;2-4-5;4-3-2;2-4-1,0,1-2-3,4.3
2025-03-21,3,1,参加,387.176072022294,0.0,1500,0.0,15,5-4-2;5-3-2;5-4-3;5-2-4;5-3-4;5-1-4;5-3-1;2-5-4;4-5-2;3-5-2;4-2-5;3-5-4;5-2-3;5-2-1;2-3-5,0,1-2-5,20.0
2025-03-21,3,2,参加,620.7800437958397,0.0,1500,0.0,15,3-6-5;6-3-4;3-6-2;6-3-5;5-3-6;6-5-3;6-2-3;4-3-6;6-3-2;5-6-3;5-3-1;5-6-1;6-2-1;5-3-4;2-6-3,0,1-3-2,9.9
2025-03-21,3,3,参加,733.4722521278445,0.0,1500,0.0,15,6-2-5;6-2-3;6-2-1;2-6-4;6-2-4;2-6-3;3-6-2;6-4-2;4-6-2;2-6-5;6-5-2;6-1-2;2-6-1;2-4-6;6-5-4,0,1-2-3,12.1
2025-03-21,3,4,参加,491.75272394244985,0.0,1500,0.0,15,6-5-4;5-6-1;5-6-4;6-5-1;2-5-6;6-1-5;6-5-2;6-5-3;6-2-5;2-6-5;4-5-2;5-3-4;5-2-6;3-6-5;5-3-1,0,1-5-3,26.2
2025-03-21,3,5,参加,264.11871813061595,0.0,1500,0.0,15,5-3-1;3-6-5;6-3-1;6-1-3;3-6-1;5-3-6;3-1-5;6-3-5;2-3-1;5-2-3;6-5-3;2-5-3;1-6-3;3-2-1;5-3-4,0,1-3-2,5.6
2025-03-21,3,6,参加,360.9604329247409,0.0,1500,0.0,15,4-2-3;4-3-6;3-2-4;4-6-3;3-6-4;6-3-4;6-4-3;3-4-2;2-4-3;3-4-6;4-6-2;6-2-4;5-3-4;2-4-6;3-2-6,0,4-3-1,20.0
2025-03-21,3,7,参加,482.58143099331124,0.0,1500,0.0,15,6-3-5;6-5-3;5-6-3;6-5-1;6-2-3;5-3-2;3-6-2;5-3-6;6-1-5;5-2-3;5-3-4;3-6-1;3-6-5;3-5-1;5-6-2,0,1-3-2,9.5
2025-03-21,3,8,参加,395.4161936276818,0.0,1500,0.0,15,6-1-3;5-1-2;5-1-3;3-2-1;5-1-4;6-3-1;5-3-1;3-5-1;3-1-5;5-2-1;2-3-1;2-5-1;3-1-2;3-4-1;3-6-1,0,1-2-6,42.8
2025-03-21,3,9,参加,500.71815291223174,0.0,1500,0.0,15,6-4-1;6-5-4;6-4-2;5-6-1;6-2-4;6-4-5;6-4-3;6-1-4;6-2-1;6-5-1;5-4-6;4-6-1;5-1-4;4-6-3;5-1-6,0,1-4-6,7.2
2025-03-21,3,10,参加,384.19249433440086,0.0,1500,0.0,15,5-4-2;6-2-4;5-2-4;2-5-4;3-2-4;2-4-3;4-6-2;4-2-3;5-2-1;2-4-1;6-1-2;5-1-4;4-2-1;2-4-6;2-4-5,0,1-2-4,4.9
