開催日,日目,レース,参加判定,予測ROI,実際ROI,購入金額,払戻金,購入点数,購入15点,的中有無,実際3連単,実際オッズ
2025-06-10,2,6,参加,293.439714203486,0.0,1500,0.0,15,5-4-3;2-5-4;5-3-4;4-2-1;5-2-4;5-4-2;5-3-2;3-2-4;3-5-1;4-2-5;3-5-2;5-3-1;3-4-1;4-2-3;5-2-3,0,1-4-2,7.2
2025-06-10,2,7,参加,521.4476744734782,0.0,1500,0.0,15,6-1-2;2-6-1;6-2-3;4-6-2;6-2-5;2-6-3;6-3-2;5-6-1;6-4-2;4-2-6;2-5-6;3-6-5;6-3-4;5-2-6;6-5-2,0,1-5-6,95.7
2025-06-10,2,9,参加,493.4370012203748,0.0,1500,0.0,15,6-1-3;3-6-2;6-3-1;3-6-1;3-2-1;6-2-3;2-3-6;6-1-2;6-3-2;3-6-5;3-6-4;2-6-1;2-6-3;6-2-1;6-3-4,0,1-2-3,7.7
2025-06-10,2,10,参加,276.9639776478011,0.0,1500,0.0,15,3-2-1;5-2-1;2-3-1;2-5-3;5-3-2;6-1-3;5-2-3;3-1-2;3-5-2;5-1-2;3-6-2;2-6-1;6-3-1;3-2-6;2-6-3,0,1-2-5,6.3
2025-06-10,2,11,参加,414.33934304425117,0.0,1500,0.0,15,5-2-1;6-1-2;2-6-1;2-4-1;5-2-4;2-5-1;6-2-1;4-2-1;2-5-4;5-1-4;2-1-6;2-5-6;6-1-4;5-4-2;6-2-4,0,2-3-5,157.4
2025-06-10,2,12,参加,666.6858154465398,0.0,1500,0.0,15,6-1-3;6-5-1;5-6-1;6-1-5;6-3-1;6-1-4;5-1-6;6-2-1;5-3-1;2-6-5;6-1-2;2-6-1;1-6-5;3-5-1;2-5-1,0,1-2-3,6.0
2025-06-11,3,1,参加,321.15098451219836,0.0,1500,0.0,15,5-3-1;5-1-3;5-1-4;5-4-1;3-5-1;5-3-4;4-1-3;4-3-1;3-2-1;3-1-2;4-5-1;3-5-4;5-4-2;5-2-1;2-3-1,0,1-3-4,7.0
2025-06-11,3,2,参加,517.7266888572145,0.0,1500,0.0,15,3-6-5;6-3-5;3-5-1;5-3-1;3-6-1;6-3-1;5-6-1;6-5-3;4-3-6;5-3-4;6-3-4;3-5-2;5-3-6;6-3-2;5-6-3,0,3-1-4,19.1
2025-06-11,3,3,参加,744.1037649957306,0.0,1500,0.0,15,5-6-2;6-2-3;6-2-5;5-3-6;6-5-2;6-5-3;5-6-3;6-3-5;2-6-5;5-2-3;3-6-2;5-3-2;6-3-2;3-2-5;6-5-1,0,1-3-2,34.7
2025-06-11,3,4,参加,314.32968686903206,0.0,1500,0.0,15,5-4-3;2-5-4;5-3-1;4-5-2;4-5-3;3-5-4;5-3-4;5-1-4;3-4-5;4-2-5;5-2-3;3-5-2;2-5-1;4-1-5;5-1-2,0,1-5-2,23.9
2025-06-11,3,5,参加,375.69910006104845,0.0,1500,0.0,15,6-1-2;2-6-1;6-2-1;2-5-1;2-6-5;5-2-6;2-1-6;4-6-2;5-6-2;6-2-5;6-5-1;6-5-2;5-2-1;6-1-5;2-6-4,0,1-5-2,18.9
2025-06-11,3,6,参加,313.9892113129837,0.0,1500,0.0,15,6-3-4;3-6-4;6-4-3;2-4-3;6-1-3;6-3-1;4-3-6;4-2-3;2-3-4;4-2-1;3-4-1;4-6-2;4-6-3;3-2-4;6-4-1,0,1-3-4,4.3
2025-06-11,3,7,参加,737.3474045807693,0.0,1500,0.0,15,6-3-4;3-6-4;6-3-5;6-5-3;5-3-6;3-6-5;6-3-1;5-3-4;6-4-3;4-6-3;3-6-2;5-6-3;5-4-3;6-3-2;2-3-6,0,3-1-6,27.8
2025-06-11,3,8,参加,443.9909478692864,0.0,1500,0.0,15,5-1-4;5-4-2;5-2-4;5-6-1;5-2-1;6-5-1;5-1-2;2-5-4;5-4-3;4-1-5;5-3-1;2-4-5;6-1-2;6-5-4;5-1-6,0,1-2-5,6.3
2025-06-11,3,9,参加,550.2702060048928,0.0,1500,0.0,15,2-5-6;5-2-6;6-2-5;6-5-2;5-2-1;5-2-4;2-5-4;5-3-2;5-2-3;3-5-2;6-5-1;2-6-1;6-1-2;5-6-1;6-2-1,0,2-3-5,32.3
2025-06-11,3,11,参加,296.2211839574437,0.0,1500,0.0,15,5-2-1;5-3-2;5-1-2;3-5-1;2-5-1;5-3-1;3-2-1;3-5-2;2-3-1;3-2-5;5-1-3;6-5-1;6-1-2;6-1-3;5-2-3,0,2-1-3,17.2
2025-06-11,3,12,参加,407.907010233947,0.0,1500,0.0,15,6-1-3;6-1-2;6-5-1;6-3-1;6-1-4;5-1-4;5-6-1;6-4-1;6-1-5;5-1-6;3-6-1;1-6-5;1-6-4;4-3-1;6-2-1,0,4-6-5,443.6
2025-06-12,4,1,参加,451.2813570374339,0.0,1500,0.0,15,6-2-4;2-6-3;2-5-4;6-2-1;5-2-4;6-2-3;3-2-4;6-4-2;3-6-2;5-4-2;2-3-6;4-6-2;2-4-6;2-6-4;6-1-2,0,4-2-6,74.4
2025-06-12,4,2,参加,364.0502688691377,144.0,1500,2160.0,15,5-4-3;2-5-4;4-3-2;5-4-2;3-4-5;4-2-3;5-4-1;4-5-2;4-2-5;3-2-4;5-3-4;4-3-5;3-2-5;3-5-2;5-2-4,1,4-2-3,21.6
2025-06-12,4,3,参加,435.3340299301231,0.0,1500,0.0,15,5-3-2;4-3-2;5-2-3;3-2-5;3-5-2;3-2-4;2-5-3;4-2-3;2-4-3;2-3-6;5-3-4;2-5-4;3-2-6;5-2-4;3-6-2,0,2-1-4,26.3
2025-06-12,4,4,参加,609.1103899866334,0.0,1500,0.0,15,5-2-3;5-3-4;5-3-2;3-5-2;3-6-5;2-5-3;5-4-3;3-5-4;3-6-2;5-3-1;3-2-4;2-5-4;2-3-5;3-4-5;4-3-5,0,3-2-5,35.2
2025-06-12,4,5,参加,447.49664358863004,0.0,1500,0.0,15,5-4-3;5-3-4;2-5-4;4-5-3;4-2-5;3-4-5;4-2-3;6-5-4;5-6-4;4-5-2;3-4-2;5-2-4;5-4-6;5-4-2;5-4-1,0,3-1-5,199.4
2025-06-12,4,6,参加,399.4224031425174,0.0,1500,0.0,15,6-3-4;6-4-3;6-4-1;5-4-3;4-5-3;3-6-4;5-4-1;4-6-5;4-3-6;5-4-2;5-6-4;5-3-4;5-1-4;4-3-2;4-2-3,0,5-1-3,239.9
2025-06-12,4,7,参加,446.4150143160328,0.0,1500,0.0,15,5-4-1;5-6-4;6-5-4;6-4-1;4-5-1;6-4-5;5-4-3;2-4-5;4-2-5;5-4-2;2-5-4;6-1-4;4-5-2;3-4-5;5-3-4,0,1-4-5,19.2
2025-06-12,4,8,参加,274.8958864331833,0.0,1500,0.0,15,3-2-1;4-3-1;4-1-3;5-2-1;5-1-4;3-1-2;3-1-4;4-1-2;5-1-2;4-2-1;5-3-1;3-5-1;2-4-1;3-2-4;2-5-1,0,1-2-3,4.8
2025-06-12,4,9,参加,468.29706886291495,0.0,1500,0.0,15,6-2-5;2-5-6;5-2-4;5-2-6;6-2-3;6-2-4;5-3-2;5-2-3;2-6-3;6-2-1;5-6-2;5-2-1;2-6-1;3-6-2;6-1-2,0,1-3-5,54.4
2025-06-12,4,10,参加,565.6758771153906,0.0,1500,0.0,15,3-6-5;6-1-3;6-3-1;6-3-4;3-6-4;3-6-1;3-1-6;3-4-1;4-3-6;6-4-3;5-3-1;6-3-5;1-6-3;3-5-4;5-6-1,0,1-3-6,30.7
2025-06-12,4,11,参加,308.6394453637679,0.0,1500,0.0,15,6-1-3;6-4-1;6-5-1;6-3-1;6-1-4;6-1-5;1-6-4;4-1-3;5-6-1;6-1-2;5-1-4;4-3-1;4-6-1;4-1-6;3-4-1,0,1-3-5,9.6
2025-06-12,4,12,参加,572.5860577857158,0.0,1500,0.0,15,6-1-3;6-3-1;6-1-5;5-6-1;6-1-4;5-1-6;3-6-1;6-5-1;1-6-3;2-6-1;6-4-1;6-2-1;3-6-5;3-1-6;4-6-1,0,1-2-3,8.2
2025-06-13,5,1,参加,546.6533534054194,0.0,1500,0.0,15,6-5-4;5-4-1;5-6-4;5-3-4;6-5-1;2-5-4;4-5-1;6-4-5;5-1-4;5-4-3;4-5-2;5-2-4;5-4-2;5-3-6;4-2-5,0,1-4-2,32.6
2025-06-13,5,2,参加,853.1001969076821,0.0,1500,0.0,15,6-3-5;6-5-3;6-3-2;3-6-5;6-5-2;5-6-2;5-3-6;2-6-5;5-6-3;6-2-1;6-3-4;5-6-1;6-1-2;6-4-3;5-2-6,0,1-6-3,22.1
2025-06-13,5,3,参加,619.1371430597607,0.0,1500,0.0,15,6-3-4;6-3-2;6-3-5;6-5-3;6-4-3;3-6-5;5-6-3;3-6-1;5-6-1;6-4-2;2-3-6;2-6-3;5-3-6;4-3-6;6-5-4,0,4-6-1,72.0
2025-06-13,5,4,参加,234.5683584681257,0.0,1500,0.0,15,5-2-1;2-5-1;5-3-2;5-2-4;5-2-3;3-2-1;3-1-2;2-3-1;3-2-5;2-5-4;3-5-2;5-4-2;4-2-1;5-3-4;2-3-5,0,1-2-3,5.0
2025-06-13,5,5,参加,486.252771594675,0.0,1500,0.0,15,6-3-2;6-2-3;6-4-2;4-6-2;6-4-3;6-4-1;2-6-4;4-6-3;6-2-1;6-1-4;6-3-4;4-6-1;2-6-3;2-4-6;4-3-6,0,2-1-6,35.0
2025-06-13,5,6,参加,268.5747160506564,0.0,1500,0.0,15,4-3-1;5-3-4;5-1-4;5-4-1;4-2-3;3-1-4;4-5-3;3-5-4;5-4-3;4-3-2;3-2-4;4-1-3;5-3-1;5-1-3;3-2-1,0,1-2-4,11.0
2025-06-13,5,7,参加,871.1505474305653,1081.3333333333333,1500,16219.999999999998,15,6-5-3;6-5-4;6-3-5;3-6-5;6-5-1;5-3-6;6-5-2;5-6-2;5-6-1;5-6-3;6-3-1;6-4-1;2-6-5;6-2-3;6-2-4,1,5-6-1,162.2
2025-06-13,5,8,参加,318.17465859979393,0.0,1500,0.0,15,5-1-2;3-5-1;2-5-1;5-1-4;5-3-1;5-2-1;3-2-1;4-1-2;4-1-5;6-1-3;2-1-5;6-1-2;4-2-1;5-4-1;4-1-3,0,1-3-4,18.6
2025-06-13,5,9,参加,333.11033097061846,0.0,1500,0.0,15,3-2-1;2-6-1;5-2-1;5-1-2;6-1-2;4-2-1;6-2-1;3-1-2;4-1-2;6-1-3;2-4-1;2-5-1;2-5-4;2-3-1;5-2-3,0,1-2-3,3.3
2025-06-13,5,10,参加,400.83477622209244,0.0,1500,0.0,15,2-5-4;5-4-2;5-2-4;2-4-5;4-3-6;4-2-3;5-3-4;5-4-1;2-4-3;5-4-3;3-2-4;6-2-4;6-3-4;4-2-5;5-1-4,0,2-1-3,16.8
2025-06-13,5,11,参加,381.4606754139105,0.0,1500,0.0,15,6-1-3;6-4-1;6-2-4;6-1-4;2-6-4;6-1-2;6-3-1;6-2-1;4-6-2;6-3-4;2-4-1;4-2-1;6-4-2;5-4-1;4-3-6,0,1-3-4,7.4
2025-06-13,5,12,参加,466.8437362538139,0.0,1500,0.0,15,4-3-6;4-3-2;4-6-2;3-4-6;4-3-1;6-4-1;6-2-4;3-4-2;4-6-3;5-4-3;6-1-3;4-2-3;6-1-4;4-2-1;6-3-1,0,1-4-5,17.8
2025-06-14,6,1,参加,418.7678176658154,0.0,1500,0.0,15,5-3-1;2-5-1;5-1-4;5-3-4;5-4-2;5-3-2;2-5-3;2-5-4;3-5-2;3-5-1;4-2-1;5-2-4;5-4-1;3-2-5;5-1-3,0,4-1-5,143.3
2025-06-14,6,2,参加,729.4363268051611,122.0,1500,1830.0,15,6-2-1;6-4-2;4-6-2;6-2-4;6-4-1;6-1-2;6-2-3;6-3-2;6-4-3;6-1-4;4-6-1;3-6-2;2-4-6;3-6-1;4-6-3,1,6-1-2,18.3
2025-06-14,6,3,参加,566.8499441810008,0.0,1500,0.0,15,6-2-5;6-2-3;6-2-4;2-6-5;4-6-2;5-6-2;6-5-2;6-1-2;6-3-2;6-4-2;6-5-3;5-3-6;6-3-5;3-6-2;2-3-6,0,5-1-3,127.0
2025-06-14,6,4,参加,315.51103345680633,0.0,1500,0.0,15,6-2-5;5-3-2;5-6-2;6-1-2;6-5-2;5-2-3;2-5-3;2-5-1;3-5-2;3-2-5;5-2-1;6-1-5;5-3-6;3-2-1;6-2-3,0,1-5-4,63.4
2025-06-14,6,5,参加,513.1774937495829,0.0,1500,0.0,15,6-3-4;6-4-3;6-4-1;4-6-3;6-1-3;4-3-6;6-3-2;6-1-4;6-4-2;3-6-4;2-6-3;2-3-6;6-3-5;3-6-5;3-4-6,0,1-4-6,21.9
2025-06-14,6,6,参加,524.2835658814006,0.0,1500,0.0,15,6-4-1;6-1-4;6-1-3;1-6-4;4-6-1;5-6-1;6-1-2;6-1-5;6-4-3;5-1-4;6-2-4;6-4-2;1-4-6;6-2-1;6-5-1,0,1-3-4,5.0
2025-06-14,6,7,参加,528.5710151366084,0.0,1500,0.0,15,6-2-1;6-2-4;2-6-5;6-5-2;5-6-2;2-6-4;4-6-2;5-2-6;6-2-3;6-4-2;2-6-3;6-5-4;6-4-1;2-5-6;6-5-1,0,1-2-6,6.8
2025-06-14,6,8,参加,256.4623276148131,0.0,1500,0.0,15,5-1-4;4-2-1;5-2-1;3-2-1;4-3-1;4-1-2;2-4-1;4-1-3;2-5-1;5-1-2;5-4-1;3-1-2;3-1-4;4-2-3;5-3-1,0,1-3-4,7.7
2025-06-14,6,9,参加,239.3227129268578,0.0,1500,0.0,15,4-2-1;6-1-2;5-1-4;2-6-1;5-2-1;5-1-2;6-1-3;1-6-4;4-1-2;2-4-1;4-1-3;3-2-1;3-1-2;2-5-1;6-4-1,0,5-6-1,579.1
2025-06-14,6,10,参加,586.7317766140528,0.0,1500,0.0,15,6-1-3;6-5-1;6-1-5;6-1-4;6-1-2;6-3-1;6-4-1;6-2-1;5-6-1;3-6-1;5-1-4;1-6-3;5-1-6;4-6-1;1-6-5,0,1-3-2,12.1
2025-06-14,6,11,参加,496.87254283318316,0.0,1500,0.0,15,5-2-1;2-5-4;5-2-4;5-2-3;5-3-2;2-5-3;5-4-3;3-5-2;3-5-1;5-3-1;5-4-2;5-6-1;5-2-6;6-2-5;2-5-1,0,1-2-3,4.0
2025-06-14,6,12,参加,491.36514792416267,1054.6666666666665,1500,15819.999999999998,15,2-5-6;6-2-5;5-1-2;6-5-1;2-5-1;2-6-1;6-3-1;2-6-5;6-2-1;6-1-5;5-6-2;5-2-1;5-6-1;6-1-2;5-2-3,1,6-1-2,158.2
2025-06-15,7,1,参加,519.5283511269324,0.0,1500,0.0,15,6-5-1;5-6-1;6-1-3;6-4-1;5-1-4;6-1-4;5-1-6;1-6-5;6-1-5;1-6-4;6-2-1;4-6-1;5-4-1;6-5-4;4-1-6,0,1-4-2,15.6
2025-06-15,7,2,参加,282.778038051976,0.0,1500,0.0,15,5-4-3;3-2-5;5-3-1;2-5-3;5-2-3;5-2-4;4-5-3;5-4-1;3-5-4;5-1-4;4-2-5;5-3-4;2-5-4;4-3-2;4-3-5,0,4-3-1,152.2
2025-06-15,7,3,参加,279.44661860012496,0.0,1500,0.0,15,4-3-6;5-3-4;6-3-4;5-4-3;3-6-4;6-4-3;3-4-2;6-3-1;6-1-3;4-6-3;4-3-2;3-2-4;4-3-5;6-4-1;5-3-1,0,4-6-5,236.2
2025-06-15,7,4,参加,420.5819500849467,0.0,1500,0.0,15,5-3-2;3-2-1;5-2-3;6-1-3;5-3-1;3-5-2;5-2-1;5-6-1;3-6-5;2-3-1;3-2-5;6-1-2;6-5-1;5-3-6;3-6-1,0,1-2-3,5.1
2025-06-15,7,5,参加,524.0158110566979,0.0,1500,0.0,15,6-5-1;5-2-6;6-1-5;6-5-2;6-5-4;2-5-1;5-6-1;5-1-2;2-6-5;5-2-1;6-5-3;5-3-1;6-2-5;5-4-1;5-1-6,0,1-5-2,6.2
2025-06-15,7,6,参加,485.2165475571172,0.0,1500,0.0,15,6-4-1;6-1-2;6-3-1;6-1-4;5-1-4;6-2-1;5-6-1;6-1-5;6-5-1;5-4-1;5-1-6;6-1-3;2-6-1;4-2-1;5-2-1,0,1-2-6,36.3
2025-06-15,7,7,参加,511.20392341840113,0.0,1500,0.0,15,5-3-1;3-5-1;6-5-1;5-3-6;5-2-1;6-1-3;6-3-1;3-1-5;3-6-5;5-1-4;5-6-3;5-3-2;5-1-2;5-4-1;6-5-3,0,1-5-2,20.6
2025-06-15,7,8,参加,312.39260927653214,0.0,1500,0.0,15,3-4-1;4-3-1;4-1-3;5-1-4;5-4-1;3-2-1;3-4-2;5-4-3;3-2-4;2-4-3;4-2-1;3-1-4;5-2-4;5-3-4;5-1-3,0,1-3-2,6.6
2025-06-15,7,9,参加,407.6416544679204,0.0,1500,0.0,15,6-1-2;6-2-5;5-2-3;5-2-1;5-3-2;6-5-1;2-5-6;2-5-1;5-6-1;5-2-6;3-6-5;5-1-2;6-1-5;3-5-2;2-6-1,0,3-1-4,128.5
2025-06-15,7,10,参加,451.24400884162156,0.0,1500,0.0,15,6-2-5;2-5-6;6-5-1;6-1-2;6-5-3;5-6-2;6-3-5;6-5-2;6-5-4;5-2-3;6-1-5;5-2-4;6-1-3;6-3-2;6-2-1,0,1-2-6,17.1
2025-06-15,7,11,参加,444.41269678262233,0.0,1500,0.0,15,6-1-3;2-6-1;5-6-1;6-1-4;4-6-1;6-1-5;6-4-1;6-2-1;5-1-6;6-3-1;5-2-1;2-5-6;2-6-5;3-6-1;1-6-2,0,4-6-5,260.0
2025-06-15,7,12,参加,590.0319223620102,0.0,1500,0.0,15,2-5-4;5-2-4;6-2-4;4-6-2;2-4-6;4-2-5;6-4-2;2-6-4;5-4-2;2-4-1;4-2-1;5-6-4;5-2-1;2-6-1;2-5-6,0,2-1-4,14.3
2025-06-18,1,1,参加,517.5673327907941,0.0,1500,0.0,15,2-5-4;5-2-4;4-6-2;5-4-2;2-6-3;2-6-4;6-2-5;2-4-6;2-5-3;3-2-4;6-4-2;5-2-3;3-6-2;4-2-5;2-4-3,0,1-3-4,128.8
2025-06-18,1,2,参加,726.3807598089529,0.0,1500,0.0,15,6-2-5;6-2-3;6-4-2;4-6-2;6-5-2;5-6-2;6-5-4;6-3-2;6-5-3;6-3-5;2-6-3;6-2-1;6-1-5;3-6-2;4-2-6,0,3-6-1,190.8
2025-06-18,1,3,参加,737.9205309577259,0.0,1500,0.0,15,5-6-1;6-5-3;5-6-3;6-3-5;5-3-6;2-6-5;6-5-2;6-5-1;5-6-2;6-5-4;5-2-6;6-2-3;2-5-6;5-2-3;5-6-4,0,1-5-2,50.3
2025-06-18,1,4,参加,814.4152199095295,392.6666666666667,1500,5890.0,15,6-5-2;6-5-3;2-6-5;5-2-6;6-5-4;2-5-6;6-3-5;5-6-2;5-3-6;6-2-5;6-1-5;3-6-5;5-6-1;5-6-4;6-3-1,1,6-5-2,58.9
2025-06-18,1,5,参加,682.3107636602651,99.33333333333333,1500,1490.0,15,6-4-1;4-6-3;6-4-3;6-4-2;4-6-2;6-1-4;3-4-6;2-6-4;6-2-4;6-3-1;2-4-6;6-2-1;4-3-6;4-6-1;4-1-6,1,4-6-1,14.9
2025-06-18,1,6,参加,601.8118182105788,0.0,1500,0.0,15,5-4-3;5-3-4;4-5-3;3-6-5;3-5-4;6-3-4;5-3-6;6-5-4;5-6-4;5-4-6;3-6-4;4-3-5;4-3-6;4-2-3;5-4-1,0,1-4-5,33.7
2025-06-18,1,7,参加,516.9292816720133,0.0,1500,0.0,15,3-6-5;3-6-1;6-3-2;6-3-5;3-2-6;2-3-6;4-3-6;3-6-4;5-3-6;6-4-3;6-5-3;4-6-3;3-5-6;5-3-2;3-2-1,0,2-1-4,173.6
2025-06-18,1,8,参加,557.619060905503,0.0,1500,0.0,15,5-2-4;5-4-2;5-4-1;5-4-3;5-1-4;4-2-5;5-1-2;5-3-4;5-2-1;4-5-3;2-5-1;4-5-1;3-5-1;2-5-4;6-5-1,0,1-2-5,10.8
2025-06-18,1,9,参加,388.7586822917192,0.0,1500,0.0,15,5-1-2;5-2-1;6-5-1;5-6-1;6-1-2;2-5-1;5-1-6;6-1-5;5-1-4;2-6-1;6-2-1;6-2-5;1-6-5;5-3-1;3-5-1,0,2-1-3,22.1
2025-06-18,1,10,参加,314.00959897859326,0.0,1500,0.0,15,6-1-2;5-2-1;2-6-1;5-1-2;2-4-1;4-2-1;2-5-1;4-1-2;6-2-1;2-1-5;2-5-4;3-2-1;5-2-4;6-1-3;5-2-3,0,1-2-4,6.5
2025-06-18,1,11,参加,485.31664935677094,0.0,1500,0.0,15,3-6-2;3-2-1;3-2-6;2-6-3;2-3-1;6-1-2;5-2-3;6-1-3;6-3-1;3-2-5;2-6-1;3-1-2;5-2-1;6-2-3;2-5-3,0,1-2-3,3.8
2025-06-18,1,12,参加,293.6676262698129,2257.3333333333335,1500,33860.0,15,5-2-1;5-1-2;6-1-2;5-6-1;6-1-3;3-5-1;2-5-1;6-3-1;6-1-5;5-1-3;4-1-2;4-2-1;6-4-1;3-2-1;5-1-6,1,2-5-1,338.6
2025-06-19,2,1,参加,440.13864920536025,0.0,1500,0.0,15,3-5-1;5-3-1;6-3-1;6-1-3;3-6-5;3-6-1;6-3-5;3-5-2;6-5-3;2-5-3;5-2-3;3-6-2;6-5-1;2-3-6;5-6-1,0,4-5-1,159.2
2025-06-19,2,2,参加,916.7629625384011,156.66666666666666,1500,2350.0,15,6-5-3;6-5-4;6-3-5;3-6-5;5-6-4;5-3-6;6-5-1;6-4-3;6-1-5;6-3-4;6-4-1;6-3-1;6-1-4;6-2-5;6-4-5,1,6-3-1,23.5
2025-06-19,2,3,参加,707.1602181132874,0.0,1500,0.0,15,6-5-4;6-3-4;6-4-3;6-5-3;4-6-3;6-3-5;4-3-6;3-4-6;5-4-3;6-4-5;5-3-6;4-5-3;5-3-4;4-3-5;6-4-1,0,4-5-6,18.5
2025-06-19,2,4,参加,378.1942826684578,0.0,1500,0.0,15,6-3-4;3-2-4;5-4-2;4-2-3;6-2-4;3-4-2;5-2-4;3-6-4;5-3-2;2-6-4;6-4-3;2-5-4;6-2-3;6-4-2;2-4-6,0,2-4-5,69.4
2025-06-19,2,5,参加,464.4386785828434,0.0,1500,0.0,15,6-3-4;3-2-6;2-6-3;4-3-6;6-4-3;3-6-4;6-3-1;4-2-3;6-3-2;6-2-3;3-6-5;3-2-4;2-3-4;3-6-2;5-3-2,0,2-1-3,18.9
2025-06-19,2,6,参加,408.9738777499567,0.0,1500,0.0,15,5-3-4;3-4-5;5-4-1;3-4-6;5-1-4;6-3-4;6-4-3;3-5-4;6-4-1;5-4-3;4-3-1;4-5-3;3-6-4;6-1-3;5-3-1,0,1-3-4,5.5
2025-06-19,2,7,参加,368.4646445188725,428.0,1500,6420.0,15,6-4-1;4-2-1;4-6-1;2-4-1;4-1-6;5-4-1;6-2-4;4-1-2;4-6-2;5-4-2;6-1-4;6-4-2;4-1-3;4-3-1;5-1-4,1,4-2-1,64.2
2025-06-19,2,8,参加,275.6313619131345,0.0,1500,0.0,15,5-1-4;5-1-2;5-2-1;2-5-1;4-2-1;2-1-4;1-5-4;3-1-4;3-2-1;2-1-5;2-5-4;5-4-2;5-4-1;3-1-2;5-2-4,0,1-2-5,18.1
2025-06-19,2,9,参加,632.9705338047572,0.0,1500,0.0,15,6-1-3;6-3-1;3-6-5;3-6-1;3-6-2;5-3-1;5-3-2;5-2-1;5-1-3;3-5-1;3-2-6;5-2-3;2-5-3;2-6-3;6-5-1,0,1-3-2,5.0
2025-06-19,2,10,参加,438.5614261088422,0.0,1500,0.0,15,5-2-1;5-1-2;2-6-1;6-1-2;5-1-4;2-5-1;5-1-6;6-5-1;5-6-1;6-2-1;6-1-3;5-4-1;6-1-5;5-4-2;2-4-1,0,1-2-3,6.1
2025-06-19,2,11,参加,908.4061174040332,0.0,1500,0.0,15,2-6-5;2-5-6;6-2-5;6-5-2;6-2-4;5-2-6;5-6-2;2-5-4;2-5-3;6-2-3;6-5-4;4-2-6;6-4-2;4-6-2;2-6-3,0,1-2-5,12.6
2025-06-19,2,12,参加,363.6573138530112,0.0,1500,0.0,15,2-6-1;6-1-2;5-2-1;5-2-6;2-5-6;3-6-2;6-2-4;6-2-1;2-5-4;5-2-4;6-2-5;2-4-1;2-1-6;3-2-5;2-4-5,0,5-6-2,98.4
2025-06-20,3,1,参加,777.5445681625927,0.0,1500,0.0,15,6-3-1;6-3-5;3-6-5;6-5-3;5-6-1;5-3-6;6-5-1;6-3-2;5-6-3;6-2-1;3-6-2;3-6-1;2-6-3;6-3-4;6-1-5,0,1-6-5,63.5
2025-06-20,3,2,参加,707.7740977584311,0.0,1500,0.0,15,6-5-4;5-6-1;6-5-2;6-5-3;2-6-5;6-1-5;6-2-5;5-2-6;2-5-6;6-3-5;5-6-4;6-2-1;3-6-5;6-4-5;1-6-5,0,1-5-2,15.1
2025-06-20,3,3,参加,475.6196430175674,0.0,1500,0.0,15,3-5-1;5-3-1;6-5-1;5-1-3;5-4-1;5-6-1;6-1-3;6-1-5;2-5-1;5-2-1;3-6-5;6-3-1;5-1-4;5-1-6;3-4-5,0,5-2-3,143.7
2025-06-20,3,4,参加,679.2418391478961,0.0,1500,0.0,15,6-3-5;6-3-2;6-4-3;6-3-4;6-2-3;6-5-3;2-3-6;4-3-6;3-6-5;4-6-2;3-4-6;5-3-6;5-6-3;6-4-2;2-6-3,0,2-6-5,180.3
2025-06-20,3,5,参加,322.52272514396594,56.00000000000001,1500,840.0,15,5-4-2;2-5-4;5-4-1;5-4-3;5-1-4;4-2-5;4-5-1;4-1-5;4-2-1;2-4-1;3-4-5;1-5-4;4-5-3;3-5-1;2-5-1,1,4-5-1,8.4
2025-06-20,3,6,参加,508.192251309154,0.0,1500,0.0,15,5-6-1;6-2-1;6-1-5;5-1-6;5-1-4;6-1-2;6-4-1;6-5-1;5-2-1;5-1-2;6-5-4;2-6-1;6-3-1;4-6-2;2-5-1,0,1-6-5,19.3
2025-06-20,3,7,参加,726.5771957347713,0.0,1500,0.0,15,6-3-4;6-3-1;4-3-6;6-4-1;6-4-3;3-6-1;6-3-5;6-1-3;3-4-6;3-6-4;6-5-3;6-1-4;3-6-5;4-6-3;5-3-6,0,1-6-4,30.6
2025-06-20,3,8,参加,382.20252353748214,0.0,1500,0.0,15,5-2-1;5-2-4;2-5-1;3-2-1;2-5-4;5-2-3;2-5-3;2-3-1;5-1-2;2-6-1;2-1-5;5-3-2;5-4-2;4-2-1;2-5-6,0,1-2-3,7.4
2025-06-20,3,9,参加,382.5265646118026,0.0,1500,0.0,15,3-2-4;4-2-3;3-6-2;2-3-4;2-3-1;3-4-2;3-2-5;5-3-2;3-2-6;2-4-3;3-2-1;3-5-2;2-3-6;3-1-2;3-5-1,0,1-3-2,6.1
2025-06-20,3,10,参加,514.0373841270981,0.0,1500,0.0,15,2-5-1;5-2-1;5-1-2;5-2-4;2-5-4;6-1-2;2-6-1;2-5-6;5-4-2;6-2-5;3-2-1;6-2-1;2-1-5;4-2-1;2-6-5,0,2-1-3,29.3
2025-06-20,3,11,参加,686.8985534068155,0.0,1500,0.0,15,5-6-1;6-5-1;6-1-5;5-3-1;5-3-6;5-6-3;6-5-3;6-1-3;6-1-2;6-3-5;5-1-6;3-6-1;5-1-3;6-4-1;3-5-1,0,4-3-1,335.3
2025-06-20,3,12,参加,339.1752259957763,0.0,1500,0.0,15,5-4-1;6-3-1;6-1-3;3-6-5;5-1-4;5-4-3;5-1-3;5-3-4;5-3-1;6-5-1;4-5-3;3-5-4;6-1-2;5-6-1;2-5-3,0,1-2-6,80.7
