対象レース数,参加レース数,参加率,購入総額,払戻総額,年間回収率,的中レース数,的中率,平均購入点数,平均期待ROI
2272,2272,1.0,3408000,2074340.0,60.86678403755869,165,0.07262323943661972,15.0,550.2472629488866
