開催日,日目,レース,グレード,レース名,優勝戦
2014-01-01,3,1,一般,市長杯争奪ＢＯＡＴＲＡＣＥまるがめ大賞,False
2014-01-01,3,2,一般,市長杯争奪ＢＯＡＴＲＡＣＥまるがめ大賞,False
2014-01-01,3,3,一般,市長杯争奪ＢＯＡＴＲＡＣＥまるがめ大賞,False
2014-01-01,3,4,一般,市長杯争奪ＢＯＡＴＲＡＣＥまるがめ大賞,False
2014-01-01,3,5,一般,市長杯争奪ＢＯＡＴＲＡＣＥまるがめ大賞,False
2014-01-01,3,6,一般,市長杯争奪ＢＯＡＴＲＡＣＥまるがめ大賞,False
2014-01-01,3,7,一般,市長杯争奪ＢＯＡＴＲＡＣＥまるがめ大賞,False
2014-01-01,3,8,一般,市長杯争奪ＢＯＡＴＲＡＣＥまるがめ大賞,False
2014-01-01,3,9,一般,市長杯争奪ＢＯＡＴＲＡＣＥまるがめ大賞,False
2014-01-01,3,10,一般,市長杯争奪ＢＯＡＴＲＡＣＥまるがめ大賞,False
2014-01-01,3,11,一般,市長杯争奪ＢＯＡＴＲＡＣＥまるがめ大賞,False
2014-01-01,3,12,一般,市長杯争奪ＢＯＡＴＲＡＣＥまるがめ大賞,False
2014-01-02,4,1,一般,市長杯争奪ＢＯＡＴＲＡＣＥまるがめ大賞,False
2014-01-02,4,2,一般,市長杯争奪ＢＯＡＴＲＡＣＥまるがめ大賞,False
2014-01-02,4,3,一般,市長杯争奪ＢＯＡＴＲＡＣＥまるがめ大賞,False
2014-01-02,4,4,一般,市長杯争奪ＢＯＡＴＲＡＣＥまるがめ大賞,False
2014-01-02,4,5,一般,市長杯争奪ＢＯＡＴＲＡＣＥまるがめ大賞,False
2014-01-02,4,6,一般,市長杯争奪ＢＯＡＴＲＡＣＥまるがめ大賞,False
2014-01-02,4,7,一般,市長杯争奪ＢＯＡＴＲＡＣＥまるがめ大賞,False
2014-01-02,4,8,一般,市長杯争奪ＢＯＡＴＲＡＣＥまるがめ大賞,False
2014-01-02,4,9,一般,市長杯争奪ＢＯＡＴＲＡＣＥまるがめ大賞,False
2014-01-02,4,10,一般,市長杯争奪ＢＯＡＴＲＡＣＥまるがめ大賞,False
2014-01-02,4,11,一般,市長杯争奪ＢＯＡＴＲＡＣＥまるがめ大賞,False
2014-01-02,4,12,一般,市長杯争奪ＢＯＡＴＲＡＣＥまるがめ大賞,False
2014-01-03,5,1,一般,市長杯争奪ＢＯＡＴＲＡＣＥまるがめ大賞,False
2014-01-03,5,2,一般,市長杯争奪ＢＯＡＴＲＡＣＥまるがめ大賞,False
2014-01-03,5,3,一般,市長杯争奪ＢＯＡＴＲＡＣＥまるがめ大賞,False
2014-01-03,5,4,一般,市長杯争奪ＢＯＡＴＲＡＣＥまるがめ大賞,False
2014-01-03,5,5,一般,市長杯争奪ＢＯＡＴＲＡＣＥまるがめ大賞,False
2014-01-03,5,6,一般,市長杯争奪ＢＯＡＴＲＡＣＥまるがめ大賞,False
2014-01-03,5,7,一般,市長杯争奪ＢＯＡＴＲＡＣＥまるがめ大賞,False
2014-01-03,5,8,一般,市長杯争奪ＢＯＡＴＲＡＣＥまるがめ大賞,True
2014-01-03,5,9,一般,市長杯争奪ＢＯＡＴＲＡＣＥまるがめ大賞,True
2014-01-03,5,10,一般,市長杯争奪ＢＯＡＴＲＡＣＥまるがめ大賞,True
2014-01-03,5,11,一般,市長杯争奪ＢＯＡＴＲＡＣＥまるがめ大賞,True
2014-01-03,5,12,一般,市長杯争奪ＢＯＡＴＲＡＣＥまるがめ大賞,False
2014-01-04,6,1,一般,市長杯争奪ＢＯＡＴＲＡＣＥまるがめ大賞,False
2014-01-04,6,2,一般,市長杯争奪ＢＯＡＴＲＡＣＥまるがめ大賞,False
2014-01-04,6,3,一般,市長杯争奪ＢＯＡＴＲＡＣＥまるがめ大賞,False
2014-01-04,6,4,一般,市長杯争奪ＢＯＡＴＲＡＣＥまるがめ大賞,False
2014-01-04,6,5,一般,市長杯争奪ＢＯＡＴＲＡＣＥまるがめ大賞,False
2014-01-04,6,6,一般,市長杯争奪ＢＯＡＴＲＡＣＥまるがめ大賞,False
2014-01-04,6,7,一般,市長杯争奪ＢＯＡＴＲＡＣＥまるがめ大賞,False
2014-01-04,6,8,一般,市長杯争奪ＢＯＡＴＲＡＣＥまるがめ大賞,False
2014-01-04,6,9,一般,市長杯争奪ＢＯＡＴＲＡＣＥまるがめ大賞,False
2014-01-04,6,10,一般,市長杯争奪ＢＯＡＴＲＡＣＥまるがめ大賞,False
2014-01-04,6,11,一般,市長杯争奪ＢＯＡＴＲＡＣＥまるがめ大賞,False
2014-01-04,6,12,一般,市長杯争奪ＢＯＡＴＲＡＣＥまるがめ大賞,False
2014-01-05,7,1,一般,市長杯争奪ＢＯＡＴＲＡＣＥまるがめ大賞,False
2014-01-05,7,2,一般,市長杯争奪ＢＯＡＴＲＡＣＥまるがめ大賞,False
2014-01-05,7,3,一般,市長杯争奪ＢＯＡＴＲＡＣＥまるがめ大賞,False
2014-01-05,7,4,一般,市長杯争奪ＢＯＡＴＲＡＣＥまるがめ大賞,False
2014-01-05,7,5,一般,市長杯争奪ＢＯＡＴＲＡＣＥまるがめ大賞,False
2014-01-05,7,6,一般,市長杯争奪ＢＯＡＴＲＡＣＥまるがめ大賞,False
2014-01-05,7,7,一般,市長杯争奪ＢＯＡＴＲＡＣＥまるがめ大賞,False
2014-01-05,7,8,一般,市長杯争奪ＢＯＡＴＲＡＣＥまるがめ大賞,False
2014-01-05,7,9,一般,市長杯争奪ＢＯＡＴＲＡＣＥまるがめ大賞,False
2014-01-05,7,10,一般,市長杯争奪ＢＯＡＴＲＡＣＥまるがめ大賞,False
2014-01-05,7,11,一般,市長杯争奪ＢＯＡＴＲＡＣＥまるがめ大賞,False
2014-01-05,7,12,一般,市長杯争奪ＢＯＡＴＲＡＣＥまるがめ大賞,True
2014-01-08,1,1,一般,ボートピア朝倉開設２１周年記念,False
2014-01-08,1,2,一般,ボートピア朝倉開設２１周年記念,False
2014-01-08,1,3,一般,ボートピア朝倉開設２１周年記念,False
2014-01-08,1,4,一般,ボートピア朝倉開設２１周年記念,False
2014-01-08,1,5,一般,ボートピア朝倉開設２１周年記念,False
2014-01-08,1,6,一般,ボートピア朝倉開設２１周年記念,False
2014-01-08,1,7,一般,ボートピア朝倉開設２１周年記念,False
2014-01-08,1,8,一般,ボートピア朝倉開設２１周年記念,False
2014-01-08,1,9,一般,ボートピア朝倉開設２１周年記念,False
2014-01-08,1,10,一般,ボートピア朝倉開設２１周年記念,False
2014-01-08,1,11,一般,ボートピア朝倉開設２１周年記念,False
2014-01-08,1,12,一般,ボートピア朝倉開設２１周年記念,False
2014-01-09,2,1,一般,ボートピア朝倉開設２１周年記念,False
2014-01-09,2,2,一般,ボートピア朝倉開設２１周年記念,False
2014-01-09,2,3,一般,ボートピア朝倉開設２１周年記念,False
2014-01-09,2,4,一般,ボートピア朝倉開設２１周年記念,False
2014-01-09,2,5,一般,ボートピア朝倉開設２１周年記念,False
2014-01-09,2,6,一般,ボートピア朝倉開設２１周年記念,False
2014-01-09,2,7,一般,ボートピア朝倉開設２１周年記念,False
2014-01-09,2,8,一般,ボートピア朝倉開設２１周年記念,False
2014-01-09,2,9,一般,ボートピア朝倉開設２１周年記念,False
2014-01-09,2,10,一般,ボートピア朝倉開設２１周年記念,False
2014-01-09,2,11,一般,ボートピア朝倉開設２１周年記念,False
2014-01-09,2,12,一般,ボートピア朝倉開設２１周年記念,False
2014-01-10,3,1,一般,ボートピア朝倉開設２１周年記念,False
2014-01-10,3,2,一般,ボートピア朝倉開設２１周年記念,False
2014-01-10,3,3,一般,ボートピア朝倉開設２１周年記念,False
2014-01-10,3,4,一般,ボートピア朝倉開設２１周年記念,False
2014-01-10,3,5,一般,ボートピア朝倉開設２１周年記念,False
2014-01-10,3,6,一般,ボートピア朝倉開設２１周年記念,False
2014-01-10,3,7,一般,ボートピア朝倉開設２１周年記念,False
2014-01-10,3,8,一般,ボートピア朝倉開設２１周年記念,False
2014-01-10,3,9,一般,ボートピア朝倉開設２１周年記念,False
2014-01-10,3,10,一般,ボートピア朝倉開設２１周年記念,False
2014-01-10,3,11,一般,ボートピア朝倉開設２１周年記念,False
2014-01-10,3,12,一般,ボートピア朝倉開設２１周年記念,False
2014-01-11,4,1,一般,ボートピア朝倉開設２１周年記念,False
2014-01-11,4,2,一般,ボートピア朝倉開設２１周年記念,False
2014-01-11,4,3,一般,ボートピア朝倉開設２１周年記念,False
2014-01-11,4,4,一般,ボートピア朝倉開設２１周年記念,False
2014-01-11,4,5,一般,ボートピア朝倉開設２１周年記念,False
2014-01-11,4,6,一般,ボートピア朝倉開設２１周年記念,False
2014-01-11,4,7,一般,ボートピア朝倉開設２１周年記念,False
2014-01-11,4,8,一般,ボートピア朝倉開設２１周年記念,False
2014-01-11,4,9,一般,ボートピア朝倉開設２１周年記念,False
2014-01-11,4,10,一般,ボートピア朝倉開設２１周年記念,False
2014-01-11,4,11,一般,ボートピア朝倉開設２１周年記念,False
2014-01-11,4,12,一般,ボートピア朝倉開設２１周年記念,False
2014-01-12,5,1,一般,ボートピア朝倉開設２１周年記念,False
2014-01-12,5,2,一般,ボートピア朝倉開設２１周年記念,False
2014-01-12,5,3,一般,ボートピア朝倉開設２１周年記念,False
2014-01-12,5,4,一般,ボートピア朝倉開設２１周年記念,False
2014-01-12,5,5,一般,ボートピア朝倉開設２１周年記念,False
2014-01-12,5,6,一般,ボートピア朝倉開設２１周年記念,False
2014-01-12,5,7,一般,ボートピア朝倉開設２１周年記念,False
2014-01-12,5,8,一般,ボートピア朝倉開設２１周年記念,False
2014-01-12,5,9,一般,ボートピア朝倉開設２１周年記念,False
2014-01-12,5,10,一般,ボートピア朝倉開設２１周年記念,False
2014-01-12,5,11,一般,ボートピア朝倉開設２１周年記念,False
2014-01-12,5,12,一般,ボートピア朝倉開設２１周年記念,True
2014-01-15,1,1,G3,Ｇ３女子リーグ戦競走第９戦,False
2014-01-15,1,2,G3,Ｇ３女子リーグ戦競走第９戦,False
2014-01-15,1,3,G3,Ｇ３女子リーグ戦競走第９戦,False
2014-01-15,1,4,G3,Ｇ３女子リーグ戦競走第９戦,False
2014-01-15,1,5,G3,Ｇ３女子リーグ戦競走第９戦,False
2014-01-15,1,6,G3,Ｇ３女子リーグ戦競走第９戦,False
2014-01-15,1,7,G3,Ｇ３女子リーグ戦競走第９戦,False
2014-01-15,1,8,G3,Ｇ３女子リーグ戦競走第９戦,False
2014-01-15,1,9,G3,Ｇ３女子リーグ戦競走第９戦,False
2014-01-15,1,10,G3,Ｇ３女子リーグ戦競走第９戦,False
2014-01-15,1,11,G3,Ｇ３女子リーグ戦競走第９戦,False
2014-01-15,1,12,G3,Ｇ３女子リーグ戦競走第９戦,False
2014-01-16,2,1,G3,Ｇ３女子リーグ戦競走第９戦,False
2014-01-16,2,2,G3,Ｇ３女子リーグ戦競走第９戦,False
2014-01-16,2,3,G3,Ｇ３女子リーグ戦競走第９戦,False
2014-01-16,2,4,G3,Ｇ３女子リーグ戦競走第９戦,False
2014-01-16,2,5,G3,Ｇ３女子リーグ戦競走第９戦,False
2014-01-16,2,6,G3,Ｇ３女子リーグ戦競走第９戦,False
2014-01-16,2,7,G3,Ｇ３女子リーグ戦競走第９戦,False
2014-01-16,2,8,G3,Ｇ３女子リーグ戦競走第９戦,False
2014-01-16,2,9,G3,Ｇ３女子リーグ戦競走第９戦,False
2014-01-16,2,10,G3,Ｇ３女子リーグ戦競走第９戦,False
2014-01-16,2,11,G3,Ｇ３女子リーグ戦競走第９戦,False
2014-01-16,2,12,G3,Ｇ３女子リーグ戦競走第９戦,False
2014-01-17,3,1,G3,Ｇ３女子リーグ戦競走第９戦,False
2014-01-17,3,2,G3,Ｇ３女子リーグ戦競走第９戦,False
2014-01-17,3,3,G3,Ｇ３女子リーグ戦競走第９戦,False
2014-01-17,3,4,G3,Ｇ３女子リーグ戦競走第９戦,False
2014-01-17,3,5,G3,Ｇ３女子リーグ戦競走第９戦,False
2014-01-17,3,6,G3,Ｇ３女子リーグ戦競走第９戦,False
2014-01-17,3,7,G3,Ｇ３女子リーグ戦競走第９戦,False
2014-01-17,3,8,G3,Ｇ３女子リーグ戦競走第９戦,False
2014-01-17,3,9,G3,Ｇ３女子リーグ戦競走第９戦,False
2014-01-17,3,10,G3,Ｇ３女子リーグ戦競走第９戦,False
2014-01-17,3,11,G3,Ｇ３女子リーグ戦競走第９戦,False
2014-01-17,3,12,G3,Ｇ３女子リーグ戦競走第９戦,False
2014-01-18,4,1,G3,Ｇ３女子リーグ戦競走第９戦,False
2014-01-18,4,2,G3,Ｇ３女子リーグ戦競走第９戦,False
2014-01-18,4,3,G3,Ｇ３女子リーグ戦競走第９戦,False
2014-01-18,4,4,G3,Ｇ３女子リーグ戦競走第９戦,False
2014-01-18,4,5,G3,Ｇ３女子リーグ戦競走第９戦,False
2014-01-18,4,6,G3,Ｇ３女子リーグ戦競走第９戦,False
2014-01-18,4,7,G3,Ｇ３女子リーグ戦競走第９戦,False
2014-01-18,4,8,G3,Ｇ３女子リーグ戦競走第９戦,False
2014-01-18,4,9,G3,Ｇ３女子リーグ戦競走第９戦,False
2014-01-18,4,10,G3,Ｇ３女子リーグ戦競走第９戦,False
2014-01-18,4,11,G3,Ｇ３女子リーグ戦競走第９戦,False
2014-01-18,4,12,G3,Ｇ３女子リーグ戦競走第９戦,False
2014-01-19,5,1,G3,Ｇ３女子リーグ戦競走第９戦,False
2014-01-19,5,2,G3,Ｇ３女子リーグ戦競走第９戦,False
2014-01-19,5,3,G3,Ｇ３女子リーグ戦競走第９戦,False
2014-01-19,5,4,G3,Ｇ３女子リーグ戦競走第９戦,False
2014-01-19,5,5,G3,Ｇ３女子リーグ戦競走第９戦,False
2014-01-19,5,6,G3,Ｇ３女子リーグ戦競走第９戦,False
2014-01-19,5,7,G3,Ｇ３女子リーグ戦競走第９戦,False
2014-01-19,5,8,G3,Ｇ３女子リーグ戦競走第９戦,False
2014-01-19,5,9,G3,Ｇ３女子リーグ戦競走第９戦,False
2014-01-19,5,10,G3,Ｇ３女子リーグ戦競走第９戦,False
2014-01-19,5,11,G3,Ｇ３女子リーグ戦競走第９戦,False
2014-01-19,5,12,G3,Ｇ３女子リーグ戦競走第９戦,False
2014-01-20,6,1,G3,Ｇ３女子リーグ戦競走第９戦,False
2014-01-20,6,2,G3,Ｇ３女子リーグ戦競走第９戦,False
2014-01-20,6,3,G3,Ｇ３女子リーグ戦競走第９戦,False
2014-01-20,6,4,G3,Ｇ３女子リーグ戦競走第９戦,False
2014-01-20,6,5,G3,Ｇ３女子リーグ戦競走第９戦,False
2014-01-20,6,6,G3,Ｇ３女子リーグ戦競走第９戦,False
2014-01-20,6,7,G3,Ｇ３女子リーグ戦競走第９戦,False
2014-01-20,6,8,G3,Ｇ３女子リーグ戦競走第９戦,False
2014-01-20,6,9,G3,Ｇ３女子リーグ戦競走第９戦,False
2014-01-20,6,10,G3,Ｇ３女子リーグ戦競走第９戦,False
2014-01-20,6,11,G3,Ｇ３女子リーグ戦競走第９戦,False
2014-01-20,6,12,G3,Ｇ３女子リーグ戦競走第９戦,True
2014-01-24,1,1,一般,第３回琴参バスカップ,False
2014-01-24,1,2,一般,第３回琴参バスカップ,False
2014-01-24,1,3,一般,第３回琴参バスカップ,False
2014-01-24,1,4,一般,第３回琴参バスカップ,False
2014-01-24,1,5,一般,第３回琴参バスカップ,False
2014-01-24,1,6,一般,第３回琴参バスカップ,False
2014-01-24,1,7,一般,第３回琴参バスカップ,False
2014-01-24,1,8,一般,第３回琴参バスカップ,False
2014-01-24,1,9,一般,第３回琴参バスカップ,False
2014-01-24,1,10,一般,第３回琴参バスカップ,False
2014-01-24,1,11,一般,第３回琴参バスカップ,False
2014-01-24,1,12,一般,第３回琴参バスカップ,False
2014-01-25,2,1,一般,第３回琴参バスカップ,False
2014-01-25,2,2,一般,第３回琴参バスカップ,False
2014-01-25,2,3,一般,第３回琴参バスカップ,False
2014-01-25,2,4,一般,第３回琴参バスカップ,False
2014-01-25,2,5,一般,第３回琴参バスカップ,False
2014-01-25,2,6,一般,第３回琴参バスカップ,False
2014-01-25,2,7,一般,第３回琴参バスカップ,False
2014-01-25,2,8,一般,第３回琴参バスカップ,False
2014-01-25,2,9,一般,第３回琴参バスカップ,False
2014-01-25,2,10,一般,第３回琴参バスカップ,False
2014-01-25,2,11,一般,第３回琴参バスカップ,False
2014-01-25,2,12,一般,第３回琴参バスカップ,False
2014-01-26,3,1,一般,第３回琴参バスカップ,False
2014-01-26,3,2,一般,第３回琴参バスカップ,False
2014-01-26,3,3,一般,第３回琴参バスカップ,False
2014-01-26,3,4,一般,第３回琴参バスカップ,False
2014-01-26,3,5,一般,第３回琴参バスカップ,False
2014-01-26,3,6,一般,第３回琴参バスカップ,False
2014-01-26,3,7,一般,第３回琴参バスカップ,False
2014-01-26,3,8,一般,第３回琴参バスカップ,False
2014-01-26,3,9,一般,第３回琴参バスカップ,False
2014-01-26,3,10,一般,第３回琴参バスカップ,False
2014-01-26,3,11,一般,第３回琴参バスカップ,False
2014-01-26,3,12,一般,第３回琴参バスカップ,False
2014-01-27,4,1,一般,第３回琴参バスカップ,False
2014-01-27,4,2,一般,第３回琴参バスカップ,False
2014-01-27,4,3,一般,第３回琴参バスカップ,False
2014-01-27,4,4,一般,第３回琴参バスカップ,False
2014-01-27,4,5,一般,第３回琴参バスカップ,False
2014-01-27,4,6,一般,第３回琴参バスカップ,False
2014-01-27,4,7,一般,第３回琴参バスカップ,False
2014-01-27,4,8,一般,第３回琴参バスカップ,False
2014-01-27,4,9,一般,第３回琴参バスカップ,False
2014-01-27,4,10,一般,第３回琴参バスカップ,False
2014-01-27,4,11,一般,第３回琴参バスカップ,False
2014-01-27,4,12,一般,第３回琴参バスカップ,False
2014-01-28,5,1,一般,第３回琴参バスカップ,False
2014-01-28,5,2,一般,第３回琴参バスカップ,False
2014-01-28,5,3,一般,第３回琴参バスカップ,False
2014-01-28,5,4,一般,第３回琴参バスカップ,False
2014-01-28,5,5,一般,第３回琴参バスカップ,False
2014-01-28,5,6,一般,第３回琴参バスカップ,False
2014-01-28,5,7,一般,第３回琴参バスカップ,False
2014-01-28,5,8,一般,第３回琴参バスカップ,False
2014-01-28,5,9,一般,第３回琴参バスカップ,False
2014-01-28,5,10,一般,第３回琴参バスカップ,False
2014-01-28,5,11,一般,第３回琴参バスカップ,False
2014-01-28,5,12,一般,第３回琴参バスカップ,False
2014-01-29,6,1,一般,第３回琴参バスカップ,False
2014-01-29,6,2,一般,第３回琴参バスカップ,False
2014-01-29,6,3,一般,第３回琴参バスカップ,False
2014-01-29,6,4,一般,第３回琴参バスカップ,False
2014-01-29,6,5,一般,第３回琴参バスカップ,False
2014-01-29,6,6,一般,第３回琴参バスカップ,False
2014-01-29,6,7,一般,第３回琴参バスカップ,False
2014-01-29,6,8,一般,第３回琴参バスカップ,False
2014-01-29,6,9,一般,第３回琴参バスカップ,False
2014-01-29,6,10,一般,第３回琴参バスカップ,False
2014-01-29,6,11,一般,第３回琴参バスカップ,False
2014-01-29,6,12,一般,第３回琴参バスカップ,True
2014-02-01,1,1,一般,香川県中部広域競艇事業組合４５周年記念,False
2014-02-01,1,2,一般,香川県中部広域競艇事業組合４５周年記念,False
2014-02-01,1,3,一般,香川県中部広域競艇事業組合４５周年記念,False
2014-02-01,1,4,一般,香川県中部広域競艇事業組合４５周年記念,False
2014-02-01,1,5,一般,香川県中部広域競艇事業組合４５周年記念,False
2014-02-01,1,6,一般,香川県中部広域競艇事業組合４５周年記念,False
2014-02-01,1,7,一般,香川県中部広域競艇事業組合４５周年記念,False
2014-02-01,1,8,一般,香川県中部広域競艇事業組合４５周年記念,False
2014-02-01,1,9,一般,香川県中部広域競艇事業組合４５周年記念,False
2014-02-01,1,10,一般,香川県中部広域競艇事業組合４５周年記念,False
2014-02-01,1,11,一般,香川県中部広域競艇事業組合４５周年記念,False
2014-02-01,1,12,一般,香川県中部広域競艇事業組合４５周年記念,False
2014-02-02,2,1,一般,香川県中部広域競艇事業組合４５周年記念,False
2014-02-02,2,2,一般,香川県中部広域競艇事業組合４５周年記念,False
2014-02-02,2,3,一般,香川県中部広域競艇事業組合４５周年記念,False
2014-02-02,2,4,一般,香川県中部広域競艇事業組合４５周年記念,False
2014-02-02,2,5,一般,香川県中部広域競艇事業組合４５周年記念,False
2014-02-02,2,6,一般,香川県中部広域競艇事業組合４５周年記念,False
2014-02-02,2,7,一般,香川県中部広域競艇事業組合４５周年記念,False
2014-02-02,2,8,一般,香川県中部広域競艇事業組合４５周年記念,False
2014-02-02,2,9,一般,香川県中部広域競艇事業組合４５周年記念,False
2014-02-02,2,10,一般,香川県中部広域競艇事業組合４５周年記念,False
2014-02-02,2,11,一般,香川県中部広域競艇事業組合４５周年記念,False
2014-02-02,2,12,一般,香川県中部広域競艇事業組合４５周年記念,False
2014-02-03,3,1,一般,香川県中部広域競艇事業組合４５周年記念,False
2014-02-03,3,2,一般,香川県中部広域競艇事業組合４５周年記念,False
2014-02-03,3,3,一般,香川県中部広域競艇事業組合４５周年記念,False
2014-02-03,3,4,一般,香川県中部広域競艇事業組合４５周年記念,False
2014-02-03,3,5,一般,香川県中部広域競艇事業組合４５周年記念,False
2014-02-03,3,6,一般,香川県中部広域競艇事業組合４５周年記念,False
2014-02-03,3,7,一般,香川県中部広域競艇事業組合４５周年記念,False
2014-02-03,3,8,一般,香川県中部広域競艇事業組合４５周年記念,False
2014-02-03,3,9,一般,香川県中部広域競艇事業組合４５周年記念,False
2014-02-03,3,10,一般,香川県中部広域競艇事業組合４５周年記念,False
2014-02-03,3,11,一般,香川県中部広域競艇事業組合４５周年記念,False
2014-02-03,3,12,一般,香川県中部広域競艇事業組合４５周年記念,False
2014-02-04,4,1,一般,香川県中部広域競艇事業組合４５周年記念,False
2014-02-04,4,2,一般,香川県中部広域競艇事業組合４５周年記念,False
2014-02-04,4,3,一般,香川県中部広域競艇事業組合４５周年記念,False
2014-02-04,4,4,一般,香川県中部広域競艇事業組合４５周年記念,False
2014-02-04,4,5,一般,香川県中部広域競艇事業組合４５周年記念,False
2014-02-04,4,6,一般,香川県中部広域競艇事業組合４５周年記念,False
2014-02-04,4,7,一般,香川県中部広域競艇事業組合４５周年記念,False
2014-02-04,4,8,一般,香川県中部広域競艇事業組合４５周年記念,False
2014-02-04,4,9,一般,香川県中部広域競艇事業組合４５周年記念,False
2014-02-04,4,10,一般,香川県中部広域競艇事業組合４５周年記念,False
2014-02-04,4,11,一般,香川県中部広域競艇事業組合４５周年記念,False
2014-02-04,4,12,一般,香川県中部広域競艇事業組合４５周年記念,False
2014-02-05,5,1,一般,香川県中部広域競艇事業組合４５周年記念,False
2014-02-05,5,2,一般,香川県中部広域競艇事業組合４５周年記念,False
2014-02-05,5,3,一般,香川県中部広域競艇事業組合４５周年記念,False
2014-02-05,5,4,一般,香川県中部広域競艇事業組合４５周年記念,False
2014-02-05,5,5,一般,香川県中部広域競艇事業組合４５周年記念,False
2014-02-05,5,6,一般,香川県中部広域競艇事業組合４５周年記念,False
2014-02-05,5,7,一般,香川県中部広域競艇事業組合４５周年記念,False
2014-02-05,5,8,一般,香川県中部広域競艇事業組合４５周年記念,False
2014-02-05,5,9,一般,香川県中部広域競艇事業組合４５周年記念,False
2014-02-05,5,10,一般,香川県中部広域競艇事業組合４５周年記念,False
2014-02-05,5,11,一般,香川県中部広域競艇事業組合４５周年記念,False
2014-02-05,5,12,一般,香川県中部広域競艇事業組合４５周年記念,True
2014-02-09,1,1,G1,Ｇ１第５７回四国地区選手権競走,False
2014-02-09,1,2,G1,Ｇ１第５７回四国地区選手権競走,False
2014-02-09,1,3,G1,Ｇ１第５７回四国地区選手権競走,False
2014-02-09,1,4,G1,Ｇ１第５７回四国地区選手権競走,False
2014-02-09,1,5,G1,Ｇ１第５７回四国地区選手権競走,False
2014-02-09,1,6,G1,Ｇ１第５７回四国地区選手権競走,False
2014-02-09,1,7,G1,Ｇ１第５７回四国地区選手権競走,False
2014-02-09,1,8,G1,Ｇ１第５７回四国地区選手権競走,False
2014-02-09,1,9,G1,Ｇ１第５７回四国地区選手権競走,False
2014-02-09,1,10,G1,Ｇ１第５７回四国地区選手権競走,False
2014-02-09,1,11,G1,Ｇ１第５７回四国地区選手権競走,False
2014-02-09,1,12,G1,Ｇ１第５７回四国地区選手権競走,False
2014-02-10,2,1,G1,Ｇ１第５７回四国地区選手権競走,False
2014-02-10,2,2,G1,Ｇ１第５７回四国地区選手権競走,False
2014-02-10,2,3,G1,Ｇ１第５７回四国地区選手権競走,False
2014-02-10,2,4,G1,Ｇ１第５７回四国地区選手権競走,False
2014-02-10,2,5,G1,Ｇ１第５７回四国地区選手権競走,False
2014-02-10,2,6,G1,Ｇ１第５７回四国地区選手権競走,False
2014-02-10,2,7,G1,Ｇ１第５７回四国地区選手権競走,False
2014-02-10,2,8,G1,Ｇ１第５７回四国地区選手権競走,False
2014-02-10,2,9,G1,Ｇ１第５７回四国地区選手権競走,False
2014-02-10,2,10,G1,Ｇ１第５７回四国地区選手権競走,False
2014-02-10,2,11,G1,Ｇ１第５７回四国地区選手権競走,False
2014-02-10,2,12,G1,Ｇ１第５７回四国地区選手権競走,False
2014-02-11,3,1,G1,Ｇ１第５７回四国地区選手権競走,False
2014-02-11,3,2,G1,Ｇ１第５７回四国地区選手権競走,False
2014-02-11,3,3,G1,Ｇ１第５７回四国地区選手権競走,False
2014-02-11,3,4,G1,Ｇ１第５７回四国地区選手権競走,False
2014-02-11,3,5,G1,Ｇ１第５７回四国地区選手権競走,False
2014-02-11,3,6,G1,Ｇ１第５７回四国地区選手権競走,False
2014-02-11,3,7,G1,Ｇ１第５７回四国地区選手権競走,False
2014-02-11,3,8,G1,Ｇ１第５７回四国地区選手権競走,False
2014-02-11,3,9,G1,Ｇ１第５７回四国地区選手権競走,False
2014-02-11,3,10,G1,Ｇ１第５７回四国地区選手権競走,False
2014-02-11,3,11,G1,Ｇ１第５７回四国地区選手権競走,False
2014-02-11,3,12,G1,Ｇ１第５７回四国地区選手権競走,False
2014-02-12,4,1,G1,Ｇ１第５７回四国地区選手権競走,False
2014-02-12,4,2,G1,Ｇ１第５７回四国地区選手権競走,False
2014-02-12,4,3,G1,Ｇ１第５７回四国地区選手権競走,False
2014-02-12,4,4,G1,Ｇ１第５７回四国地区選手権競走,False
2014-02-12,4,5,G1,Ｇ１第５７回四国地区選手権競走,False
2014-02-12,4,6,G1,Ｇ１第５７回四国地区選手権競走,False
2014-02-12,4,7,G1,Ｇ１第５７回四国地区選手権競走,False
2014-02-12,4,8,G1,Ｇ１第５７回四国地区選手権競走,False
2014-02-12,4,9,G1,Ｇ１第５７回四国地区選手権競走,False
2014-02-12,4,10,G1,Ｇ１第５７回四国地区選手権競走,False
2014-02-12,4,11,G1,Ｇ１第５７回四国地区選手権競走,False
2014-02-12,4,12,G1,Ｇ１第５７回四国地区選手権競走,False
2014-02-13,5,1,G1,Ｇ１第５７回四国地区選手権競走,False
2014-02-13,5,2,G1,Ｇ１第５７回四国地区選手権競走,False
2014-02-13,5,3,G1,Ｇ１第５７回四国地区選手権競走,False
2014-02-13,5,4,G1,Ｇ１第５７回四国地区選手権競走,False
2014-02-13,5,5,G1,Ｇ１第５７回四国地区選手権競走,False
2014-02-13,5,6,G1,Ｇ１第５７回四国地区選手権競走,False
2014-02-13,5,7,G1,Ｇ１第５７回四国地区選手権競走,False
2014-02-13,5,8,G1,Ｇ１第５７回四国地区選手権競走,False
2014-02-13,5,9,G1,Ｇ１第５７回四国地区選手権競走,False
2014-02-13,5,10,G1,Ｇ１第５７回四国地区選手権競走,False
