label,n_races,first_hit_rate,exacta_hit_rate,trifecta_top1_rate,trifecta_avg_neg_log_prob,trifecta_top3_rate,trifecta_top5_rate,trifecta_top10_rate,trifecta_top30_rate
直近1年ホールドアウト,1291,1.0,0.45778466305189774,0.19287374128582493,2.7043742313156303,0.4322230828814872,0.5824941905499613,0.8102246320681642,1.0
