label,n_races,first_hit_rate,exacta_hit_rate,trifecta_top1_rate,trifecta_avg_neg_log_prob,trifecta_top3_rate,trifecta_top5_rate,trifecta_top10_rate,trifecta_top30_rate
テスト / 1着1号艇予想,1311,1.0,0.33943554538520215,0.12280701754385964,2.971457853978666,0.33943554538520215,0.4813119755911518,0.7345537757437071,1.0
