開催日,日目,レース,3連単,最終オッズ,予測オッズ,予測誤差
2023-12-02,5,6,1-3-2,6.2,15.358996019669267,9.158996019669267
2023-12-02,5,7,1-2-3,9.1,11.32650773076392,2.2265077307639203
2023-12-02,5,8,1-4-3,12.5,16.087161026657075,3.587161026657075
2023-12-02,5,9,1-4-6,56.9,32.61546535018778,-24.284534649812215
2023-12-02,5,10,1-3-5,17.1,13.526526633655443,-3.573473366344558
2023-12-02,5,11,1-3-2,10.8,12.48415633519971,1.6841563351997095
2023-12-02,5,12,1-2-4,8.9,8.235005961732943,-0.6649940382670572
2023-12-03,6,1,1-4-6,22.8,29.809749305371117,7.009749305371116
2023-12-03,6,2,1-3-2,14.7,18.377966632677214,3.677966632677215
2023-12-03,6,3,5-1-6,458.1,53.76953262466761,-404.33046737533243
2023-12-03,6,4,3-1-4,85.1,31.45915665124212,-53.64084334875787
2023-12-03,6,5,1-3-6,22.1,26.75491768452233,4.654917684522328
2023-12-03,6,6,3-2-4,288.6,67.71664939892754,-220.8833506010725
2023-12-03,6,7,1-2-6,9.4,23.689201244843996,14.289201244843996
2023-12-03,6,8,1-3-2,12.0,13.125984001337962,1.1259840013379616
2023-12-03,6,9,1-4-2,13.0,14.185039248379745,1.185039248379745
2023-12-03,6,10,3-1-6,157.2,52.42498966781107,-104.77501033218891
2023-12-03,6,11,1-4-2,37.2,13.690779677143535,-23.509220322856468
2023-12-03,6,12,2-4-3,230.0,151.64945795389485,-78.35054204610515
2023-12-05,1,1,1-4-2,23.5,16.720884483483506,-6.7791155165164945
2023-12-05,1,2,1-2-5,14.1,20.234461394296016,6.134461394296016
2023-12-05,1,3,2-6-3,26.4,92.6897754307245,66.28977543072449
2023-12-05,1,4,5-3-4,598.5,62.343945349571314,-536.1560546504287
2023-12-05,1,5,4-3-6,36.1,64.0785107070515,27.978510707051505
2023-12-05,1,6,4-1-2,225.0,47.22247449672921,-177.7775255032708
2023-12-05,1,7,1-3-4,23.3,12.420750980156521,-10.87924901984348
2023-12-05,1,8,1-3-2,17.4,15.836294098097424,-1.5637059019025745
2023-12-05,1,9,1-4-2,51.4,18.46087909779611,-32.93912090220389
2023-12-05,1,10,1-5-3,14.8,24.416648043913323,9.616648043913322
2023-12-05,1,12,4-1-3,182.9,70.6801078813396,-112.21989211866041
2023-12-06,2,1,3-1-2,57.6,36.83237550230385,-20.767624497696154
2023-12-06,2,2,1-2-6,19.9,27.613303643382846,7.713303643382847
2023-12-06,2,3,1-6-3,19.5,34.441378661841426,14.941378661841426
2023-12-06,2,4,2-1-5,11.5,47.27581394330034,35.77581394330034
2023-12-06,2,5,1-2-3,11.4,13.03448025203423,1.6344802520342299
2023-12-06,2,6,1-3-5,14.5,19.403797089216987,4.903797089216987
2023-12-06,2,7,2-5-1,161.8,53.78258975858462,-108.01741024141539
2023-12-06,2,8,1-4-2,7.0,13.21142272234591,6.21142272234591
2023-12-06,2,9,1-3-4,7.8,10.329232355592858,2.5292323555928578
2023-12-06,2,10,1-5-4,34.2,38.4539024813592,4.253902481359198
2023-12-06,2,11,1-2-6,36.1,23.225694328283588,-12.874305671716414
2023-12-06,2,12,1-4-6,8.1,25.594679737730594,17.494679737730593
2023-12-07,3,1,1-2-6,44.2,22.008767545882954,-22.19123245411705
2023-12-07,3,2,1-3-5,10.5,17.02694226310958,6.526942263109579
2023-12-07,3,4,1-2-6,38.6,23.92719471379592,-14.672805286204081
2023-12-07,3,5,3-5-1,165.9,57.55273865623998,-108.34726134376002
2023-12-07,3,6,1-4-3,6.2,14.603592890235513,8.403592890235512
2023-12-07,3,7,2-4-6,65.5,53.32989629919835,-12.170103700801647
2023-12-07,3,8,4-1-2,10.7,26.166952385221105,15.466952385221106
2023-12-07,3,10,4-1-6,29.0,57.665444159104,28.665444159104
2023-12-07,3,11,4-3-5,220.5,237.96362057595917,17.46362057595917
2023-12-07,3,12,1-4-6,13.7,21.775815108763403,8.075815108763404
2023-12-08,4,1,2-4-1,59.0,62.476455441919015,3.476455441919015
2023-12-08,4,3,1-3-4,9.5,18.970059358921556,9.470059358921556
2023-12-08,4,4,6-2-1,21.2,64.36978761520221,43.16978761520221
2023-12-08,4,5,5-2-3,221.8,92.0379592102339,-129.7620407897661
2023-12-08,4,6,1-2-3,6.3,11.457758627991872,5.157758627991872
2023-12-08,4,7,1-6-2,18.0,25.910480192074267,7.910480192074267
2023-12-08,4,8,1-4-3,12.6,12.930609588914283,0.3306095889142835
2023-12-08,4,9,4-1-3,21.8,65.13697171013445,43.33697171013445
2023-12-08,4,10,1-5-6,89.9,56.8935504683332,-33.0064495316668
2023-12-08,4,11,1-2-3,5.1,8.622881222286495,3.522881222286495
2023-12-08,4,12,1-3-4,10.4,9.86506906202759,-0.5349309379724101
2023-12-10,1,1,1-3-2,13.5,13.646815972899295,0.1468159728992955
2023-12-10,1,3,1-4-6,22.6,34.66104990000611,12.061049900006111
2023-12-10,1,4,1-4-2,8.3,21.407737437280616,13.107737437280615
2023-12-10,1,5,2-4-1,79.6,47.26491079118148,-32.335089208818516
2023-12-10,1,6,5-1-6,91.0,39.925696182984,-51.074303817016
2023-12-10,1,7,2-3-4,140.4,35.49860729342668,-104.90139270657332
2023-12-10,1,8,5-1-3,115.3,121.68552401142263,6.385524011422632
2023-12-10,1,9,2-5-1,163.4,62.295757398761715,-101.1042426012383
2023-12-10,1,10,3-5-6,362.3,113.54343915731738,-248.75656084268263
2023-12-10,1,11,1-6-3,40.6,44.91096325756897,4.310963257568972
2023-12-10,1,12,4-1-2,85.1,52.843509655583446,-32.25649034441655
2023-12-11,2,1,1-4-3,19.0,19.803336131618188,0.8033361316181882
2023-12-11,2,2,4-1-5,202.9,69.70643001460722,-133.1935699853928
2023-12-11,2,3,1-4-6,45.1,37.54344902261831,-7.55655097738169
2023-12-11,2,4,2-3-1,69.4,63.013547063014094,-6.386452936985911
2023-12-11,2,5,2-1-6,43.0,52.60823526394344,9.608235263943442
2023-12-11,2,6,1-4-6,34.0,27.44465604173373,-6.5553439582662705
2023-12-11,2,7,3-1-5,33.3,42.04473433380487,8.744734333804871
2023-12-11,2,8,1-3-4,8.5,10.452105233477655,1.9521052334776545
2023-12-11,2,9,3-1-2,36.3,24.216492897953433,-12.083507102046564
2023-12-11,2,10,1-2-5,7.8,12.443006856980691,4.6430068569806915
2023-12-11,2,11,1-2-5,8.4,11.580202063235786,3.180202063235786
2023-12-11,2,12,1-4-2,13.9,10.949714690967234,-2.9502853090327665
2023-12-12,3,1,1-6-2,65.0,36.950191924831934,-28.049808075168066
2023-12-12,3,2,1-6-2,32.1,45.27329247269367,13.173292472693667
2023-12-12,3,3,1-4-5,37.9,35.79545907143061,-2.104540928569392
2023-12-12,3,4,1-3-4,18.9,20.830352437715053,1.9303524377150545
2023-12-12,3,5,1-4-3,11.8,14.746927972146139,2.9469279721461383
2023-12-12,3,6,1-4-6,77.9,30.143181871288625,-47.75681812871138
2023-12-12,3,7,5-4-6,60.7,73.12179898614984,12.421798986149838
2023-12-12,3,8,3-1-4,20.7,57.06149521982898,36.36149521982898
2023-12-12,3,9,1-6-5,73.7,71.82281181426495,-1.8771881857350508
2023-12-12,3,10,1-3-4,6.3,14.5524317320617,8.252431732061702
2023-12-12,3,11,4-5-1,31.0,72.89903668389198,41.89903668389198
2023-12-12,3,12,1-2-3,12.7,9.00066630147885,-3.6993336985211496
2023-12-13,4,1,1-2-4,12.5,10.40667996886088,-2.09332003113912
2023-12-13,4,3,1-6-3,80.2,34.32665836385615,-45.873341636143856
2023-12-13,4,4,3-1-2,152.8,35.35254407642202,-117.44745592357799
2023-12-13,4,5,1-3-4,44.6,11.583367022879154,-33.01663297712085
2023-12-13,4,6,1-2-3,26.4,13.671041633719755,-12.728958366280244
2023-12-13,4,7,2-3-5,33.1,65.26433973698106,32.164339736981056
2023-12-13,4,8,2-1-3,16.3,19.047828889520538,2.7478288895205374
2023-12-13,4,9,2-3-1,50.1,45.90309403837949,-4.196905961620509
2023-12-13,4,10,1-3-6,9.8,27.165639969499736,17.365639969499735
2023-12-13,4,11,1-3-2,15.6,12.776844360076943,-2.8231556399230566
2023-12-13,4,12,1-2-5,48.4,13.150663708045414,-35.249336291954585
2023-12-14,5,1,4-5-2,294.9,123.43288887172484,-171.46711112827512
2023-12-14,5,2,1-5-6,147.6,41.199182073306595,-106.4008179266934
2023-12-14,5,3,1-4-5,35.3,37.09944886044046,1.7994488604404637
2023-12-14,5,4,3-6-1,186.2,55.155885051928,-131.04411494807198
2023-12-14,5,5,1-5-3,35.1,30.725207205089195,-4.374792794910807
2023-12-14,5,6,1-2-4,10.6,10.505589264226593,-0.09441073577340653
2023-12-14,5,7,1-3-2,10.3,17.287967967272788,6.9879679672727875
2023-12-14,5,8,1-3-4,8.1,10.60543861261176,2.5054386126117603
2023-12-14,5,9,1-4-2,10.2,13.07702704223925,2.8770270422392503
2023-12-14,5,10,1-5-2,25.3,25.115303738903343,-0.18469626109665782
2023-12-14,5,11,1-4-6,33.9,32.37044233381159,-1.5295576661884098
2023-12-14,5,12,1-3-2,11.6,12.306190899838306,0.7061908998383064
2023-12-15,6,1,1-2-4,10.0,11.247263702354996,1.2472637023549957
2023-12-15,6,2,1-5-4,51.5,35.95990559845643,-15.54009440154357
2023-12-15,6,3,1-2-4,12.7,17.280490772280462,4.580490772280463
2023-12-15,6,4,4-6-5,86.6,115.85601351254537,29.25601351254538
2023-12-15,6,5,1-5-6,63.0,48.16784769445633,-14.832152305543673
2023-12-15,6,6,1-3-6,16.8,21.86432882235208,5.064328822352078
2023-12-15,6,7,1-2-4,9.8,10.855460993683236,1.0554609936832353
2023-12-15,6,8,1-3-5,6.4,24.71219733126479,18.31219733126479
2023-12-15,6,9,3-1-4,95.7,54.71409928257347,-40.98590071742653
2023-12-15,6,11,1-3-6,31.5,25.748141675473352,-5.751858324526648
2023-12-15,6,12,1-5-6,47.1,42.688560132649144,-4.4114398673508575
2023-12-23,1,1,3-1-4,44.0,26.711772802183702,-17.288227197816298
2023-12-23,1,2,1-6-4,182.0,48.33929929942554,-133.66070070057447
2023-12-23,1,3,3-1-6,13.3,51.59287313671973,38.292873136719734
2023-12-23,1,4,4-2-6,482.2,122.65164621474868,-359.5483537852513
2023-12-23,1,5,2-5-6,21.3,72.48938798360678,51.18938798360678
2023-12-23,1,7,2-3-4,32.9,38.41277005334602,5.512770053346024
2023-12-23,1,8,1-4-3,18.7,17.95669947736281,-0.7433005226371883
2023-12-23,1,9,6-4-1,696.9,252.84440203439277,-444.0555979656072
2023-12-23,1,10,4-2-3,143.5,108.94402637776126,-34.55597362223874
2023-12-23,1,11,1-3-4,10.3,15.729792194833903,5.429792194833903
2023-12-23,1,12,1-4-6,24.3,23.236746182601205,-1.0632538173987953
2023-12-24,2,1,1-6-3,70.5,35.00877596291574,-35.49122403708426
2023-12-24,2,2,2-1-5,21.9,36.92163504743187,15.021635047431872
2023-12-24,2,3,2-4-1,225.4,42.160188867774416,-183.23981113222558
2023-12-24,2,4,5-6-4,71.3,77.51969719126134,6.219697191261346
2023-12-24,2,5,3-1-6,13.0,47.73185949719162,34.73185949719162
2023-12-24,2,6,5-1-6,826.6,96.56671040153792,-730.0332895984621
2023-12-24,2,8,4-1-6,48.5,25.762367170744106,-22.737632829255894
2023-12-24,2,9,3-1-5,186.9,54.567379502818675,-132.33262049718132
2023-12-24,2,10,1-3-5,52.9,18.483205860847914,-34.41679413915209
2023-12-24,2,11,1-2-4,5.3,7.384756130201457,2.0847561302014572
2023-12-24,2,12,1-4-2,9.4,12.247489445833967,2.8474894458339666
2023-12-25,3,1,5-6-1,111.1,135.05617492475423,23.956174924754237
2023-12-25,3,2,2-3-1,103.7,48.65697835196556,-55.04302164803444
2023-12-25,3,3,1-3-2,25.7,23.980820811171686,-1.7191791888283134
2023-12-25,3,4,6-5-2,114.6,74.789502332869,-39.81049766713099
2023-12-25,3,5,1-5-2,62.1,29.412273551170607,-32.687726448829395
2023-12-25,3,6,4-1-6,26.2,34.66594368693975,8.465943686939749
2023-12-25,3,7,4-5-6,16.7,63.36397609360332,46.663976093603324
2023-12-25,3,8,1-2-4,4.3,6.225858601769983,1.925858601769983
2023-12-25,3,9,2-4-1,12.3,43.566583609756314,31.266583609756314
2023-12-25,3,10,1-3-4,30.5,16.555338138182158,-13.944661861817842
2023-12-25,3,11,1-2-3,8.7,7.231013564849887,-1.4689864351501125
2023-12-25,3,12,1-5-6,21.9,34.64505211674204,12.745052116742045
2023-12-26,4,1,3-5-2,181.1,111.1702502431149,-69.9297497568851
2023-12-26,4,2,4-5-2,28.6,69.85601860194681,41.25601860194681
2023-12-26,4,3,3-1-2,48.8,48.83434297654733,0.03434297654733598
2023-12-26,4,4,6-1-3,37.4,45.92910703625499,8.529107036254992
2023-12-26,4,5,5-6-1,20.4,101.26372659171895,80.86372659171894
2023-12-26,4,6,4-3-1,24.5,66.86033475033963,42.36033475033963
2023-12-26,4,7,2-3-4,16.0,28.475997626410287,12.475997626410287
2023-12-26,4,8,1-2-4,3.8,5.77882933891156,1.9788293389115603
2023-12-26,4,9,4-2-1,21.0,53.732835876149366,32.732835876149366
2023-12-26,4,10,3-4-5,35.0,65.84792938517685,30.847929385176855
2023-12-26,4,11,4-6-1,195.2,161.2243863736834,-33.9756136263166
2023-12-26,4,12,1-2-6,6.1,16.63114389700757,10.531143897007569
2023-12-27,5,1,4-1-3,135.9,55.97728997813677,-79.92271002186324
2023-12-27,5,2,1-6-2,14.5,39.528759382223676,25.028759382223676
2023-12-27,5,3,2-3-4,52.3,40.944096670834085,-11.355903329165912
2023-12-27,5,4,1-6-5,21.4,50.17627204590746,28.77627204590746
2023-12-27,5,5,2-4-5,214.0,52.74859999794872,-161.25140000205127
2023-12-27,5,6,1-4-3,5.0,13.630246040417735,8.630246040417735
2023-12-27,5,7,1-2-6,3.6,18.99872227146937,15.398722271469369
2023-12-27,5,8,1-4-3,19.2,15.075549235041482,-4.124450764958517
2023-12-27,5,9,1-2-3,4.5,8.507500662942407,4.007500662942407
2023-12-27,5,10,3-1-2,60.4,58.42958641309428,-1.970413586905721
2023-12-27,5,11,1-2-3,3.7,7.144589932999403,3.4445899329994027
2023-12-27,5,12,1-2-6,46.3,18.605108858548082,-27.694891141451915
2023-12-28,6,1,1-3-5,37.5,18.18260626691453,-19.31739373308547
2023-12-28,6,3,1-5-2,22.6,27.42088903460731,4.820889034607308
2023-12-28,6,4,1-6-5,33.5,41.99477966171787,8.494779661717871
2023-12-28,6,5,3-1-6,18.8,27.52314281510064,8.72314281510064
2023-12-28,6,7,1-2-6,9.3,14.957967102039147,5.657967102039146
2023-12-28,6,9,1-3-2,15.3,11.74766415516183,-3.5523358448381703
2023-12-28,6,10,1-3-2,5.9,15.12941679467379,9.22941679467379
2023-12-28,6,11,1-3-4,10.5,11.940918453624034,1.4409184536240343
2023-12-28,6,12,1-2-4,16.2,11.43575302405377,-4.764246975946229
2023-12-30,1,1,2-6-1,407.5,105.21335218021538,-302.2866478197846
2023-12-30,1,2,2-1-3,19.7,42.371772864257906,22.671772864257907
2023-12-30,1,3,6-2-5,725.6,140.50552723083615,-585.0944727691639
2023-12-30,1,4,3-1-4,11.3,26.827024044054085,15.527024044054084
2023-12-30,1,5,1-6-4,70.9,35.89905978013164,-35.00094021986837
2023-12-30,1,6,2-1-4,70.1,22.153900381409564,-47.94609961859043
2023-12-30,1,7,3-1-4,16.9,21.385542331558945,4.485542331558946
2023-12-30,1,8,1-2-4,3.5,5.978596798944293,2.4785967989442934
2023-12-30,1,9,1-2-4,12.0,8.565329677299166,-3.4346703227008337
2023-12-30,1,10,1-2-4,6.5,8.05821318166543,1.5582131816654297
2023-12-30,1,11,3-1-4,57.2,67.05173921435873,9.85173921435873
2023-12-30,1,12,1-6-5,139.4,67.20146556494556,-72.19853443505444
2023-12-31,2,1,2-1-6,8.5,59.713152507447965,51.213152507447965
2023-12-31,2,2,4-5-3,70.7,88.56528833175882,17.86528833175882
2023-12-31,2,3,6-2-1,351.4,98.77543444491842,-252.62456555508157
2023-12-31,2,4,5-1-2,38.7,64.5680532246364,25.868053224636398
2023-12-31,2,5,2-4-5,132.5,45.296078650930525,-87.20392134906947
2023-12-31,2,6,1-3-4,6.7,11.489194067274326,4.789194067274326
2023-12-31,2,7,2-1-3,49.8,23.020974930825147,-26.77902506917485
2023-12-31,2,8,1-3-5,23.4,16.033968249969583,-7.366031750030416
2023-12-31,2,9,1-2-3,11.7,8.766120282454493,-2.9338797175455067
2023-12-31,2,10,1-3-6,43.2,22.511995086678684,-20.68800491332132
2023-12-31,2,11,1-3-2,8.4,10.33319844333734,1.9331984433373393
2023-12-31,2,12,1-2-4,7.3,8.006865745493842,0.7068657454938423
2024-01-01,3,1,3-1-4,26.2,41.22052666497143,15.020526664971431
2024-01-01,3,2,5-2-6,34.1,140.79852062288072,106.69852062288072
2024-01-01,3,3,3-4-2,145.8,72.14059214454682,-73.6594078554532
2024-01-01,3,4,2-5-1,65.4,67.33470377236331,1.9347037723633065
2024-01-01,3,5,2-5-1,43.0,76.77044624063434,33.77044624063434
2024-01-01,3,6,2-3-1,141.9,33.05861971567697,-108.84138028432304
2024-01-01,3,7,1-3-4,16.7,13.908347523066514,-2.7916524769334856
2024-01-01,3,8,1-2-4,8.4,5.903717554207098,-2.496282445792902
2024-01-01,3,9,2-4-5,71.6,44.99896520604032,-26.601034793959677
2024-01-01,3,10,1-2-3,17.5,10.436288975742876,-7.063711024257124
2024-01-01,3,11,2-1-4,46.8,36.34021097440177,-10.459789025598226
2024-01-01,3,12,1-2-5,20.6,13.63448707878249,-6.9655129212175115
2024-01-02,4,1,1-4-6,20.7,23.859870908322197,3.1598709083221976
2024-01-02,4,2,1-5-2,37.5,32.31961519979347,-5.180384800206532
2024-01-02,4,5,2-4-6,265.7,66.65980176589102,-199.04019823410897
2024-01-02,4,6,1-5-4,147.8,44.03140278856997,-103.76859721143003
2024-01-02,4,7,1-3-6,4.7,23.32728459046078,18.627284590460782
2024-01-02,4,8,1-2-3,5.9,4.771670699762635,-1.1283293002373656
2024-01-02,4,9,1-3-5,7.8,14.651162578663696,6.851162578663696
2024-01-02,4,11,2-5-1,120.6,86.65602985156434,-33.94397014843565
2024-01-02,4,12,1-6-2,28.3,51.775981587330364,23.475981587330363
2024-01-03,5,1,2-5-1,108.6,75.81536478296796,-32.78463521703203
2024-01-03,5,2,3-6-1,16.1,77.59261815602243,61.492618156022424
2024-01-03,5,3,2-3-1,30.7,41.635238076333515,10.935238076333516
2024-01-03,5,4,3-1-5,36.1,46.49414468123249,10.39414468123249
2024-01-03,5,5,1-2-3,5.0,11.06389829523862,6.063898295238619
2024-01-03,5,6,3-1-4,7.6,30.39756301399871,22.79756301399871
2024-01-03,5,8,2-1-4,19.0,28.582326649875675,9.582326649875675
2024-01-03,5,9,3-4-2,212.9,82.08327163088023,-130.81672836911977
2024-01-03,5,10,1-3-2,9.8,14.657769893600891,4.85776989360089
2024-01-03,5,11,1-2-3,3.8,8.672488669471734,4.872488669471735
2024-01-03,5,12,1-4-3,13.3,22.83071055587435,9.53071055587435
2024-01-05,1,1,1-2-3,6.2,10.806787182850336,4.6067871828503355
2024-01-05,1,2,1-5-2,17.0,30.97550930619935,13.97550930619935
2024-01-05,1,3,5-2-6,124.2,97.14570191005468,-27.05429808994532
2024-01-05,1,4,2-3-6,43.5,36.54600374134081,-6.953996258659188
2024-01-05,1,5,4-3-2,157.4,82.76429560940505,-74.63570439059495
2024-01-05,1,6,3-4-5,35.6,30.73966095950755,-4.860339040492452
2024-01-05,1,7,2-1-3,19.3,23.6969163477163,4.396916347716299
2024-01-05,1,8,1-4-5,20.2,17.43546768813058,-2.76453231186942
2024-01-05,1,9,2-1-5,42.2,29.77905482036034,-12.420945179639663
2024-01-05,1,10,1-2-4,5.4,7.944749286574164,2.544749286574164
2024-01-05,1,11,2-1-3,19.6,36.95316150072781,17.353161500727808
2024-01-05,1,12,5-4-3,532.9,390.0311615932895,-142.8688384067105
2024-01-06,2,1,1-2-5,9.4,17.016874566053964,7.616874566053964
2024-01-06,2,2,2-6-1,48.4,101.72687429059432,53.326874290594326
2024-01-06,2,4,6-4-5,76.9,112.20026308115487,35.30026308115487
2024-01-06,2,5,1-3-5,30.3,19.587689730968314,-10.712310269031686
2024-01-06,2,6,4-3-2,57.6,80.68763692125087,23.08763692125087
2024-01-06,2,7,1-4-5,265.2,23.347226197298177,-241.85277380270182
2024-01-06,2,8,1-4-6,22.7,22.115786416417347,-0.5842135835826525
2024-01-06,2,9,3-1-2,28.2,34.28891841515467,6.088918415154669
2024-01-06,2,10,2-1-4,28.2,40.56272640263663,12.362726402636628
2024-01-06,2,11,1-3-2,6.7,13.095706053262345,6.395706053262345
2024-01-06,2,12,2-5-4,124.8,117.86031621320579,-6.939683786794205
2024-01-07,3,1,1-4-3,13.9,14.428556208531532,0.5285562085315316
2024-01-07,3,2,5-2-1,49.8,80.82072472354112,31.02072472354112
2024-01-07,3,3,5-4-6,171.1,99.84531524799891,-71.25468475200108
2024-01-07,3,4,4-5-6,9.7,53.95589059571267,44.25589059571267
2024-01-07,3,5,1-2-3,6.8,13.129780109767305,6.329780109767305
2024-01-07,3,6,2-5-3,374.0,51.3759309071157,-322.62406909288427
2024-01-08,4,2,1-2-4,13.6,17.453403167841078,3.853403167841078
2024-01-08,4,3,1-2-6,67.0,28.281464714082162,-38.71853528591784
2024-01-08,4,4,3-2-1,29.1,63.71273540926713,34.61273540926713
2024-01-08,4,5,6-1-4,140.8,71.75333492160063,-69.04666507839939
2024-01-08,4,6,1-4-5,28.7,21.991907278535976,-6.708092721464023
2024-01-08,4,7,5-2-4,398.8,100.74043008901647,-298.05956991098356
2024-01-08,4,8,2-1-3,13.2,18.017254127538568,4.817254127538568
2024-01-08,4,9,1-2-4,9.5,10.975728284008834,1.4757282840088344
2024-01-08,4,11,6-1-3,132.9,230.98956434762007,98.08956434762007
2024-01-09,5,1,1-2-5,29.8,18.649551210152556,-11.150448789847445
2024-01-09,5,2,6-4-3,49.6,109.5999282429292,59.999928242929194
2024-01-09,5,3,1-6-4,19.2,53.169665426846535,33.96966542684653
2024-01-09,5,4,3-2-1,95.0,59.45050964744408,-35.54949035255592
2024-01-09,5,6,3-1-6,29.1,35.58476703176637,6.484767031766367
2024-01-09,5,7,1-2-6,15.4,17.57644937236588,2.1764493723658784
2024-01-09,5,9,2-1-5,19.5,32.13759499435068,12.637594994350678
2024-01-09,5,10,2-1-3,24.9,30.007751919163777,5.107751919163778
2024-01-09,5,11,1-2-4,13.9,7.911971301802343,-5.988028698197657
2024-01-09,5,12,2-1-5,17.0,43.56395918809895,26.56395918809895
2024-01-10,6,1,1-4-3,15.3,16.184743305846474,0.8847433058464738
2024-01-10,6,2,1-3-2,8.8,15.581578360481922,6.781578360481921
2024-01-10,6,3,2-1-3,25.9,31.588131654618287,5.688131654618289
2024-01-10,6,4,1-2-3,10.0,16.080382164973678,6.080382164973678
2024-01-10,6,5,1-4-2,15.0,8.702552496753194,-6.297447503246806
2024-01-10,6,6,1-2-3,4.5,8.752172910043077,4.252172910043077
2024-01-10,6,7,1-2-4,6.3,11.660167179523516,5.360167179523516
2024-01-10,6,8,1-4-2,7.7,10.01190231703818,2.3119023170381796
2024-01-10,6,9,3-1-2,17.0,26.011959992177232,9.011959992177232
2024-01-10,6,10,2-1-3,15.4,35.85066324779128,20.450663247791283
2024-01-10,6,11,3-2-4,24.2,133.54073415781008,109.34073415781008
2024-01-10,6,12,5-1-6,166.9,105.89467752448702,-61.00532247551298
2024-01-15,1,1,5-1-4,54.8,110.39474121559209,55.594741215592094
2024-01-15,1,2,2-6-5,379.7,125.15398918897259,-254.5460108110274
2024-01-15,1,3,1-6-2,16.3,38.66215892170647,22.36215892170647
2024-01-15,1,4,4-5-6,9.5,31.650932610693456,22.150932610693456
2024-01-15,1,6,3-2-1,34.2,36.30523721704611,2.1052372170461098
2024-01-15,1,7,1-6-4,142.9,28.60999887827133,-114.29000112172868
2024-01-15,1,8,1-2-6,37.1,16.369154284656883,-20.73084571534312
2024-01-15,1,9,1-4-2,47.9,17.320616319691375,-30.579383680308624
2024-01-15,1,10,5-1-4,58.5,113.58981630260593,55.089816302605925
2024-01-15,1,11,1-4-6,47.8,26.931466929740683,-20.868533070259314
2024-01-15,1,12,5-1-4,71.2,109.81724466345752,38.61724466345751
2024-01-16,2,1,4-1-3,30.0,85.28359017607234,55.28359017607234
2024-01-16,2,2,6-1-3,18.8,134.86959658421262,116.06959658421262
2024-01-16,2,3,3-4-1,25.2,29.597813807407892,4.397813807407893
2024-01-16,2,5,1-2-4,29.1,12.176713814574448,-16.923286185425553
2024-01-16,2,6,1-6-2,281.1,46.444126741092994,-234.65587325890704
2024-01-16,2,7,6-3-2,72.6,57.284994161804256,-15.315005838195738
2024-01-16,2,8,1-2-6,23.5,23.42277574338145,-0.0772242566185497
2024-01-16,2,9,1-3-2,12.5,15.966670457720125,3.4666704577201255
2024-01-16,2,10,1-4-6,17.1,27.936202175473337,10.836202175473336
2024-01-16,2,11,1-4-3,8.9,13.07381573873947,4.173815738739469
2024-01-16,2,12,1-2-3,8.1,8.15807049592299,0.05807049592299052
2024-01-17,3,1,3-1-2,19.8,38.48845489535424,18.688454895354237
