label,valid_year,train_years,best_iteration,ndcg_at_1,ndcg_at_3
学習2014-2020→検証2021,2021,2014-2020,1,0.5379773264171974,0.6848906335609345
学習2014-2021→検証2022,2022,2014-2021,97,0.5430459365815578,0.6875014852016886
学習2014-2022→検証2023,2023,2014-2022,1,0.5245761814412547,0.6748974583736405
学習2014-2023→検証2024,2024,2014-2023,1,0.5482701022137632,0.6816180300958625
