開催日,日目,レース,実際3連単,予測3連単,予測確率,的中組み合わせ予測確率,的中組み合わせ予測順位,確率合計,NDCG@1,NDCG@3
2024-01-09,5,1,1-2-5,3-2-4,0.03640688916894746,0.0067358939293853635,49,0.9999999999999996,0.1111111111111111,0.3115610622614004
2024-01-09,5,2,6-4-3,6-1-3,0.08018984916870009,0.021687878430618625,13,0.9999999999999999,1.0,0.7898274470952851
2024-01-09,5,3,1-6-4,1-6-4,0.029703957415505973,0.029703957415505973,1,0.9999999999999999,1.0,1.0
2024-01-09,5,4,3-2-1,3-6-1,0.0712817960782537,0.007246785322536863,33,0.9999999999999993,1.0,0.8318619576762281
2024-01-09,5,6,3-1-6,3-4-1,0.10509297720845022,0.021120476008761168,12,0.9999999999999997,1.0,0.8926697812982144
2024-01-09,5,7,1-2-6,6-1-5,0.09147346293388646,0.013284154304008757,16,1.0,0.23809523809523808,0.6245759493690446
2024-01-09,5,9,2-1-5,2-1-4,0.025688317818090844,0.021184373444530644,8,0.9999999999999996,1.0,0.9555845846620258
2024-01-09,5,10,2-1-3,1-4-2,0.06287339586643946,0.025124337149687193,12,0.9999999999999997,0.49206349206349204,0.7009966164193369
2024-01-09,5,11,1-2-4,2-3-1,0.050153284215231395,0.006240562040239525,39,1.0000000000000002,0.49206349206349204,0.74303112700028
2024-01-09,5,12,2-1-5,2-3-5,0.020978602508247967,0.012829372259920951,21,1.0000000000000004,1.0,0.8318619576762281
2024-01-10,6,1,1-4-3,4-1-3,0.041789476629464535,0.03208383568570989,6,0.9999999999999999,0.49206349206349204,0.8688607337279024
2024-01-10,6,2,1-3-2,3-2-5,0.04102030993461373,0.015954321395285995,25,1.0000000000000004,0.49206349206349204,0.4881692337423846
2024-01-10,6,3,2-1-3,2-5-4,0.031087173993896246,0.013360991204247687,30,1.0,1.0,0.7652388346692668
2024-01-10,6,4,1-2-3,1-2-3,0.03395895237930465,0.03395895237930465,1,1.0,1.0,1.0
2024-01-10,6,5,1-4-2,1-2-3,0.07387091558288425,0.036405499242903074,9,1.0,1.0,0.8434925564461779
2024-01-10,6,6,1-2-3,1-3-2,0.12746531269094213,0.10488682286476085,2,1.0,1.0,0.9767388024601004
2024-01-10,6,7,1-2-4,1-2-6,0.04669562784565701,0.011325861602873504,27,1.0000000000000002,1.0,0.9555845846620258
2024-01-10,6,8,1-4-2,1-4-5,0.0784821066845333,0.0649396461836695,3,0.9999999999999993,1.0,0.9555845846620258
2024-01-10,6,9,3-1-2,3-1-6,0.049023515796474564,0.0371908206587727,5,1.0000000000000002,1.0,0.9222730231585452
2024-01-10,6,10,2-1-3,2-5-6,0.08509372966322061,0.005093940045889272,43,0.9999999999999996,1.0,0.759423535284292
2024-01-10,6,11,3-2-4,3-2-4,0.05536029961199087,0.05536029961199087,1,0.9999999999999998,1.0,1.0
2024-01-10,6,12,5-1-6,6-5-1,0.03107256930077155,0.027568515648428035,5,1.0000000000000002,0.23809523809523808,0.7800299030519541
2024-01-15,1,1,5-1-4,1-4-5,0.0635147013798574,0.04629807455890049,5,0.9999999999999999,0.49206349206349204,0.7990771411082037
2024-01-15,1,2,2-6-5,3-6-5,0.04237520108015045,0.0032809725231277348,76,0.9999999999999999,0.015873015873015872,0.3115610622614004
2024-01-15,1,3,1-6-2,6-5-1,0.06083282323865416,0.01721428074622168,18,1.0,0.49206349206349204,0.715008119946318
2024-01-15,1,4,4-5-6,4-5-6,0.06299935777010464,0.06299935777010464,1,1.0000000000000002,1.0,1.0
2024-01-15,1,6,3-2-1,3-1-2,0.07368347540539501,0.06775145239828069,2,0.9999999999999998,1.0,0.9767388024601004
2024-01-15,1,7,1-6-4,2-1-6,0.06927182907331596,0.009724143378873718,29,1.0,0.1111111111111111,0.6911990723760059
2024-01-15,1,8,1-2-6,1-2-4,0.074783853964571,0.037109627615080236,5,0.9999999999999998,1.0,0.9555845846620258
2024-01-15,1,9,1-4-2,3-5-1,0.04983632251121825,0.001363772842668332,99,0.9999999999999997,0.1111111111111111,0.4485156279184728
2024-01-15,1,10,5-1-4,5-1-4,0.02712004281650488,0.02712004281650488,1,1.0,1.0,1.0
2024-01-15,1,11,1-4-6,1-3-4,0.029451358528117304,0.009061399532282865,40,0.9999999999999999,1.0,0.8926697812982144
2024-01-15,1,12,5-1-4,5-3-4,0.04388932600466932,0.011119799556929783,31,0.9999999999999999,1.0,0.8318619576762281
2024-01-16,2,1,4-1-3,4-5-1,0.01706964535480928,0.010635221550483019,26,0.9999999999999998,1.0,0.9206927883521764
2024-01-16,2,2,6-1-3,6-3-1,0.03595198138577751,0.035735613589360435,2,0.9999999999999998,1.0,0.9767388024601004
2024-01-16,2,3,3-4-1,3-6-4,0.0991688212885236,0.0069520991686268414,32,0.9999999999999998,1.0,0.8786582777712334
2024-01-16,2,5,1-2-4,5-2-4,0.11430164978096363,0.0037629055787467805,44,1.0,0.1111111111111111,0.3781841852683617
2024-01-16,2,6,1-6-2,4-3-1,0.0538568550748664,0.0007697907173146843,108,0.9999999999999991,0.1111111111111111,0.4485156279184728
2024-01-16,2,7,6-3-2,6-3-1,0.11025855231381096,0.07018467403108178,3,1.0000000000000004,1.0,0.9555845846620258
2024-01-16,2,8,1-2-6,1-2-3,0.050368560620608474,0.03083033221079509,6,1.0,1.0,0.9222730231585452
2024-01-16,2,9,1-3-2,3-4-2,0.015313395965006258,0.009765319812336918,32,0.9999999999999996,0.49206349206349204,0.4485156279184728
2024-01-16,2,10,1-4-6,1-2-6,0.07281798516263836,0.026607994857678563,10,1.0000000000000004,1.0,0.8038389506222661
2024-01-16,2,11,1-4-3,1-4-2,0.05671655606832931,0.05232500101837241,2,1.0000000000000004,1.0,0.9333768769930387
2024-01-16,2,12,1-2-3,1-6-2,0.0414861984365443,0.0160251012119666,18,0.9999999999999998,1.0,0.9206927883521764
2024-01-17,3,1,3-1-2,3-2-6,0.027125152272529374,0.01523727761355305,15,1.0000000000000004,1.0,0.8212848487771908
2024-01-17,3,2,1-3-4,3-2-4,0.019635845127803586,0.008478171036727458,48,1.0000000000000002,0.49206349206349204,0.4765386349724348
2024-01-17,3,3,4-2-1,3-4-2,0.0274745730029263,0.010177689815459788,42,0.9999999999999999,0.047619047619047616,0.6467836570380316
2024-01-17,3,4,5-4-6,5-6-2,0.07618992952767321,0.02667277410810788,11,1.0,1.0,0.8212848487771908
2024-01-17,3,5,3-5-2,6-5-3,0.048976440494582045,0.004295691150659665,62,0.9999999999999997,0.015873015873015872,0.5780535542892454
2024-01-17,3,6,3-4-2,3-4-2,0.032386648564254855,0.032386648564254855,1,0.9999999999999998,1.0,1.0
