label,n_races,ndcg_at_1,ndcg_at_3,trifecta_top1_rate,trifecta_top5_rate,trifecta_top10_rate,trifecta_top20_rate
検証2024,2303,0.6212531618523666,0.7284260976297137,0.06426400347372992,0.23187147199305255,0.3855840208423795,0.5696917064698219
