開催日,レース,実際3連単,予測3連単,予測確率,的中,TOP10
2020-06-04,6,1-5-3,1-3-5,0.340853878913855,False,1-3-5(0.3409) / 1-5-3(0.2445) / 1-3-4(0.1083) / 1-4-3(0.0587) / 1-5-4(0.0487) / 1-4-5(0.0368) / 1-3-2(0.0350) / 1-3-6(0.0297) / 1-2-3(0.0176) / 1-5-2(0.0157)
2020-06-04,7,1-2-6,1-6-2,0.23495411130683072,False,1-6-2(0.2350) / 1-6-3(0.1568) / 1-6-4(0.1476) / 1-2-6(0.1287) / 1-3-6(0.0797) / 1-4-6(0.0744) / 1-2-3(0.0291) / 1-2-4(0.0274) / 1-3-2(0.0270) / 1-4-2(0.0252)
2020-06-04,9,1-3-4,1-4-6,0.16304220816660728,False,1-4-6(0.1630) / 1-6-4(0.1326) / 1-4-2(0.0875) / 1-4-5(0.0795) / 1-4-3(0.0622) / 1-2-4(0.0615) / 1-5-4(0.0551) / 1-6-2(0.0458) / 1-3-4(0.0418) / 1-6-5(0.0416)
2020-06-04,10,1-4-3,1-4-2,0.22883285907966489,False,1-4-2(0.2288) / 1-2-4(0.1842) / 1-4-5(0.0972) / 1-4-6(0.0912) / 1-5-4(0.0629) / 1-6-4(0.0585) / 1-2-5(0.0536) / 1-2-6(0.0503) / 1-5-2(0.0431) / 1-6-2(0.0401)
2020-06-04,11,1-2-4,1-2-3,0.22008116436192024,False,1-2-3(0.2201) / 1-2-5(0.1375) / 1-3-2(0.1315) / 1-2-6(0.1029) / 1-5-2(0.0751) / 1-2-4(0.0621) / 1-6-2(0.0542) / 1-3-5(0.0316) / 1-4-2(0.0314) / 1-5-3(0.0289)
2020-06-05,5,1-5-4,1-5-2,0.17045704516603782,False,1-5-2(0.1705) / 1-5-3(0.1391) / 1-2-5(0.1215) / 1-5-6(0.1113) / 1-3-5(0.0944) / 1-6-5(0.0724) / 1-2-3(0.0485) / 1-3-2(0.0462) / 1-2-6(0.0388) / 1-6-2(0.0354)
2020-06-05,6,1-2-3,1-3-2,0.08872630232994423,False,1-3-2(0.0887) / 1-2-3(0.0872) / 1-3-6(0.0803) / 1-6-3(0.0765) / 1-2-6(0.0750) / 1-6-2(0.0727) / 1-3-4(0.0583) / 1-2-4(0.0545) / 1-4-3(0.0515) / 1-4-2(0.0489)
2020-06-05,7,1-2-6,1-5-6,0.1959139431684822,False,1-5-6(0.1959) / 1-6-5(0.1642) / 1-5-2(0.1635) / 1-2-5(0.1284) / 1-6-2(0.0981) / 1-2-6(0.0919) / 1-5-3(0.0256) / 1-5-4(0.0189) / 1-3-5(0.0159) / 1-6-3(0.0154)
2020-06-05,8,1-6-5,1-2-4,0.11629713451845365,False,1-2-4(0.1163) / 1-4-2(0.1126) / 1-2-6(0.0695) / 1-4-6(0.0619) / 1-6-2(0.0583) / 1-2-3(0.0573) / 1-2-5(0.0546) / 1-6-4(0.0538) / 1-4-3(0.0511) / 1-4-5(0.0487)
2020-06-05,9,1-2-4,1-2-6,0.13775961042113374,False,1-2-6(0.1378) / 1-2-3(0.1249) / 1-2-5(0.1127) / 1-6-2(0.0950) / 1-3-2(0.0844) / 1-5-2(0.0748) / 1-2-4(0.0587) / 1-4-2(0.0360) / 1-6-3(0.0356) / 1-3-6(0.0349)
2020-06-05,11,1-2-5,1-5-3,0.206630051788932,False,1-5-3(0.2066) / 1-5-4(0.1539) / 1-3-5(0.1159) / 1-5-6(0.1039) / 1-4-5(0.0818) / 1-5-2(0.0741) / 1-6-5(0.0526) / 1-2-5(0.0365) / 1-3-4(0.0284) / 1-4-3(0.0269)
2020-06-05,12,1-2-3,1-3-6,0.1394323507827712,False,1-3-6(0.1394) / 1-3-4(0.1365) / 1-6-3(0.1202) / 1-4-3(0.1169) / 1-6-4(0.0836) / 1-4-6(0.0830) / 1-3-2(0.0535) / 1-2-3(0.0382) / 1-6-2(0.0328) / 1-4-2(0.0319)
2020-06-10,1,1-2-4,1-2-6,0.12965337917993763,False,1-2-6(0.1297) / 1-6-2(0.1070) / 1-2-5(0.0925) / 1-2-4(0.0782) / 1-5-2(0.0704) / 1-2-3(0.0625) / 1-4-2(0.0578) / 1-6-5(0.0479) / 1-3-2(0.0447) / 1-5-6(0.0442)
2020-06-10,5,1-2-6,1-2-5,0.28729840271919505,False,1-2-5(0.2873) / 1-5-2(0.2270) / 1-2-3(0.0730) / 1-2-6(0.0554) / 1-2-4(0.0523) / 1-3-2(0.0423) / 1-5-3(0.0402) / 1-6-2(0.0315) / 1-5-6(0.0306) / 1-4-2(0.0296)
2020-06-10,6,1-4-5,1-4-3,0.38240874402877867,False,1-4-3(0.3824) / 1-3-4(0.2535) / 1-4-5(0.0836) / 1-4-2(0.0600) / 1-5-4(0.0407) / 1-3-5(0.0321) / 1-2-4(0.0286) / 1-5-3(0.0236) / 1-3-2(0.0230) / 1-4-6(0.0211)
2020-06-10,8,1-2-3,1-4-6,0.17280288083063314,False,1-4-6(0.1728) / 1-4-2(0.1579) / 1-6-4(0.1317) / 1-2-4(0.1172) / 1-6-2(0.0685) / 1-2-6(0.0667) / 1-4-3(0.0641) / 1-3-4(0.0408) / 1-6-3(0.0278) / 1-4-5(0.0250)
2020-06-10,9,1-4-2,1-4-2,0.5803276901690773,True,1-4-2(0.5803) / 1-4-5(0.1566) / 1-4-3(0.1180) / 1-2-4(0.0678) / 1-4-6(0.0365) / 1-5-4(0.0173) / 1-3-4(0.0130) / 1-6-4(0.0040) / 1-2-5(0.0014) / 1-5-2(0.0014)
2020-06-10,12,1-4-3,1-6-4,0.18590298103879366,False,1-6-4(0.1859) / 1-4-6(0.1448) / 1-6-5(0.1088) / 1-5-6(0.0742) / 1-6-2(0.0740) / 1-6-3(0.0517) / 1-4-5(0.0517) / 1-2-6(0.0478) / 1-5-4(0.0452) / 1-4-2(0.0351)
