label,n_races,first_hit_rate,exacta_hit_rate,trifecta_top1_rate,trifecta_avg_neg_log_prob,trifecta_top3_rate,trifecta_top5_rate,trifecta_top10_rate,trifecta_top30_rate
直近1年ホールドアウト,1291,1.0,0.44616576297443844,0.2021688613477924,2.627702420301289,0.4415182029434547,0.5855925639039504,0.7993803253292022,1.0
